event,model,source,t_s
pi_flash,kuramoto,pi_oscillator,0.651377
virtual_flash,kuramoto,camera,0.977222
virtual_flash,kuramoto,camera,1.499788
pi_flash,kuramoto,pi_oscillator,1.549895
virtual_flash,kuramoto,camera,1.899806
virtual_flash,kuramoto,camera,2.258725
pi_flash,kuramoto,pi_oscillator,2.30027
virtual_flash,kuramoto,camera,2.780194
pi_flash,kuramoto,pi_oscillator,3.218791
virtual_flash,kuramoto,camera,3.419157
virtual_flash,kuramoto,camera,3.96185
pi_flash,kuramoto,pi_oscillator,4.011787
virtual_flash,kuramoto,camera,4.519583
pi_flash,kuramoto,pi_oscillator,4.619583
virtual_flash,kuramoto,camera,5.170644
pi_flash,kuramoto,pi_oscillator,5.220689
virtual_flash,kuramoto,camera,5.688087
pi_flash,kuramoto,pi_oscillator,5.821694
virtual_flash,kuramoto,camera,6.341626
pi_flash,kuramoto,pi_oscillator,6.812693
virtual_flash,kuramoto,camera,6.949317
virtual_flash,kuramoto,camera,7.530336
pi_flash,kuramoto,pi_oscillator,7.580199
virtual_flash,kuramoto,camera,7.988224
pi_flash,kuramoto,pi_oscillator,8.187839
virtual_flash,kuramoto,camera,8.633858
pi_flash,kuramoto,pi_oscillator,9.246033
virtual_flash,kuramoto,camera,9.37245
virtual_flash,kuramoto,camera,9.926005
pi_flash,kuramoto,pi_oscillator,9.97751
virtual_flash,kuramoto,camera,10.359551
pi_flash,kuramoto,pi_oscillator,10.798377
virtual_flash,kuramoto,camera,10.999249
pi_flash,kuramoto,pi_oscillator,11.605316
virtual_flash,kuramoto,camera,11.773119
virtual_flash,kuramoto,camera,12.197399
pi_flash,kuramoto,pi_oscillator,12.447888
virtual_flash,kuramoto,camera,12.748197
pi_flash,kuramoto,pi_oscillator,13.373888
virtual_flash,kuramoto,camera,13.493852
virtual_flash,kuramoto,camera,14.037047
pi_flash,kuramoto,pi_oscillator,14.136826
virtual_flash,kuramoto,camera,14.587162
pi_flash,kuramoto,pi_oscillator,14.737891
virtual_flash,kuramoto,camera,15.224128
pi_flash,kuramoto,pi_oscillator,15.373667
virtual_flash,kuramoto,camera,15.876075
pi_flash,kuramoto,pi_oscillator,16.44872
virtual_flash,kuramoto,camera,16.56469
virtual_flash,kuramoto,camera,17.046104
pi_flash,kuramoto,pi_oscillator,17.1886
virtual_flash,kuramoto,camera,17.574745
pi_flash,kuramoto,pi_oscillator,18.114004
virtual_flash,kuramoto,camera,18.252927
pi_flash,kuramoto,pi_oscillator,18.86729
virtual_flash,kuramoto,camera,18.981433
pi_flash,kuramoto,pi_oscillator,19.661973
virtual_flash,kuramoto,camera,19.979136
virtual_flash,kuramoto,camera,20.598964
pi_flash,kuramoto,pi_oscillator,20.598964
virtual_flash,kuramoto,camera,21.146445
pi_flash,kuramoto,pi_oscillator,21.24631
virtual_flash,kuramoto,camera,21.66836
pi_flash,kuramoto,pi_oscillator,21.924815
virtual_flash,kuramoto,camera,22.325635
pi_flash,kuramoto,pi_oscillator,22.931294
virtual_flash,kuramoto,camera,23.054892
virtual_flash,kuramoto,camera,23.647377
pi_flash,kuramoto,pi_oscillator,23.696973
virtual_flash,kuramoto,camera,24.093451
virtual_flash,kuramoto,camera,24.715488
pi_flash,kuramoto,pi_oscillator,24.715488
virtual_flash,kuramoto,camera,25.363491
pi_flash,kuramoto,pi_oscillator,25.363491
virtual_flash,kuramoto,camera,25.91856
pi_flash,kuramoto,pi_oscillator,26.006485
virtual_flash,kuramoto,camera,26.428326
pi_flash,kuramoto,pi_oscillator,26.621096
virtual_flash,kuramoto,camera,27.085019
pi_flash,kuramoto,pi_oscillator,27.693215
virtual_flash,kuramoto,camera,27.813256
virtual_flash,kuramoto,camera,28.274193
pi_flash,kuramoto,pi_oscillator,28.422789
virtual_flash,kuramoto,camera,28.811729
pi_flash,kuramoto,pi_oscillator,29.413448
virtual_flash,kuramoto,camera,29.535152
