event,model,source,t_s
pi_flash,eapf_consensus,pi_oscillator,0.422013
virtual_flash,eapf_consensus,camera,0.903403
pi_flash,eapf_consensus,pi_oscillator,0.941772
virtual_flash,eapf_consensus,camera,1.341652
pi_flash,eapf_consensus,pi_oscillator,1.613516
virtual_flash,eapf_consensus,camera,1.885516
pi_flash,eapf_consensus,pi_oscillator,2.269093
virtual_flash,eapf_consensus,camera,2.417404
pi_flash,eapf_consensus,pi_oscillator,2.843903
virtual_flash,eapf_consensus,camera,2.979775
virtual_flash,eapf_consensus,camera,3.407096
pi_flash,eapf_consensus,pi_oscillator,3.444944
virtual_flash,eapf_consensus,camera,3.938983
pi_flash,eapf_consensus,pi_oscillator,4.000199
virtual_flash,eapf_consensus,camera,4.375181
pi_flash,eapf_consensus,pi_oscillator,4.534476
virtual_flash,eapf_consensus,camera,4.925119
pi_flash,eapf_consensus,pi_oscillator,5.041856
virtual_flash,eapf_consensus,camera,5.473094
pi_flash,eapf_consensus,pi_oscillator,5.55176
virtual_flash,eapf_consensus,camera,5.995452
pi_flash,eapf_consensus,pi_oscillator,6.072071
virtual_flash,eapf_consensus,camera,6.55283
pi_flash,eapf_consensus,pi_oscillator,6.587952
virtual_flash,eapf_consensus,camera,7.097499
pi_flash,eapf_consensus,pi_oscillator,7.097499
virtual_flash,eapf_consensus,camera,7.524834
pi_flash,eapf_consensus,pi_oscillator,7.643215
virtual_flash,eapf_consensus,camera,8.057465
pi_flash,eapf_consensus,pi_oscillator,8.155749
virtual_flash,eapf_consensus,camera,8.603175
pi_flash,eapf_consensus,pi_oscillator,8.670914
virtual_flash,eapf_consensus,camera,9.159161
pi_flash,eapf_consensus,pi_oscillator,9.191583
virtual_flash,eapf_consensus,camera,9.586859
pi_flash,eapf_consensus,pi_oscillator,9.719873
virtual_flash,eapf_consensus,camera,10.130929
pi_flash,eapf_consensus,pi_oscillator,10.230783
virtual_flash,eapf_consensus,camera,10.66479
pi_flash,eapf_consensus,pi_oscillator,10.744873
virtual_flash,eapf_consensus,camera,11.220293
pi_flash,eapf_consensus,pi_oscillator,11.255266
virtual_flash,eapf_consensus,camera,11.763888
pi_flash,eapf_consensus,pi_oscillator,11.799158
virtual_flash,eapf_consensus,camera,12.303205
virtual_flash,eapf_consensus,camera,12.73353
pi_flash,eapf_consensus,pi_oscillator,12.851246
virtual_flash,eapf_consensus,camera,13.264966
pi_flash,eapf_consensus,pi_oscillator,13.363501
virtual_flash,eapf_consensus,camera,13.816472
pi_flash,eapf_consensus,pi_oscillator,13.875794
virtual_flash,eapf_consensus,camera,14.346656
pi_flash,eapf_consensus,pi_oscillator,14.427299
virtual_flash,eapf_consensus,camera,14.7947
virtual_flash,eapf_consensus,camera,15.326905
pi_flash,eapf_consensus,pi_oscillator,15.429322
virtual_flash,eapf_consensus,camera,15.86665
pi_flash,eapf_consensus,pi_oscillator,15.94762
virtual_flash,eapf_consensus,camera,16.423822
pi_flash,eapf_consensus,pi_oscillator,16.458817
virtual_flash,eapf_consensus,camera,16.965323
pi_flash,eapf_consensus,pi_oscillator,17.004016
virtual_flash,eapf_consensus,camera,17.514128
pi_flash,eapf_consensus,pi_oscillator,17.514128
virtual_flash,eapf_consensus,camera,17.946807
pi_flash,eapf_consensus,pi_oscillator,18.037818
virtual_flash,eapf_consensus,camera,18.482342
pi_flash,eapf_consensus,pi_oscillator,18.577704
virtual_flash,eapf_consensus,camera,19.028414
pi_flash,eapf_consensus,pi_oscillator,19.087492
virtual_flash,eapf_consensus,camera,19.557593
pi_flash,eapf_consensus,pi_oscillator,19.598976
virtual_flash,eapf_consensus,camera,20.112685
pi_flash,eapf_consensus,pi_oscillator,20.147517
virtual_flash,eapf_consensus,camera,20.637298
pi_flash,eapf_consensus,pi_oscillator,20.671055
virtual_flash,eapf_consensus,camera,21.20325
pi_flash,eapf_consensus,pi_oscillator,21.20325
virtual_flash,eapf_consensus,camera,21.633643
pi_flash,eapf_consensus,pi_oscillator,21.707104
virtual_flash,eapf_consensus,camera,22.159068
pi_flash,eapf_consensus,pi_oscillator,22.259332
virtual_flash,eapf_consensus,camera,22.716322
pi_flash,eapf_consensus,pi_oscillator,22.775393
virtual_flash,eapf_consensus,camera,23.253791
pi_flash,eapf_consensus,pi_oscillator,23.288808
virtual_flash,eapf_consensus,camera,23.778461
pi_flash,eapf_consensus,pi_oscillator,23.811642
virtual_flash,eapf_consensus,camera,24.343635
pi_flash,eapf_consensus,pi_oscillator,24.343635
virtual_flash,eapf_consensus,camera,24.770594
pi_flash,eapf_consensus,pi_oscillator,24.848762
virtual_flash,eapf_consensus,camera,25.316169
pi_flash,eapf_consensus,pi_oscillator,25.395429
virtual_flash,eapf_consensus,camera,25.86398
pi_flash,eapf_consensus,pi_oscillator,25.902918
virtual_flash,eapf_consensus,camera,26.3971
pi_flash,eapf_consensus,pi_oscillator,26.419049
virtual_flash,eapf_consensus,camera,26.94354
pi_flash,eapf_consensus,pi_oscillator,26.94354
virtual_flash,eapf_consensus,camera,27.466204
pi_flash,eapf_consensus,pi_oscillator,27.499995
virtual_flash,eapf_consensus,camera,28.027569
pi_flash,eapf_consensus,pi_oscillator,28.027569
virtual_flash,eapf_consensus,camera,28.459424
pi_flash,eapf_consensus,pi_oscillator,28.551585
virtual_flash,eapf_consensus,camera,28.998283
pi_flash,eapf_consensus,pi_oscillator,29.057219
virtual_flash,eapf_consensus,camera,29.525535
pi_flash,eapf_consensus,pi_oscillator,29.60621
