t_s,event_type
0.974106,follower_flash
1.334502,follower_flash
1.800541,leader_flash
1.800541,follower_flash
2.212975,follower_flash
2.275408,leader_flash
2.696978,follower_flash
2.821278,leader_flash
3.14213,follower_flash
3.298078,leader_flash
3.548706,follower_flash
3.797968,leader_flash
4.049904,follower_flash
4.298869,leader_flash
4.465923,follower_flash
4.800617,leader_flash
4.968382,follower_flash
5.288627,leader_flash
5.363279,follower_flash
5.827833,leader_flash
5.827833,follower_flash
6.291079,leader_flash
6.291079,follower_flash
6.770862,follower_flash
6.829626,leader_flash
7.228752,follower_flash
7.293228,leader_flash
7.713174,follower_flash
7.777893,leader_flash
8.217899,follower_flash
8.282601,leader_flash
8.710306,follower_flash
8.834603,leader_flash
9.170704,follower_flash
9.301583,leader_flash
9.724503,follower_flash
9.789824,leader_flash
10.188206,follower_flash
10.319418,leader_flash
10.651182,follower_flash
10.790395,leader_flash
11.20954,follower_flash
11.334819,leader_flash
11.676722,follower_flash
11.810545,leader_flash
12.235867,follower_flash
12.300488,leader_flash
12.708905,follower_flash
12.835866,leader_flash
13.179011,follower_flash
13.31259,leader_flash
13.735673,follower_flash
13.799755,leader_flash
14.209529,follower_flash
14.336433,leader_flash
14.681086,follower_flash
14.814206,leader_flash
15.237675,follower_flash
15.302014,leader_flash
15.711482,follower_flash
15.836944,leader_flash
16.180002,follower_flash
16.313098,leader_flash
16.735756,follower_flash
16.80115,leader_flash
17.234401,follower_flash
17.300343,leader_flash
17.730011,follower_flash
17.79552,leader_flash
18.194439,follower_flash
18.325282,leader_flash
18.668858,follower_flash
18.801548,leader_flash
19.227812,follower_flash
19.293203,leader_flash
19.691698,follower_flash
19.823032,leader_flash
20.164624,follower_flash
20.301035,leader_flash
20.729707,follower_flash
20.795481,leader_flash
21.194084,follower_flash
21.326147,leader_flash
21.670192,follower_flash
21.803425,leader_flash
22.229112,follower_flash
22.295079,leader_flash
22.696098,follower_flash
22.827149,leader_flash
23.182233,follower_flash
23.316335,leader_flash
23.722435,follower_flash
23.788606,leader_flash
24.211666,follower_flash
24.335948,leader_flash
24.67913,follower_flash
24.813432,leader_flash
25.238864,follower_flash
25.303703,leader_flash
25.718599,follower_flash
25.841794,leader_flash
26.18415,follower_flash
26.31849,leader_flash
26.728014,follower_flash
26.794437,leader_flash
27.226026,follower_flash
27.292234,leader_flash
27.694375,follower_flash
27.825416,leader_flash
28.181323,follower_flash
28.31532,leader_flash
28.723629,follower_flash
28.790232,leader_flash
29.214848,follower_flash
29.338947,leader_flash
29.687264,follower_flash
29.82139,leader_flash
