t_s,detected_state,leader_flash_event,brightness_used,signal_norm,camera_ms
7e-06,0,0,98.0,0.0,974.0
0.974106,0,0,110.67,0.0,80.46
1.054653,0,0,99.33,0.0,59.02
1.11375,0,0,99.0,0.0,96.05
1.209867,0,0,100.0,0.0,67.36
1.277295,0,0,104.0,0.0,57.13
1.334502,0,0,115.33,0.0,74.16
1.40874,0,0,116.0,0.0,77.62
1.486437,0,0,102.0,0.0,89.52
1.576034,0,0,98.0,0.0,94.52
1.67063,0,0,100.0,0.1154,67.48
1.738172,0,0,98.33,0.0176,62.3
1.800541,1,1,114.33,0.9531,72.23
1.872905,1,0,115.0,0.9865,72.68
1.945712,1,0,115.67,1.0,83.61
2.029439,0,0,97.33,0.0,92.54
2.122092,0,0,100.0,0.1145,90.77
2.212975,0,0,97.33,0.0,62.3
2.275408,1,1,115.0,0.9773,103.2
2.378787,1,0,114.33,0.9407,56.4
2.435286,1,0,116.67,1.0,77.73
2.513121,0,0,98.0,0.0,89.65
2.60288,0,0,98.33,0.0187,93.99
2.696978,0,0,100.0,0.1138,65.78
2.762966,0,0,100.67,0.1523,58.14
2.821278,1,1,116.67,1.0,72.12
2.893611,1,0,116.33,1.0,72.65
2.966422,1,0,118.33,1.0,83.14
3.049723,0,0,99.0,0.0544,92.24
3.14213,0,0,101.67,0.1998,92.36
3.234663,0,0,99.0,0.0546,63.25
3.298078,1,1,116.0,0.9838,91.55
3.389837,1,0,116.67,1.0,74.25
3.464258,1,0,116.67,1.0,84.28
3.548706,0,0,97.67,0.0,93.43
3.642315,0,0,100.0,0.1071,92.33
3.734819,0,0,98.0,0.0,62.98
3.797968,1,1,115.67,0.9464,92.31
3.890493,1,0,115.67,0.9464,74.61
3.965276,1,0,116.33,0.9818,84.45
4.049904,0,0,97.0,0.0,93.4
4.143515,0,0,99.67,0.0896,91.98
4.235677,0,0,98.0,0.0,63.01
4.298869,1,1,115.33,0.9333,92.3
4.391401,1,0,115.67,0.9534,74.34
4.465923,1,0,116.33,0.9908,84.3
4.550416,0,0,97.33,0.0,93.31
4.643942,0,0,100.0,0.1133,93.12
4.737263,0,0,98.33,0.0214,63.17
4.800617,1,1,116.0,0.9802,91.9
4.892751,1,0,117.0,1.0,75.44
4.968382,1,0,116.67,1.0,89.34
5.057924,0,0,98.0,0.0,94.71
5.152838,0,0,100.0,0.1071,70.78
5.223822,0,0,99.67,0.0894,64.61
5.288627,1,1,117.67,1.0,74.41
5.363279,1,0,117.33,1.0,71.96
5.435452,1,0,118.0,1.0,79.23
5.514892,0,0,99.33,0.0712,91.08
5.606178,0,0,98.33,0.0177,95.85
5.702229,0,0,100.0,0.1071,66.95
5.769419,0,0,102.0,0.2142,58.21
5.827833,1,1,116.67,1.0,73.11
5.9012,1,0,116.67,1.0,74.98
5.976393,1,0,113.67,0.8393,85.07
6.06168,0,0,98.33,0.0177,94.32
6.156211,0,0,99.33,0.0712,70.33
6.22675,0,0,98.67,0.0359,64.11
6.291079,1,1,116.33,0.9818,73.98
6.365317,1,0,116.33,0.9818,72.71
6.438248,1,0,116.33,0.9818,78.81
6.517274,0,0,98.33,0.0177,92.11
6.6096,0,0,98.0,0.0,94.88
6.704699,0,0,98.0,0.0,65.89
6.770862,0,0,101.0,0.1607,58.53
6.829626,1,1,116.33,0.9818,72.33
6.902179,1,0,116.0,0.9641,75.04
6.977456,1,0,110.67,0.6786,85.62
7.063305,0,0,97.0,0.0,94.66
7.158196,0,0,99.0,0.0536,70.33
7.228752,0,0,98.33,0.0177,64.24
7.293228,1,1,116.67,1.0,74.46
7.367993,1,0,116.67,1.0,86.28
7.45455,1,0,118.67,1.0,71.68
