t_s,timestamp_s,frame_index,roi_id,agent_id,raw_brightness,brightness_used,normalized_signal,signal_norm,state,rising_edge,accepted_flash_event,event_type,threshold_on,threshold_off,norm_on_threshold,norm_off_threshold,adaptive_low,adaptive_high,adaptive_amplitude,estimated_frequency_hz,signal_frequency_hz,accepted_flash_event_count,brightness_mean,detection_mode,detector_episode_latch_enabled,detector_reject_reason,duplicate_suppressed_count,elapsed_time_s,full_frame_mean,last_rising_edge_time_s,latch_off_threshold,latch_on_threshold,local_contrast,local_contrast_ratio,periodicity_confidence,rising_edge_count,roi,roi_mean,roi_median_brightness,roi_top_percentile_brightness,signal_quality,source_agent_id,top_percentile_brightness,use_adaptive
0.267298,15588.219359429,1,0,V0,20.0,20.0,0.0,0.0,OFF,False,False,,180.0,120.0,0.65,0.35,0.0,1.0,0.0,0.0,0.0,0,20.0,local_contrast,False,,0,0.38712863200089487,111.17,,0.35,0.65,20.0,0.303,0.0,0,"{'x': 77, 'y': 276, 'width': 222, 'height': 204}",66.45,65.0,85.0,0.0,V0,85.0,True
0.267298,15588.219359429,1,1,V1,48.0,48.0,0.0,0.0,OFF,False,False,,180.0,120.0,0.65,0.35,0.0,1.0,0.0,0.0,0.0,0,48.0,local_contrast,False,,0,0.38712863200089487,111.17,,0.35,0.65,48.0,0.4248,0.0,0,"{'x': 437, 'y': 254, 'width': 203, 'height': 226}",112.41,112.0,160.0,0.0,V1,160.0,True
0.400848,15588.233085538,2,0,V0,20.0,20.0,0.0,0.0,OFF,False,False,,180.0,120.0,0.65,0.35,0.0,1.0,0.0,0.0,0.0,0,20.0,local_contrast,False,,0,0.40085474100123974,102.66,,0.35,0.65,20.0,0.2941,0.0,0,"{'x': 77, 'y': 276, 'width': 222, 'height': 204}",67.82,67.0,87.0,0.0,V0,87.0,True
0.400848,15588.233085538,2,1,V1,8.0,8.0,0.0,0.0,OFF,False,False,,180.0,120.0,0.65,0.35,0.0,1.0,0.0,0.0,0.0,0,8.0,local_contrast,False,,0,0.40085474100123974,102.66,,0.35,0.65,8.0,0.1633,0.0,0,"{'x': 437, 'y': 254, 'width': 203, 'height': 226}",47.85,48.0,56.0,0.0,V1,56.0,True
0.434047,15588.266285646,3,0,V0,20.0,20.0,0.0,0.0,OFF,False,False,,180.0,120.0,0.65,0.35,0.0,1.0,0.0,0.0,0.0,0,20.0,local_contrast,False,,0,0.43405484899994917,104.05,,0.35,0.65,20.0,0.2899,0.0,0,"{'x': 77, 'y': 276, 'width': 222, 'height': 204}",69.32,68.0,88.0,0.0,V0,88.0,True
0.434047,15588.266285646,3,1,V1,7.0,7.0,0.0,0.0,OFF,False,False,,180.0,120.0,0.65,0.35,0.0,1.0,0.0,0.0,0.0,0,7.0,local_contrast,False,,0,0.43405484899994917,104.05,,0.35,0.65,7.0,0.1373,0.0,0,"{'x': 437, 'y': 254, 'width': 203, 'height': 226}",49.75,50.0,57.0,0.0,V1,57.0,True
0.467369,15588.299607662,4,0,V0,20.0,20.0,0.0,0.0,OFF,False,False,,180.0,120.0,0.65,0.35,0.0,1.0,0.0,0.0,0.0,0,20.0,local_contrast,False,,0,0.46737686500091513,103.86,,0.35,0.65,20.0,0.2899,0.0,0,"{'x': 77, 'y': 276, 'width': 222, 'height': 204}",69.13,68.0,88.0,0.0,V0,88.0,True
0.467369,15588.299607662,4,1,V1,8.0,8.0,0.0,0.0,OFF,False,False,,180.0,120.0,0.65,0.35,0.0,1.0,0.0,0.0,0.0,0,8.0,local_contrast,False,,0,0.46737686500091513,103.86,,0.35,0.65,8.0,0.16,0.0,0,"{'x': 437, 'y': 254, 'width': 203, 'height': 226}",49.5,49.0,57.0,0.0,V1,57.0,True
0.500675,15588.332914215,5,0,V0,20.0,20.0,0.0,0.0,OFF,False,False,,180.0,120.0,0.65,0.35,0.0,1.0,0.0,0.0,0.0,0,20.0,local_contrast,False,,0,0.5006834180003352,103.74,,0.35,0.65,20.0,0.2899,0.0,0,"{'x': 77, 'y': 276, 'width': 222, 'height': 204}",68.99,68.0,88.0,0.0,V0,88.0,True
0.500675,15588.332914215,5,1,V1,8.0,8.0,0.0,0.0,OFF,False,False,,180.0,120.0,0.65,0.35,0.0,1.0,0.0,0.0,0.0,0,8.0,local_contrast,False,,0,0.5006834180003352,103.74,,0.35,0.65,8.0,0.16,0.0,0,"{'x': 437, 'y': 254, 'width': 203, 'height': 226}",49.35,49.0,57.0,0.0,V1,57.0,True
0.533982,15588.366220249,6,0,V0,20.0,20.0,0.0,0.0,OFF,False,False,,180.0,120.0,0.65,0.35,0.0,1.0,0.0,0.0,0.0,0,20.0,local_contrast,False,,0,0.5339894520002417,105.33,,0.35,0.65,20.0,0.2899,0.0,0,"{'x': 77, 'y': 276, 'width': 222, 'height': 204}",68.89,68.0,88.0,0.0,V0,88.0,True
0.533982,15588.366220249,6,1,V1,16.0,16.0,0.0,0.0,OFF,False,False,,180.0,120.0,0.65,0.35,0.0,1.0,0.0,0.0,0.0,0,16.0,local_contrast,False,,0,0.5339894520002417,105.33,,0.35,0.65,16.0,0.2759,0.0,0,"{'x': 437, 'y': 254, 'width': 203, 'height': 226}",60.48,57.0,73.0,0.0,V1,73.0,True
0.567303,15588.399541635,7,0,V0,20.0,20.0,0.0,0.0,OFF,False,False,,180.0,120.0,0.65,0.35,0.0,1.0,0.0,0.0,0.0,0,20.0,local_contrast,False,,0,0.5673108380015037,113.41,,0.35,0.65,20.0,0.2941,0.0,0,"{'x': 77, 'y': 276, 'width': 222, 'height': 204}",68.46,67.0,87.0,0.0,V0,87.0,True
0.567303,15588.399541635,7,1,V1,47.0,47.0,0.0,0.0,OFF,False,False,,180.0,120.0,0.65,0.35,0.0,1.0,0.0,0.0,0.0,0,47.0,local_contrast,False,,0,0.5673108380015037,113.41,,0.35,0.65,47.0,0.4052,0.0,0,"{'x': 437, 'y': 254, 'width': 203, 'height': 226}",114.83,115.0,162.0,0.0,V1,162.0,True
0.600619,15588.432857688,8,0,V0,20.0,20.0,0.0,0.0,OFF,False,False,,180.0,120.0,0.65,0.35,0.0,1.0,0.0,0.0,0.0,0,20.0,local_contrast,False,,0,0.6006268910005019,113.44,,0.35,0.65,20.0,0.2941,0.0,0,"{'x': 77, 'y': 276, 'width': 222, 'height': 204}",68.45,67.0,87.0,0.0,V0,87.0,True
0.600619,15588.432857688,8,1,V1,48.0,48.0,0.0,0.0,OFF,False,False,,180.0,120.0,0.65,0.35,0.0,1.0,0.0,0.0,0.0,0,48.0,local_contrast,False,,0,0.6006268910005019,113.44,,0.35,0.65,48.0,0.4138,0.0,0,"{'x': 437, 'y': 254, 'width': 203, 'height': 226}",114.91,115.0,163.0,0.0,V1,163.0,True
0.633942,15588.466180444,9,0,V0,20.0,20.0,0.0,0.0,OFF,False,False,,180.0,120.0,0.65,0.35,0.0,1.0,0.0,0.0,0.0,0,20.0,local_contrast,False,,0,0.633949647000918,113.44,,0.35,0.65,20.0,0.2941,0.0,0,"{'x': 77, 'y': 276, 'width': 222, 'height': 204}",68.45,67.0,87.0,0.0,V0,87.0,True
0.633942,15588.466180444,9,1,V1,48.0,48.0,0.0,0.0,OFF,False,False,,180.0,120.0,0.65,0.35,0.0,1.0,0.0,0.0,0.0,0,48.0,local_contrast,False,,0,0.633949647000918,113.44,,0.35,0.65,48.0,0.4138,0.0,0,"{'x': 437, 'y': 254, 'width': 203, 'height': 226}",114.91,115.0,163.0,0.0,V1,163.0,True
0.667257,15588.499495071,10,0,V0,36.0,36.0,0.0,0.0,OFF,False,False,,180.0,120.0,0.65,0.35,20.0,21.6,1.6,0.0,0.0,0,36.0,local_contrast,False,,0,0.6672642740013544,114.25,,0.35,0.65,36.0,0.4286,0.0,0,"{'x': 77, 'y': 276, 'width': 222, 'height': 204}",91.09,83.0,119.0,0.0,V0,119.0,True
0.667257,15588.499495071,10,1,V1,48.0,48.0,1.0,1.0,ON,True,True,leader_rising_edge,180.0,120.0,0.65,0.35,7.9,48.0,40.1,0.0,0.0,1,48.0,local_contrast,False,,0,0.6672642740013544,114.25,15588.499495071,0.35,0.65,48.0,0.4286,0.0,1,"{'x': 437, 'y': 254, 'width': 203, 'height': 226}",111.4,111.0,159.0,0.978,V1,159.0,True
0.700585,15588.532823642,11,0,V0,56.0,56.0,1.0,1.0,ON,True,True,leader_rising_edge,180.0,120.0,0.65,0.35,20.0,36.0,16.0,0.0,0.0,1,56.0,local_contrast,False,,0,0.7005928449998464,115.85,15588.532823642,0.35,0.65,56.0,0.5833,0.0,1,"{'x': 77, 'y': 276, 'width': 222, 'height': 204}",107.9,95.0,151.0,0.4444,V0,151.0,True
0.700585,15588.532823642,11,1,V1,49.0,49.0,1.0,1.0,ON,False,False,,180.0,120.0,0.65,0.35,8.0,48.0,40.0,0.0,0.0,1,49.0,local_contrast,False,,0,0.7005928449998464,115.85,15588.499495071,0.35,0.65,49.0,0.4455,0.0,1,"{'x': 437, 'y': 254, 'width': 203, 'height': 226}",110.18,109.0,158.0,0.9524,V1,158.0,True
0.733948,15588.566186546,12,0,V0,57.0,57.0,1.0,1.0,ON,False,False,,180.0,120.0,0.65,0.35,20.0,54.0,34.0,0.0,0.0,1,57.0,local_contrast,False,,0,0.7339557490013249,115.11,15588.532823642,0.35,0.65,57.0,0.6,0.0,1,"{'x': 77, 'y': 276, 'width': 222, 'height': 204}",106.87,94.0,151.0,0.9189,V0,151.0,True
0.733948,15588.566186546,12,1,V1,48.0,48.0,1.0,1.0,ON,False,False,,180.0,120.0,0.65,0.35,8.0,48.0,40.0,0.0,0.0,1,48.0,local_contrast,False,,0,0.7339557490013249,115.11,15588.499495071,0.35,0.65,48.0,0.4364,0.0,1,"{'x': 437, 'y': 254, 'width': 203, 'height': 226}",109.5,109.0,157.0,0.9524,V1,157.0,True
0.767205,15588.599443488,13,0,V0,57.0,57.0,1.0,1.0,ON,False,False,,180.0,120.0,0.65,0.35,20.0,56.8,36.8,0.0,0.0,1,57.0,local_contrast,False,,0,0.767212691000168,113.87,15588.532823642,0.35,0.65,57.0,0.6129,0.0,1,"{'x': 77, 'y': 276, 'width': 222, 'height': 204}",105.18,92.0,149.0,0.9946,V0,149.0,True
0.767205,15588.599443488,13,1,V1,49.0,49.0,1.0,1.0,ON,False,False,,180.0,120.0,0.65,0.35,8.0,48.8,40.8,0.0,0.0,1,49.0,local_contrast,False,,0,0.767212691000168,113.87,15588.499495071,0.35,0.65,49.0,0.4537,0.0,1,"{'x': 437, 'y': 254, 'width': 203, 'height': 226}",108.35,107.0,156.0,0.9714,V1,156.0,True
0.800529,15588.632766948,14,0,V0,56.0,56.0,0.9809,0.9809,ON,False,False,,180.0,120.0,0.65,0.35,20.0,56.7,36.7,0.0,0.0,1,56.0,local_contrast,False,,0,0.800536151000415,104.93,15588.532823642,0.35,0.65,56.0,0.6154,0.0,1,"{'x': 77, 'y': 276, 'width': 222, 'height': 204}",103.39,90.0,146.0,0.9919,V0,146.0,True
0.800529,15588.632766948,14,1,V1,20.0,20.0,0.2948,0.2948,OFF,False,False,,180.0,120.0,0.65,0.35,8.0,48.7,40.7,0.0,0.0,1,20.0,local_contrast,False,,0,0.800536151000415,104.93,15588.499495071,0.35,0.65,20.0,0.3636,0.0,1,"{'x': 437, 'y': 254, 'width': 203, 'height': 226}",59.15,54.0,74.0,0.969,V1,74.0,True
