event,model,source,t_s
pi_flash,kuramoto,pi_oscillator,0.689199
virtual_flash,kuramoto,camera,0.872806
pi_flash,kuramoto,pi_oscillator,1.250679
virtual_flash,kuramoto,camera,1.477903
pi_flash,kuramoto,pi_oscillator,1.721916
pi_flash,kuramoto,pi_oscillator,2.075226
virtual_flash,kuramoto,camera,2.248744
pi_flash,kuramoto,pi_oscillator,2.542124
virtual_flash,kuramoto,camera,2.708265
pi_flash,kuramoto,pi_oscillator,3.136554
virtual_flash,kuramoto,camera,3.522567
pi_flash,kuramoto,pi_oscillator,3.601854
pi_flash,kuramoto,pi_oscillator,4.028901
virtual_flash,kuramoto,camera,4.61343
pi_flash,kuramoto,pi_oscillator,4.663567
pi_flash,kuramoto,pi_oscillator,5.114528
virtual_flash,kuramoto,camera,5.26437
pi_flash,kuramoto,pi_oscillator,5.707847
virtual_flash,kuramoto,camera,6.121978
pi_flash,kuramoto,pi_oscillator,6.172037
pi_flash,kuramoto,pi_oscillator,6.640081
virtual_flash,kuramoto,camera,6.763608
pi_flash,kuramoto,pi_oscillator,7.186473
virtual_flash,kuramoto,camera,7.659829
pi_flash,kuramoto,pi_oscillator,7.809763
pi_flash,kuramoto,pi_oscillator,8.242182
virtual_flash,kuramoto,camera,8.361522
pi_flash,kuramoto,pi_oscillator,8.747033
pi_flash,kuramoto,pi_oscillator,9.176477
virtual_flash,kuramoto,camera,9.375594
pi_flash,kuramoto,pi_oscillator,9.60328
virtual_flash,kuramoto,camera,9.727068
pi_flash,kuramoto,pi_oscillator,10.051395
virtual_flash,kuramoto,camera,10.547893
pi_flash,kuramoto,pi_oscillator,10.547893
pi_flash,kuramoto,pi_oscillator,11.111576
virtual_flash,kuramoto,camera,11.287531
virtual_flash,kuramoto,camera,11.649603
pi_flash,kuramoto,pi_oscillator,11.649603
pi_flash,kuramoto,pi_oscillator,12.132142
virtual_flash,kuramoto,camera,12.238908
pi_flash,kuramoto,pi_oscillator,12.66803
virtual_flash,kuramoto,camera,12.868266
pi_flash,kuramoto,pi_oscillator,13.218497
virtual_flash,kuramoto,camera,13.545223
pi_flash,kuramoto,pi_oscillator,13.622709
virtual_flash,kuramoto,camera,14.101524
pi_flash,kuramoto,pi_oscillator,14.101524
pi_flash,kuramoto,pi_oscillator,14.561333
virtual_flash,kuramoto,camera,14.694988
virtual_flash,kuramoto,camera,15.077736
pi_flash,kuramoto,pi_oscillator,15.077736
virtual_flash,kuramoto,camera,15.5286
pi_flash,kuramoto,pi_oscillator,15.5286
pi_flash,kuramoto,pi_oscillator,15.999132
virtual_flash,kuramoto,camera,16.122626
pi_flash,kuramoto,pi_oscillator,16.51631
virtual_flash,kuramoto,camera,16.913995
pi_flash,kuramoto,pi_oscillator,17.012781
pi_flash,kuramoto,pi_oscillator,17.391506
virtual_flash,kuramoto,camera,17.514911
pi_flash,kuramoto,pi_oscillator,17.942212
virtual_flash,kuramoto,camera,18.046769
virtual_flash,kuramoto,camera,18.398749
pi_flash,kuramoto,pi_oscillator,18.43305
pi_flash,kuramoto,pi_oscillator,18.876097
virtual_flash,kuramoto,camera,19.054555
pi_flash,kuramoto,pi_oscillator,19.384121
virtual_flash,kuramoto,camera,19.804568
pi_flash,kuramoto,pi_oscillator,19.848337
pi_flash,kuramoto,pi_oscillator,20.285839
virtual_flash,kuramoto,camera,20.401778
pi_flash,kuramoto,pi_oscillator,20.808688
pi_flash,kuramoto,pi_oscillator,21.385809
virtual_flash,kuramoto,camera,21.754921
pi_flash,kuramoto,pi_oscillator,21.841096
pi_flash,kuramoto,pi_oscillator,22.261279
virtual_flash,kuramoto,camera,22.382886
pi_flash,kuramoto,pi_oscillator,22.807435
pi_flash,kuramoto,pi_oscillator,23.3465
pi_flash,kuramoto,pi_oscillator,23.846367
virtual_flash,kuramoto,camera,23.964182
virtual_flash,kuramoto,camera,24.332095
pi_flash,kuramoto,pi_oscillator,24.332095
pi_flash,kuramoto,pi_oscillator,24.811212
virtual_flash,kuramoto,camera,24.92089
virtual_flash,kuramoto,camera,25.325043
pi_flash,kuramoto,pi_oscillator,25.325043
virtual_flash,kuramoto,camera,25.765496
pi_flash,kuramoto,pi_oscillator,25.765496
pi_flash,kuramoto,pi_oscillator,26.232623
virtual_flash,kuramoto,camera,26.368978
virtual_flash,kuramoto,camera,26.741985
pi_flash,kuramoto,pi_oscillator,26.741985
pi_flash,kuramoto,pi_oscillator,27.177017
pi_flash,kuramoto,pi_oscillator,27.769114
virtual_flash,kuramoto,camera,28.144321
pi_flash,kuramoto,pi_oscillator,28.640899
virtual_flash,kuramoto,camera,28.833972
pi_flash,kuramoto,pi_oscillator,29.414425
virtual_flash,kuramoto,camera,29.76473
pi_flash,kuramoto,pi_oscillator,29.814648
