event,model,source,t_s
pi_flash,kuramoto,pi_oscillator,0.653935
pi_flash,kuramoto,pi_oscillator,1.042992
virtual_flash,kuramoto,camera,1.239181
pi_flash,kuramoto,pi_oscillator,1.587071
virtual_flash,kuramoto,camera,1.83701
pi_flash,kuramoto,pi_oscillator,2.036866
pi_flash,kuramoto,pi_oscillator,2.42866
virtual_flash,kuramoto,camera,2.567649
pi_flash,kuramoto,pi_oscillator,2.945727
virtual_flash,kuramoto,camera,3.080558
virtual_flash,kuramoto,camera,3.436348
pi_flash,kuramoto,pi_oscillator,3.479531
pi_flash,kuramoto,pi_oscillator,3.879428
virtual_flash,kuramoto,camera,4.001197
pi_flash,kuramoto,pi_oscillator,4.403574
virtual_flash,kuramoto,camera,4.513737
pi_flash,kuramoto,pi_oscillator,4.939728
virtual_flash,kuramoto,camera,5.36786
pi_flash,kuramoto,pi_oscillator,5.416527
pi_flash,kuramoto,pi_oscillator,5.840665
virtual_flash,kuramoto,camera,5.959966
pi_flash,kuramoto,pi_oscillator,6.38974
pi_flash,kuramoto,pi_oscillator,6.896198
pi_flash,kuramoto,pi_oscillator,7.450255
virtual_flash,kuramoto,camera,7.571181
pi_flash,kuramoto,pi_oscillator,7.957596
virtual_flash,kuramoto,camera,8.47931
pi_flash,kuramoto,pi_oscillator,8.527252
pi_flash,kuramoto,pi_oscillator,8.929187
virtual_flash,kuramoto,camera,9.065672
virtual_flash,kuramoto,camera,9.480424
pi_flash,kuramoto,pi_oscillator,9.480424
virtual_flash,kuramoto,camera,9.90843
pi_flash,kuramoto,pi_oscillator,9.90843
pi_flash,kuramoto,pi_oscillator,10.351725
virtual_flash,kuramoto,camera,10.487914
virtual_flash,kuramoto,camera,10.876305
pi_flash,kuramoto,pi_oscillator,10.876305
pi_flash,kuramoto,pi_oscillator,11.308808
virtual_flash,kuramoto,camera,11.423952
virtual_flash,kuramoto,camera,11.831212
pi_flash,kuramoto,pi_oscillator,11.831212
virtual_flash,kuramoto,camera,12.250798
pi_flash,kuramoto,pi_oscillator,12.250798
pi_flash,kuramoto,pi_oscillator,12.696674
virtual_flash,kuramoto,camera,12.832792
virtual_flash,kuramoto,camera,13.213606
pi_flash,kuramoto,pi_oscillator,13.213606
pi_flash,kuramoto,pi_oscillator,13.604038
virtual_flash,kuramoto,camera,13.729034
pi_flash,kuramoto,pi_oscillator,14.085307
virtual_flash,kuramoto,camera,14.198286
pi_flash,kuramoto,pi_oscillator,14.555432
pi_flash,kuramoto,pi_oscillator,15.055382
virtual_flash,kuramoto,camera,15.205664
pi_flash,kuramoto,pi_oscillator,15.519356
virtual_flash,kuramoto,camera,16.031663
pi_flash,kuramoto,pi_oscillator,16.031663
virtual_flash,kuramoto,camera,16.468688
pi_flash,kuramoto,pi_oscillator,16.468688
pi_flash,kuramoto,pi_oscillator,16.900948
virtual_flash,kuramoto,camera,17.013838
pi_flash,kuramoto,pi_oscillator,17.377032
pi_flash,kuramoto,pi_oscillator,17.877797
virtual_flash,kuramoto,camera,18.297533
pi_flash,kuramoto,pi_oscillator,18.370411
pi_flash,kuramoto,pi_oscillator,18.774587
virtual_flash,kuramoto,camera,18.874409
pi_flash,kuramoto,pi_oscillator,19.274618
virtual_flash,kuramoto,camera,19.395944
pi_flash,kuramoto,pi_oscillator,19.804176
virtual_flash,kuramoto,camera,19.996498
pi_flash,kuramoto,pi_oscillator,20.294145
virtual_flash,kuramoto,camera,20.703941
pi_flash,kuramoto,pi_oscillator,20.740815
pi_flash,kuramoto,pi_oscillator,21.166063
virtual_flash,kuramoto,camera,21.292898
pi_flash,kuramoto,pi_oscillator,21.698507
virtual_flash,kuramoto,camera,21.877328
pi_flash,kuramoto,pi_oscillator,22.227865
virtual_flash,kuramoto,camera,22.351474
pi_flash,kuramoto,pi_oscillator,22.769242
virtual_flash,kuramoto,camera,23.190088
pi_flash,kuramoto,pi_oscillator,23.239342
pi_flash,kuramoto,pi_oscillator,23.662447
virtual_flash,kuramoto,camera,23.784964
pi_flash,kuramoto,pi_oscillator,24.216114
virtual_flash,kuramoto,camera,24.51152
pi_flash,kuramoto,pi_oscillator,24.661096
pi_flash,kuramoto,pi_oscillator,25.031235
pi_flash,kuramoto,pi_oscillator,25.555946
pi_flash,kuramoto,pi_oscillator,26.067544
virtual_flash,kuramoto,camera,26.351275
pi_flash,kuramoto,pi_oscillator,26.551303
virtual_flash,kuramoto,camera,26.91835
pi_flash,kuramoto,pi_oscillator,26.91835
pi_flash,kuramoto,pi_oscillator,27.365225
virtual_flash,kuramoto,camera,27.49944
pi_flash,kuramoto,pi_oscillator,27.896853
virtual_flash,kuramoto,camera,28.046919
virtual_flash,kuramoto,camera,28.397006
pi_flash,kuramoto,pi_oscillator,28.447353
pi_flash,kuramoto,pi_oscillator,28.855007
virtual_flash,kuramoto,camera,29.338306
pi_flash,kuramoto,pi_oscillator,29.338306
pi_flash,kuramoto,pi_oscillator,29.802388
