brightness,camera_processing_time_ms,signal_norm,state,t_s,virtual_event
199.0,315.898,0.0,0,0.070993,0
201.0,39.148,0.0,0,0.414906,0
133.0,66.592,0.0,0,0.454089,0
139.0,67.083,0.0,0,0.520716,0
140.0,66.038,0.0,0,0.587833,0
164.0,37.497,0.0,0,0.653935,0
183.0,48.287,0.0,0,0.760243,0
194.0,50.509,0.0,0,0.808564,0
165.0,55.428,0.0,0,0.859108,0
160.0,61.928,0.3553,0,0.914572,0
154.0,66.426,0.25,0,0.976533,0
159.0,63.307,0.335,0,1.042992,0
167.0,56.501,0.4728,0,1.175878,0
188.0,42.493,0.8368,1,1.239181,1
181.0,50.042,0.7222,1,1.281711,0
169.0,50.695,0.5175,1,1.331788,0
175.0,49.83,0.6277,1,1.382518,0
169.0,54.194,0.5251,1,1.432384,0
176.0,50.246,0.6558,1,1.486613,0
175.0,50.143,0.6429,1,1.536893,0
175.0,49.877,0.6481,1,1.587071,0
176.0,28.713,0.6654,1,1.707456,0
147.0,49.987,0.1089,0,1.736204,0
172.0,50.75,0.5968,0,1.786226,0
176.0,50.011,0.6803,1,1.83701,1
176.0,50.215,0.6842,1,1.8871,0
174.0,49.42,0.645,1,1.937349,0
180.0,50.027,0.7817,1,1.986803,0
175.0,49.745,0.6743,1,2.036866,0
189.0,24.606,0.9884,1,2.16184,0
196.0,52.212,1.0,1,2.186481,0
196.0,44.399,1.0,1,2.252972,0
162.0,64.704,0.2881,0,2.297405,0
153.0,66.481,0.0901,0,2.362145,0
146.0,67.002,0.0,0,2.42866,0
195.0,25.589,0.9898,1,2.567649,1
195.0,44.849,0.9918,1,2.593317,0
196.0,51.164,1.0,1,2.638202,0
175.0,58.273,0.5732,1,2.689401,0
158.0,65.507,0.2261,0,2.747709,0
153.0,66.121,0.1224,0,2.81325,0
152.0,66.285,0.093,0,2.879408,0
159.0,57.155,0.2301,0,2.945727,0
198.0,60.602,1.0,1,3.080558,1
163.0,58.027,0.2979,0,3.141262,0
159.0,65.382,0.2043,0,3.199331,0
154.0,43.003,0.087,0,3.281322,0
160.0,65.335,0.2088,0,3.324359,0
174.0,46.585,0.5111,0,3.389729,0
198.0,43.105,1.0,1,3.436348,1
199.0,39.872,1.0,1,3.479531,0
158.0,39.834,0.1344,0,3.593577,0
157.0,66.768,0.1096,0,3.633445,0
152.0,66.739,0.0,0,3.700248,0
161.0,65.455,0.2045,0,3.767021,0
164.0,46.884,0.2727,0,3.832511,0
169.0,44.502,0.3864,0,3.879428,0
189.0,61.753,0.8409,1,4.001197,1
196.0,50.124,1.0,1,4.063029,0
168.0,52.726,0.3636,1,4.113189,0
164.0,61.128,0.2727,0,4.165951,0
158.0,66.67,0.1344,0,4.227114,0
164.0,48.69,0.2694,0,4.308514,0
168.0,46.303,0.3593,0,4.357239,0
173.0,41.091,0.4725,0,4.403574,0
194.0,18.879,0.954,1,4.513737,1
187.0,49.873,0.7926,1,4.532698,0
172.0,51.342,0.4457,1,4.582607,0
179.0,49.976,0.6065,1,4.633984,0
170.0,55.871,0.3968,1,4.683995,0
178.0,49.733,0.5814,1,4.7399,0
169.0,50.185,0.3721,1,4.789669,0
192.0,49.636,0.907,1,4.839889,0
187.0,50.133,0.7907,1,4.889559,0
192.0,50.049,0.907,1,4.939728,0
203.0,40.176,1.0,1,5.060899,0
159.0,66.729,0.1395,0,5.101109,0
158.0,66.85,0.1163,0,5.167877,0
153.0,66.77,0.0,0,5.234762,0
163.0,53.378,0.2326,0,5.314446,0
202.0,48.587,1.0,1,5.36786,1
200.0,45.304,1.0,1,5.416527,0
202.0,33.766,1.0,1,5.539468,0
202.0,66.809,1.0,1,5.57327,0
153.0,67.319,0.0,0,5.640114,0
149.0,66.577,0.0,0,5.707468,0
142.0,66.551,0.0,0,5.774079,0
151.0,50.116,0.0,0,5.840665,0
194.0,28.077,0.9447,1,5.959966,1
194.0,53.416,0.9491,1,5.988122,0
196.0,59.424,0.9954,1,6.041574,0
157.0,65.057,0.0926,0,6.101033,0
152.0,66.968,0.0,0,6.166126,0
145.0,66.762,0.0,0,6.233133,0
153.0,49.88,0.0226,0,6.299931,0
156.0,53.165,0.0901,0,6.38974,0
168.0,29.191,0.3587,0,6.5133,0
175.0,50.239,0.5157,0,6.542525,0
173.0,50.032,0.4709,0,6.592799,0
168.0,52.752,0.3604,0,6.642866,0
177.0,50.29,0.5631,0,6.695652,0
175.0,50.135,0.5092,0,6.745977,0
176.0,49.649,0.5321,0,6.796147,0
153.0,50.33,0.0046,0,6.845832,0
174.0,49.722,0.4862,0,6.896198,0
177.0,29.828,0.5535,0,7.016201,0
156.0,50.18,0.0752,0,7.046063,0
170.0,53.482,0.3945,0,7.096278,0
161.0,59.184,0.1881,0,7.149794,0
170.0,54.713,0.3945,0,7.209024,0
174.0,49.857,0.4862,0,7.263771,0
173.0,36.564,0.4642,0,7.313663,0
180.0,53.423,0.6239,0,7.396797,0
175.0,49.473,0.5069,0,7.450255,0
188.0,28.837,0.8065,1,7.571181,1
163.0,51.86,0.2304,0,7.6001,0
163.0,58.111,0.2304,0,7.651995,0
157.0,63.264,0.0922,0,7.71014,0
165.0,56.36,0.2765,0,7.773439,0
192.0,39.986,0.9028,1,7.829833,0
190.0,38.305,0.8565,1,7.869853,0
187.0,49.368,0.787,1,7.908193,0
193.0,51.862,0.9259,1,7.957596,0
157.0,51.015,0.093,0,8.14601,0
146.0,67.025,0.0,0,8.19706,0
141.0,74.124,0.0,0,8.264121,0
149.0,48.804,0.0,0,8.338286,0
156.0,34.399,0.0909,0,8.402276,0
163.0,42.549,0.25,0,8.436715,0
192.0,47.86,0.9524,1,8.47931,1
190.0,50.327,0.9048,1,8.527252,0
192.0,30.364,0.9524,1,8.647025,0
193.0,56.77,0.9762,1,8.677424,0
178.0,62.015,0.6107,1,8.73423,0
154.0,66.461,0.0268,0,8.79628,0
149.0,66.374,0.0,0,8.862777,0
146.0,67.044,0.0,0,8.929187,0
190.0,26.605,0.9074,1,9.065672,1
190.0,43.057,0.9074,1,9.092359,0
191.0,50.947,0.9306,1,9.135452,0
158.0,57.707,0.1667,0,9.186433,0
157.0,62.457,0.1435,0,9.244174,0
152.0,66.849,0.0278,0,9.306666,0
159.0,62.008,0.1898,0,9.373549,0
162.0,34.992,0.2593,0,9.445396,0
191.0,41.874,0.9302,1,9.480424,1
167.0,76.375,0.385,1,9.592185,0
157.0,63.239,0.1502,0,9.668595,0
152.0,66.481,0.0373,0,9.731868,0
156.0,64.187,0.1305,0,9.798395,0
155.0,45.779,0.1072,0,9.862617,0
190.0,41.674,0.9231,1,9.90843,1
192.0,72.501,0.9697,1,10.020596,0
193.0,60.046,1.0,1,10.09313,0
158.0,64.146,0.1784,0,10.153211,0
151.0,67.546,0.0141,0,10.21739,0
144.0,66.718,0.0,0,10.284972,0
152.0,66.573,0.0682,0,10.351725,0
190.0,25.987,0.9447,1,10.487914,1
191.0,33.258,0.97,1,10.522734,0
192.0,57.846,1.0,1,10.556027,0
151.0,63.384,0.0465,0,10.613943,0
152.0,66.476,0.0698,0,10.677362,0
145.0,67.227,0.0,0,10.743872,0
153.0,65.138,0.0625,0,10.811134,0
192.0,47.04,1.0,1,10.876305,1
172.0,71.2,0.5215,1,10.992927,0
158.0,62.705,0.1866,0,11.064161,0
153.0,66.369,0.067,0,11.126901,0
150.0,66.495,0.0094,0,11.193304,0
158.0,48.941,0.1787,0,11.259832,0
164.0,44.447,0.3237,0,11.308808,0
190.0,19.611,0.9517,1,11.423952,1
184.0,49.966,0.8063,1,11.443657,0
180.0,50.296,0.7094,1,11.493659,0
192.0,39.557,1.0,1,11.554878,0
167.0,54.529,0.3947,1,11.594469,0
160.0,59.928,0.2252,0,11.649033,0
155.0,65.002,0.1041,0,11.708996,0
155.0,57.144,0.1041,0,11.774033,0
192.0,40.838,1.0,1,11.831212,1
189.0,19.066,0.9275,1,11.941497,0
193.0,52.86,1.0,1,11.960599,0
164.0,59.513,0.322,0,12.013495,0
156.0,63.296,0.1283,0,12.073042,0
152.0,66.895,0.0315,0,12.136373,0
155.0,47.46,0.1041,0,12.203303,0
192.0,43.298,1.0,1,12.250798,1
190.0,20.121,0.9517,1,12.364203,0
193.0,53.978,1.0,1,12.384359,0
193.0,59.468,1.0,1,12.438372,0
180.0,64.714,0.7094,1,12.497906,0
152.0,58.023,0.0315,0,12.572239,0
144.0,66.342,0.0,0,12.630296,0
144.0,66.788,0.0,0,12.696674,0
192.0,29.563,1.0,1,12.832792,1
191.0,45.495,0.9767,1,12.862438,0
193.0,52.44,1.0,1,12.907968,0
153.0,59.685,0.093,0,12.960443,0
156.0,64.089,0.1628,0,13.020163,0
151.0,66.881,0.0465,0,13.084287,0
161.0,62.361,0.2791,0,13.151211,0
191.0,44.545,0.9767,1,13.213606,1
193.0,62.262,1.0,1,13.329778,0
150.0,61.047,0.0,0,13.392075,0
154.0,72.048,0.0821,0,13.453156,0
150.0,66.724,0.0,0,13.525245,0
163.0,48.902,0.3095,0,13.604038,0
189.0,46.445,0.9286,1,13.729034,1
193.0,56.494,1.0,1,13.775586,0
150.0,60.26,0.0,0,13.832123,0
154.0,64.644,0.0952,0,13.892423,0
150.0,66.644,0.0,0,13.957107,0
