t,follower_phase_rad,follower_frequency_hz,estimated_leader_phase_rad,phase_error_rad,coupling_term,follower_led_state,sync_state,bootstrap_estimate
0.64,1.224223,1.8,1.759292,0.535069,0.5099,0,0,0
0.65,1.355167,1.8,1.884956,0.529789,0.505351,0,0,0
0.66,1.485951,1.8,2.010619,0.524668,0.500926,0,0,0
0.67,1.616581,1.8,2.136283,0.519702,0.496621,0,0,0
0.68,1.74706,1.8,2.261947,0.514887,0.492436,0,0,0
0.69,1.877393,1.8,2.38761,0.510218,0.488367,0,0,0
0.7,2.007583,1.8,2.513274,0.505691,0.484412,0,0,0
0.71,2.137635,1.8,2.638938,0.501303,0.480569,0,0,0
0.72,2.267552,1.8,2.764602,0.49705,0.476834,0,0,0
0.73,2.397338,1.8,2.890265,0.492927,0.473206,0,0,0
0.74,2.526998,1.8,3.015929,0.488931,0.469682,0,0,0
0.75,2.656534,1.8,3.141593,0.485058,0.46626,0,0,0
0.76,2.785951,1.8,3.267256,0.481306,0.462937,0,0,0
0.77,2.915251,1.8,3.39292,0.477669,0.459711,0,0,0
0.78,3.044438,1.8,3.518584,0.474146,0.456579,0,0,0
0.79,3.173516,1.8,3.644247,0.470732,0.453539,0,0,0
0.8,3.302487,1.8,3.769911,0.467424,0.450588,0,0,0
0.81,3.431355,1.8,3.895575,0.46422,0.447726,0,0,0
0.82,3.560122,1.8,4.021239,0.461116,0.444948,0,0,0
0.83,3.688793,1.8,4.146902,0.458109,0.442253,0,0,0
0.84,3.817369,1.8,4.272566,0.455197,0.439639,0,0,0
0.85,3.945854,1.8,4.39823,0.452376,0.437104,0,0,0
0.86,4.07425,1.8,4.523893,0.449644,0.434645,0,0,0
0.87,4.20256,1.8,4.649557,0.446997,0.43226,0,0,0
0.88,4.330786,1.8,4.775221,0.444435,0.429948,0,0,0
0.89,4.458932,1.8,4.900885,0.441953,0.427706,0,0,0
0.9,4.586999,1.8,5.026548,0.43955,0.425532,0,0,0
0.91,4.71499,1.8,5.152212,0.437222,0.423425,0,0,0
0.92,4.842907,1.8,5.277876,0.434969,0.421382,0,0,0
0.93,4.970753,1.8,5.403539,0.432787,0.419402,0,0,0
0.94,5.098529,1.8,5.529203,0.430674,0.417483,0,0,0
0.95,5.226238,1.8,5.654867,0.428629,0.415624,0,0,0
0.96,5.353882,1.8,5.78053,0.426648,0.413822,0,0,0
0.97,5.481463,1.8,5.906194,0.424731,0.412075,0,0,0
0.98,5.608983,1.8,6.031858,0.422874,0.410383,0,0,0
0.99,5.736444,1.8,6.157522,0.421077,0.408744,0,0,0
1.0,5.863848,1.8,0.0,0.419338,0.407156,0,0,0
1.01,5.991195,1.8,0.125664,0.417654,0.405617,0,0,0
1.02,6.118489,1.8,0.251327,0.416023,0.404126,0,0,0
1.03,6.245731,1.8,0.376991,0.414445,0.402682,1,0,0
1.04,0.089737,1.8,0.502655,0.412918,0.401284,0,0,0
1.05,0.216879,1.8,0.628319,0.411439,0.399929,0,0,0
1.06,0.343974,1.8,0.753982,0.410008,0.398617,0,0,0
1.07,0.471023,1.8,0.879646,0.408623,0.397346,0,0,0
1.08,0.598027,1.8,1.00531,0.407282,0.396115,0,0,0
1.09,0.724989,1.8,1.130973,0.405985,0.394923,0,0,0
1.1,0.851908,1.8,1.256637,0.404729,0.393769,0,0,0
1.11,0.978788,1.8,1.382301,0.403513,0.392652,0,0,0
1.12,1.105628,1.8,1.507964,0.402337,0.391569,0,0,0
1.13,1.23243,1.8,1.633628,0.401198,0.390522,0,0,0
1.14,1.359196,1.8,1.759292,0.400096,0.389507,0,0,0
1.15,1.485926,1.8,1.884956,0.39903,0.388525,0,0,0
1.16,1.612621,1.8,2.010619,0.397998,0.387573,0,0,0
1.17,1.739284,1.8,2.136283,0.396999,0.386653,0,0,0
1.18,1.865914,1.8,2.261947,0.396033,0.385761,0,0,0
1.19,1.992513,1.8,2.38761,0.395097,0.384898,0,0,0
1.2,2.119082,1.8,2.513274,0.394192,0.384063,0,0,0
1.21,2.245621,1.8,2.638938,0.393316,0.383254,0,0,0
1.22,2.372133,1.8,2.764602,0.392469,0.382471,0,0,0
1.23,2.498616,1.8,2.890265,0.391649,0.381713,0,0,0
1.24,2.625074,1.8,3.015929,0.390855,0.380979,0,0,0
1.25,2.751505,1.8,3.141593,0.390087,0.380269,0,0,0
1.26,2.877912,1.8,3.267256,0.389344,0.379582,0,0,0
1.27,3.004295,1.8,3.39292,0.388625,0.378917,0,0,0
1.28,3.130654,1.8,3.518584,0.38793,0.378273,0,0,0
1.29,3.256991,1.8,3.644247,0.387256,0.377649,0,0,0
1.3,3.383306,1.8,3.769911,0.386605,0.377046,0,0,0
1.31,3.5096,1.8,3.895575,0.385975,0.376462,0,0,0
1.32,3.635874,1.8,4.021239,0.385365,0.375897,0,0,0
1.33,3.762127,1.8,4.146902,0.384775,0.375351,0,0,0
1.34,3.888362,1.8,4.272566,0.384204,0.374821,0,0,0
1.35,4.014578,1.8,4.39823,0.383652,0.374309,0,0,0
1.36,4.140776,1.8,4.523893,0.383117,0.373814,0,0,0
1.37,4.266957,1.8,4.649557,0.3826,0.373334,0,0,0
1.38,4.393121,1.8,4.775221,0.3821,0.37287,0,0,0
1.39,4.519269,1.8,4.900885,0.381616,0.37242,0,0,0
1.4,4.645401,1.8,5.026548,0.381147,0.371986,0,0,0
1.41,4.771518,1.8,5.152212,0.380694,0.371565,0,0,0
1.42,4.89762,1.8,5.277876,0.380256,0.371158,0,0,0
1.43,5.023708,1.8,5.403539,0.379832,0.370764,0,0,0
1.44,5.149782,1.8,5.529203,0.379421,0.370383,0,0,0
1.45,5.275842,1.8,5.654867,0.379024,0.370014,0,0,0
1.46,5.40189,1.8,5.78053,0.37864,0.369657,0,0,0
1.47,5.527926,1.8,5.906194,0.378269,0.369312,0,0,0
1.48,5.653949,1.8,6.031858,0.377909,0.368978,0,0,0
1.49,5.77996,1.8,6.157522,0.377561,0.368654,0,0,0
1.5,5.905961,1.8,0.0,0.377225,0.368342,0,0,0
1.51,6.03195,1.8,0.125664,0.376899,0.368039,0,0,0
1.52,6.157929,1.8,0.251327,0.376584,0.367746,1,0,0
1.53,0.000712,1.8,0.376991,0.376279,0.367463,0,0,0
1.54,0.12667,1.8,0.502655,0.375984,0.367188,0,0,0
1.55,0.252619,1.8,0.628319,0.375699,0.366923,0,0,0
1.56,0.378559,1.8,0.753982,0.375423,0.366666,0,0,0
1.57,0.50449,1.8,0.879646,0.375156,0.366418,0,0,0
1.58,0.630412,1.8,1.00531,0.374898,0.366178,0,0,0
1.59,0.756325,1.8,1.130973,0.374648,0.365945,0,0,0
1.6,0.882231,1.8,1.256637,0.374407,0.36572,0,0,0
1.61,1.008128,1.8,1.382301,0.374173,0.365503,0,0,0
1.62,1.134018,1.8,1.507964,0.373946,0.365292,0,0,0
1.63,1.259901,1.8,1.633628,0.373728,0.365088,0,0,0
1.64,1.385776,1.8,1.759292,0.373516,0.364891,0,0,0
1.65,1.511645,1.8,1.884956,0.373311,0.3647,0,0,0
1.66,1.637506,1.8,2.010619,0.373113,0.364516,0,0,0
1.67,1.763362,1.8,2.136283,0.372921,0.364337,0,0,0
1.68,1.889211,1.8,2.261947,0.372736,0.364165,0,0,0
1.69,2.015054,1.8,2.38761,0.372556,0.363998,0,0,0
1.7,2.140891,1.8,2.513274,0.372383,0.363836,0,0,0
1.71,2.266723,1.8,2.638938,0.372215,0.36368,0,0,0
1.72,2.392549,1.8,2.764602,0.372053,0.363528,0,0,0
1.73,2.51837,1.8,2.890265,0.371895,0.363382,0,0,0
1.74,2.644186,1.8,3.015929,0.371743,0.36324,0,0,0
1.75,2.769996,1.8,3.141593,0.371596,0.363103,0,0,0
1.76,2.895802,1.8,3.267256,0.371454,0.362971,0,0,0
1.77,3.021604,1.8,3.39292,0.371317,0.362843,0,0,0
1.78,3.1474,1.8,3.518584,0.371183,0.362719,0,0,0
1.79,3.273193,1.8,3.644247,0.371055,0.362599,0,0,0
1.8,3.398981,1.8,3.769911,0.37093,0.362482,0,0,0
1.81,3.524765,1.8,3.895575,0.37081,0.36237,0,0,0
1.82,3.650546,1.8,4.021239,0.370693,0.362261,0,0,0
1.83,3.776322,1.8,4.146902,0.37058,0.362156,0,0,0
1.84,3.902095,1.8,4.272566,0.370471,0.362055,0,0,0
1.85,4.027864,1.8,4.39823,0.370366,0.361956,0,0,0
1.86,4.15363,1.8,4.523893,0.370263,0.361861,0,0,0
1.87,4.279392,1.8,4.649557,0.370165,0.361769,0,0,0
1.88,4.405152,1.8,4.775221,0.370069,0.36168,0,0,0
1.89,4.530908,1.8,4.900885,0.369977,0.361594,0,0,0
1.9,4.656661,1.8,5.026548,0.369887,0.36151,0,0,0
1.91,4.782411,1.8,5.152212,0.369801,0.36143,0,0,0
1.92,4.908159,1.8,5.277876,0.369717,0.361352,0,0,0
1.93,5.033903,1.8,5.403539,0.369636,0.361276,0,0,0
1.94,5.159645,1.8,5.529203,0.369558,0.361203,0,0,0
1.95,5.285385,1.8,5.654867,0.369482,0.361133,0,0,0
1.96,5.411122,1.8,5.78053,0.369409,0.361064,0,0,0
1.97,5.536856,1.8,5.906194,0.369338,0.360998,0,0,0
1.98,5.662588,1.8,6.031858,0.369269,0.360934,0,0,0
1.99,5.788318,1.8,6.157522,0.369203,0.360872,0,0,0
2.0,5.914046,1.8,0.0,0.369139,0.360813,0,0,0
2.01,6.039772,1.8,0.125664,0.369077,0.360755,0,0,0
2.02,6.165496,1.8,0.251327,0.369017,0.360699,1,0,0
2.03,0.008032,1.8,0.376991,0.368959,0.360644,0,0,0
2.04,0.133752,1.8,0.502655,0.368903,0.360592,0,0,0
2.05,0.25947,1.8,0.628319,0.368848,0.360541,0,0,0
2.06,0.385187,1.8,0.753982,0.368796,0.360492,0,0,0
2.07,0.510901,1.8,0.879646,0.368745,0.360445,0,0,0
2.08,0.636614,1.8,1.00531,0.368696,0.360399,0,0,0
2.09,0.762325,1.8,1.130973,0.368648,0.360355,0,0,0
2.1,0.888035,1.8,1.256637,0.368602,0.360312,0,0,0
2.11,1.013743,1.8,1.382301,0.368557,0.36027,0,0,0
2.12,1.13945,1.8,1.507964,0.368514,0.36023,0,0,0
2.13,1.265156,1.8,1.633628,0.368473,0.360191,0,0,0
2.14,1.39086,1.8,1.759292,0.368432,0.360153,0,0,0
2.15,1.516562,1.8,1.884956,0.368393,0.360117,0,0,0
2.16,1.642264,1.8,2.010619,0.368356,0.360082,0,0,0
2.17,1.767964,1.8,2.136283,0.368319,0.360048,0,0,0
2.18,1.893663,1.8,2.261947,0.368284,0.360015,0,0,0
2.19,2.019361,1.8,2.38761,0.36825,0.359983,0,0,0
2.2,2.145057,1.8,2.513274,0.368217,0.359952,0,0,0
2.21,2.270753,1.8,2.638938,0.368185,0.359922,0,0,0
2.22,2.396448,1.8,2.764602,0.368154,0.359894,0,0,0
2.23,2.522141,1.8,2.890265,0.368124,0.359866,0,0,0
2.24,2.647834,1.8,3.015929,0.368095,0.359839,0,0,0
2.25,2.773526,1.8,3.141593,0.368067,0.359813,0,0,0
2.26,2.899216,1.8,3.267256,0.36804,0.359787,0,0,0
2.27,3.024906,1.8,3.39292,0.368014,0.359763,0,0,0
2.28,3.150595,1.8,3.518584,0.367988,0.359739,0,0,0
2.29,3.276284,1.8,3.644247,0.367964,0.359716,0,0,0
2.3,3.401971,1.8,3.769911,0.36794,0.359694,0,0,0
2.31,3.527658,1.8,3.895575,0.367917,0.359673,0,0,0
2.32,3.653344,1.8,4.021239,0.367895,0.359652,0,0,0
2.33,3.779029,1.8,4.146902,0.367874,0.359632,0,0,0
2.34,3.904713,1.8,4.272566,0.367853,0.359613,0,0,0
2.35,4.030397,1.8,4.39823,0.367833,0.359594,0,0,0
2.36,4.15608,1.8,4.523893,0.367813,0.359576,0,0,0
2.37,4.281763,1.8,4.649557,0.367795,0.359558,0,0,0
2.38,4.407444,1.8,4.775221,0.367776,0.359541,0,0,0
2.39,4.533126,1.8,4.900885,0.367759,0.359525,0,0,0
2.4,4.658806,1.8,5.026548,0.367742,0.359509,0,0,0
2.41,4.784487,1.8,5.152212,0.367725,0.359494,0,0,0
2.42,4.910166,1.8,5.277876,0.367709,0.359479,0,0,0
2.43,5.035845,1.8,5.403539,0.367694,0.359465,0,0,0
2.44,5.161524,1.8,5.529203,0.367679,0.359451,0,0,0
2.45,5.287202,1.8,5.654867,0.367665,0.359437,0,0,0
2.46,5.41288,1.8,5.78053,0.367651,0.359424,0,0,0
2.47,5.538557,1.8,5.906194,0.367637,0.359412,0,0,0
2.48,5.664234,1.8,6.031858,0.367624,0.3594,0,0,0
2.49,5.78991,1.8,6.157522,0.367612,0.359388,0,0,0
2.5,5.915586,1.8,6.283185,0.3676,0.359376,0,0,0
2.51,6.041261,1.8,0.125664,0.367588,0.359365,0,0,0
2.52,6.166936,1.8,0.251327,0.367576,0.359355,1,0,0
2.53,0.009426,1.8,0.376991,0.367565,0.359344,0,1,0
2.54,0.1351,1.8,0.502655,0.367555,0.359334,0,1,0
2.55,0.260774,1.8,0.628319,0.367544,0.359325,0,1,0
2.56,0.386448,1.8,0.753982,0.367534,0.359315,0,1,0
2.57,0.512121,1.8,0.879646,0.367525,0.359306,0,1,0
2.58,0.637794,1.8,1.00531,0.367515,0.359298,0,1,0
2.59,0.763467,1.8,1.130973,0.367506,0.359289,0,1,0
2.6,0.88914,1.8,1.256637,0.367497,0.359281,0,1,0
2.61,1.014812,1.8,1.382301,0.367489,0.359273,0,1,0
2.62,1.140484,1.8,1.507964,0.367481,0.359266,0,1,0
2.63,1.266155,1.8,1.633628,0.367473,0.359258,0,1,0
2.64,1.391827,1.8,1.759292,0.367465,0.359251,0,1,0
2.65,1.517498,1.8,1.884956,0.367458,0.359244,0,1,0
2.66,1.643169,1.8,2.010619,0.367451,0.359237,0,1,0
2.67,1.768839,1.8,2.136283,0.367444,0.359231,0,1,0
2.68,1.89451,1.8,2.261947,0.367437,0.359225,0,1,0
2.69,2.02018,1.8,2.38761,0.36743,0.359219,0,1,0
2.7,2.14585,1.8,2.513274,0.367424,0.359213,0,1,0
2.71,2.27152,1.8,2.638938,0.367418,0.359207,0,1,0
2.72,2.397189,1.8,2.764602,0.367412,0.359202,0,1,0
2.73,2.522859,1.8,2.890265,0.367407,0.359196,0,1,0
2.74,2.648528,1.8,3.015929,0.367401,0.359191,0,1,0
2.75,2.774197,1.8,3.141593,0.367396,0.359186,0,1,0
2.76,2.899866,1.8,3.267256,0.367391,0.359181,0,1,0
2.77,3.025534,1.8,3.39292,0.367386,0.359177,0,1,0
2.78,3.151203,1.8,3.518584,0.367381,0.359172,0,1,0
2.79,3.276871,1.8,3.644247,0.367376,0.359168,0,1,0
2.8,3.40254,1.8,3.769911,0.367372,0.359164,0,1,0
2.81,3.528208,1.8,3.895575,0.367367,0.35916,0,1,0
2.82,3.653876,1.8,4.021239,0.367363,0.359156,0,1,0
2.83,3.779543,1.8,4.146902,0.367359,0.359152,0,1,0
2.84,3.905211,1.8,4.272566,0.367355,0.359148,0,1,0
2.85,4.030879,1.8,4.39823,0.367351,0.359145,0,1,0
2.86,4.156546,1.8,4.523893,0.367348,0.359141,0,1,0
2.87,4.282213,1.8,4.649557,0.367344,0.359138,0,1,0
2.88,4.40788,1.8,4.775221,0.36734,0.359135,0,1,0
2.89,4.533547,1.8,4.900885,0.367337,0.359132,0,1,0
2.9,4.659214,1.8,5.026548,0.367334,0.359128,0,1,0
2.91,4.784881,1.8,5.152212,0.367331,0.359126,0,1,0
2.92,4.910548,1.8,5.277876,0.367328,0.359123,0,1,0
2.93,5.036215,1.8,5.403539,0.367325,0.35912,0,1,0
2.94,5.161881,1.8,5.529203,0.367322,0.359117,0,1,0
2.95,5.287548,1.8,5.654867,0.367319,0.359115,0,1,0
2.96,5.413214,1.8,5.78053,0.367317,0.359112,0,1,0
2.97,5.53888,1.8,5.906194,0.367314,0.35911,0,1,0
2.98,5.664546,1.8,6.031858,0.367312,0.359108,0,1,0
2.99,5.790212,1.8,6.157522,0.367309,0.359105,0,1,0
3.0,5.915878,1.8,6.283185,0.367307,0.359103,0,1,0
3.01,6.041544,1.8,0.125664,0.367305,0.359101,0,1,0
3.02,6.16721,1.8,0.251327,0.367302,0.359099,1,1,0
3.03,0.009691,1.8,0.376991,0.3673,0.359097,0,1,0
3.04,0.135356,1.8,0.502655,0.367298,0.359095,0,1,0
3.05,0.261022,1.8,0.628319,0.367296,0.359093,0,1,0
3.06,0.386688,1.8,0.753982,0.367294,0.359092,0,1,0
3.07,0.512353,1.8,0.879646,0.367293,0.35909,0,1,0
3.08,0.638019,1.8,1.00531,0.367291,0.359088,0,1,0
3.09,0.763684,1.8,1.130973,0.367289,0.359087,0,1,0
3.1,0.88935,1.8,1.256637,0.367287,0.359085,0,1,0
3.11,1.015015,1.8,1.382301,0.367286,0.359084,0,1,0
3.12,1.14068,1.8,1.507964,0.367284,0.359082,0,1,0
3.13,1.266345,1.8,1.633628,0.367283,0.359081,0,1,0
3.14,1.392011,1.8,1.759292,0.367281,0.359079,0,1,0
3.15,1.517676,1.8,1.884956,0.36728,0.359078,0,1,0
3.16,1.643341,1.8,2.010619,0.367279,0.359077,0,1,0
3.17,1.769006,1.8,2.136283,0.367277,0.359076,0,1,0
3.18,1.894671,1.8,2.261947,0.367276,0.359074,0,1,0
3.19,2.020336,1.8,2.38761,0.367275,0.359073,0,1,0
3.2,2.146001,1.8,2.513274,0.367274,0.359072,0,1,0
3.21,2.271665,1.8,2.638938,0.367272,0.359071,0,1,0
3.22,2.39733,1.8,2.764602,0.367271,0.35907,0,1,0
3.23,2.522995,1.8,2.890265,0.36727,0.359069,0,1,0
3.24,2.64866,1.8,3.015929,0.367269,0.359068,0,1,0
3.25,2.774325,1.8,3.141593,0.367268,0.359067,0,1,0
3.26,2.899989,1.8,3.267256,0.367267,0.359066,0,1,0
3.27,3.025654,1.8,3.39292,0.367266,0.359065,0,1,0
3.28,3.151318,1.8,3.518584,0.367265,0.359064,0,1,0
3.29,3.276983,1.8,3.644247,0.367264,0.359064,0,1,0
3.3,3.402648,1.8,3.769911,0.367264,0.359063,0,1,0
3.31,3.528312,1.8,3.895575,0.367263,0.359062,0,1,0
3.32,3.653977,1.8,4.021239,0.367262,0.359061,0,1,0
3.33,3.779641,1.8,4.146902,0.367261,0.359061,0,1,0
3.34,3.905306,1.8,4.272566,0.36726,0.35906,0,1,0
3.35,4.03097,1.8,4.39823,0.36726,0.359059,0,1,0
3.36,4.156634,1.8,4.523893,0.367259,0.359059,0,1,0
3.37,4.282299,1.8,4.649557,0.367258,0.359058,0,1,0
3.38,4.407963,1.8,4.775221,0.367258,0.359057,0,1,0
3.39,4.533628,1.8,4.900885,0.367257,0.359057,0,1,0
3.4,4.659292,1.8,5.026548,0.367256,0.359056,0,1,0
3.41,4.784956,1.8,5.152212,0.367256,0.359056,0,1,0
3.42,4.91062,1.8,5.277876,0.367255,0.359055,0,1,0
3.43,5.036285,1.8,5.403539,0.367255,0.359055,0,1,0
3.44,5.161949,1.8,5.529203,0.367254,0.359054,0,1,0
3.45,5.287613,1.8,5.654867,0.367254,0.359054,0,1,0
3.46,5.413277,1.8,5.78053,0.367253,0.359053,0,1,0
3.47,5.538942,1.8,5.906194,0.367253,0.359053,0,1,0
3.48,5.664606,1.8,6.031858,0.367252,0.359052,0,1,0
3.49,5.79027,1.8,6.157522,0.367252,0.359052,0,1,0
3.5,5.915934,1.8,6.283185,0.367251,0.359051,0,1,0
3.51,6.041598,1.8,0.125664,0.367251,0.359051,0,1,0
3.52,6.167262,1.8,0.251327,0.36725,0.359051,1,1,0
3.53,0.009741,1.8,0.376991,0.36725,0.35905,0,1,0
3.54,0.135405,1.8,0.502655,0.36725,0.35905,0,1,0
3.55,0.261069,1.8,0.628319,0.367249,0.359049,0,1,0
3.56,0.386733,1.8,0.753982,0.367249,0.359049,0,1,0
3.57,0.512397,1.8,0.879646,0.367249,0.359049,0,1,0
3.58,0.638061,1.8,1.00531,0.367248,0.359048,0,1,0
3.59,0.763725,1.8,1.130973,0.367248,0.359048,0,1,0
3.6,0.889389,1.8,1.256637,0.367248,0.359048,0,1,0
3.61,1.015054,1.8,1.382301,0.367247,0.359048,0,1,0
3.62,1.140718,1.8,1.507964,0.367247,0.359047,0,1,0
3.63,1.266382,1.8,1.633628,0.367247,0.359047,0,1,0
3.64,1.392045,1.8,1.759292,0.367246,0.359047,0,1,0
3.65,1.517709,1.8,1.884956,0.367246,0.359047,0,1,0
3.66,1.643373,1.8,2.010619,0.367246,0.359046,0,1,0
3.67,1.769037,1.8,2.136283,0.367246,0.359046,0,1,0
3.68,1.894701,1.8,2.261947,0.367245,0.359046,0,1,0
3.69,2.020365,1.8,2.38761,0.367245,0.359046,0,1,0
3.7,2.146029,1.8,2.513274,0.367245,0.359045,0,1,0
3.71,2.271693,1.8,2.638938,0.367245,0.359045,0,1,0
3.72,2.397357,1.8,2.764602,0.367244,0.359045,0,1,0
3.73,2.523021,1.8,2.890265,0.367244,0.359045,0,1,0
3.74,2.648685,1.8,3.015929,0.367244,0.359045,0,1,0
3.75,2.774349,1.8,3.141593,0.367244,0.359044,0,1,0
3.76,2.900013,1.8,3.267256,0.367244,0.359044,0,1,0
3.77,3.025677,1.8,3.39292,0.367244,0.359044,0,1,0
3.78,3.15134,1.8,3.518584,0.367243,0.359044,0,1,0
3.79,3.277004,1.8,3.644247,0.367243,0.359044,0,1,0
3.8,3.402668,1.8,3.769911,0.367243,0.359044,0,1,0
3.81,3.528332,1.8,3.895575,0.367243,0.359044,0,1,0
3.82,3.653996,1.8,4.021239,0.367243,0.359043,0,1,0
3.83,3.77966,1.8,4.146902,0.367243,0.359043,0,1,0
3.84,3.905324,1.8,4.272566,0.367242,0.359043,0,1,0
3.85,4.030987,1.8,4.39823,0.367242,0.359043,0,1,0
3.86,4.156651,1.8,4.523893,0.367242,0.359043,0,1,0
3.87,4.282315,1.8,4.649557,0.367242,0.359043,0,1,0
3.88,4.407979,1.8,4.775221,0.367242,0.359043,0,1,0
3.89,4.533643,1.8,4.900885,0.367242,0.359042,0,1,0
3.9,4.659307,1.8,5.026548,0.367242,0.359042,0,1,0
3.91,4.78497,1.8,5.152212,0.367242,0.359042,0,1,0
3.92,4.910634,1.8,5.277876,0.367241,0.359042,0,1,0
3.93,5.036298,1.8,5.403539,0.367241,0.359042,0,1,0
3.94,5.161962,1.8,5.529203,0.367241,0.359042,0,1,0
3.95,5.287626,1.8,5.654867,0.367241,0.359042,0,1,0
3.96,5.413289,1.8,5.78053,0.367241,0.359042,0,1,0
3.97,5.538953,1.8,5.906194,0.367241,0.359042,0,1,0
3.98,5.664617,1.8,6.031858,0.367241,0.359042,0,1,0
3.99,5.790281,1.8,6.157522,0.367241,0.359042,0,1,0
4.0,5.915945,1.8,6.283185,0.367241,0.359041,0,1,0
4.01,6.041608,1.8,0.125664,0.367241,0.359041,0,1,0
4.02,6.167272,1.8,0.251327,0.367241,0.359041,1,1,0
4.03,0.009751,1.8,0.376991,0.36724,0.359041,0,1,0
4.04,0.135414,1.8,0.502655,0.36724,0.359041,0,1,0
4.05,0.261078,1.8,0.628319,0.36724,0.359041,0,1,0
4.06,0.386742,1.8,0.753982,0.36724,0.359041,0,1,0
4.07,0.512406,1.8,0.879646,0.36724,0.359041,0,1,0
4.08,0.63807,1.8,1.00531,0.36724,0.359041,0,1,0
