event,model,source,t_s
pi_flash,kuramoto,pi_oscillator,0.512676
virtual_flash,kuramoto,camera,1.14277
pi_flash,kuramoto,pi_oscillator,1.241411
pi_flash,kuramoto,pi_oscillator,1.753694
virtual_flash,kuramoto,camera,1.919367
virtual_flash,kuramoto,camera,2.344895
pi_flash,kuramoto,pi_oscillator,2.46515
virtual_flash,kuramoto,camera,2.893442
pi_flash,kuramoto,pi_oscillator,2.990057
pi_flash,kuramoto,pi_oscillator,3.48248
virtual_flash,kuramoto,camera,3.603806
virtual_flash,kuramoto,camera,4.089958
pi_flash,kuramoto,pi_oscillator,4.189827
virtual_flash,kuramoto,camera,4.51211
pi_flash,kuramoto,pi_oscillator,4.689257
virtual_flash,kuramoto,camera,5.161936
pi_flash,kuramoto,pi_oscillator,5.687046
virtual_flash,kuramoto,camera,5.810295
virtual_flash,kuramoto,camera,6.282676
pi_flash,kuramoto,pi_oscillator,6.368087
virtual_flash,kuramoto,camera,6.791393
pi_flash,kuramoto,pi_oscillator,6.838087
pi_flash,kuramoto,pi_oscillator,7.360474
virtual_flash,kuramoto,camera,7.478182
virtual_flash,kuramoto,camera,7.844484
pi_flash,kuramoto,pi_oscillator,7.962689
virtual_flash,kuramoto,camera,8.328097
pi_flash,kuramoto,pi_oscillator,8.703889
virtual_flash,kuramoto,camera,8.954437
pi_flash,kuramoto,pi_oscillator,9.449147
virtual_flash,kuramoto,camera,9.599123
pi_flash,kuramoto,pi_oscillator,10.150902
virtual_flash,kuramoto,camera,10.694372
pi_flash,kuramoto,pi_oscillator,10.744503
virtual_flash,kuramoto,camera,11.24106
pi_flash,kuramoto,pi_oscillator,11.29174
pi_flash,kuramoto,pi_oscillator,11.848833
virtual_flash,kuramoto,camera,11.969416
virtual_flash,kuramoto,camera,12.396003
pi_flash,kuramoto,pi_oscillator,12.511507
virtual_flash,kuramoto,camera,12.825689
pi_flash,kuramoto,pi_oscillator,13.048213
virtual_flash,kuramoto,camera,13.505733
pi_flash,kuramoto,pi_oscillator,13.712153
virtual_flash,kuramoto,camera,14.125914
pi_flash,kuramoto,pi_oscillator,14.695223
virtual_flash,kuramoto,camera,14.813766
virtual_flash,kuramoto,camera,15.357032
pi_flash,kuramoto,pi_oscillator,15.40167
virtual_flash,kuramoto,camera,15.752873
pi_flash,kuramoto,pi_oscillator,15.935684
virtual_flash,kuramoto,camera,16.544245
pi_flash,kuramoto,pi_oscillator,16.616032
virtual_flash,kuramoto,camera,17.059795
pi_flash,kuramoto,pi_oscillator,17.109935
virtual_flash,kuramoto,camera,17.633928
pi_flash,kuramoto,pi_oscillator,17.633928
virtual_flash,kuramoto,camera,18.131803
pi_flash,kuramoto,pi_oscillator,18.181871
virtual_flash,kuramoto,camera,18.670441
pi_flash,kuramoto,pi_oscillator,18.731707
virtual_flash,kuramoto,camera,19.249899
pi_flash,kuramoto,pi_oscillator,19.249899
pi_flash,kuramoto,pi_oscillator,19.842721
virtual_flash,kuramoto,camera,20.207993
pi_flash,kuramoto,pi_oscillator,20.380825
virtual_flash,kuramoto,camera,20.835392
pi_flash,kuramoto,pi_oscillator,20.885248
virtual_flash,kuramoto,camera,21.387893
pi_flash,kuramoto,pi_oscillator,21.438247
virtual_flash,kuramoto,camera,21.905179
pi_flash,kuramoto,pi_oscillator,21.954445
virtual_flash,kuramoto,camera,22.460784
pi_flash,kuramoto,pi_oscillator,22.510374
virtual_flash,kuramoto,camera,23.007055
pi_flash,kuramoto,pi_oscillator,23.057217
pi_flash,kuramoto,pi_oscillator,23.593902
virtual_flash,kuramoto,camera,23.71522
pi_flash,kuramoto,pi_oscillator,24.299862
virtual_flash,kuramoto,camera,24.623033
pi_flash,kuramoto,pi_oscillator,24.882505
virtual_flash,kuramoto,camera,25.262893
pi_flash,kuramoto,pi_oscillator,25.803326
virtual_flash,kuramoto,camera,25.939476
virtual_flash,kuramoto,camera,26.443499
pi_flash,kuramoto,pi_oscillator,26.542869
virtual_flash,kuramoto,camera,27.04386
pi_flash,kuramoto,pi_oscillator,27.04386
virtual_flash,kuramoto,camera,27.442564
pi_flash,kuramoto,pi_oscillator,27.574751
virtual_flash,kuramoto,camera,28.09896
pi_flash,kuramoto,pi_oscillator,28.150172
virtual_flash,kuramoto,camera,28.609142
pi_flash,kuramoto,pi_oscillator,28.700794
virtual_flash,kuramoto,camera,29.140981
pi_flash,kuramoto,pi_oscillator,29.191347
virtual_flash,kuramoto,camera,29.707365
pi_flash,kuramoto,pi_oscillator,29.750095
