t_s,event_type
1.052349,follower_flash
1.390654,follower_flash
1.93565,leader_flash
2.011076,follower_flash
2.430569,leader_flash
2.750175,follower_flash
2.914368,leader_flash
3.38806,follower_flash
3.45122,leader_flash
3.936739,leader_flash
4.012177,follower_flash
4.434703,leader_flash
4.569387,follower_flash
4.920012,leader_flash
5.13682,follower_flash
5.460014,leader_flash
5.712352,follower_flash
5.946539,leader_flash
6.199402,follower_flash
6.436437,leader_flash
6.773972,follower_flash
6.91678,leader_flash
7.35619,follower_flash
7.422012,leader_flash
7.843725,follower_flash
7.910256,leader_flash
8.381386,follower_flash
8.445882,leader_flash
8.939182,leader_flash
8.939182,follower_flash
9.425587,leader_flash
9.425587,follower_flash
9.934546,leader_flash
9.934546,follower_flash
10.428659,leader_flash
10.428659,follower_flash
10.924485,leader_flash
10.924485,follower_flash
11.423658,leader_flash
11.423658,follower_flash
11.919971,leader_flash
11.919971,follower_flash
12.409317,leader_flash
12.409317,follower_flash
12.8976,follower_flash
12.960329,leader_flash
13.393249,follower_flash
13.455934,leader_flash
13.887728,leader_flash
13.953207,follower_flash
14.387015,follower_flash
14.452693,leader_flash
14.885573,follower_flash
14.951723,leader_flash
15.385373,follower_flash
15.451103,leader_flash
15.886097,leader_flash
15.886097,follower_flash
16.38838,leader_flash
16.38838,follower_flash
16.88992,leader_flash
16.88992,follower_flash
17.391515,leader_flash
17.391515,follower_flash
17.894747,follower_flash
17.957757,leader_flash
18.393834,leader_flash
18.393834,follower_flash
18.896222,follower_flash
18.960862,leader_flash
19.398551,follower_flash
19.462133,leader_flash
19.901698,follower_flash
19.965275,leader_flash
20.409529,leader_flash
20.409529,follower_flash
20.910073,leader_flash
20.910073,follower_flash
21.410299,leader_flash
21.410299,follower_flash
21.91032,leader_flash
21.91032,follower_flash
22.410223,leader_flash
22.410223,follower_flash
22.910647,leader_flash
22.910647,follower_flash
23.410287,leader_flash
23.410287,follower_flash
23.911318,leader_flash
23.911318,follower_flash
24.411503,leader_flash
24.411503,follower_flash
24.911204,leader_flash
24.911204,follower_flash
25.411621,leader_flash
25.411621,follower_flash
25.907393,leader_flash
25.907393,follower_flash
26.410649,leader_flash
26.410649,follower_flash
26.932761,leader_flash
26.932761,follower_flash
27.36629,follower_flash
27.435367,leader_flash
27.884457,leader_flash
27.884457,follower_flash
28.410892,leader_flash
28.410892,follower_flash
28.843937,follower_flash
28.935327,leader_flash
29.39032,follower_flash
29.455995,leader_flash
29.915198,leader_flash
29.915198,follower_flash
