t_s,phase_rad,frequency_hz,phase_error_rad,follower_flash,loop_dt_ms
7e-06,6.4e-05,1.5,0.0,0,0.007
1.052349,3.634975,1.5,0.0,1,1052.343
1.117651,4.25043,1.5,0.0,0,65.302
1.219554,5.210844,1.5,0.0,0,101.903
1.320742,6.164515,1.5,0.0,0,101.188
1.390654,0.540239,1.5,0.0,1,69.912
1.452779,1.125753,1.5,0.0,0,62.125
1.52893,1.843453,1.5,0.0,0,76.15
1.608372,2.592178,1.5,0.0,0,79.442
1.701557,3.470427,1.5,0.0,0,93.185
1.799993,4.398165,1.5,0.0,0,98.436
1.870749,5.065024,1.5,0.0,0,70.756
1.93565,5.681572,1.5,1.218161,0,64.901
2.011076,0.118011,1.5,1.213289,1,75.426
2.085728,0.833409,1.5,1.204537,0,74.652
2.171921,1.659991,1.5,1.192718,0,86.194
2.269053,2.591533,1.5,1.178492,0,97.132
2.365184,3.515071,1.5,1.162397,0,96.131
2.430569,4.157256,1.502082,2.981962,0,65.385
2.498185,4.803737,1.505822,-3.106912,0,67.616
2.5763,5.538021,1.510872,-2.862619,0,78.115
2.652866,6.250596,1.516951,-2.612645,0,76.567
2.750175,0.874303,1.523829,-2.290472,1,97.309
2.847667,1.783411,1.531317,-1.965626,0,97.492
2.914368,2.399439,1.539357,-1.568762,0,66.701
2.972809,2.93866,1.547805,-1.357908,0,58.441
3.046665,3.631695,1.556547,-1.101862,0,73.856
3.126764,4.391555,1.565488,-0.831572,0,80.098
3.220662,5.294256,1.574552,-0.526052,0,93.899
3.319076,6.250291,1.58368,-0.215176,0,98.413
3.38806,0.639473,1.592821,0.001712,1,68.984
3.45122,1.258445,1.601845,-0.469738,0,63.16
3.525785,1.997375,1.610739,-0.26045,0,74.565
3.607406,2.814034,1.619493,-0.038746,0,81.621
3.701744,3.767305,1.628101,0.20836,0,94.339
3.800535,4.774384,1.636556,0.458628,0,98.79
3.87207,5.5097,1.644857,0.634724,0,71.536
3.936739,6.181569,1.653077,0.934002,0,64.669
4.012177,0.689204,1.661201,1.113834,1,75.438
4.087696,1.488401,1.669215,1.286255,0,75.519
4.174877,2.417438,1.677109,1.478346,0,87.181
4.272122,3.460656,1.684875,1.685333,0,97.245
4.368267,4.500799,1.692508,1.881316,0,96.145
4.434703,5.232838,1.699927,1.919315,0,66.437
4.491903,5.872244,1.707144,2.009009,0,57.2
4.569387,0.45147,1.714171,2.133119,1,77.483
4.65753,1.434944,1.721019,2.271488,0,88.144
4.756526,2.542427,1.727695,2.423661,0,98.996
4.85355,3.635524,1.734207,2.565185,0,97.024
4.920012,4.402703,1.740639,2.775318,0,66.462
4.978431,5.087378,1.746982,2.842178,0,58.419
5.054537,5.97112,1.753228,2.936492,0,76.106
5.13682,0.645176,1.759372,3.036349,1,82.283
5.232282,1.728602,1.765409,-3.129399,0,95.462
5.331973,2.844983,1.771336,-2.985607,0,99.691
5.399306,3.591303,1.777153,-2.882559,0,67.333
5.460014,4.277885,1.782832,2.789697,0,60.708
5.535061,5.137111,1.788378,2.899235,0,75.047
5.617647,6.091977,1.793795,3.007916,0,82.585
5.712352,0.910188,1.799089,3.123726,1,94.705
5.812059,2.052286,1.804261,-3.046549,0,99.707
5.881932,2.844569,1.809317,-2.960881,0,69.873
5.946539,3.568156,1.81425,-2.754373,0,64.607
6.022138,4.410664,1.819065,-2.640288,0,75.599
6.104497,5.326522,1.823768,-2.511085,0,82.358
6.199402,0.10105,1.82836,-2.361747,1,94.905
6.299303,1.21603,1.832847,-2.204417,0,99.9
6.371385,2.011679,1.837231,-2.081771,0,72.083
6.436437,2.727346,1.841583,-1.925411,0,65.052
6.512394,3.570862,1.845891,-1.791487,0,75.957
