t_s,detected_state,leader_flash_event,brightness_used,signal_norm,camera_ms
7e-06,0,0,103.67,0.0,1052.25
1.052349,0,0,63.67,0.0,65.21
1.117651,0,0,102.67,0.0,101.83
1.219554,0,0,103.0,0.0,101.12
1.320742,0,0,102.67,0.0,69.84
1.390654,0,0,107.0,0.0,62.04
1.452779,0,0,121.33,0.0,76.08
1.52893,0,0,121.0,0.0,79.37
1.608372,0,0,105.33,0.0,93.12
1.701557,0,0,101.33,0.1605,98.37
1.799993,0,0,103.67,0.119,70.68
1.870749,0,0,102.0,0.0331,64.83
1.93565,1,1,120.67,0.9864,75.29
2.011076,1,0,120.33,0.9705,74.53
2.085728,1,0,120.67,0.9897,86.08
2.171921,0,0,101.0,0.0,97.02
2.269053,0,0,104.0,0.1429,96.02
2.365184,0,0,102.0,0.0394,65.25
2.430569,1,1,119.0,0.9108,67.41
2.498185,1,0,120.0,0.9638,78.01
2.5763,1,0,120.33,0.9824,76.47
2.652866,0,0,100.33,0.0,97.21
2.750175,0,0,103.0,0.0987,97.39
2.847667,0,0,101.33,0.0118,66.6
2.914368,1,1,119.67,0.9488,58.29
2.972809,1,0,119.0,0.9144,73.75
3.046665,1,0,120.33,0.9825,79.99
3.126764,0,0,101.67,0.0226,93.8
3.220662,0,0,100.67,0.0,98.31
3.319076,0,0,103.0,0.1032,68.88
3.38806,0,0,112.67,0.5933,62.97
3.45122,1,1,120.33,0.9844,74.36
3.525785,1,0,121.0,1.0,81.43
3.607406,0,0,105.33,0.2162,94.18
3.701744,0,0,101.0,0.0,98.63
3.800535,0,0,104.0,0.1525,71.37
3.87207,0,0,102.0,0.0508,64.51
3.936739,1,1,121.0,1.0,75.24
4.012177,1,0,121.33,1.0,75.34
4.087696,1,0,122.0,1.0,87.01
4.174877,0,0,100.67,0.0,97.06
4.272122,0,0,104.0,0.15,95.98
4.368267,0,0,101.33,0.0165,66.22
4.434703,1,1,120.33,0.9665,56.99
4.491903,1,0,121.0,1.0,77.31
4.569387,1,0,121.33,1.0,87.97
4.65753,0,0,100.33,0.0,98.82
4.756526,0,0,103.33,0.1209,96.85
4.85355,0,0,102.0,0.0531,66.29
4.920012,1,1,120.33,0.9666,58.2
4.978431,1,0,121.0,1.0,75.93
5.054537,1,0,120.67,0.9835,82.11
5.13682,0,0,102.0,0.05,95.27
5.232282,0,0,100.67,0.0,99.5
5.331973,0,0,101.67,0.0445,67.1
5.399306,0,0,108.67,0.3895,60.52
5.460014,1,1,121.0,1.0,74.82
