event,model,source,t_s
pi_flash,eapf_consensus,pi_oscillator,1.232888
pi_flash,eapf_consensus,pi_oscillator,1.41075
virtual_flash,eapf_consensus,camera,1.737614
virtual_flash,eapf_consensus,camera,2.305358
pi_flash,eapf_consensus,pi_oscillator,2.305358
virtual_flash,eapf_consensus,camera,2.718641
pi_flash,eapf_consensus,pi_oscillator,3.09898
virtual_flash,eapf_consensus,camera,3.263302
virtual_flash,eapf_consensus,camera,3.802228
pi_flash,eapf_consensus,pi_oscillator,3.802228
virtual_flash,eapf_consensus,camera,4.211011
pi_flash,eapf_consensus,pi_oscillator,4.431014
virtual_flash,eapf_consensus,camera,4.780756
pi_flash,eapf_consensus,pi_oscillator,4.993796
virtual_flash,eapf_consensus,camera,5.200031
pi_flash,eapf_consensus,pi_oscillator,5.558365
virtual_flash,eapf_consensus,camera,5.832337
pi_flash,eapf_consensus,pi_oscillator,6.137689
virtual_flash,eapf_consensus,camera,6.284587
virtual_flash,eapf_consensus,camera,6.713103
pi_flash,eapf_consensus,pi_oscillator,6.713103
pi_flash,eapf_consensus,pi_oscillator,7.230014
virtual_flash,eapf_consensus,camera,7.321215
virtual_flash,eapf_consensus,camera,7.771567
pi_flash,eapf_consensus,pi_oscillator,7.771567
virtual_flash,eapf_consensus,camera,8.206804
pi_flash,eapf_consensus,pi_oscillator,8.278361
virtual_flash,eapf_consensus,camera,8.730667
pi_flash,eapf_consensus,pi_oscillator,8.769792
pi_flash,eapf_consensus,pi_oscillator,9.219749
virtual_flash,eapf_consensus,camera,9.370776
pi_flash,eapf_consensus,pi_oscillator,9.695396
virtual_flash,eapf_consensus,camera,9.904101
pi_flash,eapf_consensus,pi_oscillator,10.187815
virtual_flash,eapf_consensus,camera,10.326498
pi_flash,eapf_consensus,pi_oscillator,10.706515
virtual_flash,eapf_consensus,camera,10.856873
pi_flash,eapf_consensus,pi_oscillator,11.17859
virtual_flash,eapf_consensus,camera,11.350785
pi_flash,eapf_consensus,pi_oscillator,11.702788
virtual_flash,eapf_consensus,camera,11.847965
pi_flash,eapf_consensus,pi_oscillator,12.188739
virtual_flash,eapf_consensus,camera,12.417917
pi_flash,eapf_consensus,pi_oscillator,12.733874
virtual_flash,eapf_consensus,camera,12.86391
pi_flash,eapf_consensus,pi_oscillator,13.244686
virtual_flash,eapf_consensus,camera,13.363914
pi_flash,eapf_consensus,pi_oscillator,13.720703
virtual_flash,eapf_consensus,camera,13.889887
pi_flash,eapf_consensus,pi_oscillator,14.264441
virtual_flash,eapf_consensus,camera,14.432499
pi_flash,eapf_consensus,pi_oscillator,14.802317
virtual_flash,eapf_consensus,camera,14.996759
pi_flash,eapf_consensus,pi_oscillator,15.298992
virtual_flash,eapf_consensus,camera,15.494233
pi_flash,eapf_consensus,pi_oscillator,15.83795
virtual_flash,eapf_consensus,camera,15.955795
pi_flash,eapf_consensus,pi_oscillator,16.354858
virtual_flash,eapf_consensus,camera,16.484824
pi_flash,eapf_consensus,pi_oscillator,16.883177
virtual_flash,eapf_consensus,camera,17.038164
pi_flash,eapf_consensus,pi_oscillator,17.390956
virtual_flash,eapf_consensus,camera,17.555217
pi_flash,eapf_consensus,pi_oscillator,17.931995
virtual_flash,eapf_consensus,camera,18.060694
pi_flash,eapf_consensus,pi_oscillator,18.473428
virtual_flash,eapf_consensus,camera,18.572981
pi_flash,eapf_consensus,pi_oscillator,18.991248
virtual_flash,eapf_consensus,camera,19.144965
pi_flash,eapf_consensus,pi_oscillator,19.520955
virtual_flash,eapf_consensus,camera,19.613519
pi_flash,eapf_consensus,pi_oscillator,20.061392
virtual_flash,eapf_consensus,camera,20.171856
pi_flash,eapf_consensus,pi_oscillator,20.572542
virtual_flash,eapf_consensus,camera,20.680542
pi_flash,eapf_consensus,pi_oscillator,21.085001
virtual_flash,eapf_consensus,camera,21.195883
pi_flash,eapf_consensus,pi_oscillator,21.607522
virtual_flash,eapf_consensus,camera,21.70033
pi_flash,eapf_consensus,pi_oscillator,22.119411
virtual_flash,eapf_consensus,camera,22.222024
pi_flash,eapf_consensus,pi_oscillator,22.62623
virtual_flash,eapf_consensus,camera,22.729614
virtual_flash,eapf_consensus,camera,23.127358
pi_flash,eapf_consensus,pi_oscillator,23.164753
pi_flash,eapf_consensus,pi_oscillator,23.6486
virtual_flash,eapf_consensus,camera,23.742298
pi_flash,eapf_consensus,pi_oscillator,24.16197
virtual_flash,eapf_consensus,camera,24.273146
pi_flash,eapf_consensus,pi_oscillator,24.672857
virtual_flash,eapf_consensus,camera,24.78011
pi_flash,eapf_consensus,pi_oscillator,25.210349
virtual_flash,eapf_consensus,camera,25.316055
pi_flash,eapf_consensus,pi_oscillator,25.712999
virtual_flash,eapf_consensus,camera,25.823803
pi_flash,eapf_consensus,pi_oscillator,26.231201
virtual_flash,eapf_consensus,camera,26.358862
pi_flash,eapf_consensus,pi_oscillator,26.769249
virtual_flash,eapf_consensus,camera,26.859531
pi_flash,eapf_consensus,pi_oscillator,27.290079
virtual_flash,eapf_consensus,camera,27.394133
pi_flash,eapf_consensus,pi_oscillator,27.816898
virtual_flash,eapf_consensus,camera,27.923702
pi_flash,eapf_consensus,pi_oscillator,28.361686
virtual_flash,eapf_consensus,camera,28.518474
pi_flash,eapf_consensus,pi_oscillator,28.864255
virtual_flash,eapf_consensus,camera,29.067092
pi_flash,eapf_consensus,pi_oscillator,29.403865
virtual_flash,eapf_consensus,camera,29.516953
pi_flash,eapf_consensus,pi_oscillator,29.939857
