event,model,source,t_s
pi_flash,kuramoto,pi_oscillator,0.611448
virtual_flash,kuramoto,camera,0.972415
pi_flash,kuramoto,pi_oscillator,1.0274
pi_flash,kuramoto,pi_oscillator,1.397201
virtual_flash,kuramoto,camera,1.565807
pi_flash,kuramoto,pi_oscillator,1.950746
virtual_flash,kuramoto,camera,2.448921
pi_flash,kuramoto,pi_oscillator,2.448921
virtual_flash,kuramoto,camera,2.86667
pi_flash,kuramoto,pi_oscillator,2.903357
pi_flash,kuramoto,pi_oscillator,3.289619
virtual_flash,kuramoto,camera,3.428554
pi_flash,kuramoto,pi_oscillator,3.803728
virtual_flash,kuramoto,camera,3.922807
virtual_flash,kuramoto,camera,4.293351
pi_flash,kuramoto,pi_oscillator,4.293351
virtual_flash,kuramoto,camera,4.720903
pi_flash,kuramoto,pi_oscillator,4.720903
pi_flash,kuramoto,pi_oscillator,5.165628
virtual_flash,kuramoto,camera,5.309755
pi_flash,kuramoto,pi_oscillator,5.629341
virtual_flash,kuramoto,camera,5.751275
virtual_flash,kuramoto,camera,6.123748
pi_flash,kuramoto,pi_oscillator,6.123748
pi_flash,kuramoto,pi_oscillator,6.511953
virtual_flash,kuramoto,camera,6.633501
pi_flash,kuramoto,pi_oscillator,7.020875
virtual_flash,kuramoto,camera,7.158824
virtual_flash,kuramoto,camera,7.520744
pi_flash,kuramoto,pi_oscillator,7.520744
virtual_flash,kuramoto,camera,7.946254
pi_flash,kuramoto,pi_oscillator,7.946254
pi_flash,kuramoto,pi_oscillator,8.31622
virtual_flash,kuramoto,camera,8.507979
pi_flash,kuramoto,pi_oscillator,8.80238
pi_flash,kuramoto,pi_oscillator,9.30351
virtual_flash,kuramoto,camera,9.510674
pi_flash,kuramoto,pi_oscillator,9.776443
virtual_flash,kuramoto,camera,10.228173
pi_flash,kuramoto,pi_oscillator,10.271702
pi_flash,kuramoto,pi_oscillator,10.673577
pi_flash,kuramoto,pi_oscillator,11.275412
virtual_flash,kuramoto,camera,11.663506
pi_flash,kuramoto,pi_oscillator,11.714388
pi_flash,kuramoto,pi_oscillator,12.120833
virtual_flash,kuramoto,camera,12.312245
pi_flash,kuramoto,pi_oscillator,12.635972
virtual_flash,kuramoto,camera,12.968163
pi_flash,kuramoto,pi_oscillator,13.068121
virtual_flash,kuramoto,camera,14.554624
pi_flash,kuramoto,pi_oscillator,14.554624
pi_flash,kuramoto,pi_oscillator,14.985084
virtual_flash,kuramoto,camera,15.100716
virtual_flash,kuramoto,camera,15.529793
pi_flash,kuramoto,pi_oscillator,15.529793
virtual_flash,kuramoto,camera,15.955234
pi_flash,kuramoto,pi_oscillator,15.955234
pi_flash,kuramoto,pi_oscillator,16.393475
virtual_flash,kuramoto,camera,16.510209
virtual_flash,kuramoto,camera,16.904538
pi_flash,kuramoto,pi_oscillator,16.904538
pi_flash,kuramoto,pi_oscillator,17.339168
virtual_flash,kuramoto,camera,17.448063
pi_flash,kuramoto,pi_oscillator,17.812654
pi_flash,kuramoto,pi_oscillator,18.375549
virtual_flash,kuramoto,camera,18.764192
pi_flash,kuramoto,pi_oscillator,18.834638
pi_flash,kuramoto,pi_oscillator,19.254363
virtual_flash,kuramoto,camera,19.379983
pi_flash,kuramoto,pi_oscillator,19.749046
virtual_flash,kuramoto,camera,19.870531
pi_flash,kuramoto,pi_oscillator,20.234641
pi_flash,kuramoto,pi_oscillator,20.734244
virtual_flash,kuramoto,camera,21.238583
pi_flash,kuramoto,pi_oscillator,21.238583
virtual_flash,kuramoto,camera,21.668979
pi_flash,kuramoto,pi_oscillator,21.668979
pi_flash,kuramoto,pi_oscillator,22.085998
virtual_flash,kuramoto,camera,22.206738
pi_flash,kuramoto,pi_oscillator,22.591821
virtual_flash,kuramoto,camera,22.944059
pi_flash,kuramoto,pi_oscillator,23.030085
pi_flash,kuramoto,pi_oscillator,23.46038
virtual_flash,kuramoto,camera,23.594426
pi_flash,kuramoto,pi_oscillator,23.934788
virtual_flash,kuramoto,camera,24.048707
pi_flash,kuramoto,pi_oscillator,24.410702
virtual_flash,kuramoto,camera,24.660583
pi_flash,kuramoto,pi_oscillator,24.911576
virtual_flash,kuramoto,camera,25.060648
pi_flash,kuramoto,pi_oscillator,25.381141
pi_flash,kuramoto,pi_oscillator,25.801364
virtual_flash,kuramoto,camera,25.914337
pi_flash,kuramoto,pi_oscillator,26.301118
virtual_flash,kuramoto,camera,26.419917
pi_flash,kuramoto,pi_oscillator,26.768982
virtual_flash,kuramoto,camera,27.196686
pi_flash,kuramoto,pi_oscillator,27.241026
pi_flash,kuramoto,pi_oscillator,27.686244
virtual_flash,kuramoto,camera,27.787155
pi_flash,kuramoto,pi_oscillator,28.137015
virtual_flash,kuramoto,camera,28.252449
virtual_flash,kuramoto,camera,28.610459
pi_flash,kuramoto,pi_oscillator,28.610459
pi_flash,kuramoto,pi_oscillator,29.041199
virtual_flash,kuramoto,camera,29.15784
pi_flash,kuramoto,pi_oscillator,29.521951
virtual_flash,kuramoto,camera,29.723724
