t_s,agent_id,event_type,model
0.05,1,agent_flash,eapf
0.38,2,agent_flash,eapf
0.45,0,agent_flash,eapf
0.52,1,agent_flash,eapf
0.89,2,agent_flash,eapf
1.02,1,agent_flash,eapf
1.12,0,agent_flash,eapf
1.45,2,agent_flash,eapf
1.55,1,agent_flash,eapf
1.78,0,agent_flash,eapf
1.9,2,agent_flash,eapf
2.13,1,agent_flash,eapf
2.29,2,agent_flash,eapf
2.45,0,agent_flash,eapf
2.58,1,agent_flash,eapf
2.73,2,agent_flash,eapf
3.09,1,agent_flash,eapf
3.12,0,agent_flash,eapf
3.15,2,agent_flash,eapf
3.59,2,agent_flash,eapf
3.6,1,agent_flash,eapf
3.78,0,agent_flash,eapf
4.11,2,agent_flash,eapf
4.17,1,agent_flash,eapf
4.45,0,agent_flash,eapf
4.54,2,agent_flash,eapf
4.61,1,agent_flash,eapf
5.02,2,agent_flash,eapf
5.12,0,agent_flash,eapf
5.12,1,agent_flash,eapf
5.51,2,agent_flash,eapf
5.62,1,agent_flash,eapf
5.78,0,agent_flash,eapf
5.94,2,agent_flash,eapf
6.18,1,agent_flash,eapf
6.33,2,agent_flash,eapf
6.45,0,agent_flash,eapf
6.62,1,agent_flash,eapf
6.76,2,agent_flash,eapf
7.12,0,agent_flash,eapf
7.12,1,agent_flash,eapf
7.18,2,agent_flash,eapf
7.62,1,agent_flash,eapf
7.62,2,agent_flash,eapf
7.78,0,agent_flash,eapf
8.11,2,agent_flash,eapf
8.18,1,agent_flash,eapf
8.45,0,agent_flash,eapf
8.55,2,agent_flash,eapf
8.61,1,agent_flash,eapf
9.01,2,agent_flash,eapf
9.11,1,agent_flash,eapf
9.12,0,agent_flash,eapf
9.52,2,agent_flash,eapf
9.61,1,agent_flash,eapf
9.78,0,agent_flash,eapf
9.94,2,agent_flash,eapf
10.17,1,agent_flash,eapf
10.32,2,agent_flash,eapf
10.45,0,agent_flash,eapf
10.61,1,agent_flash,eapf
10.75,2,agent_flash,eapf
11.1,1,agent_flash,eapf
11.12,0,agent_flash,eapf
11.15,2,agent_flash,eapf
11.58,2,agent_flash,eapf
11.61,1,agent_flash,eapf
11.78,0,agent_flash,eapf
12.09,2,agent_flash,eapf
12.16,1,agent_flash,eapf
12.45,0,agent_flash,eapf
12.53,2,agent_flash,eapf
12.6,1,agent_flash,eapf
13.0,2,agent_flash,eapf
13.1,1,agent_flash,eapf
13.12,0,agent_flash,eapf
13.51,2,agent_flash,eapf
13.6,1,agent_flash,eapf
13.78,0,agent_flash,eapf
13.93,2,agent_flash,eapf
14.16,1,agent_flash,eapf
14.31,2,agent_flash,eapf
14.45,0,agent_flash,eapf
14.6,1,agent_flash,eapf
14.74,2,agent_flash,eapf
15.1,1,agent_flash,eapf
15.12,0,agent_flash,eapf
15.15,2,agent_flash,eapf
15.58,2,agent_flash,eapf
15.6,1,agent_flash,eapf
15.78,0,agent_flash,eapf
16.09,2,agent_flash,eapf
16.16,1,agent_flash,eapf
16.45,0,agent_flash,eapf
16.53,2,agent_flash,eapf
16.6,1,agent_flash,eapf
16.99,2,agent_flash,eapf
17.1,1,agent_flash,eapf
17.12,0,agent_flash,eapf
17.51,2,agent_flash,eapf
