accepted_flash_event,accepted_flash_event_count,adaptive_amplitude,adaptive_high,adaptive_low,agent_id,brightness_mean,brightness_used,detection_mode,detector_episode_latch_enabled,detector_reject_reason,duplicate_suppressed_count,elapsed_time_s,estimated_frequency_hz,event_type,frame_index,full_frame_mean,last_rising_edge_time_s,latch_off_threshold,latch_on_threshold,local_contrast,local_contrast_ratio,norm_off_threshold,norm_on_threshold,normalized_signal,periodicity_confidence,raw_brightness,rising_edge,rising_edge_count,roi,roi_id,roi_mean,roi_median_brightness,roi_top_percentile_brightness,signal_frequency_hz,signal_norm,signal_quality,source_agent_id,state,t_s,threshold_off,threshold_on,timestamp_s,top_percentile_brightness,use_adaptive
False,0,0.0,1.0,0.0,V0,21.0,21.0,local_contrast,False,,0,0.4995635779996519,0.0,,1,107.07,,0.35,0.65,21.0,0.2308,0.35,0.65,0.0,0.0,21.0,False,0,"{'x': 0, 'y': 104, 'width': 234, 'height': 228}",0,91.25,90.0,111.0,0.0,0.0,0.0,V0,OFF,3e-06,120.0,180.0,18377.959865169,111.0,True
False,0,0.0,1.0,0.0,V1,120.0,120.0,local_contrast,False,,0,0.4995635779996519,0.0,,1,107.07,,0.35,0.65,120.0,0.9524,0.35,0.65,0.0,0.0,120.0,False,0,"{'x': 350, 'y': 108, 'width': 278, 'height': 266}",1,149.66,125.0,245.0,0.0,0.0,0.0,V1,OFF,3e-06,120.0,180.0,18377.959865169,245.0,True
False,0,0.0,1.0,0.0,V0,85.0,85.0,local_contrast,False,,0,0.5418548170018767,0.0,,2,64.11,,0.35,0.65,85.0,0.8173,0.35,0.65,0.0,0.0,85.0,False,0,"{'x': 0, 'y': 104, 'width': 234, 'height': 228}",0,119.11,103.0,188.0,0.0,0.0,0.0,V0,OFF,0.532367,120.0,180.0,18378.002156408,188.0,True
False,0,0.0,1.0,0.0,V1,9.0,9.0,local_contrast,False,,0,0.5418548170018767,0.0,,2,64.11,,0.35,0.65,9.0,0.225,0.35,0.65,0.0,0.0,9.0,False,0,"{'x': 350, 'y': 108, 'width': 278, 'height': 266}",1,38.22,39.0,48.0,0.0,0.0,0.0,V1,OFF,0.532367,120.0,180.0,18378.002156408,48.0,True
False,0,0.0,1.0,0.0,V0,80.0,80.0,local_contrast,False,,0,0.6417995840020012,0.0,,3,94.74,,0.35,0.65,80.0,0.6667,0.35,0.65,0.0,0.0,80.0,False,0,"{'x': 0, 'y': 104, 'width': 234, 'height': 228}",0,133.04,119.0,199.0,0.0,0.0,0.0,V0,OFF,0.633451,120.0,180.0,18378.102101175,199.0,True
False,0,0.0,1.0,0.0,V1,114.0,114.0,local_contrast,False,,0,0.6417995840020012,0.0,,3,94.74,,0.35,0.65,114.0,1.1633,0.35,0.65,0.0,0.0,114.0,False,0,"{'x': 350, 'y': 108, 'width': 278, 'height': 266}",1,121.53,97.0,211.0,0.0,0.0,0.0,V1,OFF,0.633451,120.0,180.0,18378.102101175,211.0,True
False,0,0.0,1.0,0.0,V0,19.0,19.0,local_contrast,False,,0,0.7417995920004614,0.0,,4,92.41,,0.35,0.65,19.0,0.25,0.35,0.65,0.0,0.0,19.0,False,0,"{'x': 0, 'y': 104, 'width': 234, 'height': 228}",0,76.38,75.0,94.0,0.0,0.0,0.0,V0,OFF,0.725242,120.0,180.0,18378.202101183,94.0,True
False,0,0.0,1.0,0.0,V1,122.0,122.0,local_contrast,False,,0,0.7417995920004614,0.0,,4,92.41,,0.35,0.65,122.0,1.1091,0.35,0.65,0.0,0.0,122.0,False,0,"{'x': 350, 'y': 108, 'width': 278, 'height': 266}",1,134.21,109.0,231.0,0.0,0.0,0.0,V1,OFF,0.725242,120.0,180.0,18378.202101183,231.0,True
False,0,0.0,1.0,0.0,V0,19.0,19.0,local_contrast,False,,0,0.775280414000008,0.0,,5,86.41,,0.35,0.65,19.0,0.2676,0.35,0.65,0.0,0.0,19.0,False,0,"{'x': 0, 'y': 104, 'width': 234, 'height': 228}",0,70.84,70.0,89.0,0.0,0.0,0.0,V0,OFF,0.755616,120.0,180.0,18378.235582005,89.0,True
False,0,0.0,1.0,0.0,V1,123.0,123.0,local_contrast,False,,0,0.775280414000008,0.0,,5,86.41,,0.35,0.65,123.0,1.1942,0.35,0.65,0.0,0.0,123.0,False,0,"{'x': 350, 'y': 108, 'width': 278, 'height': 266}",1,127.8,102.0,225.0,0.0,0.0,0.0,V1,OFF,0.755616,120.0,180.0,18378.235582005,225.0,True
False,0,0.0,1.0,0.0,V0,79.0,79.0,local_contrast,False,,0,0.8086822190016392,0.0,,6,94.99,,0.35,0.65,79.0,0.7117,0.35,0.65,0.0,0.0,79.0,False,0,"{'x': 0, 'y': 104, 'width': 234, 'height': 228}",0,125.72,110.0,189.0,0.0,0.0,0.0,V0,OFF,0.807287,120.0,180.0,18378.26898381,189.0,True
