agent_id,drop_reason,dropped,event_type,frequency_hz,injected_delay_s,kept_for_p0,normalized_signal,phase_rad,raw_brightness,roi_id,source_t_s,t_s
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,7.194833,7.194833
P0,,,pi_flash,2.64934,,,,1.805614,,,,7.307486
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,7.307486,7.307486
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8489,,79.0,0,,7.414809
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9827,,124.0,1,,7.414809
P0,,,pi_flash,2.626696,,,,0.058473,,,,7.594915
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,7.594915,7.594915
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8129,,78.0,0,,7.70034
P0,,,pi_flash,2.588231,,,,0.589548,,,,8.028179
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,8.028179,8.028179
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8254,,78.0,0,,8.131622
P0,,,pi_flash,2.558736,,,,0.160641,,,,8.405619
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,8.405619,8.405619
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8309,,77.0,0,,8.500366
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9623,,123.0,1,,8.500366
P0,,,pi_flash,2.524148,,,,0.777358,,,,8.847
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,8.847,8.847
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8434,,77.0,0,,8.930609
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9618,,122.0,1,,8.930609
V0,,0,pi_detected_virtual_flash,,0.0,1,0.6647,,65.0,0,,9.19503
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7931,,102.0,1,,9.19503
P0,,,pi_flash,2.490653,,,,0.380992,,,,9.228996
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,9.228996,9.228996
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8434,,77.0,0,,9.528591
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8103,,104.0,1,,9.528591
P0,,,pi_flash,2.477515,,,,0.43253,,,,9.629453
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,9.629453,9.629453
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8576,,77.0,0,,9.962668
P0,,,pi_flash,2.489403,,,,0.144952,,,,9.996567
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,9.996567,9.996567
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8624,,77.0,0,,10.295867
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9827,,124.0,1,,10.295867
P0,,,pi_flash,2.486367,,,,0.148786,,,,10.385574
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,10.385574,10.385574
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8362,,107.0,1,,10.610714
P0,,,pi_flash,2.508939,,,,0.706085,,,,10.811032
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,10.811032,10.811032
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9516,,79.0,0,,11.039125
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9524,,120.0,1,,11.039125
P0,,,pi_flash,2.54066,,,,0.117214,,,,11.163968
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,11.163968,11.163968
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9508,,78.0,0,,11.363223
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9826,,123.0,1,,11.363223
P0,,,pi_flash,2.589288,,,,0.310235,,,,11.563906
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,11.563906,11.563906
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9344,,77.0,0,,11.797052
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9739,,122.0,1,,11.797052
P0,,,pi_flash,2.643826,,,,0.718836,,,,11.974538
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,11.974538,11.974538
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8361,,71.0,0,,12.206548
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7913,,101.0,1,,12.206548
P0,,,pi_flash,2.639295,,,,0.133822,,,,12.298036
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,12.298036,12.298036
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8703,,73.0,0,,12.530329
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8783,,111.0,1,,12.530329
P0,,,pi_flash,2.616663,,,,0.447384,,,,12.675246
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,12.675246,12.675246
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9333,,76.0,0,,12.96437
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9825,,122.0,1,,12.96437
P0,,,pi_flash,2.619249,,,,0.450598,,,,13.031809
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,13.031809,13.031809
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9667,,78.0,0,,13.26426
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8509,,107.0,1,,13.26426
P0,,,pi_flash,2.603724,,,,0.637139,,,,13.408335
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,13.408335,13.408335
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8596,,108.0,1,,13.697886
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9406,,76.0,0,,14.031583
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9561,,119.0,1,,14.031583
P0,,,pi_flash,2.608698,,,,0.132967,,,,14.101436
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,14.101436,14.101436
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9,,73.0,0,,14.465525
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9737,,121.0,1,,14.465525
P0,,,pi_flash,2.596356,,,,0.056908,,,,14.465525
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,14.465525,14.465525
V1,,0,pi_detected_virtual_flash,,0.0,1,0.6579,,85.0,1,,14.76522
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9833,,78.0,0,,14.799198
P0,,,pi_flash,2.580293,,,,0.449091,,,,14.86634
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,14.86634,14.86634
V1,,0,pi_detected_virtual_flash,,0.0,1,0.6579,,85.0,1,,15.198958
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9667,,77.0,0,,15.246651
P0,,,pi_flash,2.580014,,,,0.554782,,,,15.246651
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,15.246651,15.246651
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8833,,72.0,0,,15.53275
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8772,,110.0,1,,15.53275
P0,,,pi_flash,2.568909,,,,0.127844,,,,15.600155
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,15.600155,15.600155
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8667,,71.0,0,,15.966059
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8883,,111.0,1,,15.966059
P0,,,pi_flash,2.569242,,,,0.529351,,,,16.000294
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,16.000294,16.000294
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9387,,75.0,0,,16.29987
P0,,,pi_flash,2.558552,,,,0.472461,,,,16.37877
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,16.37877,16.37877
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9,,72.0,0,,16.733432
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7434,,94.0,1,,16.733432
P0,,,pi_flash,2.561785,,,,0.048589,,,,16.733432
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,16.733432,16.733432
V0,,0,pi_detected_virtual_flash,,0.0,1,0.6667,,58.0,0,,17.033447
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7345,,93.0,1,,17.033447
P0,,,pi_flash,2.554156,,,,0.36708,,,,17.134689
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,17.134689,17.134689
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7,,60.0,0,,17.467182
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7124,,91.0,1,,17.467182
P0,,,pi_flash,2.558242,,,,0.247384,,,,17.501108
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,17.501108,17.501108
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9667,,76.0,0,,17.804132
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8795,,110.0,1,,17.804132
P0,,,pi_flash,2.549557,,,,0.044859,,,,17.868341
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,17.868341,17.868341
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9167,,73.0,0,,18.134285
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9494,,118.0,1,,18.134285
P0,,,pi_flash,2.559092,,,,0.049621,,,,18.244792
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,18.244792,18.244792
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9667,,76.0,0,,18.567895
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9495,,118.0,1,,18.567895
P0,,,pi_flash,2.593505,,,,0.691633,,,,18.645173
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,18.645173,18.645173
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7167,,62.0,0,,18.877438
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7478,,95.0,1,,18.877438
P0,,,pi_flash,2.619124,,,,0.559118,,,,19.002478
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,19.002478,19.002478
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7333,,63.0,0,,19.301653
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7304,,93.0,1,,19.301653
P0,,,pi_flash,2.667238,,,,0.189228,,,,19.335513
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,19.335513,19.335513
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9833,,78.0,0,,19.635182
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8696,,109.0,1,,19.635182
P0,,,pi_flash,2.68375,,,,0.326382,,,,19.702898
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,19.702898,19.702898
P0,,,pi_flash,2.726344,,,,0.750801,,,,20.080969
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,20.080969,20.080969
V0,,0,pi_detected_virtual_flash,,0.0,1,1.0,,82.0,0,,20.402635
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9391,,117.0,1,,20.402635
P0,,,pi_flash,2.764905,,,,0.319105,,,,20.402635
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,20.402635,20.402635
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9836,,79.0,0,,20.736331
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9913,,123.0,1,,20.736331
P0,,,pi_flash,2.762435,,,,0.755102,,,,20.781909
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,20.781909,20.781909
P0,,,pi_flash,2.745567,,,,0.093407,,,,21.102682
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,21.102682,21.102682
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9672,,78.0,0,,21.202712
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9828,,123.0,1,,21.202712
V0,,0,pi_detected_virtual_flash,,0.0,1,1.0,,80.0,0,,21.469682
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8621,,109.0,1,,21.469682
P0,,,pi_flash,2.726893,,,,0.12633,,,,21.469682
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,21.469682,21.469682
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9672,,78.0,0,,21.803547
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9741,,122.0,1,,21.803547
P0,,,pi_flash,2.715037,,,,0.153944,,,,21.837538
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,21.837538,21.837538
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7869,,67.0,0,,22.203627
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7759,,99.0,1,,22.203627
P0,,,pi_flash,2.747319,,,,0.323139,,,,22.203627
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,22.203627,22.203627
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9836,,79.0,0,,22.537157
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8448,,107.0,1,,22.537157
P0,,,pi_flash,2.759728,,,,0.666245,,,,22.5808
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,22.5808,22.5808
P0,,,pi_flash,2.787377,,,,0.217417,,,,22.908804
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,22.908804,22.908804
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7937,,69.0,0,,23.287424
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7826,,100.0,1,,23.287424
P0,,,pi_flash,2.821872,,,,0.805865,,,,23.287424
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,23.287424,23.287424
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8889,,75.0,0,,23.604454
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9739,,122.0,1,,23.604454
P0,,,pi_flash,2.822678,,,,0.209701,,,,23.604454
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,23.604454,23.604454
P0,,,pi_flash,2.841072,,,,0.686934,,,,23.980372
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,23.980372,23.980372
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9048,,76.0,0,,24.072509
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9913,,124.0,1,,24.072509
P0,,,pi_flash,2.839503,,,,0.167277,,,,24.305115
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,24.305115,24.305115
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9206,,77.0,0,,24.408882
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9739,,122.0,1,,24.408882
P0,,,pi_flash,2.821323,,,,0.527964,,,,24.682594
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,24.682594,24.682594
P0,,,pi_flash,2.80288,,,,0.472882,,,,25.039197
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,25.039197,25.039197
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9355,,77.0,0,,25.16375
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9826,,123.0,1,,25.16375
P0,,,pi_flash,2.767834,,,,0.753388,,,,25.419814
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,25.419814,25.419814
V0,,0,pi_detected_virtual_flash,,0.0,1,1.0,,80.0,0,,25.539326
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9391,,118.0,1,,25.539326
P0,,,pi_flash,2.709646,,,,0.250466,,,,25.77329
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,25.77329,25.77329
V0,,0,pi_detected_virtual_flash,,0.0,1,1.0,,86.0,0,,25.875385
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9217,,116.0,1,,25.875385
P0,,,pi_flash,2.697702,,,,0.41761,,,,26.163109
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,26.163109,26.163109
V0,,0,pi_detected_virtual_flash,,0.0,1,1.0,,87.0,0,,26.306129
V1,,0,pi_detected_virtual_flash,,0.0,1,0.913,,115.0,1,,26.306129
P0,,,pi_flash,2.68296,,,,0.282707,,,,26.540769
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,26.540769,26.540769
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9983,,80.0,0,,26.645301
V1,,0,pi_detected_virtual_flash,,0.0,1,1.0,,125.0,1,,26.645301
P0,,,pi_flash,2.682929,,,,0.277404,,,,26.922212
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,26.922212,26.922212
V0,,0,pi_detected_virtual_flash,,0.0,1,1.0,,84.0,0,,27.073847
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9565,,120.0,1,,27.073847
P0,,,pi_flash,2.673541,,,,0.248523,,,,27.307162
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,27.307162,27.307162
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9194,,76.0,0,,27.410303
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9826,,124.0,1,,27.410303
P0,,,pi_flash,2.677326,,,,0.160581,,,,27.684435
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,27.684435,27.684435
V0,,0,pi_detected_virtual_flash,,0.0,1,1.0,,85.0,0,,27.807191
V1,,0,pi_detected_virtual_flash,,0.0,1,0.913,,116.0,1,,27.807191
P0,,,pi_flash,2.689542,,,,0.473242,,,,28.087054
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,28.087054,28.087054
V0,,0,pi_detected_virtual_flash,,0.0,1,1.0,,84.0,0,,28.241282
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9391,,119.0,1,,28.241282
P0,,,pi_flash,2.668747,,,,0.340441,,,,28.474543
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,28.474543,28.474543
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9502,,77.0,0,,28.57523
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9826,,124.0,1,,28.57523
P0,,,pi_flash,2.660299,,,,0.024335,,,,28.842215
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,28.842215,28.842215
V0,,0,pi_detected_virtual_flash,,0.0,1,1.0,,83.0,0,,28.974782
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8957,,114.0,1,,28.974782
P0,,,pi_flash,2.646568,,,,0.353165,,,,29.251997
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,29.251997,29.251997
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9194,,76.0,0,,29.349704
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9739,,123.0,1,,29.349704
P0,,,pi_flash,2.631701,,,,0.394023,,,,29.642901
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,29.642901,29.642901
V0,,0,pi_detected_virtual_flash,,0.0,1,1.0,,83.0,0,,29.754404
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9391,,119.0,1,,29.754404
P0,,,pi_flash,2.615241,,,,0.060497,,,,30.008902
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,30.008902,30.008902
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7584,,98.0,1,,30.154958
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9516,,78.0,0,,30.176458
P0,,,pi_flash,2.595816,,,,6.250048,,,,30.400712
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,30.400712,30.400712
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9032,,75.0,0,,30.5152
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9741,,123.0,1,,30.5152
P0,,,pi_flash,2.594029,,,,1.805375,,,,30.5152
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,30.5152,30.5152
P0,,,pi_flash,2.587691,,,,0.239847,,,,30.810149
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,30.810149,30.810149
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9677,,79.0,0,,30.916988
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9397,,119.0,1,,30.916988
P0,,,pi_flash,2.57639,,,,0.098947,,,,31.191751
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,31.191751,31.191751
V0,,0,pi_detected_virtual_flash,,0.0,1,1.0,,81.0,0,,31.343311
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8966,,114.0,1,,31.343311
P0,,,pi_flash,2.560509,,,,0.338155,,,,31.609745
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,31.609745,31.609745
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9355,,77.0,0,,31.77684
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8879,,113.0,1,,31.77684
P0,,,pi_flash,2.542644,,,,0.074541,,,,32.010699
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,32.010699,32.010699
V0,,0,pi_detected_virtual_flash,,0.0,1,0.918,,75.0,0,,32.118974
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9826,,123.0,1,,32.118974
P0,,,pi_flash,2.526003,,,,0.520455,,,,32.443954
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,32.443954,32.443954
V0,,0,pi_detected_virtual_flash,,0.0,1,1.0,,82.0,0,,32.554637
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9826,,123.0,1,,32.554637
P0,,,pi_flash,2.509192,,,,0.232078,,,,32.82847
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,32.82847,32.82847
P0,,,pi_flash,2.492682,,,,0.358361,,,,33.244134
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,33.244134,33.244134
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7377,,64.0,0,,33.377556
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8261,,105.0,1,,33.377556
P0,,,pi_flash,2.467718,,,,0.0146,,,,33.644526
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,33.644526,33.644526
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9016,,74.0,0,,33.81138
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9217,,116.0,1,,33.81138
P0,,,pi_flash,2.435935,,,,6.242968,,,,34.077896
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,34.077896,34.077896
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9508,,77.0,0,,34.18158
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9652,,121.0,1,,34.18158
P0,,,pi_flash,2.433165,,,,1.513307,,,,34.18158
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,34.18158,34.18158
P0,,,pi_flash,2.415104,,,,0.146978,,,,34.511554
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,34.511554,34.511554
V0,,0,pi_detected_virtual_flash,,0.0,1,0.95,,76.0,0,,34.615857
V1,,0,pi_detected_virtual_flash,,0.0,1,0.959,,120.0,1,,34.615857
