event,model,source,t_s
pi_flash,kuramoto,pi_oscillator,0.445784
virtual_flash,kuramoto,camera,0.900917
virtual_flash,kuramoto,camera,1.3163
pi_flash,kuramoto,pi_oscillator,1.703451
virtual_flash,kuramoto,camera,1.985091
virtual_flash,kuramoto,camera,2.409957
pi_flash,kuramoto,pi_oscillator,2.909287
virtual_flash,kuramoto,camera,3.681696
pi_flash,kuramoto,pi_oscillator,3.781366
virtual_flash,kuramoto,camera,4.212399
virtual_flash,kuramoto,camera,4.617762
pi_flash,kuramoto,pi_oscillator,4.800763
virtual_flash,kuramoto,camera,5.326274
pi_flash,kuramoto,pi_oscillator,5.887342
virtual_flash,kuramoto,camera,6.004268
virtual_flash,kuramoto,camera,6.395344
pi_flash,kuramoto,pi_oscillator,6.660539
virtual_flash,kuramoto,camera,7.141803
pi_flash,kuramoto,pi_oscillator,7.740871
virtual_flash,kuramoto,camera,7.889392
virtual_flash,kuramoto,camera,8.32343
pi_flash,kuramoto,pi_oscillator,8.502242
virtual_flash,kuramoto,camera,8.975695
pi_flash,kuramoto,pi_oscillator,9.610571
virtual_flash,kuramoto,camera,9.758163
virtual_flash,kuramoto,camera,10.146964
pi_flash,kuramoto,pi_oscillator,10.447566
virtual_flash,kuramoto,camera,10.821378
pi_flash,kuramoto,pi_oscillator,11.512644
virtual_flash,kuramoto,camera,11.626492
virtual_flash,kuramoto,camera,12.010843
pi_flash,kuramoto,pi_oscillator,12.325979
virtual_flash,kuramoto,camera,12.741719
pi_flash,kuramoto,pi_oscillator,13.447358
virtual_flash,kuramoto,camera,13.569154
virtual_flash,kuramoto,camera,13.934617
pi_flash,kuramoto,pi_oscillator,14.563708
virtual_flash,kuramoto,camera,15.265551
pi_flash,kuramoto,pi_oscillator,15.365465
virtual_flash,kuramoto,camera,15.904335
pi_flash,kuramoto,pi_oscillator,15.954568
virtual_flash,kuramoto,camera,16.562287
pi_flash,kuramoto,pi_oscillator,16.612699
virtual_flash,kuramoto,camera,17.172801
pi_flash,kuramoto,pi_oscillator,17.213038
virtual_flash,kuramoto,camera,17.729823
pi_flash,kuramoto,pi_oscillator,17.819659
virtual_flash,kuramoto,camera,18.392446
pi_flash,kuramoto,pi_oscillator,18.392446
virtual_flash,kuramoto,camera,18.919792
pi_flash,kuramoto,pi_oscillator,19.011108
virtual_flash,kuramoto,camera,19.581876
pi_flash,kuramoto,pi_oscillator,19.581876
virtual_flash,kuramoto,camera,20.138383
pi_flash,kuramoto,pi_oscillator,20.238256
virtual_flash,kuramoto,camera,20.775907
pi_flash,kuramoto,pi_oscillator,20.826786
virtual_flash,kuramoto,camera,21.310388
pi_flash,kuramoto,pi_oscillator,21.410898
virtual_flash,kuramoto,camera,21.829465
pi_flash,kuramoto,pi_oscillator,21.958777
virtual_flash,kuramoto,camera,22.490209
pi_flash,kuramoto,pi_oscillator,22.592238
virtual_flash,kuramoto,camera,23.057554
pi_flash,kuramoto,pi_oscillator,23.157704
virtual_flash,kuramoto,camera,23.573339
pi_flash,kuramoto,pi_oscillator,23.692907
virtual_flash,kuramoto,camera,24.219577
pi_flash,kuramoto,pi_oscillator,24.31999
virtual_flash,kuramoto,camera,24.764011
pi_flash,kuramoto,pi_oscillator,24.913789
virtual_flash,kuramoto,camera,25.41273
pi_flash,kuramoto,pi_oscillator,25.49701
virtual_flash,kuramoto,camera,25.959052
pi_flash,kuramoto,pi_oscillator,26.049841
virtual_flash,kuramoto,camera,26.484416
pi_flash,kuramoto,pi_oscillator,26.62154
virtual_flash,kuramoto,camera,27.152574
pi_flash,kuramoto,pi_oscillator,27.202437
virtual_flash,kuramoto,camera,27.665294
pi_flash,kuramoto,pi_oscillator,27.764297
virtual_flash,kuramoto,camera,28.224236
pi_flash,kuramoto,pi_oscillator,28.316525
virtual_flash,kuramoto,camera,28.747438
pi_flash,kuramoto,pi_oscillator,28.89551
virtual_flash,kuramoto,camera,29.421854
pi_flash,kuramoto,pi_oscillator,29.812324
virtual_flash,kuramoto,camera,29.944962
