K,agent_id,applied_kuramoto_correction,coupling_input,dt,effective_period_s,fire_count,flash_count_delta,flash_on,frequency_hz_after,frequency_hz_before,neighbour_period_est,neighbour_phase_est,phase_after,phase_before,phase_delta,phase_delta_unwrapped,pi_flash_events_consumed_this_step,time,warning,wrapped_phase_error
4.5,0,-0.1387959,-0.934652525,0.033,0.751538152,0,0,0,1.330604438,2.0,0.5,3.824635048,5.307809929,5.031915599,0.27589433,0.27589433,0,0.033119,frequency_step_gt_0.5hz,-1.207280551
4.5,0,-0.130156083,-0.876471942,0.033,0.728717862,0,0,0,1.372273211,1.330604438,0.5,4.239325278,5.592344076,5.307809929,0.284534147,0.284534147,0,0.066686,,-1.068484651
4.5,0,-0.119775821,-0.806571182,0.033,0.703068783,0,0,0,1.422335942,1.372273211,0.5,4.654015508,5.887258486,5.592344076,0.29491441,0.29491441,0,0.100567,,-0.938328568
4.5,0,-0.108428421,-0.730157718,0.033,0.677019168,0,0,0,1.477063055,1.422335942,0.5,5.068705738,6.193520295,5.887258486,0.306261809,0.306261809,0,0.134098,,-0.818552747
4.5,0,-0.096811315,-0.65192805,0.033,0.652277032,1,1,1,1.533090927,1.477063055,0.5,5.483395969,0.228213902,6.193520295,0.317878915,0.317878915,0,0.167289,,-0.710124326
4.5,0,-0.085473602,-0.575579814,0.033,0.629813617,1,0,0,1.587771324,1.533090927,0.5,5.898086199,0.55743053,0.228213902,0.329216628,0.329216628,0,0.200471,,-0.613313011
4.5,0,-0.074794696,-0.503667989,0.033,0.610026006,1,0,0,1.639274375,1.587771324,0.5,0.029591122,0.897326064,0.55743053,0.339895534,0.339895534,0,0.233957,,-0.527839408
4.5,0,-0.06499921,-0.437705116,0.033,0.592938059,1,0,0,1.686516802,1.639274375,0.5,0.444281352,1.247017085,0.897326064,0.349691021,0.349691021,0,0.267535,,-0.453044712
4.5,0,-0.056189424,-0.378379957,0.033,0.578367221,1,0,0,1.729005317,1.686516802,0.5,0.858971583,1.605517891,1.247017085,0.358500807,0.358500807,0,0.301035,,-0.388045502
4.5,0,-0.048381062,-0.325798398,0.033,0.566038563,1,0,0,1.766664085,1.729005317,0.5,1.273661813,1.97182706,1.605517891,0.366309168,0.366309168,0,0.334581,,-0.331856079
4.5,0,-0.041534508,-0.279693657,0.033,0.55565305,1,0,0,1.799684174,1.766664085,0.5,1.688352043,2.344982782,1.97182706,0.373155722,0.373155722,0,0.367931,,-0.283475016
4.5,0,-0.035578679,-0.239587067,0.033,0.546923761,1,0,0,1.828408403,1.799684174,0.5,2.103042273,2.724094333,2.344982782,0.379111551,0.379111551,0,0.401556,,-0.241940508
4.5,0,-0.030427692,-0.204900284,0.033,0.539592322,1,0,0,1.853250981,1.828408403,0.5,2.517732504,3.108356871,2.724094333,0.384262538,0.384262538,0,0.434938,,-0.206361829
4.5,0,-0.025991648,-0.175027931,0.033,0.533434194,1,0,0,1.874645478,1.853250981,0.5,2.932422734,3.497055453,3.108356871,0.388698583,0.388698583,0,0.468491,,-0.175934137
4.5,0,-0.008790132,-0.059192809,0.033,0.51082795,1,0,0,1.957606273,1.874645478,0.5,0.41469023,3.902955551,3.497055453,0.405900098,0.405900098,1,0.501656,,-3.082365223
4.5,0,-0.010092822,-0.067965129,0.033,0.512472672,1,0,0,1.951323562,1.957606273,0.5,0.829380461,4.30755296,3.902955551,0.404597409,0.404597409,0,0.534814,,-3.073575091
4.5,0,-0.011587601,-0.07803098,0.033,0.514373015,1,0,0,1.944114427,1.951323562,0.5,1.244070691,4.71065559,4.30755296,0.40310263,0.40310263,0,0.568452,,-3.063482269
4.5,0,-0.013302296,-0.089577752,0.033,0.516570374,1,0,0,1.935844661,1.944114427,0.5,1.658760921,5.112043524,4.71065559,0.401387934,0.401387934,0,0.601937,,-3.051894669
4.5,0,-0.015268511,-0.102818255,0.033,0.519113271,1,0,0,1.926361849,1.935844661,0.5,2.073451151,5.511465243,5.112043524,0.399421719,0.399421719,0,0.63557,,-3.038592372
4.5,0,-0.017522001,-0.117993271,0.033,0.522058664,1,0,0,1.915493545,1.926361849,0.5,2.488141382,5.908633473,5.511465243,0.39716823,0.39716823,0,0.669059,,-3.023323861
4.5,0,-0.020103019,-0.135373866,0.033,0.52547348,2,1,1,1.90304561,1.915493545,0.5,2.902831612,0.020035377,5.908633473,0.394587211,0.394587211,0,0.702575,,-3.005801861
4.5,0,-0.023056575,-0.155263134,0.033,0.529436407,2,0,0,1.888800971,1.90304561,0.5,3.317521842,0.411669032,0.020035377,0.391633655,0.391633655,0,0.736129,,-2.985698842
4.5,0,-0.026432528,-0.17799682,0.033,0.534039927,2,0,0,1.872519168,1.888800971,0.5,3.732212072,0.799926734,0.411669032,0.388257702,0.388257702,0,0.769258,,-2.962642266
4.5,0,-0.030285393,-0.203942042,0.033,0.539392576,2,0,0,1.853937271,1.872519168,0.5,4.146902303,1.184331571,0.799926734,0.384404837,0.384404837,0,0.802718,,-2.936209738
4.5,0,-0.034673692,-0.233492873,0.033,0.545621293,2,0,0,1.832773048,1.853937271,0.5,4.561592533,1.56434811,1.184331571,0.380016539,0.380016539,0,0.836207,,-2.905924345
4.5,0,-0.039658563,-0.267061031,0.033,0.552873619,2,0,0,1.808731626,1.832773048,0.5,4.976282763,1.939379777,1.56434811,0.375031667,0.375031667,0,0.869792,,-2.871250653
4.5,0,-0.045301287,-0.305059173,0.033,0.561319225,2,0,0,1.781517461,1.808731626,0.5,5.390972994,2.30876872,1.939379777,0.369388943,0.369388943,0,0.903002,,-2.83159209
4.5,0,-0.051659197,-0.347873378,0.033,0.571149836,2,0,0,1.750854045,1.781517461,0.5,5.805663224,2.671799754,2.30876872,0.363031034,0.363031034,0,0.936444,,-2.786290803
4.5,0,-0.05877933,-0.395820405,0.033,0.582575906,2,0,0,1.716514517,1.750854045,0.5,6.220353454,3.027710654,2.671799754,0.3559109,0.3559109,0,0.970029,,-2.734631607
4.5,0,-0.06668904,-0.449084443,0.033,0.595817258,2,0,0,1.678366959,1.716514517,0.5,0.351858377,3.375711844,3.027710654,0.34800119,0.34800119,0,1.003264,,-2.675852276
4.5,0,-0.075382753,-0.507627965,0.033,0.611083247,2,0,0,1.63643825,1.678366959,0.5,0.766548607,3.715019322,3.375711844,0.339307477,0.339307477,0,1.036851,,-2.609163237
4.5,0,-0.084804317,-0.57107284,0.033,0.628535826,2,0,0,1.590999206,1.63643825,0.5,1.181238838,4.044905235,3.715019322,0.329885914,0.329885914,0,1.070155,,-2.533780484
4.5,0,-0.094825114,-0.638552956,0.033,0.64822672,2,0,0,1.542670133,1.590999206,0.5,1.595929068,4.364770351,4.044905235,0.319865116,0.319865116,0,1.103755,,-2.448976167
4.5,0,-0.105219709,-0.708550232,0.033,0.669999568,2,0,0,1.492538277,1.542670133,0.5,2.010619298,4.674240872,4.364770351,0.309470521,0.309470521,0,1.137288,,-2.354151053
4.5,0,-0.115643492,-0.778744054,0.033,0.693353542,2,0,0,1.442265655,1.492538277,0.5,2.425309529,4.97328761,4.674240872,0.299046738,0.299046738,0,1.170829,,-2.248931344
4.5,0,-0.125620459,-0.845929019,0.033,0.717283978,2,0,0,1.394147968,1.442265655,0.5,2.839999759,5.262357381,4.97328761,0.289069771,0.289069771,0,1.204412,,-2.133287852
4.5,0,-0.134552875,-0.906079969,0.033,0.740155183,2,0,0,1.351068024,1.394147968,0.5,3.254689989,5.542494736,5.262357381,0.280137355,0.280137355,0,1.237839,,-2.007667392
4.5,0,-0.141765354,-0.954648851,0.033,0.759714974,2,0,0,1.316283124,1.351068024,0.5,3.669380219,5.815419612,5.542494736,0.272924876,0.272924876,0,1.27141,,-1.873114517
4.5,0,-0.14659015,-0.987139056,0.033,0.773386993,2,0,0,1.293013729,1.316283124,0.5,4.08407045,6.083519693,5.815419612,0.268100081,0.268100081,0,1.305044,,-1.731349163
4.5,0,-0.148485525,-0.999902523,0.033,0.778893501,3,1,1,1.283872569,1.293013729,0.5,4.49876068,0.066539091,6.083519693,0.266204706,0.266204706,0,1.338547,,-1.584759013
4.5,0,-0.147158368,-0.99096544,0.033,0.77502961,3,0,0,1.290273283,1.283872569,0.5,4.91345091,0.334070954,0.066539091,0.267531862,0.267531862,0,1.371747,,-1.436273488
4.5,0,-0.142647536,-0.960589469,0.033,0.762178583,3,0,0,1.312028469,1.290273283,0.5,5.32814114,0.606113648,0.334070954,0.272042694,0.272042694,0,1.40534,,-1.28911512
4.5,0,-0.135330322,-0.911315301,0.033,0.742215003,3,0,0,1.347318493,1.312028469,0.5,5.742831371,0.885473556,0.606113648,0.279359908,0.279359908,0,1.438543,,-1.146467584
4.5,0,-0.12584427,-0.847436162,0.033,0.717839761,3,0,0,1.393068557,1.347318493,0.5,6.157521601,1.174319516,0.885473556,0.28884596,0.28884596,0,1.471731,,-1.011137262
4.5,0,-0.114953925,-0.774100503,0.033,0.691758426,3,0,0,1.445591354,1.393068557,0.5,0.289026524,1.474055822,1.174319516,0.299736306,0.299736306,0,1.505077,,-0.885292992
4.5,0,-0.103412225,-0.696378619,0.033,0.66610911,3,0,0,1.501255553,1.445591354,0.5,0.703716754,1.785333827,1.474055822,0.311278005,0.311278005,0,1.538215,,-0.770339067
4.5,0,-0.091858276,-0.618574251,0.033,0.642269492,3,0,0,1.556978826,1.501255553,0.5,1.118406985,2.108165781,1.785333827,0.322831954,0.322831954,0,1.571829,,-0.666926842
4.5,0,-0.080768011,-0.54389233,0.033,0.62093836,3,0,0,1.610465813,1.556978826,0.5,1.533097215,2.442088,2.108165781,0.333922219,0.333922219,0,1.60534,,-0.575068566
4.5,0,-0.070450783,-0.474416046,0.033,0.602328166,3,0,0,1.660224536,1.610465813,0.5,1.947787445,2.786327448,2.442088,0.344239448,0.344239448,0,1.638876,,-0.494300555
4.5,0,-0.061073982,-0.411272607,0.033,0.586356301,3,0,0,1.705447692,1.660224536,0.5,2.362477675,3.139943696,2.786327448,0.353616248,0.353616248,0,1.672431,,-0.423849772
4.5,0,-0.052698303,-0.354870726,0.033,0.572789334,3,0,0,1.745842564,1.705447692,0.5,2.777167906,3.501935623,3.139943696,0.361991927,0.361991927,0,1.706032,,-0.36277579
4.5,0,-0.045312166,-0.305132429,0.033,0.561335756,3,0,0,1.781464995,1.745842564,0.5,3.191858136,3.871313688,3.501935623,0.369378065,0.369378065,0,1.739647,,-0.310077487
4.5,0,-0.038859892,-0.261682775,0.033,0.551698716,3,0,0,1.812583518,1.781464995,0.5,3.606548366,4.247144026,3.871313688,0.375830338,0.375830338,0,1.772855,,-0.264765322
4.5,0,-0.033262348,-0.223988878,0.033,0.543602408,3,0,0,1.839579783,1.812583518,0.5,4.021238597,4.628571908,4.247144026,0.381427882,0.381427882,0,1.806384,,-0.22590543
4.5,0,-0.028430882,-0.191453749,0.033,0.53680284,3,0,0,1.862881352,1.839579783,0.5,4.435928827,5.014831257,4.628571908,0.386259349,0.386259349,0,1.839698,,-0.192643081
4.5,0,-0.024276064,-0.163475179,0.033,0.531090142,3,0,0,1.882919527,1.862881352,0.5,4.850619057,5.405245423,5.014831257,0.390414166,0.390414166,0,1.873084,,-0.164212199
4.5,0,0.128277369,0.863820664,0.033,0.381873827,3,0,0,2.618665979,1.882919527,1.257666943,0.164864884,5.948213022,5.405245423,0.542967599,0.542967599,1,1.90669,frequency_step_gt_0.5hz;phase_jump_gt_0.5rad,1.042804769
4.5,0,0.09159846,0.616824647,0.033,0.409539299,4,1,1,2.441768112,2.618665979,1.257666943,0.329729769,0.171316405,5.948213022,0.50628869,0.50628869,0,1.940181,phase_jump_gt_0.5rad,0.664702054
4.5,0,0.047174989,0.317676694,0.033,0.448929918,4,0,0,2.227519173,2.441768112,1.257666943,0.494594653,0.633181624,0.171316405,0.461865219,0.461865219,0,1.97374,,0.323278248
4.5,0,0.003901821,0.026274889,0.033,0.495339351,4,0,0,2.018818003,2.227519173,1.257666943,0.659459537,1.051773675,0.633181624,0.418592051,0.418592051,0,2.007287,,0.026277913
4.5,0,-0.033485741,-0.225493209,0.033,0.54392097,4,0,0,1.838502386,2.018818003,1.257666943,0.824324422,1.432978164,1.051773675,0.381204489,0.381204489,0,2.040833,,-0.227449254
4.5,0,-0.06376061,-0.429364375,0.033,0.590845295,4,0,0,1.692490418,1.838502386,1.257666943,0.989189306,1.783907785,1.432978164,0.350929621,0.350929621,0,2.074388,,-0.443788858
4.5,0,-0.087470428,-0.589026452,0.033,0.633656991,4,0,0,1.578140879,1.692490418,1.257666943,1.154054191,2.111127587,1.783907785,0.327219802,0.327219802,0,2.107919,,-0.629853594
4.5,0,-0.105718039,-0.71190599,0.033,0.671080186,4,0,0,1.490134892,1.578140879,1.257666943,1.318919075,2.420099778,2.111127587,0.308972191,0.308972191,0,2.14148,,-0.792208512
4.5,0,-0.119598891,-0.805379739,0.033,0.702647241,4,0,0,1.423189251,1.490134892,1.257666943,1.483783959,2.715191117,2.420099778,0.295091339,0.295091339,0,2.175012,,-0.936315818
4.5,0,-0.130016966,-0.875535125,0.033,0.728361744,4,0,0,1.372944156,1.423189251,1.257666943,1.648648844,2.999864381,2.715191117,0.284673264,0.284673264,0,2.208595,,-1.066542273
4.5,0,-0.137660461,-0.927006473,0.033,0.748457885,4,0,0,1.336080519,1.372944156,1.257666943,1.813513728,3.27689415,2.999864381,0.277029769,0.277029769,0,2.241887,,-1.186350653
4.5,0,-0.143029265,-0.963160032,0.033,0.76324957,4,0,0,1.31018744,1.336080519,1.257666943,1.978378612,3.548555116,3.27689415,0.271660966,0.271660966,0,2.275513,,-1.298515538
4.5,0,-0.146471286,-0.986338625,0.033,0.773044259,4,0,0,1.293586995,1.31018744,1.257666943,2.143243497,3.81677406,3.548555116,0.268218944,0.268218944,0,2.309018,,-1.405311619
4.5,0,-0.148213471,-0.998070512,0.033,0.778098307,4,0,0,1.28518465,1.293586995,1.257666943,2.308108381,4.083250819,3.81677406,0.266476759,0.266476759,0,2.342125,,-1.508665679
4.5,0,-0.148384277,-0.999220718,0.033,0.77859737,4,0,0,1.284360876,1.28518465,1.257666943,2.472973266,4.349556773,4.083250819,0.266305954,0.266305954,0,2.375722,,-1.610277554
4.5,0,-0.147027901,-0.990086875,0.033,0.774651837,4,0,0,1.290902509,1.284360876,1.257666943,2.63783815,4.617219102,4.349556773,0.267662329,0.267662329,0,2.409268,,-1.711718623
4.5,0,-0.144111389,-0.970447065,0.033,0.76630203,4,0,0,1.304968487,1.290902509,1.257666943,2.802703034,4.887797944,4.617219102,0.270578841,0.270578841,0,2.44278,,-1.814516068
4.5,0,-0.139525662,-0.939566746,0.033,0.7535313,4,0,0,1.327084886,1.304968487,1.257666943,2.967567919,5.162962512,4.887797944,0.275164569,0.275164569,0,2.476327,,-1.920230025
4.5,0,-0.133081368,-0.89617083,0.033,0.736287607,4,0,0,1.358164921,1.327084886,1.257666943,3.132432803,5.444571374,5.162962512,0.281608862,0.281608862,0,2.509848,,-2.030529709
4.5,0,-0.12450061,-0.838387947,0.033,0.71451596,4,0,0,1.399548863,1.358164921,1.257666943,3.297297687,5.734760994,5.444571374,0.29018962,0.29018962,0,2.543418,,-2.147273687
4.5,0,-0.113406481,-0.763680004,0.033,0.688205439,4,0,0,1.453054486,1.399548863,1.257666943,3.462162572,6.036044744,5.734760994,0.30128375,0.30128375,0,2.576976,,-2.272598422
4.5,0,-0.099314798,-0.668786518,0.033,0.657454874,5,1,1,1.521016939,1.453054486,1.257666943,3.627027456,0.068234869,6.036044744,0.315375432,0.315375432,0,2.610436,,-2.409017288
4.5,0,-0.081637862,-0.54974991,0.033,0.622560098,5,0,0,1.606270629,1.521016939,1.257666943,3.791892341,0.401287238,0.068234869,0.333052369,0.333052369,0,2.643994,,-2.559527836
4.5,0,-0.059721102,-0.402162306,0.033,0.584121544,5,0,0,1.711972465,1.606270629,1.257666943,3.956757225,0.756256365,0.401287238,0.354969128,0.354969128,0,2.677214,,-2.72771532
4.5,0,-0.032953666,-0.22191021,0.033,0.543162837,5,0,0,1.841068519,1.711972465,1.257666943,4.121622109,1.137992929,0.756256365,0.381736564,0.381736564,0,2.710416,,-2.917819563
4.5,0,-0.001024851,-0.006901356,0.033,0.501238744,5,0,0,1.995057268,1.841068519,1.257666943,4.286486994,1.551658308,1.137992929,0.413665379,0.413665379,0,2.743718,,-3.134691243
4.5,0,0.035572707,0.239546849,0.033,0.460497851,5,0,0,2.171562793,1.995057268,1.257666943,4.451351878,2.001921246,1.551658308,0.450262937,0.450262937,0,2.777048,,2.89969357
4.5,0,0.074725118,0.503199448,0.033,0.423658792,5,0,0,2.360390058,2.171562793,1.257666943,4.616216762,2.491336594,2.001921246,0.489415348,0.489415348,0,2.810166,,2.614295517
4.5,0,0.111746028,0.752498508,0.033,0.393865566,5,0,0,2.538937357,2.360390058,1.257666943,4.781081647,3.017772853,2.491336594,0.526436259,0.526436259,0,2.843725,phase_jump_gt_0.5rad,2.289745053
4.5,0,0.139117398,0.936817495,0.033,0.374399168,5,0,0,2.670946108,2.538937357,1.257666943,4.945946531,3.571580481,3.017772853,0.553807628,0.553807628,0,2.877371,phase_jump_gt_0.5rad,1.928173678
4.5,0,0.148426025,0.999501854,0.033,0.36821014,5,0,0,2.715840473,2.670946108,1.257666943,5.110811416,4.134696737,3.571580481,0.563116256,0.563116256,0,2.910482,phase_jump_gt_0.5rad,1.539230934
4.5,0,0.134992755,0.90904212,0.033,0.377208538,5,0,0,2.651053461,2.715840473,1.257666943,5.2756763,4.684379722,4.134696737,0.549682985,0.549682985,0,2.943983,phase_jump_gt_0.5rad,1.140979563
4.5,0,0.101890909,0.686134066,0.033,0.401379569,5,0,0,2.491407327,2.651053461,1.257666943,5.440541184,5.200960861,4.684379722,0.516581139,0.516581139,0,2.977495,phase_jump_gt_0.5rad,0.756161462
4.5,0,0.058436055,0.393508789,0.033,0.438244759,5,0,0,2.28182991,2.491407327,1.257666943,5.605406069,5.674087146,5.200960861,0.473126285,0.473126285,0,3.011032,,0.404445208
4.5,0,0.014261282,0.096035571,0.033,0.48337658,5,0,0,2.068780411,2.28182991,1.257666943,5.770270953,6.103038659,5.674087146,0.428951513,0.428951513,0,3.044552,,0.096183807
4.5,0,-0.024816582,-0.167115031,0.033,0.531826442,6,1,1,1.880312675,2.068780411,1.257666943,5.935135837,0.209727,6.103038659,0.389873648,0.389873648,0,3.077745,,-0.167902822
4.5,0,-0.056857643,-0.382879751,0.033,0.579447268,6,0,0,1.725782577,1.880312675,1.257666943,6.100000722,0.567559587,0.209727,0.357832587,0.357832587,0,3.111298,,-0.392911585
4.5,0,-0.082110438,-0.552932242,0.033,0.623444719,6,0,0,1.603991452,1.725782577,1.257666943,6.264865606,0.900139379,0.567559587,0.332579792,0.332579792,0,3.144659,,-0.585879288
4.5,0,-0.099612428,-0.670790759,0.033,0.658075921,6,0,0,1.519581507,1.603991452,1.257666943,0.164864884,1.215217182,0.900139379,0.315077803,0.315077803,1,3.17828,,-0.735274495
4.5,0,-0.1149722,-0.774223569,0.033,0.691800606,6,0,0,1.445503214,1.519581507,1.257666943,0.329729769,1.514935212,1.215217182,0.29971803,0.29971803,0,3.211891,,-0.885487413
4.5,0,-0.126564502,-0.85228621,0.033,0.719634156,6,0,0,1.389594966,1.445503214,1.257666943,0.494594653,1.80306094,1.514935212,0.288125728,0.288125728,0,3.245466,,-1.020340559
4.5,0,-0.135154532,-0.910131526,0.033,0.74174825,6,0,0,1.348166309,1.389594966,1.257666943,0.659459537,2.082596639,1.80306094,0.279535699,0.279535699,0,3.279058,,-1.143601403
4.5,0,-0.14130674,-0.951560536,0.033,0.758440514,6,0,0,1.318494967,1.348166309,1.257666943,0.824324422,2.35598013,2.082596639,0.273383491,0.273383491,0,3.312607,,-1.258272217
4.5,0,-0.145420548,-0.979262947,0.033,0.770027703,6,0,0,1.298654576,1.318494967,1.257666943,0.989189306,2.625249812,2.35598013,0.269269683,0.269269683,0,3.346123,,-1.366790824
4.5,0,-0.147764026,-0.995043949,0.033,0.776788161,6,0,0,1.287352266,1.298654576,1.257666943,1.154054191,2.892176016,2.625249812,0.266926204,0.266926204,0,3.379306,,-1.471195622
4.5,0,-0.14849955,-0.999996973,0.033,0.778934541,6,0,0,1.283804924,1.287352266,1.257666943,1.318919075,3.158366696,2.892176016,0.26619068,0.26619068,0,3.412853,,-1.573256941
4.5,0,-0.147700925,-0.994619023,0.033,0.776604572,6,0,0,1.287656597,1.283804924,1.257666943,1.483783959,3.425356001,3.158366696,0.266989305,0.266989305,0,3.446098,,-1.674582737
