t_s,event_type
0.981162,follower_flash
1.361609,follower_flash
1.745996,leader_flash
1.745996,follower_flash
2.226596,leader_flash
2.226596,follower_flash
2.620853,follower_flash
2.751806,leader_flash
3.075614,follower_flash
3.233558,leader_flash
3.57838,follower_flash
3.735315,leader_flash
3.98695,follower_flash
4.236247,leader_flash
4.484196,follower_flash
4.729199,leader_flash
4.970223,follower_flash
5.212252,leader_flash
5.446504,follower_flash
5.754428,leader_flash
5.89682,follower_flash
6.224199,leader_flash
6.384676,follower_flash
6.70887,leader_flash
6.799884,follower_flash
7.254373,leader_flash
7.727914,leader_flash
7.727914,follower_flash
8.219803,follower_flash
8.277204,leader_flash
8.682009,follower_flash
8.744374,leader_flash
9.214891,leader_flash
9.214891,follower_flash
9.70222,follower_flash
9.760428,leader_flash
10.172168,follower_flash
10.23486,leader_flash
10.665236,follower_flash
10.728921,leader_flash
11.156275,follower_flash
11.277719,leader_flash
11.607278,follower_flash
11.733971,leader_flash
12.132109,follower_flash
12.258296,leader_flash
12.673319,follower_flash
12.736146,leader_flash
13.164902,follower_flash
13.227654,leader_flash
13.649392,follower_flash
13.71095,leader_flash
14.124971,follower_flash
14.251268,leader_flash
14.651607,follower_flash
14.71259,leader_flash
15.124015,follower_flash
15.250045,leader_flash
15.647,follower_flash
15.709167,leader_flash
16.118041,follower_flash
16.243811,leader_flash
16.635848,follower_flash
16.699884,leader_flash
17.113413,follower_flash
17.240217,leader_flash
17.638426,follower_flash
17.702303,leader_flash
18.114785,follower_flash
18.239392,leader_flash
18.636108,follower_flash
18.699843,leader_flash
19.110938,follower_flash
19.235904,leader_flash
19.628828,follower_flash
19.751487,leader_flash
20.144022,follower_flash
20.20516,leader_flash
20.606308,follower_flash
20.760574,leader_flash
21.147021,follower_flash
21.223875,leader_flash
21.666657,follower_flash
21.725048,leader_flash
22.166674,follower_flash
22.259481,leader_flash
22.64557,follower_flash
22.705745,leader_flash
23.166912,follower_flash
23.259192,leader_flash
23.644785,follower_flash
23.705679,leader_flash
24.166953,follower_flash
24.225596,leader_flash
24.666878,follower_flash
24.725748,leader_flash
25.167019,follower_flash
25.258972,leader_flash
25.705487,leader_flash
25.705487,follower_flash
26.167987,follower_flash
26.259337,leader_flash
26.70555,leader_flash
26.70555,follower_flash
27.166939,follower_flash
27.225991,leader_flash
27.667537,follower_flash
27.759175,leader_flash
28.206056,leader_flash
28.206056,follower_flash
28.726662,leader_flash
28.726662,follower_flash
29.260424,leader_flash
29.260424,follower_flash
29.707519,leader_flash
29.707519,follower_flash
