t,frame_id,roi_intensity,normalized_signal,detected_flash_state,leader_flash_event,detected_flash_time,detection_confidence,roi_x,roi_y,roi_w,roi_h,camera_processing_time_ms
3e-06,1,149.0,0.0,0,0,,0.0,,,,,102.27
0.102566,2,138.33,0.0,0,0,,0.0,,,,,89.18
0.191991,3,139.0,0.0,0,0,,0.0,,,,,82.95
0.275203,4,153.0,0.0,0,0,,0.0,,,,,59.5
0.334966,5,173.67,0.0,0,0,,0.0,,,,,60.45
0.39567,6,171.0,0.0,0,0,,0.0,,,,,59.22
0.455152,7,172.33,0.0,0,0,,0.0,,,,,61.86
0.517312,8,144.67,0.0,0,0,,0.0,,,,,69.29
0.58686,9,137.33,0.0,0,0,,0.0,,,,,69.58
0.656704,10,139.33,0.0321,0,0,,0.0,,,,,64.87
0.721829,11,140.67,0.0688,0,0,,0.0,,,,,59.66
0.781745,12,161.67,0.6886,1,1,0.781745,0.0,,,,,59.62
0.841628,13,174.0,1.0,1,0,,0.0,,,,,59.31
0.901191,14,172.33,0.973,1,0,,0.0,,,,,60.33
0.961849,15,173.0,0.9884,1,0,,0.0,,,,,61.66
1.023773,16,141.0,0.0673,0,0,,0.0,,,,,69.31
1.093347,17,137.0,0.0,0,0,,0.0,,,,,71.03
1.16464,18,138.33,0.0085,0,0,,0.0,,,,,63.95
1.22884,19,139.0,0.0249,0,0,,0.0,,,,,59.36
1.288459,20,172.67,0.9886,1,1,1.288459,0.535,,,,,60.12
1.348938,21,173.67,1.0,1,0,,0.5773,,,,,59.39
1.408569,22,171.33,0.9356,1,0,,0.6038,,,,,60.56
1.469383,23,173.33,0.9923,1,0,,0.6248,,,,,62.48
1.532109,24,138.67,0.0096,0,0,,0.6365,,,,,69.43
1.601782,25,137.67,0.0,0,0,,0.6545,,,,,69.2
1.671236,26,139.0,0.0282,0,0,,0.6666,,,,,63.43
1.734915,27,139.33,0.0357,0,0,,0.6751,,,,,60.1
1.79534,28,172.0,0.9594,1,1,1.79534,0.695,,,,,60.01
1.855636,29,171.0,0.9319,1,0,,0.714,,,,,59.2
1.915078,30,170.0,0.9042,1,0,,0.7257,,,,,59.99
1.975314,31,171.0,0.9334,1,0,,0.7387,,,,,65.47
2.041036,32,136.33,0.0,0,0,,0.7453,,,,,70.59
2.111874,33,137.83,0.0036,0,0,,0.7542,,,,,67.02
2.179135,34,138.0,0.0079,0,0,,0.7593,,,,,60.94
2.24032,35,139.33,0.045,0,0,,0.7643,,,,,60.11
2.300759,36,172.67,0.986,1,1,2.300759,0.7728,,,,,59.69
2.360732,37,171.67,0.9587,1,0,,0.7791,,,,,60.2
2.421182,38,170.33,0.9216,1,0,,0.784,,,,,59.8
2.481239,39,172.0,0.9698,1,0,,0.7882,,,,,65.94
2.54743,40,137.0,0.0,0,0,,0.7963,,,,,70.2
2.617884,41,138.33,0.0187,0,0,,0.8021,,,,,69.25
2.687381,42,138.0,0.0089,0,0,,0.8066,,,,,60.87
2.748481,43,138.67,0.0275,0,0,,0.8092,,,,,60.36
2.809181,44,171.67,0.965,1,1,2.809181,0.8164,,,,,58.92
2.868396,45,171.0,0.9468,1,0,,0.8219,,,,,60.67
2.92931,46,169.33,0.9001,1,0,,0.8263,,,,,58.99
2.988551,47,171.0,0.9486,1,0,,0.8311,,,,,66.31
3.055111,48,136.33,0.0,0,0,,0.8349,,,,,69.62
3.124977,49,138.33,0.0207,0,0,,0.8384,,,,,68.2
3.193427,50,138.33,0.0198,0,0,,0.8418,,,,,61.03
3.254705,51,140.33,0.076,0,0,,0.8456,,,,,60.0
3.315053,52,173.33,1.0,1,1,3.315053,0.8477,,,,,59.11
3.374453,53,171.67,0.9641,1,0,,0.8503,,,,,59.75
3.43445,54,171.0,0.946,1,0,,0.8512,,,,,60.67
3.495365,55,172.33,0.9847,1,0,,0.8527,,,,,66.03
3.561641,56,137.0,0.0,0,0,,0.8568,,,,,70.38
3.63227,57,138.33,0.0226,0,0,,0.8592,,,,,68.98
3.701502,58,138.33,0.0216,0,0,,0.8614,,,,,60.13
3.761883,59,142.67,0.1442,0,0,,0.8641,,,,,60.26
3.822516,60,173.67,1.0,1,1,3.822516,0.8672,,,,,59.9
3.882708,61,171.33,0.9527,1,0,,0.8701,,,,,59.25
3.942224,62,170.67,0.9349,1,0,,0.8725,,,,,59.95
4.002426,63,158.67,0.5951,1,0,,0.8756,,,,,67.52
4.070215,64,137.67,0.0,0,0,,0.8786,,,,,68.97
4.139434,65,140.0,0.0662,0,0,,0.8816,,,,,67.23
4.206909,66,140.33,0.0756,0,0,,0.8846,,,,,59.59
4.26674,67,148.33,0.3034,0,0,,0.8868,,,,,60.33
4.327436,68,174.0,1.0,1,1,4.327436,0.8891,,,,,59.72
4.387437,69,172.67,0.9888,1,0,,0.8898,,,,,59.45
4.447137,70,173.33,1.0,1,0,,0.8893,,,,,62.11
4.509494,71,150.33,0.355,1,0,,0.8872,,,,,69.22
4.57896,72,137.0,0.0,0,0,,0.8886,,,,,70.4
4.649609,73,138.33,0.0185,0,0,,0.8887,,,,,64.07
4.713932,74,139.33,0.0467,0,0,,0.8892,,,,,60.05
4.77425,75,154.0,0.4596,0,0,,0.8893,,,,,59.72
4.834359,76,174.33,1.0,1,1,4.834359,0.8913,,,,,59.37
4.894016,77,172.0,0.9627,1,0,,0.8936,,,,,59.73
4.954003,78,173.0,0.9907,1,0,,0.8956,,,,,62.34
5.016594,79,145.67,0.2243,0,0,,0.8902,,,,,68.17
5.085011,80,137.0,0.0,0,0,,0.8921,,,,,70.81
5.156071,81,138.33,0.0204,0,0,,0.8929,,,,,65.71
5.222043,82,139.33,0.0484,0,0,,0.8942,,,,,59.31
5.281603,83,160.33,0.6361,0,0,,0.8934,,,,,59.96
5.341938,84,173.67,1.0,1,1,5.341938,0.8937,,,,,59.97
5.402215,85,170.0,0.9068,1,0,,0.8939,,,,,59.34
5.461811,86,171.0,0.9348,1,0,,0.8947,,,,,62.77
5.524836,87,140.0,0.0671,0,0,,0.8894,,,,,68.24
5.593329,88,136.0,0.0,0,0,,0.8885,,,,,70.62
5.664192,89,137.67,0.0037,0,0,,0.8875,,,,,63.37
5.727798,90,139.0,0.0409,0,0,,0.8864,,,,,60.0
5.788045,91,172.33,0.9721,1,1,5.788045,0.8741,,,,,60.21
5.848678,92,173.67,1.0,1,0,,0.8743,,,,,59.37
5.908287,93,171.0,0.9349,1,0,,0.8741,,,,,60.35
5.968893,94,172.67,0.9816,1,0,,0.8723,,,,,62.1
6.031238,95,138.0,0.013,0,0,,0.8697,,,,,69.31
6.100786,96,137.0,0.0,0,0,,0.8712,,,,,70.48
6.171516,97,137.67,0.0037,0,0,,0.8718,,,,,62.72
6.234474,98,138.67,0.0317,0,0,,0.8719,,,,,60.17
6.295034,99,172.0,0.9628,1,1,6.295034,0.8726,,,,,59.54
6.354866,100,171.33,0.9511,1,0,,0.8763,,,,,59.49
6.414602,101,170.33,0.923,1,0,,0.8777,,,,,60.3
6.475149,102,171.33,0.9601,1,0,,0.8804,,,,,65.19
6.540587,103,137.33,0.0019,0,0,,0.8783,,,,,69.32
6.610172,104,139.33,0.0582,0,0,,0.8799,,,,,69.22
6.679629,105,139.33,0.0582,0,0,,0.8803,,,,,60.81
6.740686,106,140.67,0.096,0,0,,0.8814,,,,,60.44
6.801526,107,173.0,1.0,1,1,6.801526,0.8802,,,,,59.24
6.861056,108,173.33,1.0,1,0,,0.8783,,,,,59.72
6.92102,109,171.33,0.9515,1,0,,0.8776,,,,,60.75
6.982046,110,172.67,0.9889,1,0,,0.876,,,,,65.74
7.04803,111,137.33,0.0,0,0,,0.8764,,,,,69.94
7.118238,112,139.0,0.0467,0,0,,0.8763,,,,,69.93
7.188417,113,138.67,0.0375,0,0,,0.8757,,,,,61.76
7.25042,114,139.67,0.0655,0,0,,0.8744,,,,,60.31
7.31113,115,172.33,0.9794,1,1,7.31113,0.8757,,,,,58.97
7.370389,116,172.0,0.9702,1,0,,0.8774,,,,,59.72
7.430345,117,171.0,0.9422,1,0,,0.8786,,,,,60.02
7.490615,118,173.0,0.9982,1,0,,0.8793,,,,,66.52
7.557372,119,137.67,0.0019,0,0,,0.8789,,,,,70.15
7.627768,120,140.0,0.0676,0,0,,0.8793,,,,,69.01
