t,follower_phase_rad,follower_frequency_hz,estimated_leader_phase_rad,phase_error_rad,coupling_term,follower_led_state,sync_state,loop_dt_ms,model_update_time_ms,cpu_percent,process_cpu_time_s,memory_rss_mb,cpu_temperature_c
3e-06,0.0,2.3,0.0,0.0,0.0,0,0,0.002,0.012,0.0,0.0887,189.28,47.4
0.102566,3.6e-05,2.3,0.0,-3.6e-05,-3.6e-05,0,0,102.563,0.01,0.0,0.1627,189.28,46.9
0.191991,1.445156,2.3,0.0,-1.445156,-0.992118,0,0,89.425,0.01,0.0,0.2268,189.28,47.4
0.275203,2.426948,2.3,0.0,-2.426948,-0.655349,0,0,83.211,0.011,0.0,0.2897,189.28,46.9
0.334966,3.438599,2.3,0.0,2.844586,0.292659,0,0,59.763,0.011,0.0,0.3537,189.28,47.4
0.39567,4.363469,2.3,0.0,1.919717,0.939742,0,0,60.704,0.01,0.0,0.4164,189.28,48.5
0.455152,5.44038,2.3,0.0,0.842805,0.746512,1,0,59.483,0.011,0.0,0.4795,189.28,48.5
0.517312,0.172217,2.3,0.0,-0.172217,-0.171367,0,0,62.16,0.011,0.0,0.5438,189.28,47.4
0.58686,1.033228,2.3,0.0,-1.033228,-0.858956,0,0,69.548,0.01,0.0,0.6082,189.28,47.4
0.656704,1.829206,2.3,0.0,-1.829206,-0.966798,0,0,69.843,0.01,0.0,0.6722,189.28,48.0
0.721829,2.602197,2.3,0.0,-2.602197,-0.513618,0,0,65.125,0.01,0.0,0.7368,189.28,48.0
0.781745,3.426266,2.3,0.0,2.856919,0.280844,0,0,59.916,0.01,0.0,0.8002,189.28,47.4
0.841628,4.351033,2.3,0.752515,2.684667,0.441191,0,0,59.883,0.01,0.0,0.8638,189.28,47.4
0.901191,5.308895,2.3,1.501009,2.4753,0.618076,1,0,59.563,0.011,0.0,0.9271,189.28,46.3
0.961849,0.015329,2.3,2.26325,2.247921,0.779377,0,0,60.657,0.01,0.0,0.9904,189.28,47.4
1.023773,1.057369,2.3,3.041415,1.984046,0.915821,0,0,61.924,0.01,0.0,1.0529,189.28,48.5
1.093347,2.150749,2.3,3.915701,1.764952,0.981211,0,0,69.573,0.01,0.0,1.1183,189.28,48.5
1.16464,3.395109,2.3,4.811601,1.416492,0.988119,0,0,71.293,0.01,0.0,1.1828,189.28,49.0
1.22884,4.671957,2.3,5.618358,0.946401,0.811317,0,0,64.2,0.01,0.0,1.2458,189.28,49.0
1.288459,5.782029,2.3,0.0,0.501156,0.48044,1,0,59.62,0.011,0.0,1.3091,189.28,47.4
1.348938,0.460679,2.3,0.749924,0.289246,0.285229,0,0,60.478,0.01,0.0,1.3719,189.28,48.5
