event,model,source,t_s
pi_flash,eapf_consensus,pi_oscillator,0.591335
virtual_flash,eapf_consensus,camera,0.816953
virtual_flash,eapf_consensus,camera,1.22852
pi_flash,eapf_consensus,pi_oscillator,1.290805
virtual_flash,eapf_consensus,camera,1.656382
pi_flash,eapf_consensus,pi_oscillator,1.877924
virtual_flash,eapf_consensus,camera,2.191291
pi_flash,eapf_consensus,pi_oscillator,2.453399
virtual_flash,eapf_consensus,camera,2.6224
pi_flash,eapf_consensus,pi_oscillator,3.000128
virtual_flash,eapf_consensus,camera,3.39427
pi_flash,eapf_consensus,pi_oscillator,3.507526
pi_flash,eapf_consensus,pi_oscillator,4.010751
virtual_flash,eapf_consensus,camera,4.268858
pi_flash,eapf_consensus,pi_oscillator,4.50303
virtual_flash,eapf_consensus,camera,4.696488
pi_flash,eapf_consensus,pi_oscillator,5.004992
virtual_flash,eapf_consensus,camera,5.251773
pi_flash,eapf_consensus,pi_oscillator,5.520748
virtual_flash,eapf_consensus,camera,5.770649
pi_flash,eapf_consensus,pi_oscillator,6.033108
pi_flash,eapf_consensus,pi_oscillator,6.15254
virtual_flash,eapf_consensus,camera,6.256177
pi_flash,eapf_consensus,pi_oscillator,6.577752
virtual_flash,eapf_consensus,camera,6.732397
pi_flash,eapf_consensus,pi_oscillator,7.086265
pi_flash,eapf_consensus,pi_oscillator,7.601054
virtual_flash,eapf_consensus,camera,7.841677
pi_flash,eapf_consensus,pi_oscillator,8.172481
virtual_flash,eapf_consensus,camera,8.267829
pi_flash,eapf_consensus,pi_oscillator,8.662547
virtual_flash,eapf_consensus,camera,8.811133
pi_flash,eapf_consensus,pi_oscillator,9.220816
virtual_flash,eapf_consensus,camera,9.344026
pi_flash,eapf_consensus,pi_oscillator,9.71265
virtual_flash,eapf_consensus,camera,9.898758
pi_flash,eapf_consensus,pi_oscillator,10.230382
virtual_flash,eapf_consensus,camera,10.325544
pi_flash,eapf_consensus,pi_oscillator,10.770499
virtual_flash,eapf_consensus,camera,10.871464
pi_flash,eapf_consensus,pi_oscillator,11.277762
virtual_flash,eapf_consensus,camera,11.424081
pi_flash,eapf_consensus,pi_oscillator,11.813378
virtual_flash,eapf_consensus,camera,11.955849
pi_flash,eapf_consensus,pi_oscillator,12.365378
virtual_flash,eapf_consensus,camera,12.461463
pi_flash,eapf_consensus,pi_oscillator,12.919205
virtual_flash,eapf_consensus,camera,13.009147
pi_flash,eapf_consensus,pi_oscillator,13.44975
virtual_flash,eapf_consensus,camera,13.542747
pi_flash,eapf_consensus,pi_oscillator,13.975701
virtual_flash,eapf_consensus,camera,14.079871
virtual_flash,eapf_consensus,camera,14.452983
pi_flash,eapf_consensus,pi_oscillator,14.51138
virtual_flash,eapf_consensus,camera,15.003307
pi_flash,eapf_consensus,pi_oscillator,15.064016
virtual_flash,eapf_consensus,camera,15.535837
pi_flash,eapf_consensus,pi_oscillator,15.57564
virtual_flash,eapf_consensus,camera,16.087175
pi_flash,eapf_consensus,pi_oscillator,16.087175
virtual_flash,eapf_consensus,camera,16.515605
pi_flash,eapf_consensus,pi_oscillator,16.610811
virtual_flash,eapf_consensus,camera,17.064316
pi_flash,eapf_consensus,pi_oscillator,17.130242
virtual_flash,eapf_consensus,camera,17.597931
pi_flash,eapf_consensus,pi_oscillator,17.637991
virtual_flash,eapf_consensus,camera,18.147388
pi_flash,eapf_consensus,pi_oscillator,18.187387
virtual_flash,eapf_consensus,camera,18.68288
pi_flash,eapf_consensus,pi_oscillator,18.704348
virtual_flash,eapf_consensus,camera,19.226361
pi_flash,eapf_consensus,pi_oscillator,19.226361
virtual_flash,eapf_consensus,camera,19.656056
pi_flash,eapf_consensus,pi_oscillator,19.789394
virtual_flash,eapf_consensus,camera,20.200916
pi_flash,eapf_consensus,pi_oscillator,20.29937
virtual_flash,eapf_consensus,camera,20.732296
pi_flash,eapf_consensus,pi_oscillator,20.812848
virtual_flash,eapf_consensus,camera,21.283392
pi_flash,eapf_consensus,pi_oscillator,21.322592
virtual_flash,eapf_consensus,camera,21.811561
pi_flash,eapf_consensus,pi_oscillator,21.845834
virtual_flash,eapf_consensus,camera,22.368184
pi_flash,eapf_consensus,pi_oscillator,22.399803
virtual_flash,eapf_consensus,camera,22.892505
pi_flash,eapf_consensus,pi_oscillator,22.92534
virtual_flash,eapf_consensus,camera,23.323634
pi_flash,eapf_consensus,pi_oscillator,23.460936
virtual_flash,eapf_consensus,camera,23.878262
pi_flash,eapf_consensus,pi_oscillator,23.980411
pi_flash,eapf_consensus,pi_oscillator,24.501408
virtual_flash,eapf_consensus,camera,24.974021
pi_flash,eapf_consensus,pi_oscillator,25.013831
virtual_flash,eapf_consensus,camera,25.514011
pi_flash,eapf_consensus,pi_oscillator,25.549444
virtual_flash,eapf_consensus,camera,25.947191
pi_flash,eapf_consensus,pi_oscillator,26.056321
virtual_flash,eapf_consensus,camera,26.490579
pi_flash,eapf_consensus,pi_oscillator,26.572313
virtual_flash,eapf_consensus,camera,27.012459
pi_flash,eapf_consensus,pi_oscillator,27.093868
virtual_flash,eapf_consensus,camera,27.568168
pi_flash,eapf_consensus,pi_oscillator,27.608021
virtual_flash,eapf_consensus,camera,28.127657
pi_flash,eapf_consensus,pi_oscillator,28.127657
virtual_flash,eapf_consensus,camera,28.66215
pi_flash,eapf_consensus,pi_oscillator,28.66215
virtual_flash,eapf_consensus,camera,29.206425
pi_flash,eapf_consensus,pi_oscillator,29.206425
virtual_flash,eapf_consensus,camera,29.634736
pi_flash,eapf_consensus,pi_oscillator,29.726109
