event,model,source,t_s
pi_flash,kuramoto,pi_oscillator,0.546197
virtual_flash,kuramoto,camera,0.955046
pi_flash,kuramoto,pi_oscillator,1.431899
virtual_flash,kuramoto,camera,1.553237
virtual_flash,kuramoto,camera,2.036404
pi_flash,kuramoto,pi_oscillator,2.136362
virtual_flash,kuramoto,camera,2.595526
pi_flash,kuramoto,pi_oscillator,2.639769
pi_flash,kuramoto,pi_oscillator,3.183188
virtual_flash,kuramoto,camera,3.317276
virtual_flash,kuramoto,camera,3.778998
pi_flash,kuramoto,pi_oscillator,3.873973
virtual_flash,kuramoto,camera,4.305212
pi_flash,kuramoto,pi_oscillator,4.336211
pi_flash,kuramoto,pi_oscillator,4.850192
virtual_flash,kuramoto,camera,4.970755
virtual_flash,kuramoto,camera,5.380932
pi_flash,kuramoto,pi_oscillator,5.510843
virtual_flash,kuramoto,camera,5.935441
pi_flash,kuramoto,pi_oscillator,5.985933
pi_flash,kuramoto,pi_oscillator,6.507226
virtual_flash,kuramoto,camera,6.623045
virtual_flash,kuramoto,camera,6.986147
pi_flash,kuramoto,pi_oscillator,7.158434
virtual_flash,kuramoto,camera,7.537414
pi_flash,kuramoto,pi_oscillator,7.687097
virtual_flash,kuramoto,camera,8.1842
pi_flash,kuramoto,pi_oscillator,8.234044
virtual_flash,kuramoto,camera,8.725871
pi_flash,kuramoto,pi_oscillator,8.725871
virtual_flash,kuramoto,camera,9.294766
pi_flash,kuramoto,pi_oscillator,9.294766
virtual_flash,kuramoto,camera,9.704991
pi_flash,kuramoto,pi_oscillator,9.82645
virtual_flash,kuramoto,camera,10.247362
pi_flash,kuramoto,pi_oscillator,10.296067
virtual_flash,kuramoto,camera,10.782953
pi_flash,kuramoto,pi_oscillator,11.316488
virtual_flash,kuramoto,camera,11.458042
virtual_flash,kuramoto,camera,11.892693
pi_flash,kuramoto,pi_oscillator,12.020298
virtual_flash,kuramoto,camera,12.398286
virtual_flash,kuramoto,camera,12.833182
pi_flash,kuramoto,pi_oscillator,12.873843
pi_flash,kuramoto,pi_oscillator,13.38358
virtual_flash,kuramoto,camera,13.510896
virtual_flash,kuramoto,camera,13.917523
pi_flash,kuramoto,pi_oscillator,14.067335
virtual_flash,kuramoto,camera,14.355649
pi_flash,kuramoto,pi_oscillator,14.80142
virtual_flash,kuramoto,camera,15.10316
pi_flash,kuramoto,pi_oscillator,15.612623
virtual_flash,kuramoto,camera,15.790032
virtual_flash,kuramoto,camera,16.288607
pi_flash,kuramoto,pi_oscillator,16.339394
virtual_flash,kuramoto,camera,16.72419
pi_flash,kuramoto,pi_oscillator,16.806861
virtual_flash,kuramoto,camera,17.367896
pi_flash,kuramoto,pi_oscillator,17.840926
virtual_flash,kuramoto,camera,18.006336
virtual_flash,kuramoto,camera,18.574953
pi_flash,kuramoto,pi_oscillator,18.574953
virtual_flash,kuramoto,camera,18.981953
pi_flash,kuramoto,pi_oscillator,19.107017
virtual_flash,kuramoto,camera,19.672084
pi_flash,kuramoto,pi_oscillator,19.894866
virtual_flash,kuramoto,camera,20.282729
pi_flash,kuramoto,pi_oscillator,20.829846
virtual_flash,kuramoto,camera,21.046785
pi_flash,kuramoto,pi_oscillator,21.632665
virtual_flash,kuramoto,camera,22.129145
pi_flash,kuramoto,pi_oscillator,22.228891
pi_flash,kuramoto,pi_oscillator,22.733515
virtual_flash,kuramoto,camera,22.843318
virtual_flash,kuramoto,camera,23.331492
pi_flash,kuramoto,pi_oscillator,23.431667
virtual_flash,kuramoto,camera,23.849526
pi_flash,kuramoto,pi_oscillator,23.938982
pi_flash,kuramoto,pi_oscillator,24.465219
virtual_flash,kuramoto,camera,24.581608
virtual_flash,kuramoto,camera,25.031989
pi_flash,kuramoto,pi_oscillator,25.142556
virtual_flash,kuramoto,camera,25.586082
pi_flash,kuramoto,pi_oscillator,25.636277
pi_flash,kuramoto,pi_oscillator,26.197205
virtual_flash,kuramoto,camera,26.313132
virtual_flash,kuramoto,camera,26.679515
pi_flash,kuramoto,pi_oscillator,26.863442
virtual_flash,kuramoto,camera,27.237418
pi_flash,kuramoto,pi_oscillator,27.438217
virtual_flash,kuramoto,camera,27.886416
pi_flash,kuramoto,pi_oscillator,28.042431
virtual_flash,kuramoto,camera,28.519575
pi_flash,kuramoto,pi_oscillator,28.569667
virtual_flash,kuramoto,camera,29.038132
pi_flash,kuramoto,pi_oscillator,29.084542
virtual_flash,kuramoto,camera,29.600996
pi_flash,kuramoto,pi_oscillator,29.600996
