brightness,camera_processing_time_ms,signal_norm,state,t_s,virtual_event
159.0,331.733,0.0,0,0.074459,0
164.0,34.404,0.0,0,0.42167,0
132.0,36.139,0.0,0,0.527035,0
132.0,50.22,0.0,0,0.563209,0
144.0,44.673,0.0,0,0.613463,0
149.0,32.299,0.0,0,0.658168,0
148.0,30.521,0.0,0,0.690528,0
151.0,30.402,0.0,0,0.721083,0
150.0,30.809,0.0,0,0.751519,0
171.0,19.087,1.0,1,0.852826,1
171.0,29.77,1.0,1,0.871995,0
173.0,30.193,1.0,1,0.901844,0
173.0,35.491,1.0,1,0.932116,0
171.0,40.785,0.962,1,0.967685,0
154.0,44.374,0.4859,1,1.008551,0
145.0,47.898,0.2059,0,1.053004,0
143.0,49.794,0.1325,0,1.100982,0
146.0,35.85,0.1975,0,1.162591,0
173.0,50.288,1.0,1,1.268492,1
173.0,35.966,1.0,1,1.318915,0
171.0,40.413,0.9333,1,1.35495,0
172.0,44.521,0.9666,1,1.395431,0
154.0,47.661,0.3624,1,1.44002,0
144.0,50.77,0.0236,0,1.487748,0
138.0,49.358,0.0,0,1.538588,0
142.0,28.987,0.0606,0,1.657421,0
143.0,21.307,0.0798,0,1.6865,0
142.0,22.14,0.0373,0,1.707874,0
146.0,37.708,0.1509,0,1.730082,0
147.0,38.439,0.172,0,1.767858,0
172.0,34.667,0.9677,1,1.806366,1
174.0,33.204,1.0,1,1.841141,0
172.0,32.278,0.9677,1,1.874412,0
173.0,37.62,1.0,1,1.906759,0
172.0,41.479,0.9677,1,1.944446,0
145.0,21.044,0.0968,0,2.059117,0
140.0,49.952,0.0,0,2.080228,0
145.0,50.754,0.1139,0,2.130248,0
143.0,38.94,0.0446,0,2.189639,0
155.0,20.842,0.4231,0,2.228646,0
169.0,21.159,0.871,1,2.249555,1
174.0,37.461,1.0,1,2.270824,0
174.0,37.634,1.0,1,2.308353,0
174.0,42.117,1.0,1,2.346056,0
175.0,24.393,1.0,1,2.458152,0
170.0,49.225,0.8889,1,2.482615,0
143.0,50.665,0.0318,0,2.531909,0
135.0,50.002,0.0,0,2.582645,0
133.0,49.962,0.0,0,2.632715,0
140.0,29.095,0.006,0,2.682746,0
144.0,27.062,0.1212,0,2.711908,0
144.0,23.977,0.1212,0,2.739037,0
174.0,35.124,1.0,1,2.836958,1
174.0,40.152,1.0,1,2.872189,0
174.0,44.128,1.0,1,2.912406,0
156.0,47.707,0.4706,1,2.956603,0
146.0,50.349,0.1765,0,3.004377,0
139.0,49.888,0.0,0,3.054793,0
143.0,50.016,0.0936,0,3.104747,0
147.0,25.09,0.2082,0,3.15483,0
149.0,26.527,0.2647,0,3.258878,0
150.0,44.176,0.2941,0,3.285473,0
173.0,35.678,0.9706,1,3.329732,1
174.0,31.618,1.0,1,3.365541,0
172.0,28.455,0.9412,1,3.397225,0
174.0,38.647,1.0,1,3.425747,0
173.0,41.794,0.9706,1,3.46446,0
153.0,46.523,0.3824,1,3.50632,0
146.0,49.277,0.1765,0,3.55291,0
140.0,49.326,0.0,0,3.602254,0
145.0,30.032,0.1471,0,3.720141,0
167.0,20.312,0.7941,1,3.75024,1
169.0,21.371,0.8529,1,3.770665,0
173.0,37.494,0.9706,1,3.792103,0
173.0,37.713,0.9706,1,3.829662,0
173.0,42.204,0.9706,1,3.867442,0
173.0,45.61,0.9706,1,3.909712,0
174.0,48.574,1.0,1,3.955392,0
169.0,50.003,0.8529,1,4.004032,0
140.0,50.425,0.0,0,4.054101,0
134.0,50.283,0.0,0,4.104594,0
142.0,34.252,0.0588,0,4.225815,0
147.0,32.153,0.2059,0,4.276636,0
171.0,41.734,0.9118,1,4.308857,1
171.0,42.645,0.9118,1,4.350702,0
173.0,39.42,0.9706,1,4.393415,0
172.0,44.412,0.9412,1,4.432902,0
157.0,48.044,0.5,1,4.477381,0
145.0,49.197,0.1471,0,4.525491,0
138.0,50.757,0.0,0,4.574756,0
143.0,29.033,0.0882,0,4.694171,0
149.0,20.819,0.2647,0,4.723273,0
168.0,21.723,0.8235,1,4.74416,1
171.0,37.261,0.9118,1,4.765997,0
171.0,38.321,0.9118,1,4.803324,0
171.0,41.842,0.9118,1,4.841712,0
172.0,45.392,0.9412,1,4.88362,0
148.0,48.952,0.2353,0,4.929078,0
139.0,50.218,0.0,0,4.978097,0
134.0,49.703,0.0,0,5.028382,0
142.0,27.977,0.0588,0,5.149056,0
143.0,21.751,0.0885,0,5.177099,0
143.0,21.876,0.0888,0,5.198917,0
146.0,37.404,0.178,0,5.220859,0
150.0,37.876,0.2976,0,5.258331,0
172.0,27.202,0.9552,1,5.304677,1
173.0,33.762,0.988,1,5.331987,0
171.0,36.446,0.9309,1,5.365816,0
171.0,41.292,0.9309,1,5.40233,0
171.0,44.541,0.9309,1,5.443691,0
146.0,48.301,0.1807,0,5.488297,0
143.0,49.76,0.0904,0,5.536663,0
143.0,30.875,0.0901,0,5.656397,0
144.0,21.726,0.1201,0,5.687343,0
168.0,21.787,0.8408,1,5.709137,1
171.0,38.883,0.9309,1,5.731033,0
171.0,39.262,0.9309,1,5.769983,0
172.0,42.665,0.9639,1,5.809313,0
172.0,46.092,0.9639,1,5.852044,0
150.0,50.08,0.3003,0,5.898204,0
138.0,49.956,0.0,0,5.948352,0
134.0,49.795,0.0,0,5.998374,0
142.0,49.718,0.0601,0,6.048236,0
142.0,22.136,0.0599,0,6.168795,0
146.0,38.6,0.1796,0,6.190999,0
150.0,38.179,0.3003,0,6.229666,0
173.0,35.542,0.994,1,6.267913,1
173.0,40.451,0.991,1,6.315709,0
172.0,40.175,0.961,1,6.356227,0
172.0,39.883,0.9639,1,6.396473,0
158.0,43.699,0.5422,1,6.436423,0
146.0,47.79,0.1807,0,6.480191,0
145.0,49.493,0.1506,0,6.528047,0
144.0,26.731,0.1205,0,6.647814,0
147.0,20.417,0.2108,0,6.674616,0
169.0,21.132,0.8735,1,6.6951,1
173.0,36.775,0.994,1,6.71634,0
173.0,36.938,0.994,1,6.753179,0
174.0,43.638,1.0,1,6.790183,0
174.0,43.6,1.0,1,6.83389,0
154.0,48.393,0.4118,1,6.877557,0
140.0,50.358,0.0,0,6.926016,0
136.0,49.739,0.0,0,6.97644,0
143.0,50.416,0.0882,0,7.026247,0
147.0,25.241,0.2059,0,7.076727,0
148.0,35.856,0.2353,0,7.173197,0
151.0,38.615,0.3235,0,7.209122,0
174.0,35.455,1.0,1,7.247805,1
174.0,18.014,1.0,1,7.283383,0
173.0,21.49,0.9706,1,7.314724,0
175.0,39.412,1.0,1,7.336278,0
174.0,39.156,1.0,1,7.375758,0
159.0,44.218,0.5588,1,7.41498,0
147.0,46.952,0.2059,0,7.459265,0
146.0,49.272,0.1765,0,7.506284,0
147.0,48.755,0.2059,0,7.555624,0
174.0,52.141,1.0,1,7.674802,1
174.0,36.97,1.0,1,7.727054,0
174.0,40.756,1.0,1,7.76409,0
175.0,45.553,1.0,1,7.804913,0
156.0,47.96,0.4479,1,7.850565,0
145.0,50.928,0.1104,0,7.8986,0
139.0,49.276,0.0,0,7.949595,0
144.0,49.799,0.1176,0,7.998938,0
149.0,25.026,0.2647,0,8.048803,0
149.0,35.179,0.2424,0,8.144968,0
151.0,38.419,0.2988,0,8.180216,0
174.0,35.996,1.0,1,8.218702,1
173.0,33.333,0.9693,1,8.254808,0
173.0,32.689,0.9691,1,8.288209,0
175.0,29.369,1.0,1,8.330626,0
175.0,47.79,1.0,1,8.36006,0
152.0,48.395,0.3252,0,8.407934,0
147.0,45.627,0.1718,0,8.456426,0
140.0,46.845,0.0,0,8.50212,0
146.0,50.39,0.1765,0,8.549033,0
170.0,20.62,0.878,1,8.66848,1
174.0,37.909,1.0,1,8.68921,0
174.0,38.637,1.0,1,8.727186,0
174.0,42.081,1.0,1,8.76589,0
174.0,45.773,1.0,1,8.808038,0
147.0,49.828,0.1768,0,8.853878,0
139.0,49.452,0.0,0,8.903773,0
135.0,50.074,0.0,0,8.953294,0
144.0,27.342,0.1176,0,9.003434,0
144.0,25.777,0.1176,0,9.030843,0
146.0,22.527,0.1765,0,9.056687,0
172.0,30.779,0.939,1,9.151272,1
173.0,44.396,0.9693,1,9.182161,0
174.0,46.831,1.0,1,9.226626,0
173.0,50.026,0.9693,1,9.273525,0
169.0,49.675,0.8466,1,9.323617,0
142.0,32.028,0.0184,0,9.392081,0
134.0,50.032,0.0,0,9.424176,0
132.0,50.156,0.0,0,9.474274,0
139.0,28.516,0.0,0,9.524497,0
142.0,27.993,0.0857,0,9.553078,0
172.0,18.881,0.9417,1,9.652291,1
171.0,41.899,0.9123,1,9.67128,0
172.0,39.694,0.9417,1,9.713247,0
171.0,43.719,0.9125,1,9.753009,0
172.0,47.331,0.9419,1,9.796799,0
145.0,50.421,0.157,0,9.844196,0
137.0,49.613,0.0,0,9.894685,0
134.0,50.523,0.0,0,9.944365,0
143.0,27.22,0.1143,0,9.994955,0
142.0,25.525,0.0857,0,10.022242,0
171.0,55.44,0.9125,1,10.118314,1
171.0,43.724,0.9128,1,10.173865,0
172.0,46.913,0.942,1,10.217656,0
147.0,50.204,0.2174,0,10.264637,0
138.0,50.269,0.0,0,10.314909,0
134.0,50.14,0.0,0,10.365245,0
142.0,40.435,0.0857,0,10.428063,0
141.0,23.297,0.0571,0,10.468566,0
150.0,23.434,0.3143,0,10.491931,0
171.0,40.209,0.9143,1,10.515433,1
172.0,56.933,0.9429,1,10.626671,0
172.0,48.36,0.9429,1,10.68367,0
169.0,49.847,0.8571,1,10.732094,0
149.0,49.543,0.2857,0,10.782008,0
134.0,50.443,0.0,0,10.831617,0
132.0,50.692,0.0,0,10.882128,0
138.0,49.464,0.0,0,10.932886,0
144.0,26.781,0.1667,0,10.982418,0
171.0,37.216,0.9162,1,11.081194,1
171.0,40.435,0.916,1,11.118558,0
171.0,42.174,0.916,1,11.159058,0
171.0,46.849,0.916,1,11.201299,0
146.0,49.588,0.2157,0,11.248214,0
138.0,49.879,0.0,0,11.297869,0
134.0,50.618,0.0,0,11.347813,0
143.0,27.158,0.1389,0,11.398518,0
142.0,31.301,0.1111,0,11.44226,0
164.0,23.197,0.7222,1,11.47363,1
171.0,52.298,0.9167,1,11.568895,0
171.0,46.895,0.9167,1,11.62126,0
149.0,50.734,0.3056,0,11.668221,0
138.0,49.172,0.0,0,11.719022,0
