event,model,source,t_s
pi_flash,eapf_consensus,pi_oscillator,0.42167
pi_flash,eapf_consensus,pi_oscillator,0.751519
virtual_flash,eapf_consensus,camera,0.852826
pi_flash,eapf_consensus,pi_oscillator,1.162591
virtual_flash,eapf_consensus,camera,1.268492
pi_flash,eapf_consensus,pi_oscillator,1.538588
virtual_flash,eapf_consensus,camera,1.806366
pi_flash,eapf_consensus,pi_oscillator,1.944446
virtual_flash,eapf_consensus,camera,2.249555
pi_flash,eapf_consensus,pi_oscillator,2.346056
pi_flash,eapf_consensus,pi_oscillator,2.739037
virtual_flash,eapf_consensus,camera,2.836958
pi_flash,eapf_consensus,pi_oscillator,3.15483
virtual_flash,eapf_consensus,camera,3.329732
pi_flash,eapf_consensus,pi_oscillator,3.602254
virtual_flash,eapf_consensus,camera,3.75024
pi_flash,eapf_consensus,pi_oscillator,4.104594
virtual_flash,eapf_consensus,camera,4.308857
pi_flash,eapf_consensus,pi_oscillator,4.574756
virtual_flash,eapf_consensus,camera,4.74416
pi_flash,eapf_consensus,pi_oscillator,5.028382
virtual_flash,eapf_consensus,camera,5.304677
pi_flash,eapf_consensus,pi_oscillator,5.536663
virtual_flash,eapf_consensus,camera,5.709137
pi_flash,eapf_consensus,pi_oscillator,6.048236
virtual_flash,eapf_consensus,camera,6.267913
pi_flash,eapf_consensus,pi_oscillator,6.528047
virtual_flash,eapf_consensus,camera,6.6951
pi_flash,eapf_consensus,pi_oscillator,7.076727
virtual_flash,eapf_consensus,camera,7.247805
pi_flash,eapf_consensus,pi_oscillator,7.555624
virtual_flash,eapf_consensus,camera,7.674802
pi_flash,eapf_consensus,pi_oscillator,8.048803
virtual_flash,eapf_consensus,camera,8.218702
pi_flash,eapf_consensus,pi_oscillator,8.549033
virtual_flash,eapf_consensus,camera,8.66848
pi_flash,eapf_consensus,pi_oscillator,9.056687
virtual_flash,eapf_consensus,camera,9.151272
pi_flash,eapf_consensus,pi_oscillator,9.553078
virtual_flash,eapf_consensus,camera,9.652291
pi_flash,eapf_consensus,pi_oscillator,10.022242
virtual_flash,eapf_consensus,camera,10.118314
virtual_flash,eapf_consensus,camera,10.515433
pi_flash,eapf_consensus,pi_oscillator,10.515433
pi_flash,eapf_consensus,pi_oscillator,10.982418
virtual_flash,eapf_consensus,camera,11.081194
virtual_flash,eapf_consensus,camera,11.47363
pi_flash,eapf_consensus,pi_oscillator,11.47363
pi_flash,eapf_consensus,pi_oscillator,11.940864
virtual_flash,eapf_consensus,camera,12.037347
pi_flash,eapf_consensus,pi_oscillator,12.432905
virtual_flash,eapf_consensus,camera,12.536018
pi_flash,eapf_consensus,pi_oscillator,12.909044
virtual_flash,eapf_consensus,camera,13.003187
pi_flash,eapf_consensus,pi_oscillator,13.383742
virtual_flash,eapf_consensus,camera,13.494295
virtual_flash,eapf_consensus,camera,13.863295
pi_flash,eapf_consensus,pi_oscillator,13.902774
pi_flash,eapf_consensus,pi_oscillator,14.360386
virtual_flash,eapf_consensus,camera,14.493374
pi_flash,eapf_consensus,pi_oscillator,14.830053
virtual_flash,eapf_consensus,camera,14.925947
pi_flash,eapf_consensus,pi_oscillator,15.315748
virtual_flash,eapf_consensus,camera,15.409896
pi_flash,eapf_consensus,pi_oscillator,15.807608
virtual_flash,eapf_consensus,camera,15.900166
virtual_flash,eapf_consensus,camera,16.260614
pi_flash,eapf_consensus,pi_oscillator,16.283788
pi_flash,eapf_consensus,pi_oscillator,16.755749
virtual_flash,eapf_consensus,camera,16.86622
virtual_flash,eapf_consensus,camera,17.245607
pi_flash,eapf_consensus,pi_oscillator,17.245607
pi_flash,eapf_consensus,pi_oscillator,17.723025
virtual_flash,eapf_consensus,camera,17.843525
pi_flash,eapf_consensus,pi_oscillator,18.191944
virtual_flash,eapf_consensus,camera,18.287338
pi_flash,eapf_consensus,pi_oscillator,18.666299
virtual_flash,eapf_consensus,camera,18.777676
pi_flash,eapf_consensus,pi_oscillator,19.152652
virtual_flash,eapf_consensus,camera,19.248872
virtual_flash,eapf_consensus,camera,19.644252
pi_flash,eapf_consensus,pi_oscillator,19.644252
pi_flash,eapf_consensus,pi_oscillator,20.09531
