agent_id,event_type,normalized_signal,raw_brightness,roi_id,t_s
V0,pi_detected_virtual_flash,1.0,58.0,0,0.667283
V1,pi_detected_virtual_flash,0.9976,50.0,1,0.667283
V1,pi_detected_virtual_flash,1.0,51.0,1,1.000457
V1,pi_detected_virtual_flash,0.9767,50.0,1,1.500155
V0,pi_detected_virtual_flash,1.0,57.0,0,1.63343
V1,pi_detected_virtual_flash,0.9767,50.0,1,1.99993
V1,pi_detected_virtual_flash,0.9767,50.0,1,2.499659
V0,pi_detected_virtual_flash,1.0,57.0,0,2.632924
V1,pi_detected_virtual_flash,0.9767,50.0,1,2.999422
V1,pi_detected_virtual_flash,0.9767,50.0,1,3.499149
V0,pi_detected_virtual_flash,1.0,57.0,0,3.632405
V1,pi_detected_virtual_flash,0.9767,50.0,1,3.998903
V1,pi_detected_virtual_flash,0.9767,50.0,1,4.498637
V0,pi_detected_virtual_flash,1.0,57.0,0,4.631892
V1,pi_detected_virtual_flash,0.9767,50.0,1,4.998399
V1,pi_detected_virtual_flash,1.0,51.0,1,5.498129
V0,pi_detected_virtual_flash,1.0,57.0,0,5.631401
V1,pi_detected_virtual_flash,0.9767,50.0,1,5.997899
V1,pi_detected_virtual_flash,1.0,51.0,1,6.49781
V0,pi_detected_virtual_flash,1.0,57.0,0,6.631125
V1,pi_detected_virtual_flash,0.9767,50.0,1,6.997396
V1,pi_detected_virtual_flash,0.9767,50.0,1,7.497109
V0,pi_detected_virtual_flash,1.0,57.0,0,7.630375
V1,pi_detected_virtual_flash,1.0,51.0,1,7.996855
V1,pi_detected_virtual_flash,0.9767,50.0,1,8.4966
V0,pi_detected_virtual_flash,1.0,57.0,0,8.629856
V1,pi_detected_virtual_flash,1.0,51.0,1,8.996356
V1,pi_detected_virtual_flash,1.0,51.0,1,9.496096
V0,pi_detected_virtual_flash,1.0,57.0,0,9.629363
V1,pi_detected_virtual_flash,1.0,51.0,1,9.99585
V1,pi_detected_virtual_flash,0.9773,51.0,1,10.495589
V0,pi_detected_virtual_flash,1.0,57.0,0,10.628841
V1,pi_detected_virtual_flash,1.0,52.0,1,10.995352
V1,pi_detected_virtual_flash,0.9773,51.0,1,11.495062
V0,pi_detected_virtual_flash,1.0,57.0,0,11.628332
V1,pi_detected_virtual_flash,0.9773,51.0,1,11.994843
V1,pi_detected_virtual_flash,0.9773,51.0,1,12.494553
V0,pi_detected_virtual_flash,1.0,57.0,0,12.627835
V1,pi_detected_virtual_flash,1.0,52.0,1,12.994324
V1,pi_detected_virtual_flash,0.9773,51.0,1,13.49406
V0,pi_detected_virtual_flash,1.0,57.0,0,13.627333
V1,pi_detected_virtual_flash,0.9773,51.0,1,13.99383
V1,pi_detected_virtual_flash,0.9773,51.0,1,14.493558
V0,pi_detected_virtual_flash,1.0,57.0,0,14.626816
V1,pi_detected_virtual_flash,1.0,52.0,1,14.993327
V1,pi_detected_virtual_flash,0.9773,51.0,1,15.493043
V0,pi_detected_virtual_flash,1.0,57.0,0,15.626315
V1,pi_detected_virtual_flash,0.9773,51.0,1,15.992819
V1,pi_detected_virtual_flash,0.9773,51.0,1,16.492523
V0,pi_detected_virtual_flash,1.0,57.0,0,16.625803
V1,pi_detected_virtual_flash,0.9773,51.0,1,16.992521
V1,pi_detected_virtual_flash,0.9773,51.0,1,17.492018
V0,pi_detected_virtual_flash,1.0,57.0,0,17.625284
V1,pi_detected_virtual_flash,0.9773,51.0,1,17.991771
V1,pi_detected_virtual_flash,0.9773,51.0,1,18.491519
V0,pi_detected_virtual_flash,1.0,57.0,0,18.624784
V1,pi_detected_virtual_flash,1.0,52.0,1,18.991271
V1,pi_detected_virtual_flash,0.9773,51.0,1,19.490998
V0,pi_detected_virtual_flash,1.0,57.0,0,19.624263
V1,pi_detected_virtual_flash,1.0,52.0,1,19.99076
V1,pi_detected_virtual_flash,0.9773,51.0,1,20.490501
V0,pi_detected_virtual_flash,1.0,57.0,0,20.623749
V1,pi_detected_virtual_flash,1.0,52.0,1,20.990255
V1,pi_detected_virtual_flash,0.9773,51.0,1,21.490003
V0,pi_detected_virtual_flash,1.0,57.0,0,21.623272
V1,pi_detected_virtual_flash,0.9773,51.0,1,21.989774
V1,pi_detected_virtual_flash,0.9773,51.0,1,22.489474
V0,pi_detected_virtual_flash,1.0,57.0,0,22.622737
V1,pi_detected_virtual_flash,1.0,52.0,1,22.989228
V1,pi_detected_virtual_flash,0.9773,51.0,1,23.488991
V0,pi_detected_virtual_flash,1.0,57.0,0,23.622253
V1,pi_detected_virtual_flash,1.0,52.0,1,23.988747
V1,pi_detected_virtual_flash,0.9773,51.0,1,24.488479
V0,pi_detected_virtual_flash,0.9744,57.0,0,24.621738
V1,pi_detected_virtual_flash,0.9773,51.0,1,24.988244
V1,pi_detected_virtual_flash,0.9773,51.0,1,25.487986
V0,pi_detected_virtual_flash,1.0,58.0,0,25.621239
V1,pi_detected_virtual_flash,0.9773,51.0,1,25.987741
V1,pi_detected_virtual_flash,0.9773,51.0,1,26.487477
V0,pi_detected_virtual_flash,1.0,58.0,0,26.620736
V1,pi_detected_virtual_flash,1.0,52.0,1,26.987231
V1,pi_detected_virtual_flash,0.9773,51.0,1,27.486964
V0,pi_detected_virtual_flash,1.0,58.0,0,27.620226
V1,pi_detected_virtual_flash,1.0,52.0,1,27.986709
V1,pi_detected_virtual_flash,0.9773,51.0,1,28.486456
V0,pi_detected_virtual_flash,1.0,58.0,0,28.619709
V1,pi_detected_virtual_flash,1.0,52.0,1,28.98623
V1,pi_detected_virtual_flash,0.9773,51.0,1,29.485939
V0,pi_detected_virtual_flash,1.0,58.0,0,29.619203
V1,pi_detected_virtual_flash,1.0,52.0,1,29.985716
