t_s,event_type
0.988768,follower_flash
1.359409,follower_flash
1.716794,leader_flash
1.800186,follower_flash
2.229455,leader_flash
2.229455,follower_flash
2.675496,follower_flash
2.764683,leader_flash
3.114432,follower_flash
3.276875,leader_flash
3.531246,follower_flash
3.724528,leader_flash
4.056316,follower_flash
4.227089,leader_flash
4.476616,follower_flash
4.764776,leader_flash
5.013365,follower_flash
5.258236,leader_flash
5.495872,follower_flash
5.76513,leader_flash
5.925443,follower_flash
6.216972,leader_flash
6.380327,follower_flash
6.734468,leader_flash
6.819093,follower_flash
7.262707,leader_flash
7.262707,follower_flash
7.77823,leader_flash
7.77823,follower_flash
8.229306,leader_flash
8.229306,follower_flash
8.760832,leader_flash
8.760832,follower_flash
9.254392,leader_flash
9.254392,follower_flash
9.690487,follower_flash
9.778755,leader_flash
10.223603,follower_flash
10.2861,leader_flash
10.733226,follower_flash
10.797082,leader_flash
11.237612,follower_flash
11.299603,leader_flash
11.733705,follower_flash
11.796089,leader_flash
12.232857,follower_flash
12.295709,leader_flash
12.731716,follower_flash
12.794193,leader_flash
13.229206,follower_flash
13.292972,leader_flash
13.789529,leader_flash
13.789529,follower_flash
14.284539,leader_flash
14.284539,follower_flash
14.794887,leader_flash
14.794887,follower_flash
15.292977,leader_flash
15.292977,follower_flash
15.790534,leader_flash
15.790534,follower_flash
16.287331,leader_flash
16.287331,follower_flash
16.798144,leader_flash
16.798144,follower_flash
17.236446,follower_flash
17.298377,leader_flash
17.738305,follower_flash
17.801009,leader_flash
18.293899,leader_flash
18.293899,follower_flash
18.789382,leader_flash
18.789382,follower_flash
19.282874,leader_flash
19.282874,follower_flash
19.765424,leader_flash
19.765424,follower_flash
20.2835,leader_flash
20.2835,follower_flash
20.765514,leader_flash
20.765514,follower_flash
21.283468,leader_flash
21.283468,follower_flash
21.764342,leader_flash
21.764342,follower_flash
22.251559,leader_flash
22.251559,follower_flash
22.783424,leader_flash
22.783424,follower_flash
23.203652,follower_flash
23.265404,leader_flash
23.751816,leader_flash
23.751816,follower_flash
24.19871,follower_flash
24.284863,leader_flash
24.706845,follower_flash
24.772953,leader_flash
25.193508,follower_flash
25.260651,leader_flash
25.680505,follower_flash
25.748925,leader_flash
26.192443,follower_flash
26.278181,leader_flash
26.696242,follower_flash
26.761961,leader_flash
27.201884,follower_flash
27.287548,leader_flash
27.714247,follower_flash
27.779238,leader_flash
28.208952,follower_flash
28.275033,leader_flash
28.694488,follower_flash
28.761716,leader_flash
29.180263,follower_flash
29.248461,leader_flash
29.68806,follower_flash
29.755869,leader_flash
