t_s,detected_state,leader_flash_event,brightness_used,signal_norm,camera_ms
1.5e-05,0,0,113.67,0.0,997.82
0.997925,0,0,96.0,0.0,87.46
1.085475,0,0,108.67,0.0,65.21
1.150757,0,0,109.0,0.0,62.85
1.213682,0,0,110.67,0.0,64.15
1.277904,0,0,107.0,0.0,73.89
1.351871,0,0,97.33,0.0,83.5
1.435453,0,0,98.0,0.0,61.85
1.497387,0,0,95.67,0.0,57.74
1.5552,0,0,100.67,0.3135,67.51
1.622778,1,1,108.33,0.8405,60.88
1.683794,1,0,111.67,1.0,67.07
1.750992,1,0,114.33,1.0,74.76
1.825868,0,0,97.33,0.0558,83.41
1.909394,0,0,99.33,0.1713,83.54
1.993047,0,0,97.33,0.0415,75.46
2.06862,1,1,110.33,0.8635,67.97
2.136774,1,0,108.67,0.7653,63.24
2.200126,1,0,111.67,0.9733,68.92
2.26916,1,0,108.33,0.7587,80.45
2.349708,0,0,97.33,0.0,85.05
2.43486,0,0,98.0,0.0467,66.32
2.501291,0,0,97.33,0.0,108.15
2.609558,1,1,108.67,0.7908,94.21
2.703918,1,0,113.33,1.0,87.52
2.791543,0,0,99.33,0.1318,81.7
2.873349,0,0,98.67,0.0893,85.99
2.959435,0,0,99.67,0.1577,61.57
3.021106,0,0,98.33,0.0682,89.02
3.110225,1,1,110.67,0.9196,64.59
3.174953,1,0,113.0,1.0,66.7
3.241754,1,0,116.33,1.0,75.71
3.317572,0,0,99.33,0.1255,84.75
3.402519,0,0,101.67,0.2729,84.46
3.487147,0,0,98.67,0.0844,74.99
3.562301,1,1,109.67,0.7793,67.2
3.629708,1,0,109.33,0.7594,62.24
3.692113,1,0,113.67,1.0,68.19
3.760493,1,0,114.67,1.0,79.69
3.840343,0,0,98.0,0.041,85.92
3.926427,0,0,99.67,0.1432,83.46
4.010065,0,0,98.0,0.0411,75.46
4.085691,1,1,112.0,0.9015,67.7
4.153606,1,0,112.0,0.9034,65.4
4.219166,1,0,115.33,1.0,75.08
4.294414,0,0,98.0,0.041,84.56
4.379144,0,0,99.0,0.1022,86.58
4.465888,0,0,99.33,0.1224,60.52
4.526585,0,0,99.0,0.1022,89.87
4.616637,1,1,110.33,0.7956,65.11
4.681965,1,0,114.0,1.0,68.27
4.750409,1,0,115.0,1.0,80.21
4.830789,0,0,98.0,0.0404,85.36
4.91633,0,0,100.0,0.1611,84.2
5.000715,0,0,97.33,0.0,76.32
5.077211,1,1,111.33,0.8465,67.32
5.144762,1,0,108.67,0.6871,64.18
5.209123,1,0,111.33,0.8499,69.92
5.279222,0,0,100.0,0.1624,81.3
5.360704,0,0,96.33,0.0,85.71
5.446597,0,0,97.33,0.0,59.9
5.506673,0,0,97.0,0.0,89.05
5.595907,0,0,106.0,0.5317,63.26
5.659354,0,0,107.67,0.6354,62.98
5.722529,1,1,112.33,0.9238,72.49
5.795254,0,0,95.33,0.0,82.61
5.878051,0,0,96.67,0.0,84.63
5.962869,0,0,97.33,0.0,59.92
6.022974,0,0,96.33,0.0,89.07
6.112236,1,1,108.0,0.6613,64.04
6.176531,1,0,111.67,0.8887,65.83
6.242554,1,0,114.0,1.0,75.86
6.318611,0,0,98.0,0.0407,87.54
6.406344,0,0,97.67,0.0206,86.03
6.492595,0,0,95.67,0.0,59.89
6.552687,1,1,111.0,0.8299,86.7
6.639628,1,0,109.0,0.7071,64.05
6.703889,1,0,111.67,0.8688,70.14
6.774233,0,0,102.67,0.3302,82.43
6.856868,0,0,95.67,0.0,86.14
6.943207,0,0,97.33,0.0101,61.81
7.005264,0,0,95.33,0.0,57.97
7.063448,1,1,109.0,0.7309,66.78
7.130483,1,0,107.33,0.6303,62.04
7.192725,1,0,111.67,0.8918,68.59
7.26153,1,0,112.0,0.9117,80.66
7.342396,0,0,97.0,0.008,86.4
7.429009,0,0,98.67,0.1086,83.74
7.512962,0,0,97.33,0.0297,74.89
7.588064,1,1,110.33,0.8111,68.4
7.656723,1,0,111.33,0.8713,64.65
7.721586,1,0,114.33,1.0,76.05
7.797859,0,0,98.0,0.0668,83.79
7.881871,0,0,99.67,0.1655,85.68
7.967766,0,0,100.33,0.2044,60.9
8.028877,0,0,100.0,0.185,90.31
8.119408,1,1,108.67,0.6969,63.84
8.183509,1,0,112.67,0.9332,69.34
8.253078,1,0,112.67,0.9753,81.24
8.334541,0,0,98.67,0.1112,86.94
8.421709,0,0,100.33,0.2137,85.72
8.507654,0,0,97.0,0.0081,59.3
8.567169,1,1,111.33,0.8926,86.67
8.654111,1,0,111.0,0.8722,66.17
8.720535,1,0,114.0,1.0,76.13
8.796899,0,0,98.33,0.0925,85.94
8.883069,0,0,100.33,0.2191,86.25
8.969553,0,0,101.0,0.2615,62.14
9.031924,0,0,102.0,0.3248,89.85
9.122015,1,1,109.0,0.7678,64.87
9.187161,1,0,113.33,1.0,70.93
9.258336,1,0,114.0,1.0,81.93
9.340534,0,0,99.67,0.1744,87.4
9.428172,0,0,101.67,0.2989,85.16
9.513565,0,0,99.67,0.1744,75.42
9.589224,1,1,111.0,0.8796,68.15
9.657655,1,0,112.33,0.9624,66.84
9.724745,1,0,113.67,1.0,76.86
9.80186,0,0,97.33,0.0292,86.02
9.888137,0,0,99.33,0.1558,87.06
9.97544,0,0,100.33,0.2191,60.91
10.036631,0,0,104.33,0.4722,90.8
10.127677,1,1,108.33,0.7254,64.19
10.192152,1,0,112.0,0.9576,69.44
10.26185,1,0,112.33,0.9785,81.0
10.343103,0,0,98.33,0.0925,87.49
10.430853,0,0,100.67,0.2342,84.09
10.515198,0,0,98.67,0.1066,76.06
10.591513,1,1,111.0,0.8934,67.42
10.659239,1,0,109.67,0.8086,64.8
10.7243,1,0,114.33,1.0,74.78
10.799335,0,0,98.0,0.0527,85.58
10.885176,0,0,100.33,0.1914,86.53
10.971965,0,0,101.33,0.2553,61.71
11.033942,0,0,103.0,0.3618,90.58
11.124788,1,1,109.67,0.7875,64.17
11.189266,1,0,113.33,1.0,73.07
11.26266,1,0,113.0,0.9896,81.25
11.34418,0,0,99.0,0.1055,89.31
11.433756,0,0,101.0,0.2318,82.58
11.516638,0,0,99.33,0.1074,76.69
11.5936,1,1,111.33,0.8816,67.79
11.661706,1,0,110.0,0.7958,65.66
11.727646,1,0,114.0,1.0,74.96
11.802883,0,0,96.67,0.0,85.51
