t_s,event_type
0.997925,follower_flash
1.351871,follower_flash
1.622778,leader_flash
2.06862,leader_flash
2.06862,follower_flash
2.609558,leader_flash
2.703918,follower_flash
3.110225,leader_flash
3.317572,follower_flash
3.562301,leader_flash
3.926427,follower_flash
4.085691,leader_flash
4.465888,follower_flash
4.616637,leader_flash
5.077211,leader_flash
5.077211,follower_flash
5.595907,follower_flash
5.722529,leader_flash
6.112236,leader_flash
6.176531,follower_flash
6.552687,leader_flash
6.703889,follower_flash
7.063448,leader_flash
7.192725,follower_flash
7.588064,leader_flash
7.721586,follower_flash
8.119408,leader_flash
8.183509,follower_flash
8.567169,leader_flash
8.720535,follower_flash
9.122015,leader_flash
9.187161,follower_flash
9.589224,leader_flash
9.657655,follower_flash
10.127677,leader_flash
10.192152,follower_flash
10.591513,leader_flash
10.659239,follower_flash
11.124788,leader_flash
11.189266,follower_flash
11.5936,leader_flash
11.661706,follower_flash
12.128365,leader_flash
12.192748,follower_flash
12.592699,leader_flash
12.660661,follower_flash
13.126957,leader_flash
13.126957,follower_flash
13.591949,leader_flash
13.661024,follower_flash
14.12668,leader_flash
14.12668,follower_flash
14.591161,leader_flash
14.660278,follower_flash
15.125761,leader_flash
15.125761,follower_flash
15.631271,leader_flash
15.631271,follower_flash
16.062802,leader_flash
16.132757,follower_flash
16.564799,leader_flash
16.635029,follower_flash
17.065703,leader_flash
17.134124,follower_flash
17.564564,leader_flash
17.633556,follower_flash
18.065313,leader_flash
18.065313,follower_flash
18.565802,leader_flash
18.565802,follower_flash
19.061724,leader_flash
19.061724,follower_flash
19.563035,leader_flash
19.563035,follower_flash
20.064775,leader_flash
20.064775,follower_flash
20.565382,leader_flash
20.565382,follower_flash
21.063409,leader_flash
21.063409,follower_flash
21.565151,leader_flash
21.565151,follower_flash
22.06598,leader_flash
22.06598,follower_flash
22.564155,leader_flash
22.564155,follower_flash
23.066682,leader_flash
23.066682,follower_flash
23.567726,leader_flash
23.567726,follower_flash
24.06613,leader_flash
24.06613,follower_flash
24.56874,leader_flash
24.56874,follower_flash
25.068491,leader_flash
25.068491,follower_flash
25.569276,leader_flash
25.569276,follower_flash
26.070008,leader_flash
26.070008,follower_flash
26.571706,leader_flash
26.571706,follower_flash
27.073719,leader_flash
27.073719,follower_flash
27.575119,leader_flash
27.575119,follower_flash
28.07312,leader_flash
28.07312,follower_flash
28.576691,leader_flash
28.576691,follower_flash
29.022981,follower_flash
29.084352,leader_flash
29.545667,leader_flash
29.545667,follower_flash
