t_s,detected_state,leader_flash_event,brightness_used,signal_norm,camera_ms
7e-06,0,0,115.0,0.0,1031.85
1.031953,0,0,106.0,0.0,98.85
1.130899,0,0,117.67,0.0,88.31
1.21928,0,0,117.0,0.0,95.85
1.315206,0,0,98.0,0.0,99.15
1.414435,0,0,101.33,0.0,96.39
1.510894,0,0,100.33,0.0,66.37
1.57733,0,0,117.33,0.0,57.3
1.634706,0,0,118.33,0.0,75.32
1.710096,1,1,118.33,1.0,81.51
1.791737,0,0,100.0,0.0,95.16
1.887019,0,0,99.0,0.0,97.24
1.984381,0,0,101.33,0.1121,68.55
2.053044,0,0,106.0,0.3558,60.55
2.113711,1,1,118.67,1.0,74.23
2.18816,1,0,119.67,1.0,80.14
2.26842,0,0,103.67,0.2157,92.79
2.361333,0,0,100.0,0.016,106.47
2.467932,0,0,103.0,0.1721,72.92
2.540962,1,1,118.67,1.0,90.1
2.631215,1,0,118.67,1.0,74.17
2.705579,1,0,120.0,1.0,80.08
2.785824,0,0,100.67,0.0359,93.34
2.879325,0,0,100.0,0.0,98.01
2.977496,0,0,102.67,0.143,68.85
3.046517,1,1,113.0,0.6963,62.01
3.108739,1,0,118.0,0.9641,74.55
3.183459,1,0,118.0,0.9641,81.23
3.264856,0,0,103.0,0.1607,93.24
3.358266,0,0,98.33,0.0,98.24
3.456667,0,0,101.0,0.0536,69.94
3.526784,0,0,99.0,0.0,64.08
3.591047,1,1,117.33,0.9312,75.53
3.666797,1,0,116.67,0.8967,72.12
3.739095,1,0,117.67,0.9481,84.51
3.823785,0,0,97.67,0.0,95.82
3.919794,0,0,100.33,0.0676,94.75
4.014738,0,0,99.67,0.0341,64.4
4.079344,1,1,116.0,0.8643,57.36
4.136937,1,0,116.0,0.8643,74.47
4.211604,1,0,117.0,0.9151,84.76
4.296566,0,0,98.33,0.0,95.76
4.392511,0,0,98.67,0.0,97.12
4.48982,0,0,98.67,0.0,66.66
4.556678,0,0,104.33,0.2849,58.44
4.615313,1,1,116.33,0.8906,72.9
4.68845,1,0,116.67,0.9093,80.26
4.768898,0,0,101.67,0.1518,92.32
4.861429,0,0,98.67,0.0,96.76
4.958396,0,0,101.33,0.1351,69.77
5.028369,0,0,98.33,0.0,62.86
5.09143,1,1,117.0,0.9323,74.05
5.165719,1,0,117.0,0.9323,72.37
5.238295,1,0,118.33,1.0,84.45
5.322956,0,0,99.67,0.0509,96.22
5.41938,0,0,103.0,0.2202,94.53
5.51412,0,0,101.0,0.1185,63.9
5.578239,1,1,117.67,0.9664,57.01
5.635492,1,0,117.67,0.9664,74.56
5.710274,1,0,119.33,1.0,83.62
5.794111,0,0,101.0,0.1183,95.73
5.890058,0,0,100.0,0.0677,98.39
5.988667,0,0,101.33,0.1353,66.47
6.055351,0,0,105.0,0.322,58.94
6.114507,1,1,117.33,0.9491,74.03
6.188805,1,0,117.33,0.9491,80.1
6.269124,0,0,101.67,0.1526,91.78
6.361129,0,0,98.33,0.0,97.1
6.45845,0,0,100.67,0.1017,68.88
6.527555,0,0,98.0,0.0,63.25
6.591036,1,1,116.0,0.8815,73.5
6.664803,1,0,115.67,0.8647,72.46
6.737493,1,0,116.67,0.9186,84.05
6.821772,0,0,97.33,0.0,94.39
6.916399,0,0,100.0,0.0806,94.47
7.011101,0,0,98.67,0.0137,64.42
7.075816,1,1,115.0,0.8357,56.35
7.132454,1,0,115.67,0.8811,72.71
7.205406,1,0,115.33,0.8667,79.33
7.284968,0,0,98.0,0.0,91.12
7.376327,0,0,97.0,0.0,96.91
7.473475,0,0,99.33,0.051,67.52
7.541239,0,0,101.67,0.1727,62.01
7.603492,1,1,115.0,0.8619,72.18
7.675959,1,0,115.33,0.879,79.7
7.755902,1,0,106.33,0.4158,91.11
7.84726,0,0,98.0,0.0,96.93
7.944426,0,0,100.33,0.104,68.74
8.013415,0,0,99.67,0.0697,63.26
8.076933,1,1,116.0,0.9185,74.0
8.151229,1,0,116.33,0.9474,73.2
8.224679,1,0,117.67,1.0,84.55
8.309482,0,0,99.0,0.0353,94.58
8.404322,0,0,101.67,0.1758,95.84
8.500419,0,0,100.67,0.1232,64.29
8.564977,0,0,109.67,0.5968,57.42
8.622658,1,1,116.33,0.9474,72.72
8.695691,1,0,117.67,1.0,78.4
8.774357,0,0,101.33,0.1579,91.17
8.865795,0,0,99.33,0.0526,95.94
8.962006,0,0,101.67,0.1758,67.76
9.030034,0,0,99.0,0.0353,63.07
9.093378,1,1,116.67,0.9653,74.02
9.167709,1,0,115.67,0.9126,71.75
9.239738,1,0,116.67,0.9653,84.08
9.324116,0,0,97.67,0.0,94.18
9.418568,0,0,100.67,0.1232,94.1
9.512945,0,0,99.0,0.0353,63.46
9.576724,1,1,114.67,0.86,56.27
9.633324,1,0,115.33,0.8947,72.52
9.706119,1,0,115.0,0.8774,79.75
9.786145,0,0,97.67,0.0,91.74
9.878153,0,0,97.33,0.0,95.22
9.973661,0,0,99.0,0.0517,66.81
10.040757,0,0,101.0,0.1552,61.62
10.10267,1,1,115.0,0.8795,72.46
10.17547,1,0,114.33,0.8448,78.68
10.254442,1,0,107.33,0.4877,90.55
10.345285,0,0,96.33,0.0,95.26
10.440837,0,0,98.33,0.0172,69.91
10.511048,0,0,98.33,0.0173,62.93
10.574276,1,1,115.0,0.8916,73.4
10.648021,1,0,114.33,0.8747,72.42
10.72074,1,0,116.0,0.9694,82.43
10.803466,0,0,98.0,0.0,94.15
10.897912,0,0,100.67,0.1438,92.63
10.990853,0,0,99.0,0.0539,64.01
11.055223,0,0,102.67,0.252,57.03
11.112558,1,1,115.33,0.935,70.04
11.182957,1,0,116.33,1.0,76.96
11.260253,1,0,105.33,0.3999,89.79
11.350352,0,0,97.67,0.0,95.64
11.446298,0,0,100.33,0.1364,66.98
11.513594,0,0,99.0,0.0647,62.09
11.576021,1,1,114.67,0.9104,72.36
11.648741,1,0,114.33,0.8921,72.75
11.721804,1,0,115.33,0.946,82.56
11.804677,0,0,97.33,0.0,93.87
11.898858,0,0,99.67,0.1015,92.58
11.991769,0,0,98.0,0.0108,64.03
12.056175,0,0,101.33,0.1918,57.49
12.113989,1,1,113.67,0.8626,69.77
12.184146,1,0,113.67,0.8626,76.09
12.260561,0,0,103.0,0.2826,88.98
12.349863,0,0,95.67,0.0,95.23
12.445418,0,0,97.67,0.0,66.86
12.512607,0,0,97.33,0.0,61.84
12.574774,1,1,113.67,0.8636,72.21
12.647362,1,0,112.67,0.8096,71.52
12.719225,1,0,114.0,0.8814,82.26
12.801813,0,0,96.67,0.0,92.56
12.894711,0,0,98.33,0.0356,93.28
12.988355,0,0,97.33,0.0,63.48
13.052232,0,0,100.33,0.1529,57.7
13.110268,1,1,113.67,0.865,70.28
13.180927,1,0,114.67,0.9349,75.06
13.256349,1,0,107.33,0.5459,88.95
13.345637,0,0,97.0,0.0,94.38
13.440375,0,0,99.67,0.1285,68.78
13.509505,0,0,99.33,0.1099,62.09
13.571944,1,1,115.33,0.9888,73.31
13.645643,1,0,115.0,0.9817,72.18
13.718167,1,0,116.33,1.0,81.27
13.799781,0,0,99.67,0.13,93.23
13.893356,0,0,99.67,0.13,93.27
13.986975,0,0,99.33,0.1111,65.66
14.053042,0,0,101.33,0.2222,57.19
14.11058,1,1,114.67,0.9633,71.16
