t_s,phase_rad,frequency_hz,phase_error_rad,follower_flash,loop_dt_ms
7e-06,0.000104,2.3,0.0,0,0.007
1.031953,2.346714,2.3,0.0,1,1031.945
1.130899,3.776623,2.3,0.0,0,98.947
1.21928,5.053849,2.3,0.0,0,88.381
1.315206,0.156918,2.3,0.0,1,95.926
1.414435,1.590907,2.3,0.0,0,99.229
1.510894,2.984863,2.3,0.0,0,96.459
1.57733,3.944955,2.3,0.0,0,66.436
1.634706,4.774107,2.3,0.0,0,57.375
1.710096,5.86964,2.3,1.509079,0,75.391
1.791737,0.777112,2.3,1.503042,1,81.641
1.887019,2.168705,2.3,1.492201,0,95.282
1.984381,3.593337,2.3,1.477559,0,97.362
2.053044,4.605555,2.3,1.459936,0,68.664
2.113711,5.505195,2.30071,1.745332,0,60.666
2.18816,0.323797,2.301986,1.80515,1,74.449
2.26842,1.512596,2.30371,1.868151,0,80.261
2.361333,2.887578,2.305784,1.941747,0,92.912
2.467932,4.464146,2.308131,2.026728,0,106.599
2.540962,5.556466,2.310404,1.864465,0,73.03
2.631215,0.617575,2.31261,1.886103,1,90.253
2.705579,1.732993,2.314752,1.896152,0,74.363
2.785824,2.935621,2.316836,1.907852,0,80.246
2.879325,4.332851,2.318864,1.925365,0,93.501
2.977496,5.799857,2.320839,1.943681,0,98.17
3.046517,0.554458,2.322498,0.491873,1,69.021
3.108739,1.489373,2.323898,0.467619,0,62.223
3.183459,2.603722,2.325084,0.448517,0,74.72
3.264856,3.813239,2.326095,0.433095,0,81.397
3.358266,5.196447,2.326961,0.42118,0,93.41
3.456667,0.368005,2.327709,0.411577,1,98.401
3.526784,1.40794,2.328358,0.401185,0,70.117
3.591047,2.353704,2.32814,-1.482352,0,64.263
3.666797,3.459983,2.32723,-1.575585,0,75.75
3.739095,4.509074,2.325769,-1.656984,0,72.297
3.823785,5.733243,2.323873,-1.745602,0,84.691
3.919794,0.8338,2.321638,-1.840628,1,96.009
4.014738,2.196571,2.319139,-1.928444,0,94.944
4.079344,3.110982,2.316055,-2.306659,0,64.605
4.136937,3.917998,2.312515,-2.376693,0,57.594
4.211604,4.968141,2.308625,-2.46972,0,74.666
4.296566,6.162465,2.304471,-2.574127,0,84.963
4.392511,1.227257,2.300121,-2.690672,1,95.945
4.48982,2.589367,2.295632,-2.803615,0,97.309
4.556678,3.506892,2.29105,-2.863456,0,66.858
4.615313,4.324187,2.28627,2.673625,0,58.635
4.68845,5.36369,2.281351,2.574524,0,73.137
4.768898,0.234573,2.276339,2.449676,1,80.448
4.861429,1.567917,2.271274,2.295302,0,92.531
4.958396,2.968152,2.266186,2.127656,0,96.967
5.028369,3.985642,2.261101,1.999629,0,69.973
5.09143,4.907255,2.256037,2.198992,0,63.061
5.165719,5.989114,2.251012,2.059543,0,74.289
5.238295,0.763146,2.246037,1.921912,1,72.576
5.322956,1.98956,2.241123,1.766882,0,84.661
5.41938,3.379054,2.236276,1.596638,0,96.424
5.51412,4.741335,2.231504,1.431645,0,94.74
5.578239,5.671034,2.226809,1.45357,0,64.119
5.635492,0.218848,2.222195,1.345739,1,57.254
5.710274,1.291797,2.217665,1.217216,0,74.781
5.794111,2.48736,2.21322,1.080259,0,83.837
5.890058,3.847229,2.20886,0.931804,0,95.947
5.988667,5.239435,2.204586,0.784438,0,98.609
6.055351,6.184764,2.200399,0.680264,0,66.684
6.114507,0.736774,2.196057,0.006324,1,59.156
6.188805,1.775317,2.191611,-0.124651,0,74.298
6.269124,2.890999,2.187097,-0.258628,0,80.319
6.361129,4.161441,2.182548,-0.403836,0,92.005
6.45845,5.498719,2.17799,-0.550546,0,97.321
6.527555,0.160757,2.173441,-0.651089,1,69.105
6.591036,1.026464,2.169313,-0.20957,0,63.481
6.664803,2.029903,2.165538,-0.263177,0,73.767
6.737493,3.016092,2.162059,-0.313447,0,72.69
6.821772,4.157227,2.158833,-0.36936,0,84.279
