t_s,event_type
1.031953,follower_flash
1.315206,follower_flash
1.710096,leader_flash
1.791737,follower_flash
2.113711,leader_flash
2.18816,follower_flash
2.540962,leader_flash
2.631215,follower_flash
3.046517,leader_flash
3.046517,follower_flash
3.456667,follower_flash
3.591047,leader_flash
3.919794,follower_flash
4.079344,leader_flash
4.392511,follower_flash
4.615313,leader_flash
4.768898,follower_flash
5.09143,leader_flash
5.238295,follower_flash
5.578239,leader_flash
5.635492,follower_flash
6.114507,leader_flash
6.114507,follower_flash
6.527555,follower_flash
6.591036,leader_flash
7.011101,follower_flash
7.075816,leader_flash
7.473475,follower_flash
7.603492,leader_flash
7.944426,follower_flash
8.076933,leader_flash
8.404322,follower_flash
8.500419,follower_flash
8.622658,leader_flash
8.962006,follower_flash
9.093378,leader_flash
9.418568,follower_flash
9.576724,leader_flash
9.878153,follower_flash
9.973661,follower_flash
10.10267,leader_flash
10.440837,follower_flash
10.574276,leader_flash
10.897912,follower_flash
11.112558,leader_flash
11.446298,follower_flash
11.576021,leader_flash
11.898858,follower_flash
12.113989,leader_flash
12.445418,follower_flash
12.574774,leader_flash
12.894711,follower_flash
13.110268,leader_flash
13.440375,follower_flash
13.571944,leader_flash
13.986975,follower_flash
14.11058,leader_flash
14.441701,follower_flash
14.573155,leader_flash
14.985964,follower_flash
15.108384,leader_flash
15.436847,follower_flash
15.570728,leader_flash
15.984145,follower_flash
16.107625,leader_flash
16.436614,follower_flash
16.57087,leader_flash
16.984466,follower_flash
17.106875,leader_flash
17.497419,follower_flash
17.561056,leader_flash
17.962418,follower_flash
18.089725,leader_flash
18.492092,follower_flash
18.553975,leader_flash
18.971445,follower_flash
19.098292,leader_flash
19.513443,follower_flash
19.575616,leader_flash
20.000863,follower_flash
20.063353,leader_flash
20.497088,follower_flash
20.559294,leader_flash
20.987004,follower_flash
21.049628,leader_flash
21.467007,follower_flash
21.591942,leader_flash
21.990399,follower_flash
22.050819,leader_flash
22.523305,follower_flash
22.584228,leader_flash
22.97665,follower_flash
23.098672,leader_flash
23.49759,follower_flash
23.559763,leader_flash
23.981524,follower_flash
24.043886,leader_flash
24.51983,follower_flash
24.580398,leader_flash
24.981598,follower_flash
25.044571,leader_flash
25.520913,follower_flash
25.581841,leader_flash
25.981722,follower_flash
26.044394,leader_flash
26.517395,follower_flash
26.577296,leader_flash
26.977909,follower_flash
27.099024,leader_flash
27.494838,follower_flash
27.564569,leader_flash
27.974814,follower_flash
28.038113,leader_flash
28.508462,follower_flash
28.567223,leader_flash
29.014753,follower_flash
29.075399,leader_flash
29.537182,follower_flash
29.595043,leader_flash
29.987004,follower_flash
