t,frame_id,roi_intensity,normalized_signal,detected_flash_state,leader_flash_event,detected_flash_time,detection_confidence,roi_x,roi_y,roi_w,roi_h,camera_processing_time_ms
2e-06,1,169.0,0.0,0,0,,0.0,,,,,90.48
0.090737,2,133.67,0.0,0,0,,0.0,,,,,71.78
0.16278,3,135.67,0.0,0,0,,0.0,,,,,72.04
0.235088,4,136.33,0.0,0,0,,0.0,,,,,63.1
0.298447,5,144.0,0.0,0,0,,0.0,,,,,60.13
0.358832,6,172.0,0.0,0,0,,0.0,,,,,60.12
0.419209,7,171.0,0.0,0,0,,0.0,,,,,59.13
0.478596,8,171.33,0.0,0,0,,0.0,,,,,64.6
0.54345,9,147.33,0.0,0,0,,0.0,,,,,71.43
0.61514,10,135.33,0.0046,0,0,,0.0,,,,,74.4
0.689796,11,136.33,0.0278,0,0,,0.0,,,,,70.44
0.760482,12,137.33,0.0547,0,0,,0.0,,,,,61.02
0.821788,13,170.67,0.9834,1,1,0.821788,0.0,,,,,59.84
0.881891,14,173.33,1.0,1,0,,0.0,,,,,59.92
0.942071,15,169.0,0.9247,1,0,,0.0,,,,,59.29
1.001622,16,170.0,0.954,1,0,,0.0,,,,,65.72
1.067603,17,134.67,0.0,0,0,,0.0,,,,,72.78
1.140648,18,134.67,0.0,0,0,,0.0,,,,,73.96
1.214872,19,136.0,0.0361,0,0,,0.0,,,,,65.97
1.281094,20,138.33,0.0997,0,0,,0.4678,,,,,60.77
1.342127,21,172.0,1.0,1,1,1.342127,0.5105,,,,,59.79
1.402283,22,171.67,0.992,1,0,,0.5294,,,,,60.01
1.462543,23,170.33,0.9568,1,0,,0.5469,,,,,60.38
1.523174,24,170.67,0.9668,1,0,,0.5544,,,,,69.35
1.592774,25,135.67,0.0199,0,0,,0.5771,,,,,73.58
1.666603,26,137.0,0.0543,0,0,,0.5957,,,,,73.21
1.740064,27,137.33,0.0616,0,0,,0.6085,,,,,63.67
1.803971,28,146.33,0.3056,0,0,,0.6152,,,,,60.04
1.864258,29,172.33,1.0,1,1,1.864258,0.6363,,,,,60.02
1.924634,30,170.67,0.9638,1,0,,0.6535,,,,,59.61
1.984489,31,171.33,0.9817,1,0,,0.6649,,,,,64.86
2.049598,32,143.67,0.2269,0,0,,0.638,,,,,72.3
2.122161,33,136.0,0.0165,0,0,,0.6508,,,,,74.57
2.19698,34,137.33,0.052,0,0,,0.6601,,,,,69.51
2.266731,35,139.0,0.0971,0,0,,0.6684,,,,,60.95
2.327927,36,172.33,1.0,1,1,2.327927,0.6311,,,,,59.45
2.387662,37,172.33,1.0,1,0,,0.6458,,,,,60.76
2.448743,38,171.67,0.9883,1,0,,0.6558,,,,,59.07
2.508069,39,172.33,1.0,1,0,,0.6652,,,,,66.87
2.575182,40,136.67,0.0282,0,0,,0.663,,,,,73.17
2.648602,41,137.67,0.0546,0,0,,0.6722,,,,,72.92
2.721781,42,137.67,0.0546,0,0,,0.6787,,,,,63.69
2.785718,43,139.67,0.1093,0,0,,0.6834,,,,,59.88
