t_s,phase_rad,frequency_hz,phase_error_rad,follower_flash,loop_dt_ms
1.6e-05,0.000149,1.5,0.0,0,0.016
0.964753,2.8094,1.5,0.0,1,964.738
1.04672,3.581915,1.5,0.0,0,81.966
1.139978,4.460851,1.5,0.0,0,93.258
1.201181,5.037674,1.5,0.0,0,61.203
1.272843,5.71308,1.5,0.0,0,71.663
1.340656,0.069013,1.5,0.0,1,67.813
1.40531,0.678368,1.5,0.0,0,64.654
1.478788,1.370879,1.5,0.0,0,73.478
1.560738,2.143237,1.5,0.0,0,81.95
1.644483,2.932519,1.5,0.0,0,83.745
1.703948,3.492959,1.5,0.0,0,59.465
1.79139,4.328242,1.5,2.790227,0,87.442
1.855134,4.949064,1.5,2.779066,0,63.744
1.919844,5.586012,1.5,2.759021,0,64.71
1.99251,0.020274,1.5,2.731949,0,72.666
2.07392,0.82441,1.5,2.699363,0,81.41
2.158102,1.657949,1.5,2.662498,0,84.182
2.216024,2.246455,1.5,2.622355,0,57.922
2.30388,3.100571,1.501805,-1.997354,0,87.856
2.365036,3.691119,1.505047,-1.850744,0,61.156
2.431119,4.320092,1.509425,-1.678944,0,66.083
2.513191,5.09589,1.514695,-1.455166,0,82.072
2.606075,5.973027,1.520657,-1.197814,0,92.884
2.686115,0.445219,1.52715,-0.974413,1,80.041
2.746056,1.009653,1.53404,-0.805309,0,59.941
2.80888,1.60325,1.541278,-0.839294,0,62.823
2.869025,2.173487,1.548766,-0.666998,0,60.145
2.932777,2.782146,1.556424,-0.487804,0,63.752
3.005961,3.487307,1.564187,-0.287919,0,73.184
3.087759,4.282512,1.572004,-0.071071,0,81.798
3.168096,5.069593,1.579831,0.136326,0,80.337
3.241347,5.792855,1.587636,0.320308,0,73.251
3.308009,0.174186,1.595451,0.654756,1,66.662
3.367878,0.77717,1.603241,0.799952,0,59.869
3.435956,1.469042,1.610981,0.958367,0,68.078
3.513601,2.264386,1.61865,1.1324,0,77.646
3.597212,3.12751,1.626232,1.312932,0,83.611
3.678511,3.974357,1.633713,1.480968,0,81.299
3.752889,4.760662,1.64113,2.476163,0,74.378
3.818806,5.469013,1.648466,2.598568,0,65.917
3.879641,6.132844,1.655708,2.701144,0,60.835
3.94651,0.58352,1.662846,2.808617,1,66.869
4.0244,1.439612,1.669873,2.931381,0,77.89
4.107779,2.360502,1.676781,3.057724,0,83.379
4.188266,3.23288,1.683568,-3.112233,0,80.487
4.261469,4.014377,1.690184,-3.096445,0,73.203
4.328386,4.718804,1.696637,-2.981646,0,66.917
4.389832,5.357394,1.702933,-2.865954,0,61.445
4.457855,6.061157,1.70908,-2.731014,0,68.023
4.535364,0.580747,1.715081,-2.574904,1,77.509
4.617484,1.432401,1.720943,-2.408552,0,82.12
4.679805,2.070562,1.726669,-2.273752,0,62.321
4.737579,2.660196,1.732264,-2.145999,0,57.774
4.804893,3.352889,1.737704,-2.558292,0,67.314
4.865458,3.972472,1.742998,-2.428714,0,60.565
4.932087,4.659654,1.748154,-2.290656,0,66.629
5.009691,5.46949,1.753179,-2.138412,0,77.604
5.092965,0.061642,1.758079,-1.980728,1,83.274
5.174607,0.922601,1.76286,-1.828402,0,81.642
