t_s,event_type
0.964753,follower_flash
1.340656,follower_flash
1.79139,leader_flash
2.30388,leader_flash
2.686115,follower_flash
2.80888,leader_flash
3.308009,leader_flash
3.308009,follower_flash
3.752889,leader_flash
3.94651,follower_flash
4.261469,leader_flash
4.535364,follower_flash
4.804893,leader_flash
5.092965,follower_flash
5.315265,leader_flash
5.683154,follower_flash
5.755779,leader_flash
6.266796,leader_flash
6.266796,follower_flash
6.835856,leader_flash
6.835856,follower_flash
7.273221,leader_flash
7.336701,follower_flash
7.783647,leader_flash
7.847312,follower_flash
8.291379,leader_flash
8.354068,follower_flash
8.800339,leader_flash
8.863261,follower_flash
9.306106,leader_flash
9.365735,follower_flash
9.805385,leader_flash
9.865179,follower_flash
10.3075,leader_flash
10.36704,follower_flash
10.805789,leader_flash
11.314371,leader_flash
11.375006,follower_flash
11.753838,leader_flash
11.881078,follower_flash
12.260937,leader_flash
12.388803,follower_flash
12.768291,leader_flash
12.893871,follower_flash
13.273874,leader_flash
13.33631,follower_flash
13.781356,leader_flash
13.844376,follower_flash
14.285724,leader_flash
14.349009,follower_flash
14.791835,leader_flash
14.854389,follower_flash
15.298174,leader_flash
15.360794,follower_flash
15.804627,leader_flash
15.804627,follower_flash
16.305038,leader_flash
16.305038,follower_flash
16.805327,leader_flash
16.805327,follower_flash
17.305615,leader_flash
17.305615,follower_flash
17.803672,leader_flash
17.803672,follower_flash
18.305509,leader_flash
18.305509,follower_flash
18.805906,leader_flash
18.805906,follower_flash
19.303528,leader_flash
19.303528,follower_flash
19.805944,leader_flash
19.805944,follower_flash
20.305366,leader_flash
20.305366,follower_flash
20.805443,leader_flash
20.805443,follower_flash
21.304602,leader_flash
21.304602,follower_flash
21.804145,leader_flash
21.804145,follower_flash
22.304174,leader_flash
22.304174,follower_flash
22.803328,leader_flash
22.803328,follower_flash
23.304844,leader_flash
23.304844,follower_flash
23.804078,leader_flash
23.804078,follower_flash
24.30414,leader_flash
24.30414,follower_flash
24.805423,leader_flash
24.805423,follower_flash
25.304654,leader_flash
25.304654,follower_flash
25.803132,leader_flash
25.803132,follower_flash
26.304066,leader_flash
26.304066,follower_flash
26.804384,leader_flash
26.804384,follower_flash
27.303987,leader_flash
27.303987,follower_flash
27.804337,leader_flash
27.804337,follower_flash
28.303131,leader_flash
28.303131,follower_flash
28.804108,leader_flash
28.804108,follower_flash
29.30448,leader_flash
29.30448,follower_flash
29.803615,leader_flash
29.803615,follower_flash
