t_s,detected_state,leader_flash_event,brightness_used,signal_norm,camera_ms
1.6e-05,0,0,93.67,0.0,964.64
0.964753,0,0,94.33,0.0,81.87
1.04672,0,0,97.67,0.0,93.19
1.139978,0,0,96.67,0.0,61.13
1.201181,0,0,96.67,0.0,71.59
1.272843,0,0,107.67,0.0,67.74
1.340656,0,0,108.33,0.0,64.57
1.40531,0,0,112.0,0.0,73.41
1.478788,0,0,95.33,0.0,81.88
1.560738,0,0,96.0,0.1203,83.68
1.644483,0,0,95.67,0.0957,59.4
1.703948,0,0,93.0,0.0,87.37
1.79139,1,1,106.0,0.8473,63.61
1.855134,1,0,107.67,0.9676,64.59
1.919844,1,0,111.67,1.0,72.55
1.99251,0,0,95.0,0.0625,81.29
2.07392,0,0,95.33,0.081,84.04
2.158102,0,0,96.33,0.1446,57.8
2.216024,0,0,95.33,0.0765,87.74
2.30388,1,1,106.0,0.815,61.0
2.365036,1,0,109.33,1.0,65.98
2.431119,1,0,111.33,1.0,81.95
2.513191,0,0,95.67,0.0732,92.74
2.606075,0,0,97.0,0.1524,79.87
2.686115,0,0,94.33,0.0,59.81
2.746056,0,0,96.67,0.1463,62.76
2.80888,1,1,105.33,0.6962,59.99
2.869025,1,0,108.67,0.9192,63.65
2.932777,1,0,111.33,1.0,73.08
3.005961,0,0,95.0,0.0394,81.69
3.087759,0,0,96.67,0.1376,80.23
3.168096,0,0,94.0,0.0,73.14
3.241347,0,0,96.33,0.1205,66.56
3.308009,1,1,105.33,0.6707,59.72
3.367878,1,0,109.33,0.9259,68.02
3.435956,1,0,110.33,0.9697,77.54
3.513601,0,0,94.67,0.0207,83.5
3.597212,0,0,96.67,0.1436,81.19
3.678511,0,0,94.33,0.0,74.27
3.752889,1,1,107.33,0.8075,65.77
3.818806,1,0,106.0,0.7294,60.71
3.879641,1,0,109.0,0.9226,66.77
3.94651,1,0,110.33,1.0,77.69
4.0244,0,0,94.0,0.0,83.21
4.107779,0,0,96.0,0.1044,80.32
4.188266,0,0,93.67,0.0,73.04
4.261469,1,1,107.33,0.814,66.71
4.328386,1,0,106.0,0.731,61.28
4.389832,1,0,108.67,0.8967,67.85
4.457855,1,0,105.67,0.7093,77.34
4.535364,0,0,94.67,0.0213,81.94
4.617484,0,0,94.67,0.0214,62.12
4.679805,0,0,92.33,0.0,57.6
4.737579,0,0,95.67,0.0986,67.14
4.804893,1,1,105.67,0.7303,60.35
4.865458,1,0,109.0,0.947,66.46
4.932087,1,0,110.67,1.0,77.43
5.009691,0,0,94.67,0.0213,83.1
5.092965,0,0,96.67,0.1463,81.46
5.174607,0,0,94.0,0.0,72.96
5.247746,0,0,104.0,0.6052,67.34
5.315265,1,1,105.0,0.6669,60.84
5.376332,1,0,108.33,0.8805,65.5
5.442014,1,0,110.0,0.9834,77.26
5.519458,0,0,94.0,0.0,82.69
5.602326,0,0,96.0,0.1163,80.65
5.683154,0,0,93.67,0.0,72.44
5.755779,1,1,107.0,0.8059,67.18
5.823186,1,0,106.0,0.7454,61.41
5.884784,1,0,109.0,0.9336,67.43
5.952398,1,0,110.0,0.9979,77.7
6.030284,0,0,94.33,0.0206,82.95
6.113425,0,0,96.67,0.1665,79.93
6.193549,0,0,94.0,0.0,73.06
6.266796,1,1,107.33,0.8314,65.83
6.332865,1,0,106.33,0.769,62.77
6.395831,1,0,111.67,1.0,70.59
6.466617,0,0,98.33,0.2701,81.08
6.547897,0,0,95.33,0.083,82.59
6.630677,0,0,95.0,0.0624,57.76
6.688627,0,0,94.33,0.0206,87.25
6.776063,0,0,104.33,0.6443,59.61
6.835856,1,1,104.67,0.6655,61.16
6.897263,1,0,108.33,0.8938,67.67
6.965133,0,0,99.33,0.3331,78.21
7.043547,0,0,93.67,0.0,82.51
7.12626,0,0,94.67,0.0419,59.47
7.185925,0,0,94.33,0.0206,87.09
7.273221,1,1,105.0,0.6875,63.24
7.336701,1,0,107.33,0.8331,62.16
7.399072,1,0,111.33,1.0,72.12
7.471407,0,0,96.33,0.1456,80.49
7.552111,0,0,95.0,0.0625,83.34
7.635663,0,0,95.0,0.0625,59.38
7.69525,0,0,94.33,0.0206,88.19
7.783647,1,1,105.67,0.7294,63.42
7.847312,1,0,106.33,0.7706,61.32
7.908889,1,0,110.67,1.0,71.62
7.98072,0,0,93.33,0.0,80.68
8.061615,0,0,94.33,0.0206,82.5
8.144329,0,0,94.67,0.0419,59.27
8.203806,0,0,91.33,0.0,87.36
8.291379,1,1,105.67,0.7294,62.41
8.354068,1,0,107.0,0.8125,64.0
8.418293,1,0,110.67,1.0,72.15
8.490671,0,0,92.33,0.0,81.06
8.571954,0,0,94.67,0.0438,82.98
8.655157,0,0,95.0,0.0644,58.34
8.713716,0,0,94.0,0.0021,86.39
8.800339,1,1,106.0,0.7505,62.65
8.863261,1,0,108.67,0.917,65.26
8.928758,1,0,110.33,1.0,77.34
9.006329,0,0,95.33,0.085,82.04
9.088597,0,0,97.0,0.1892,80.12
9.168944,0,0,93.67,0.0,71.83
9.241005,0,0,95.0,0.0644,64.86
9.306106,1,1,105.0,0.6881,59.35
9.365735,1,0,108.33,0.8958,63.72
9.429703,1,0,111.0,1.0,72.19
9.502158,0,0,95.33,0.0848,81.06
9.583457,0,0,96.33,0.1471,81.31
9.665003,0,0,93.33,0.0,72.56
9.737809,0,0,95.67,0.1076,67.34
9.805385,1,1,105.33,0.7064,59.51
9.865179,1,0,108.67,0.9152,66.55
9.931971,1,0,109.67,0.9774,76.93
10.009151,0,0,94.33,0.0226,82.77
10.092166,0,0,95.67,0.1062,79.8
10.172211,0,0,93.33,0.0,70.51
10.242979,0,0,96.33,0.1629,64.28
10.3075,1,1,105.33,0.714,59.25
10.36704,1,0,108.67,0.9186,63.63
10.430921,1,0,111.0,1.0,72.29
10.503468,0,0,95.33,0.1014,81.89
10.585613,0,0,96.67,0.1833,79.91
10.665774,0,0,94.0,0.0202,73.46
10.739487,0,0,96.0,0.1265,66.05
10.805789,1,1,105.33,0.7073,60.27
10.866357,1,0,109.0,0.9357,66.01
10.93262,1,0,109.67,0.9774,78.21
11.011081,0,0,94.33,0.023,81.59
11.09292,0,0,96.0,0.1289,81.09
11.174287,0,0,93.67,0.0,73.18
11.24772,0,0,103.0,0.5807,66.4
11.314371,1,1,105.33,0.7258,60.34
11.375006,1,0,109.0,0.9542,65.73
11.44099,1,0,110.67,1.0,77.15
11.518392,0,0,94.67,0.0622,82.19
11.600846,0,0,96.67,0.1867,79.83
11.680934,0,0,93.67,0.0,72.64
11.753838,1,1,107.33,0.8502,66.31
11.820442,1,0,106.0,0.7675,60.38
11.881078,1,0,108.67,0.9336,66.7
11.948043,1,0,110.0,0.998,77.26
12.025569,0,0,94.67,0.0611,82.4
12.108231,0,0,96.33,0.1626,80.15
12.188646,0,0,93.33,0.0,72.03
12.260937,1,1,107.33,0.8348,66.08
12.327319,1,0,105.67,0.7334,61.22
12.388803,1,0,108.67,0.9167,67.02
12.4561,1,0,108.67,0.9356,77.19
12.533566,0,0,94.67,0.0624,82.24
12.616077,0,0,96.33,0.1659,79.69
12.696041,0,0,93.33,0.0,71.98
12.768291,1,1,106.0,0.7695,64.34
12.83294,1,0,105.33,0.7278,60.66
12.893871,1,0,111.33,1.0,71.11
12.965264,0,0,98.67,0.3133,80.35
13.045899,0,0,95.0,0.083,82.23
13.128404,0,0,95.0,0.083,58.36
13.187046,0,0,94.33,0.0412,86.55
13.273874,1,1,105.0,0.7067,62.12
13.33631,1,0,107.33,0.852,62.1
13.398712,1,0,110.67,1.0,71.9
13.470899,0,0,95.33,0.1035,80.39
13.551579,0,0,94.33,0.0231,82.1
13.633962,0,0,94.67,0.0447,59.07
13.69331,0,0,94.33,0.0231,87.76
13.781356,1,1,105.0,0.7011,62.69
13.844376,1,0,106.0,0.7647,61.43
13.906117,1,0,110.33,1.0,70.73
13.977147,0,0,94.67,0.0447,80.63
14.058101,0,0,95.0,0.0656,82.1
14.140493,0,0,94.67,0.0447,57.9
14.198686,0,0,91.33,0.0,86.74
14.285724,1,1,105.67,0.7437,62.92
14.349009,1,0,106.33,0.7857,61.8
14.411116,1,0,110.67,1.0,71.68
14.483107,0,0,93.0,0.0,80.85
14.56426,0,0,94.67,0.0624,81.55
14.646132,0,0,94.67,0.0624,58.18
14.704609,0,0,91.67,0.0,86.92
14.791835,1,1,105.33,0.7273,62.18
14.854389,1,0,107.0,0.8314,63.37
14.918093,1,0,110.33,1.0,71.63
14.990061,0,0,92.33,0.0,80.53
15.070908,0,0,94.67,0.0631,82.05
15.153259,0,0,95.0,0.0832,57.88
15.211452,0,0,93.33,0.0,86.39
15.298174,1,1,105.33,0.7132,62.27
15.360794,1,0,108.0,0.876,64.08
15.425208,1,0,111.0,1.0,72.7
15.498255,0,0,95.67,0.124,80.49
15.579064,0,0,95.67,0.124,81.36
15.660742,0,0,92.33,0.0,57.75
15.718813,0,0,94.33,0.0599,85.5
15.804627,1,1,105.0,0.6987,59.9
15.8649,1,0,108.67,0.9184,65.32
15.930551,1,0,109.33,0.9579,76.7
16.007579,0,0,94.33,0.0599,81.67
16.089572,0,0,95.67,0.1401,79.28
16.169174,0,0,92.67,0.0,70.68
16.240181,0,0,94.0,0.0401,64.54
16.305038,1,1,105.0,0.6987,58.99
16.364403,1,0,108.0,0.8783,66.26
16.430943,1,0,109.33,0.9579,76.06
