event,model,source,t_s
pi_flash,kuramoto,pi_oscillator,0.414598
virtual_flash,kuramoto,camera,0.755513
pi_flash,kuramoto,pi_oscillator,1.255338
virtual_flash,kuramoto,camera,1.392322
virtual_flash,kuramoto,camera,1.817825
pi_flash,kuramoto,pi_oscillator,1.932005
pi_flash,kuramoto,pi_oscillator,2.443568
virtual_flash,kuramoto,camera,2.551229
virtual_flash,kuramoto,camera,3.006103
pi_flash,kuramoto,pi_oscillator,3.125178
virtual_flash,kuramoto,camera,3.563455
pi_flash,kuramoto,pi_oscillator,3.595978
virtual_flash,kuramoto,camera,4.083691
pi_flash,kuramoto,pi_oscillator,4.125122
virtual_flash,kuramoto,camera,4.629612
pi_flash,kuramoto,pi_oscillator,4.629612
virtual_flash,kuramoto,camera,5.174225
pi_flash,kuramoto,pi_oscillator,5.174225
virtual_flash,kuramoto,camera,5.60081
pi_flash,kuramoto,pi_oscillator,5.695861
virtual_flash,kuramoto,camera,6.144191
pi_flash,kuramoto,pi_oscillator,6.324044
virtual_flash,kuramoto,camera,6.784325
pi_flash,kuramoto,pi_oscillator,6.937711
virtual_flash,kuramoto,camera,7.345224
pi_flash,kuramoto,pi_oscillator,7.439959
virtual_flash,kuramoto,camera,7.877568
pi_flash,kuramoto,pi_oscillator,7.93597
virtual_flash,kuramoto,camera,8.392789
pi_flash,kuramoto,pi_oscillator,8.422006
virtual_flash,kuramoto,camera,8.955617
pi_flash,kuramoto,pi_oscillator,8.955617
virtual_flash,kuramoto,camera,9.380045
pi_flash,kuramoto,pi_oscillator,9.469554
virtual_flash,kuramoto,camera,9.930358
pi_flash,kuramoto,pi_oscillator,9.964671
virtual_flash,kuramoto,camera,10.461607
pi_flash,kuramoto,pi_oscillator,10.494696
virtual_flash,kuramoto,camera,11.010822
pi_flash,kuramoto,pi_oscillator,11.010822
virtual_flash,kuramoto,camera,11.439579
pi_flash,kuramoto,pi_oscillator,11.529078
virtual_flash,kuramoto,camera,11.976558
pi_flash,kuramoto,pi_oscillator,12.035909
virtual_flash,kuramoto,camera,12.528519
pi_flash,kuramoto,pi_oscillator,12.528519
virtual_flash,kuramoto,camera,13.061694
pi_flash,kuramoto,pi_oscillator,13.094353
virtual_flash,kuramoto,camera,13.484887
pi_flash,kuramoto,pi_oscillator,13.606568
virtual_flash,kuramoto,camera,14.042676
pi_flash,kuramoto,pi_oscillator,14.064739
virtual_flash,kuramoto,camera,14.588568
pi_flash,kuramoto,pi_oscillator,14.588568
virtual_flash,kuramoto,camera,15.009563
pi_flash,kuramoto,pi_oscillator,15.124746
virtual_flash,kuramoto,camera,15.543376
pi_flash,kuramoto,pi_oscillator,15.572467
pi_flash,kuramoto,pi_oscillator,16.079113
virtual_flash,kuramoto,camera,16.174236
virtual_flash,kuramoto,camera,16.536795
pi_flash,kuramoto,pi_oscillator,16.702048
virtual_flash,kuramoto,camera,17.054803
pi_flash,kuramoto,pi_oscillator,17.187391
pi_flash,kuramoto,pi_oscillator,17.630693
virtual_flash,kuramoto,camera,17.722008
virtual_flash,kuramoto,camera,18.139843
pi_flash,kuramoto,pi_oscillator,18.252411
virtual_flash,kuramoto,camera,18.585229
pi_flash,kuramoto,pi_oscillator,18.688547
pi_flash,kuramoto,pi_oscillator,19.194977
virtual_flash,kuramoto,camera,19.313924
pi_flash,kuramoto,pi_oscillator,19.845565
virtual_flash,kuramoto,camera,20.196101
pi_flash,kuramoto,pi_oscillator,20.366925
virtual_flash,kuramoto,camera,20.863293
pi_flash,kuramoto,pi_oscillator,21.002017
virtual_flash,kuramoto,camera,21.279738
pi_flash,kuramoto,pi_oscillator,21.678498
virtual_flash,kuramoto,camera,21.936555
pi_flash,kuramoto,pi_oscillator,22.511481
virtual_flash,kuramoto,camera,22.615492
virtual_flash,kuramoto,camera,23.136613
pi_flash,kuramoto,pi_oscillator,23.232393
virtual_flash,kuramoto,camera,24.113318
pi_flash,kuramoto,pi_oscillator,24.388775
virtual_flash,kuramoto,camera,24.531274
virtual_flash,kuramoto,camera,25.186131
pi_flash,kuramoto,pi_oscillator,25.186131
pi_flash,kuramoto,pi_oscillator,25.886513
virtual_flash,kuramoto,camera,26.259609
pi_flash,kuramoto,pi_oscillator,26.439799
virtual_flash,kuramoto,camera,26.924234
pi_flash,kuramoto,pi_oscillator,26.965479
pi_flash,kuramoto,pi_oscillator,27.552619
virtual_flash,kuramoto,camera,27.678714
pi_flash,kuramoto,pi_oscillator,28.301718
virtual_flash,kuramoto,camera,28.647895
pi_flash,kuramoto,pi_oscillator,29.001715
virtual_flash,kuramoto,camera,29.412205
