brightness,camera_processing_time_ms,signal_norm,state,t_s,virtual_event
130.0,332.769,0.0,0,0.074163,0
146.0,31.975,0.0,0,0.414598,0
146.0,45.902,0.0,0,0.525246,0
146.0,29.574,0.0,0,0.571185,0
153.0,29.753,0.0,0,0.600793,0
167.0,29.815,0.0,0,0.630583,0
167.0,30.577,0.0,0,0.660433,0
169.0,29.735,0.0,0,0.691044,0
170.0,34.664,0.0,0,0.720814,0
170.0,38.479,1.0,1,0.755513,1
171.0,42.549,1.0,1,0.794036,0
170.0,44.896,1.0,1,0.836624,0
172.0,49.701,1.0,1,0.881555,0
168.0,49.907,0.8907,1,0.931289,0
166.0,49.753,0.813,1,0.981231,0
141.0,50.739,0.0,0,1.031018,0
138.0,50.073,0.0,0,1.081791,0
138.0,41.317,0.0,0,1.14033,0
144.0,26.282,0.1863,0,1.181681,0
141.0,24.616,0.0935,0,1.207997,0
142.0,22.657,0.125,0,1.232648,0
141.0,22.556,0.0852,0,1.255338,0
153.0,37.83,0.4586,0,1.354459,0
172.0,18.374,1.0,1,1.392322,1
169.0,52.677,0.949,1,1.410778,0
169.0,35.426,0.9516,1,1.463491,0
170.0,39.66,0.9869,1,1.498951,0
169.0,43.06,0.957,1,1.538645,0
145.0,45.699,0.1544,0,1.581738,0
143.0,49.522,0.0782,0,1.627471,0
140.0,49.989,0.0,0,1.677027,0
145.0,24.549,0.1639,0,1.727049,0
142.0,23.883,0.0604,0,1.751632,0
142.0,20.696,0.0572,0,1.77555,0
151.0,21.513,0.3581,0,1.796279,0
170.0,36.434,1.0,1,1.817825,1
170.0,38.28,1.0,1,1.85434,0
169.0,39.318,0.9659,1,1.892654,0
170.0,42.969,1.0,1,1.932005,0
172.0,20.191,1.0,1,2.050029,0
168.0,49.612,0.931,1,2.070255,0
141.0,51.096,0.0,0,2.119902,0
139.0,38.565,0.0,0,2.182155,0
138.0,50.335,0.0,0,2.220755,0
145.0,25.391,0.183,0,2.271124,0
142.0,24.483,0.082,0,2.29655,0
143.0,22.094,0.1118,0,2.321067,0
143.0,22.933,0.1089,0,2.343194,0
146.0,39.35,0.2053,0,2.36616,0
146.0,37.99,0.2027,0,2.405543,0
154.0,35.744,0.4667,0,2.443568,0
169.0,32.721,0.9666,1,2.551229,1
170.0,38.75,1.0,1,2.584028,0
169.0,42.378,0.9663,1,2.622814,0
169.0,44.499,0.9662,1,2.665227,0
171.0,49.064,1.0,1,2.709761,0
145.0,51.051,0.1497,0,2.75886,0
139.0,49.511,0.0,0,2.809945,0
137.0,49.815,0.0,0,2.85949,0
144.0,50.105,0.1613,0,2.909339,0
143.0,24.061,0.129,0,2.959478,0
147.0,22.497,0.2557,0,2.983574,0
166.0,20.574,0.8701,1,3.006103,1
165.0,20.71,0.8371,1,3.026756,0
168.0,38.55,0.9346,1,3.0475,0
168.0,39.059,0.9344,1,3.086085,0
167.0,41.436,0.9013,1,3.125178,0
139.0,68.872,0.0,0,3.241529,0
137.0,50.064,0.0,0,3.310436,0
142.0,25.204,0.0968,0,3.360534,0
139.0,23.389,0.0,0,3.385771,0
139.0,21.104,0.0,0,3.409193,0
139.0,21.963,0.0,0,3.43033,0
143.0,37.818,0.129,0,3.452325,0
143.0,37.842,0.129,0,3.490176,0
155.0,35.373,0.5161,0,3.52805,0
169.0,32.441,0.9677,1,3.563455,1
169.0,31.848,0.9677,1,3.595978,0
168.0,42.211,0.9355,1,3.700104,0
168.0,44.234,0.9355,1,3.742349,0
170.0,48.948,1.0,1,3.786617,0
146.0,50.893,0.2258,0,3.835599,0
138.0,49.596,0.0,0,3.886525,0
137.0,50.752,0.0,0,3.936154,0
144.0,49.654,0.1613,0,3.986939,0
143.0,23.747,0.129,0,4.036628,0
143.0,23.25,0.129,0,4.060409,0
