event,model,source,t_s
pi_flash,kuramoto,pi_oscillator,0.602774
virtual_flash,kuramoto,camera,1.096422
virtual_flash,kuramoto,camera,1.647856
pi_flash,kuramoto,pi_oscillator,1.647856
virtual_flash,kuramoto,camera,2.06972
pi_flash,kuramoto,pi_oscillator,2.302798
virtual_flash,kuramoto,camera,2.748404
pi_flash,kuramoto,pi_oscillator,3.300596
virtual_flash,kuramoto,camera,3.465943
pi_flash,kuramoto,pi_oscillator,4.109368
virtual_flash,kuramoto,camera,4.556518
pi_flash,kuramoto,pi_oscillator,4.706436
virtual_flash,kuramoto,camera,5.206605
pi_flash,kuramoto,pi_oscillator,5.314811
virtual_flash,kuramoto,camera,5.883305
pi_flash,kuramoto,pi_oscillator,5.883305
virtual_flash,kuramoto,camera,6.399326
pi_flash,kuramoto,pi_oscillator,6.541324
virtual_flash,kuramoto,camera,6.927208
pi_flash,kuramoto,pi_oscillator,7.127104
virtual_flash,kuramoto,camera,7.575745
pi_flash,kuramoto,pi_oscillator,8.214762
virtual_flash,kuramoto,camera,8.327673
virtual_flash,kuramoto,camera,8.772499
pi_flash,kuramoto,pi_oscillator,8.970641
virtual_flash,kuramoto,camera,9.299052
pi_flash,kuramoto,pi_oscillator,9.947576
virtual_flash,kuramoto,camera,10.104339
virtual_flash,kuramoto,camera,10.606028
pi_flash,kuramoto,pi_oscillator,10.746234
virtual_flash,kuramoto,camera,11.04551
pi_flash,kuramoto,pi_oscillator,11.563507
virtual_flash,kuramoto,camera,11.701244
virtual_flash,kuramoto,camera,12.221364
pi_flash,kuramoto,pi_oscillator,12.271173
virtual_flash,kuramoto,camera,12.762879
pi_flash,kuramoto,pi_oscillator,12.862318
virtual_flash,kuramoto,camera,13.419607
pi_flash,kuramoto,pi_oscillator,13.479765
virtual_flash,kuramoto,camera,13.979774
pi_flash,kuramoto,pi_oscillator,14.029283
virtual_flash,kuramoto,camera,14.502498
pi_flash,kuramoto,pi_oscillator,14.615964
virtual_flash,kuramoto,camera,15.143564
pi_flash,kuramoto,pi_oscillator,15.250064
virtual_flash,kuramoto,camera,15.717674
pi_flash,kuramoto,pi_oscillator,15.810725
virtual_flash,kuramoto,camera,16.330427
pi_flash,kuramoto,pi_oscillator,16.43107
virtual_flash,kuramoto,camera,16.889721
pi_flash,kuramoto,pi_oscillator,16.98938
virtual_flash,kuramoto,camera,17.449812
pi_flash,kuramoto,pi_oscillator,17.586169
virtual_flash,kuramoto,camera,18.066883
pi_flash,kuramoto,pi_oscillator,18.257974
virtual_flash,kuramoto,camera,18.627168
pi_flash,kuramoto,pi_oscillator,19.22601
virtual_flash,kuramoto,camera,19.349618
virtual_flash,kuramoto,camera,19.806454
pi_flash,kuramoto,pi_oscillator,19.953839
virtual_flash,kuramoto,camera,20.258805
pi_flash,kuramoto,pi_oscillator,20.798924
virtual_flash,kuramoto,camera,21.002081
virtual_flash,kuramoto,camera,21.576472
pi_flash,kuramoto,pi_oscillator,21.623136
virtual_flash,kuramoto,camera,22.104413
pi_flash,kuramoto,pi_oscillator,22.204672
virtual_flash,kuramoto,camera,22.640389
pi_flash,kuramoto,pi_oscillator,22.799208
virtual_flash,kuramoto,camera,23.280413
pi_flash,kuramoto,pi_oscillator,23.561272
virtual_flash,kuramoto,camera,23.820663
virtual_flash,kuramoto,camera,24.42418
pi_flash,kuramoto,pi_oscillator,24.42418
virtual_flash,kuramoto,camera,24.970407
pi_flash,kuramoto,pi_oscillator,25.020106
virtual_flash,kuramoto,camera,25.534953
pi_flash,kuramoto,pi_oscillator,25.626573
virtual_flash,kuramoto,camera,26.161402
pi_flash,kuramoto,pi_oscillator,26.2037
virtual_flash,kuramoto,camera,26.728804
pi_flash,kuramoto,pi_oscillator,26.776254
virtual_flash,kuramoto,camera,27.258757
pi_flash,kuramoto,pi_oscillator,27.354292
virtual_flash,kuramoto,camera,27.786064
pi_flash,kuramoto,pi_oscillator,27.924717
virtual_flash,kuramoto,camera,28.314922
pi_flash,kuramoto,pi_oscillator,28.914364
virtual_flash,kuramoto,camera,29.03291
virtual_flash,kuramoto,camera,29.509578
pi_flash,kuramoto,pi_oscillator,29.609671
virtual_flash,kuramoto,camera,29.94748
