t_s,event_type
1.004843,follower_flash
1.164287,follower_flash
1.73452,follower_flash
1.834662,leader_flash
2.297143,follower_flash
2.392286,leader_flash
2.854626,leader_flash
2.854626,follower_flash
3.408677,leader_flash
3.408677,follower_flash
3.877712,leader_flash
3.96371,follower_flash
4.341918,leader_flash
4.883908,leader_flash
4.965529,follower_flash
5.337748,leader_flash
5.503858,follower_flash
5.882128,leader_flash
6.047281,follower_flash
6.341634,leader_flash
6.506297,follower_flash
6.8833,leader_flash
7.044705,follower_flash
7.335408,leader_flash
7.592813,follower_flash
7.886142,leader_flash
8.140445,follower_flash
8.338939,leader_flash
8.686917,follower_flash
8.881336,leader_flash
9.143421,follower_flash
9.34183,leader_flash
9.6918,follower_flash
9.884854,leader_flash
10.240683,follower_flash
10.339107,leader_flash
10.788259,follower_flash
10.882279,leader_flash
11.243938,follower_flash
11.342885,leader_flash
11.792694,follower_flash
11.884471,leader_flash
12.239091,follower_flash
12.337205,leader_flash
12.794962,follower_flash
12.887389,leader_flash
13.340532,leader_flash
13.340532,follower_flash
13.789017,follower_flash
13.88321,leader_flash
14.336634,leader_flash
14.336634,follower_flash
14.795492,follower_flash
14.887262,leader_flash
15.341256,leader_flash
15.341256,follower_flash
15.790574,follower_flash
15.883559,leader_flash
16.338097,leader_flash
16.338097,follower_flash
16.796059,follower_flash
16.887941,leader_flash
17.341488,leader_flash
17.341488,follower_flash
17.790865,follower_flash
17.883932,leader_flash
18.338228,leader_flash
18.338228,follower_flash
18.78959,follower_flash
18.883022,leader_flash
19.343722,leader_flash
19.343722,follower_flash
19.794459,follower_flash
19.885938,leader_flash
20.339604,leader_flash
20.339604,follower_flash
20.789797,follower_flash
20.883142,leader_flash
21.337824,leader_flash
21.337824,follower_flash
21.796155,follower_flash
21.887807,leader_flash
22.342161,leader_flash
22.342161,follower_flash
22.791127,follower_flash
22.884832,leader_flash
23.338476,leader_flash
23.338476,follower_flash
23.789656,follower_flash
23.882749,leader_flash
24.343701,leader_flash
24.343701,follower_flash
24.794831,follower_flash
24.886605,leader_flash
25.339366,leader_flash
25.339366,follower_flash
25.790123,follower_flash
25.883543,leader_flash
26.338326,leader_flash
26.338326,follower_flash
26.796595,follower_flash
26.888446,leader_flash
27.34224,leader_flash
27.34224,follower_flash
27.791534,follower_flash
27.884246,leader_flash
28.33833,leader_flash
28.33833,follower_flash
28.789267,follower_flash
28.883371,leader_flash
29.343929,leader_flash
29.343929,follower_flash
29.794983,follower_flash
29.886572,leader_flash
