t_s,detected_state,leader_flash_event,brightness_used,signal_norm,camera_ms
7e-06,0,0,109.0,0.0,1004.74
1.004843,0,0,125.0,0.0,76.09
1.081027,0,0,106.33,0.0,83.19
1.164287,0,0,106.0,0.0,100.46
1.264825,0,0,109.33,0.0,98.68
1.363573,0,0,130.33,0.0,88.54
1.45218,0,0,130.0,0.0,84.42
1.536675,0,0,121.67,0.0,96.73
1.633474,0,0,105.0,0.0,100.98
1.73452,0,0,109.67,0.1562,100.07
1.834662,1,1,130.0,1.0,89.71
1.924511,1,0,131.0,1.0,81.69
2.006321,1,0,131.0,1.0,89.59
2.096027,0,0,106.0,0.0,100.55
2.196692,0,0,108.33,0.0942,100.31
2.297143,0,0,111.0,0.2027,95.03
2.392286,1,1,131.0,1.0,85.21
2.477706,1,0,131.0,1.0,98.29
2.576129,0,0,111.33,0.2132,97.87
2.674137,0,0,105.33,0.0,82.48
2.75672,0,0,110.0,0.16,97.8
2.854626,1,1,130.33,0.9732,87.53
2.942397,1,0,131.0,1.0,81.62
3.024179,1,0,130.67,0.9868,90.34
3.114681,0,0,105.67,0.0,100.34
3.215182,0,0,109.0,0.1258,100.4
3.315739,0,0,114.33,0.3367,92.77
3.408677,1,1,130.67,0.9869,82.02
3.490911,1,0,130.67,0.9868,88.48
3.579556,0,0,106.67,0.0281,100.09
3.679817,0,0,104.67,0.0,100.54
3.780526,0,0,109.67,0.1568,97.02
3.877712,1,1,129.67,0.9474,85.79
3.96371,1,0,130.0,0.9604,83.49
4.047381,0,0,114.0,0.3253,96.26
4.143814,0,0,104.0,0.0,100.43
4.244415,0,0,108.33,0.1098,97.32
4.341918,1,1,129.67,0.9477,86.4
4.428535,1,0,128.67,0.9083,78.49
4.507202,1,0,130.33,0.9736,86.57
4.593953,0,0,106.33,0.0261,97.61
4.691764,0,0,108.33,0.104,100.01
4.791949,0,0,109.67,0.1561,91.78
4.883908,1,1,130.67,0.9908,81.4
4.965529,1,0,130.33,0.9785,80.32
5.046048,1,0,117.33,0.4599,93.05
5.139281,0,0,103.67,0.0,99.48
5.238941,0,0,108.33,0.1107,98.62
5.337748,1,1,129.67,0.9564,87.76
5.425729,1,0,127.67,0.878,77.95
5.503858,1,0,130.0,0.972,86.81
5.590863,0,0,106.67,0.04,97.06
5.688117,0,0,106.33,0.0251,100.39
5.788696,0,0,107.67,0.0776,93.24
5.882128,1,1,130.0,0.9731,82.19
5.96455,1,0,130.0,0.9731,82.54
6.047281,0,0,113.67,0.3164,95.75
6.143234,0,0,104.0,0.0,100.2
6.243637,0,0,108.33,0.1136,97.8
6.341634,1,1,129.67,0.9603,86.13
6.428008,1,0,128.0,0.8941,78.09
