agent_id,drop_reason,dropped,event_type,frequency_hz,injected_delay_s,kept_for_p0,normalized_signal,phase_rad,raw_brightness,roi_id,source_t_s,t_s
P0,,,pi_flash,1.353967,,,,0.139031,,,,52.249896
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,52.249896,52.249896
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7451,,59.0,0,,52.416605
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9149,,96.0,1,,52.416605
P0,,,pi_flash,1.344142,,,,0.260418,,,,53.060106
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,53.060106,53.060106
V0,,0,pi_detected_virtual_flash,,0.0,1,0.902,,67.0,0,,53.183515
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8574,,90.0,1,,53.183515
P0,,,pi_flash,1.335663,,,,0.221729,,,,53.850848
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,53.850848,53.850848
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8431,,64.0,0,,53.969028
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7948,,84.0,1,,53.969028
P0,,,pi_flash,1.326025,,,,0.221391,,,,54.617771
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,54.617771,54.617771
V0,,0,pi_detected_virtual_flash,,0.0,1,0.76,,60.0,0,,54.784902
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7912,,83.0,1,,54.784902
P0,,,pi_flash,1.313151,,,,0.251203,,,,55.432229
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,55.432229,55.432229
V0,,0,pi_detected_virtual_flash,,0.0,1,0.78,,61.0,0,,55.552277
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9888,,99.0,1,,55.552277
P0,,,pi_flash,1.308198,,,,0.055461,,,,56.219115
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,56.219115,56.219115
V0,,0,pi_detected_virtual_flash,,0.0,1,0.94,,69.0,0,,56.335436
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8681,,90.0,1,,56.335436
P0,,,pi_flash,1.302291,,,,0.267889,,,,57.019747
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,57.019747,57.019747
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9,,67.0,0,,57.186552
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8097,,87.0,1,,57.186552
P0,,,pi_flash,1.293601,,,,0.191208,,,,57.82977
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,57.82977,57.82977
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7,,57.0,0,,57.925147
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8405,,88.0,1,,57.925147
P0,,,pi_flash,1.286417,,,,0.176355,,,,58.620976
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,58.620976,58.620976
V0,,0,pi_detected_virtual_flash,,0.0,1,0.82,,63.0,0,,58.787404
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8448,,96.0,1,,58.787404
P0,,,pi_flash,1.274998,,,,0.214678,,,,59.454664
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,59.454664,59.454664
V0,,0,pi_detected_virtual_flash,,0.0,1,0.86,,65.0,0,,59.565725
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7732,,85.0,1,,59.565725
