accepted_flash_event,accepted_flash_event_count,adaptive_amplitude,adaptive_high,adaptive_low,agent_id,brightness_mean,brightness_used,detection_mode,detector_episode_latch_enabled,detector_reject_reason,duplicate_suppressed_count,elapsed_time_s,estimated_frequency_hz,event_type,frame_index,full_frame_mean,last_rising_edge_time_s,latch_off_threshold,latch_on_threshold,local_contrast,local_contrast_ratio,norm_off_threshold,norm_on_threshold,normalized_signal,periodicity_confidence,raw_brightness,rising_edge,rising_edge_count,roi,roi_id,roi_mean,roi_median_brightness,roi_top_percentile_brightness,signal_frequency_hz,signal_norm,signal_quality,source_agent_id,state,t_s,threshold_off,threshold_on,timestamp_s,top_percentile_brightness,use_adaptive
False,0,0.0,1.0,0.0,V0,76.0,76.0,local_contrast,False,,0,0.3884228210008587,0.0,,1,101.99,,0.35,0.65,76.0,0.6496,0.35,0.65,0.0,0.0,76.0,False,0,"{'x': 0, 'y': 104, 'width': 234, 'height': 227}",0,131.41,116.0,192.0,0.0,0.0,0.0,V0,OFF,3e-06,120.0,180.0,17989.061201317,192.0,True
False,0,0.0,1.0,0.0,V1,116.0,116.0,local_contrast,False,,0,0.3884228210008587,0.0,,1,101.99,,0.35,0.65,116.0,1.0642,0.35,0.65,0.0,0.0,116.0,False,0,"{'x': 352, 'y': 110, 'width': 276, 'height': 263}",1,131.45,108.0,224.0,0.0,0.0,0.0,V1,OFF,3e-06,120.0,180.0,17989.061201317,224.0,True
False,0,0.0,1.0,0.0,V0,19.0,19.0,local_contrast,False,,0,0.4343665490014246,0.0,,2,66.49,,0.35,0.65,19.0,0.2639,0.35,0.65,0.0,0.0,19.0,False,0,"{'x': 0, 'y': 104, 'width': 234, 'height': 227}",0,71.48,71.0,90.0,0.0,0.0,0.0,V0,OFF,0.412882,120.0,180.0,17989.107145045,90.0,True
False,0,0.0,1.0,0.0,V1,8.0,8.0,local_contrast,False,,0,0.4343665490014246,0.0,,2,66.49,,0.35,0.65,8.0,0.1509,0.35,0.65,0.0,0.0,8.0,False,0,"{'x': 352, 'y': 110, 'width': 276, 'height': 263}",1,51.35,52.0,60.0,0.0,0.0,0.0,V1,OFF,0.412882,120.0,180.0,17989.107145045,60.0,True
False,0,0.0,1.0,0.0,V0,71.0,71.0,local_contrast,False,,0,0.534378682001261,0.0,,3,94.99,,0.35,0.65,71.0,0.4931,0.35,0.65,0.0,0.0,71.0,False,0,"{'x': 0, 'y': 104, 'width': 234, 'height': 227}",0,152.84,143.0,214.0,0.0,0.0,0.0,V0,OFF,0.531863,120.0,180.0,17989.207157178,214.0,True
False,0,0.0,1.0,0.0,V1,10.0,10.0,local_contrast,False,,0,0.534378682001261,0.0,,3,94.99,,0.35,0.65,10.0,0.1493,0.35,0.65,0.0,0.0,10.0,False,0,"{'x': 352, 'y': 110, 'width': 276, 'height': 263}",1,65.53,66.0,76.0,0.0,0.0,0.0,V1,OFF,0.531863,120.0,180.0,17989.207157178,76.0,True
False,0,0.0,1.0,0.0,V0,73.0,73.0,local_contrast,False,,0,0.5678257760009728,0.0,,4,105.8,,0.35,0.65,73.0,0.465,0.35,0.65,0.0,0.0,73.0,False,0,"{'x': 0, 'y': 104, 'width': 234, 'height': 227}",0,165.5,156.0,229.0,0.0,0.0,0.0,V0,OFF,0.548521,120.0,180.0,17989.240604272,229.0,True
False,0,0.0,1.0,0.0,V1,12.0,12.0,local_contrast,False,,0,0.5678257760009728,0.0,,4,105.8,,0.35,0.65,12.0,0.1579,0.35,0.65,0.0,0.0,12.0,False,0,"{'x': 352, 'y': 110, 'width': 276, 'height': 263}",1,74.85,75.0,87.0,0.0,0.0,0.0,V1,OFF,0.548521,120.0,180.0,17989.240604272,87.0,True
False,0,0.0,1.0,0.0,V0,74.0,74.0,local_contrast,False,,0,0.6012078510029824,0.0,,5,113.96,,0.35,0.65,74.0,0.4512,0.35,0.65,0.0,0.0,74.0,False,0,"{'x': 0, 'y': 104, 'width': 234, 'height': 227}",0,173.6,163.0,237.0,0.0,0.0,0.0,V0,OFF,0.581776,120.0,180.0,17989.273986347,237.0,True
False,0,0.0,1.0,0.0,V1,12.0,12.0,local_contrast,False,,0,0.6012078510029824,0.0,,5,113.96,,0.35,0.65,12.0,0.1429,0.35,0.65,0.0,0.0,12.0,False,0,"{'x': 352, 'y': 110, 'width': 276, 'height': 263}",1,82.65,83.0,95.0,0.0,0.0,0.0,V1,OFF,0.581776,120.0,180.0,17989.273986347,95.0,True
False,0,0.0,1.0,0.0,V0,74.0,74.0,local_contrast,False,,0,0.634526760000881,0.0,,6,109.69,,0.35,0.65,74.0,0.4568,0.35,0.65,0.0,0.0,74.0,False,0,"{'x': 0, 'y': 104, 'width': 234, 'height': 227}",0,170.44,161.0,235.0,0.0,0.0,0.0,V0,OFF,0.615508,120.0,180.0,17989.307305256,235.0,True
False,0,0.0,1.0,0.0,V1,12.0,12.0,local_contrast,False,,0,0.634526760000881,0.0,,6,109.69,,0.35,0.65,12.0,0.1519,0.35,0.65,0.0,0.0,12.0,False,0,"{'x': 352, 'y': 110, 'width': 276, 'height': 263}",1,77.98,78.0,90.0,0.0,0.0,0.0,V1,OFF,0.615508,120.0,180.0,17989.307305256,90.0,True
False,0,0.0,1.0,0.0,V0,75.0,75.0,local_contrast,False,,0,0.6679118160027429,0.0,,7,104.85,,0.35,0.65,75.0,0.4808,0.35,0.65,0.0,0.0,75.0,False,0,"{'x': 0, 'y': 104, 'width': 234, 'height': 227}",0,164.94,155.0,230.0,0.0,0.0,0.0,V0,OFF,0.664816,120.0,180.0,17989.340690312,230.0,True
