agent_id,event_type,normalized_signal,raw_brightness,roi_id,t_s
V0,pi_detected_virtual_flash,0.9973,57.0,0,0.700571
V1,pi_detected_virtual_flash,0.9434,49.0,1,0.933753
V0,pi_detected_virtual_flash,1.0,57.0,0,1.200293
V1,pi_detected_virtual_flash,0.9286,48.0,1,1.433511
V0,pi_detected_virtual_flash,1.0,57.0,0,1.700053
V1,pi_detected_virtual_flash,0.9286,48.0,1,1.933312
V0,pi_detected_virtual_flash,0.973,56.0,0,2.199822
V1,pi_detected_virtual_flash,0.9286,48.0,1,2.433009
V0,pi_detected_virtual_flash,0.973,56.0,0,2.699559
V1,pi_detected_virtual_flash,0.9286,48.0,1,2.932752
V0,pi_detected_virtual_flash,0.973,56.0,0,3.199293
V1,pi_detected_virtual_flash,0.9286,48.0,1,3.432502
V0,pi_detected_virtual_flash,0.973,56.0,0,3.699036
V1,pi_detected_virtual_flash,0.9286,48.0,1,3.93231
V0,pi_detected_virtual_flash,0.973,56.0,0,4.198784
V1,pi_detected_virtual_flash,0.8858,47.0,1,4.431992
V0,pi_detected_virtual_flash,0.973,56.0,0,4.698544
V1,pi_detected_virtual_flash,0.8837,47.0,1,4.931756
V0,pi_detected_virtual_flash,0.973,56.0,0,5.19828
V1,pi_detected_virtual_flash,0.8837,47.0,1,5.4315
V0,pi_detected_virtual_flash,0.973,56.0,0,5.698038
V1,pi_detected_virtual_flash,0.8837,47.0,1,5.931292
V0,pi_detected_virtual_flash,0.973,56.0,0,6.197791
V1,pi_detected_virtual_flash,0.8605,46.0,1,6.430997
V0,pi_detected_virtual_flash,0.973,56.0,0,6.697513
V1,pi_detected_virtual_flash,0.8605,46.0,1,6.930727
V0,pi_detected_virtual_flash,0.973,56.0,0,7.197256
V1,pi_detected_virtual_flash,0.8605,46.0,1,7.430481
V0,pi_detected_virtual_flash,0.973,56.0,0,7.697001
V1,pi_detected_virtual_flash,0.8372,45.0,1,7.930283
V0,pi_detected_virtual_flash,0.973,56.0,0,8.19681
V1,pi_detected_virtual_flash,0.814,44.0,1,8.429959
V0,pi_detected_virtual_flash,0.973,56.0,0,8.696504
V1,pi_detected_virtual_flash,0.7907,43.0,1,8.929712
V0,pi_detected_virtual_flash,0.973,56.0,0,9.196256
V1,pi_detected_virtual_flash,0.7907,43.0,1,9.429447
V0,pi_detected_virtual_flash,0.973,56.0,0,9.696005
V1,pi_detected_virtual_flash,0.7907,43.0,1,9.929259
V0,pi_detected_virtual_flash,0.973,56.0,0,10.195734
V1,pi_detected_virtual_flash,0.75,41.0,1,10.428947
V0,pi_detected_virtual_flash,0.973,56.0,0,10.695491
V1,pi_detected_virtual_flash,0.7727,42.0,1,10.928687
V0,pi_detected_virtual_flash,0.973,56.0,0,11.195211
V1,pi_detected_virtual_flash,0.75,41.0,1,11.428441
V0,pi_detected_virtual_flash,0.973,56.0,0,11.694982
V1,pi_detected_virtual_flash,0.7273,40.0,1,11.928228
V0,pi_detected_virtual_flash,0.973,56.0,0,12.194898
V1,pi_detected_virtual_flash,0.7273,40.0,1,12.427947
V0,pi_detected_virtual_flash,0.973,56.0,0,12.694476
V1,pi_detected_virtual_flash,0.7273,40.0,1,12.927691
V0,pi_detected_virtual_flash,0.973,56.0,0,13.19423
V1,pi_detected_virtual_flash,0.7045,39.0,1,13.427441
V0,pi_detected_virtual_flash,0.9459,55.0,0,13.693957
V1,pi_detected_virtual_flash,0.6818,38.0,1,13.927235
V0,pi_detected_virtual_flash,0.973,56.0,0,14.193775
V1,pi_detected_virtual_flash,0.6818,38.0,1,14.426931
V0,pi_detected_virtual_flash,0.973,56.0,0,14.693454
V1,pi_detected_virtual_flash,0.9773,51.0,1,14.95998
V0,pi_detected_virtual_flash,1.0,56.0,0,15.193138
V1,pi_detected_virtual_flash,0.9773,51.0,1,15.459716
V0,pi_detected_virtual_flash,1.0,56.0,0,15.692936
V1,pi_detected_virtual_flash,1.0,52.0,1,15.959477
V0,pi_detected_virtual_flash,1.0,56.0,0,16.192693
V1,pi_detected_virtual_flash,1.0,52.0,1,16.459224
V0,pi_detected_virtual_flash,0.9722,55.0,0,16.692446
V1,pi_detected_virtual_flash,1.0,52.0,1,16.958957
V0,pi_detected_virtual_flash,0.9722,55.0,0,17.192183
V1,pi_detected_virtual_flash,0.9773,51.0,1,17.458865
V0,pi_detected_virtual_flash,1.0,56.0,0,17.691918
V1,pi_detected_virtual_flash,0.9773,51.0,1,17.958442
V0,pi_detected_virtual_flash,1.0,56.0,0,18.191673
V1,pi_detected_virtual_flash,1.0,52.0,1,18.45818
V0,pi_detected_virtual_flash,0.9722,55.0,0,18.691432
V1,pi_detected_virtual_flash,0.9773,51.0,1,18.957934
V0,pi_detected_virtual_flash,0.9615,55.0,0,19.191153
V1,pi_detected_virtual_flash,0.9773,51.0,1,19.457682
V0,pi_detected_virtual_flash,0.973,56.0,0,19.690918
V1,pi_detected_virtual_flash,0.9773,51.0,1,19.957442
V0,pi_detected_virtual_flash,0.9459,55.0,0,20.190691
V1,pi_detected_virtual_flash,1.0,52.0,1,20.457168
V0,pi_detected_virtual_flash,0.9459,55.0,0,20.690409
V1,pi_detected_virtual_flash,0.9773,51.0,1,20.956928
V0,pi_detected_virtual_flash,0.8947,54.0,0,21.190163
V1,pi_detected_virtual_flash,0.9886,51.5,1,21.456676
V0,pi_detected_virtual_flash,0.9211,55.0,0,21.689906
V1,pi_detected_virtual_flash,0.9767,51.0,1,21.956431
