event,model,source,t_s
pi_flash,kuramoto,pi_oscillator,0.713973
virtual_flash,kuramoto,camera,0.922308
pi_flash,kuramoto,pi_oscillator,1.42803
virtual_flash,kuramoto,camera,1.573351
pi_flash,kuramoto,pi_oscillator,2.191212
virtual_flash,kuramoto,camera,2.534659
pi_flash,kuramoto,pi_oscillator,2.839401
virtual_flash,kuramoto,camera,3.291435
pi_flash,kuramoto,pi_oscillator,3.405014
virtual_flash,kuramoto,camera,3.933874
pi_flash,kuramoto,pi_oscillator,3.975444
virtual_flash,kuramoto,camera,4.479074
pi_flash,kuramoto,pi_oscillator,4.558531
virtual_flash,kuramoto,camera,5.031481
pi_flash,kuramoto,pi_oscillator,5.113143
pi_flash,kuramoto,pi_oscillator,5.653557
virtual_flash,kuramoto,camera,5.775573
virtual_flash,kuramoto,camera,6.217177
pi_flash,kuramoto,pi_oscillator,6.374267
virtual_flash,kuramoto,camera,6.639702
pi_flash,kuramoto,pi_oscillator,6.953732
virtual_flash,kuramoto,camera,7.401321
virtual_flash,kuramoto,camera,7.955072
pi_flash,kuramoto,pi_oscillator,7.993456
virtual_flash,kuramoto,camera,8.484808
pi_flash,kuramoto,pi_oscillator,8.545047
virtual_flash,kuramoto,camera,9.030244
pi_flash,kuramoto,pi_oscillator,9.063883
virtual_flash,kuramoto,camera,9.590412
pi_flash,kuramoto,pi_oscillator,9.590412
virtual_flash,kuramoto,camera,10.104715
pi_flash,kuramoto,pi_oscillator,10.141185
virtual_flash,kuramoto,camera,10.667538
pi_flash,kuramoto,pi_oscillator,10.667538
virtual_flash,kuramoto,camera,11.091776
pi_flash,kuramoto,pi_oscillator,11.181718
virtual_flash,kuramoto,camera,11.629524
pi_flash,kuramoto,pi_oscillator,11.689621
virtual_flash,kuramoto,camera,12.183663
pi_flash,kuramoto,pi_oscillator,12.183663
virtual_flash,kuramoto,camera,12.718364
pi_flash,kuramoto,pi_oscillator,12.751823
virtual_flash,kuramoto,camera,13.140178
pi_flash,kuramoto,pi_oscillator,13.262505
virtual_flash,kuramoto,camera,13.79333
pi_flash,kuramoto,pi_oscillator,13.79333
virtual_flash,kuramoto,camera,14.233053
pi_flash,kuramoto,pi_oscillator,14.323364
virtual_flash,kuramoto,camera,14.770829
pi_flash,kuramoto,pi_oscillator,14.79292
virtual_flash,kuramoto,camera,15.316198
pi_flash,kuramoto,pi_oscillator,15.316198
virtual_flash,kuramoto,camera,15.736394
pi_flash,kuramoto,pi_oscillator,15.848738
virtual_flash,kuramoto,camera,16.269776
pi_flash,kuramoto,pi_oscillator,16.312716
virtual_flash,kuramoto,camera,16.820673
pi_flash,kuramoto,pi_oscillator,16.820673
virtual_flash,kuramoto,camera,17.247214
pi_flash,kuramoto,pi_oscillator,17.34012
virtual_flash,kuramoto,camera,17.779621
pi_flash,kuramoto,pi_oscillator,17.813598
virtual_flash,kuramoto,camera,18.344708
pi_flash,kuramoto,pi_oscillator,18.344708
virtual_flash,kuramoto,camera,18.766333
pi_flash,kuramoto,pi_oscillator,18.856716
virtual_flash,kuramoto,camera,19.300335
pi_flash,kuramoto,pi_oscillator,19.358097
virtual_flash,kuramoto,camera,19.824044
pi_flash,kuramoto,pi_oscillator,19.844066
virtual_flash,kuramoto,camera,20.377616
pi_flash,kuramoto,pi_oscillator,20.377616
virtual_flash,kuramoto,camera,20.796751
pi_flash,kuramoto,pi_oscillator,20.911344
virtual_flash,kuramoto,camera,21.331081
pi_flash,kuramoto,pi_oscillator,21.411089
virtual_flash,kuramoto,camera,21.879708
pi_flash,kuramoto,pi_oscillator,22.288884
virtual_flash,kuramoto,camera,22.416892
virtual_flash,kuramoto,camera,22.959108
pi_flash,kuramoto,pi_oscillator,22.959108
pi_flash,kuramoto,pi_oscillator,23.518626
virtual_flash,kuramoto,camera,23.938981
pi_flash,kuramoto,pi_oscillator,24.036259
virtual_flash,kuramoto,camera,24.466142
pi_flash,kuramoto,pi_oscillator,24.50784
virtual_flash,kuramoto,camera,25.009223
pi_flash,kuramoto,pi_oscillator,25.009223
virtual_flash,kuramoto,camera,25.541126
pi_flash,kuramoto,pi_oscillator,25.575683
virtual_flash,kuramoto,camera,25.973987
pi_flash,kuramoto,pi_oscillator,26.058626
pi_flash,kuramoto,pi_oscillator,26.525279
virtual_flash,kuramoto,camera,26.617919
virtual_flash,kuramoto,camera,27.030232
pi_flash,kuramoto,pi_oscillator,27.153093
virtual_flash,kuramoto,camera,27.478951
pi_flash,kuramoto,pi_oscillator,27.607722
pi_flash,kuramoto,pi_oscillator,28.070725
virtual_flash,kuramoto,camera,28.165767
virtual_flash,kuramoto,camera,28.547924
pi_flash,kuramoto,pi_oscillator,28.663025
virtual_flash,kuramoto,camera,28.985138
pi_flash,kuramoto,pi_oscillator,29.180466
virtual_flash,kuramoto,camera,29.638877
