attempt,elapsed_ms,endpoint,ok,status,t_monotonic
1,75.894,POST /api/mode,1,ok,4649.486003
1,8.428,POST /api/pause,1,ok,4649.561906
1,13.441,POST /api/reset,1,ok,4649.570342
1,9.115,POST /api/agents/0,1,ok,4649.583792
1,14.435,POST /api/feedback,1,ok,4649.592916
1,15.065,POST /api/start,1,ok,4649.607358
1,17.095,GET /api/agents,1,ok,4649.62243
1,13.39,GET /api/agents,1,ok,4649.993839
1,17.147,POST /api/pi_flash,1,ok,4650.32007
1,18.738,GET /api/agents,1,ok,4650.713032
1,12.304,POST /api/pi_flash,1,ok,4651.024345
1,14.722,GET /api/agents,1,ok,4651.713562
1,10.69,POST /api/pi_flash,1,ok,4651.788447
1,39.922,POST /api/pi_flash,1,ok,4652.435096
1,26.653,GET /api/agents,1,ok,4652.750703
1,12.519,POST /api/pi_flash,1,ok,4652.991818
1,34.792,POST /api/pi_flash,1,ok,4653.559121
1,47.992,GET /api/agents,1,ok,4653.817395
1,34.408,POST /api/pi_flash,1,ok,4654.143
1,42.846,POST /api/pi_flash,1,ok,4654.692317
1,51.58,GET /api/agents,1,ok,4654.817905
1,26.007,POST /api/pi_flash,1,ok,4655.235524
1,24.294,GET /api/agents,1,ok,4655.835894
1,33.853,POST /api/pi_flash,1,ok,4655.980222
1,12.473,POST /api/pi_flash,1,ok,4656.54967
1,59.195,GET /api/agents,1,ok,4656.828049
1,9.701,POST /api/pi_flash,1,ok,4657.578601
1,15.72,GET /api/agents,1,ok,4657.899255
1,12.475,POST /api/pi_flash,1,ok,4658.129938
1,14.983,POST /api/pi_flash,1,ok,4658.657907
1,17.032,GET /api/agents,1,ok,4658.914445
1,9.572,POST /api/pi_flash,1,ok,4659.167638
1,13.814,POST /api/pi_flash,1,ok,4659.718673
1,10.911,GET /api/agents,1,ok,4659.951451
1,9.491,POST /api/pi_flash,1,ok,4660.246307
1,16.325,POST /api/pi_flash,1,ok,4660.766992
1,9.618,GET /api/agents,1,ok,4660.994665
1,12.366,POST /api/pi_flash,1,ok,4661.274568
1,17.412,POST /api/pi_flash,1,ok,4661.751738
1,12.146,GET /api/agents,1,ok,4661.998568
1,61.36,POST /api/pi_flash,1,ok,4662.329837
1,8.827,POST /api/pi_flash,1,ok,4662.845502
1,102.899,GET /api/agents,1,ok,4663.015454
1,11.844,POST /api/pi_flash,1,ok,4663.373791
1,11.85,POST /api/pi_flash,1,ok,4663.908047
1,9.48,GET /api/agents,1,ok,4664.033831
1,9.833,POST /api/pi_flash,1,ok,4664.377232
1,11.546,POST /api/pi_flash,1,ok,4664.894738
1,8.297,GET /api/agents,1,ok,4665.038697
1,9.261,POST /api/pi_flash,1,ok,4665.429882
1,10.712,POST /api/pi_flash,1,ok,4665.896427
1,11.151,GET /api/agents,1,ok,4666.059461
1,10.208,POST /api/pi_flash,1,ok,4666.387138
1,10.936,POST /api/pi_flash,1,ok,4666.925086
1,10.242,GET /api/agents,1,ok,4667.103224
1,11.402,POST /api/pi_flash,1,ok,4667.408266
1,12.983,POST /api/pi_flash,1,ok,4667.922478
1,13.217,GET /api/agents,1,ok,4668.142107
1,17.985,POST /api/pi_flash,1,ok,4668.441415
1,16.435,POST /api/pi_flash,1,ok,4668.941174
1,17.634,GET /api/agents,1,ok,4669.16098
1,12.024,POST /api/pi_flash,1,ok,4669.412199
1,11.683,POST /api/pi_flash,1,ok,4669.95728
1,17.393,GET /api/agents,1,ok,4670.190261
1,58.391,POST /api/pi_flash,1,ok,4670.496781
1,96.384,POST /api/pi_flash,1,ok,4670.995579
1,37.979,GET /api/agents,1,ok,4671.219949
1,17.806,POST /api/pi_flash,1,ok,4671.885044
1,34.083,GET /api/agents,1,ok,4672.232501
1,12.928,POST /api/pi_flash,1,ok,4672.538785
1,18.584,POST /api/pi_flash,1,ok,4673.114308
1,14.616,GET /api/agents,1,ok,4673.25486
1,9.69,POST /api/pi_flash,1,ok,4673.623195
1,11.575,POST /api/pi_flash,1,ok,4674.091596
1,10.432,GET /api/agents,1,ok,4674.299076
1,18.79,POST /api/pi_flash,1,ok,4674.57643
1,9.652,POST /api/pi_flash,1,ok,4675.153936
1,14.211,GET /api/agents,1,ok,4675.304764
1,10.523,POST /api/pi_flash,1,ok,4675.635133
1,10.236,POST /api/pi_flash,1,ok,4676.093641
1,13.23,GET /api/agents,1,ok,4676.333528
1,15.828,POST /api/pi_flash,1,ok,4676.735048
1,11.581,POST /api/pi_flash,1,ok,4677.196396
1,9.36,GET /api/agents,1,ok,4677.380298
1,10.412,POST /api/pi_flash,1,ok,4677.641314
1,10.101,POST /api/pi_flash,1,ok,4678.24884
1,13.683,GET /api/agents,1,ok,4678.425838
1,11.245,POST /api/pi_flash,1,ok,4678.77211
1,7.261,GET /api/agents,1,ok,4679.457369
1,14.205,GET /api/agents,1,ok,4679.503502
1,16.578,POST /api/pause,1,ok,4679.517722
