t_s,agent_id,event_type,model
0.06,1,agent_flash,eapf
0.26,0,agent_flash,eapf
0.4,2,agent_flash,eapf
0.63,1,agent_flash,eapf
0.77,2,agent_flash,eapf
0.93,0,agent_flash,eapf
1.07,1,agent_flash,eapf
1.17,2,agent_flash,eapf
1.57,1,agent_flash,eapf
1.59,2,agent_flash,eapf
1.6,0,agent_flash,eapf
2.01,2,agent_flash,eapf
2.09,1,agent_flash,eapf
2.26,0,agent_flash,eapf
2.47,2,agent_flash,eapf
2.65,1,agent_flash,eapf
2.93,0,agent_flash,eapf
2.96,2,agent_flash,eapf
3.09,1,agent_flash,eapf
3.44,2,agent_flash,eapf
3.59,1,agent_flash,eapf
3.6,0,agent_flash,eapf
3.94,2,agent_flash,eapf
4.09,1,agent_flash,eapf
4.26,0,agent_flash,eapf
4.44,2,agent_flash,eapf
4.65,1,agent_flash,eapf
4.93,0,agent_flash,eapf
4.97,2,agent_flash,eapf
5.09,1,agent_flash,eapf
5.48,2,agent_flash,eapf
5.59,1,agent_flash,eapf
5.6,0,agent_flash,eapf
5.99,2,agent_flash,eapf
6.09,1,agent_flash,eapf
6.26,0,agent_flash,eapf
6.51,2,agent_flash,eapf
6.65,1,agent_flash,eapf
6.93,0,agent_flash,eapf
7.04,2,agent_flash,eapf
7.09,1,agent_flash,eapf
7.55,2,agent_flash,eapf
7.58,1,agent_flash,eapf
7.6,0,agent_flash,eapf
8.06,2,agent_flash,eapf
8.09,1,agent_flash,eapf
8.26,0,agent_flash,eapf
8.57,2,agent_flash,eapf
8.65,1,agent_flash,eapf
8.93,0,agent_flash,eapf
9.08,1,agent_flash,eapf
9.09,2,agent_flash,eapf
9.58,1,agent_flash,eapf
9.59,2,agent_flash,eapf
9.6,0,agent_flash,eapf
