t_s,agent_id,model,phase,frequency_hz,is_firing
0.0,0,kuramoto,5.678943,1.5,0
0.01,0,kuramoto,5.760455,1.5,0
0.02,0,kuramoto,5.841611,1.5,0
0.03,0,kuramoto,5.922488,1.5,0
0.04,0,kuramoto,6.003179,1.5,0
0.05,0,kuramoto,6.083787,1.5,0
0.06,0,kuramoto,6.164433,1.5,0
0.07,0,kuramoto,6.245245,1.5,0
0.08,0,kuramoto,0.043175,1.5,1
0.09,0,kuramoto,0.124734,1.5,0
0.1,0,kuramoto,0.206879,1.5,0
0.11,0,kuramoto,0.289749,1.5,0
0.12,0,kuramoto,0.373474,1.5,0
0.13,0,kuramoto,0.458176,1.5,0
0.14,0,kuramoto,0.543962,1.5,0
0.15,0,kuramoto,0.630923,1.5,0
0.16,0,kuramoto,0.719133,1.5,0
0.17,0,kuramoto,0.808647,1.5,0
0.18,0,kuramoto,0.899505,1.5,0
0.19,0,kuramoto,0.991727,1.5,0
0.2,0,kuramoto,1.085318,1.5,0
0.21,0,kuramoto,1.180271,1.5,0
0.22,0,kuramoto,1.276564,1.5,0
0.23,0,kuramoto,1.374167,1.5,0
0.24,0,kuramoto,1.473041,1.5,0
0.25,0,kuramoto,1.573142,1.5,0
0.26,0,kuramoto,1.67442,1.5,0
0.27,0,kuramoto,1.776823,1.5,0
0.28,0,kuramoto,1.880297,1.5,0
0.29,0,kuramoto,1.984788,1.5,0
0.3,0,kuramoto,2.090242,1.5,0
0.31,0,kuramoto,2.196604,1.5,0
0.32,0,kuramoto,2.303825,1.5,0
0.33,0,kuramoto,2.411853,1.5,0
0.34,0,kuramoto,2.52064,1.5,0
0.35,0,kuramoto,2.630142,1.5,0
0.36,0,kuramoto,2.740315,1.5,0
0.37,0,kuramoto,2.851119,1.5,0
0.38,0,kuramoto,2.962515,1.5,0
0.39,0,kuramoto,3.074468,1.5,0
0.4,0,kuramoto,3.186943,1.5,0
0.41,0,kuramoto,3.299909,1.5,0
0.42,0,kuramoto,3.413337,1.5,0
0.43,0,kuramoto,3.5272,1.5,0
0.44,0,kuramoto,3.641472,1.5,0
0.45,0,kuramoto,3.756129,1.5,0
0.46,0,kuramoto,3.871148,1.5,0
0.47,0,kuramoto,3.98651,1.5,0
0.48,0,kuramoto,4.102195,1.5,0
0.49,0,kuramoto,4.218186,1.5,0
0.5,0,kuramoto,4.334464,1.5,0
0.51,0,kuramoto,4.451015,1.5,0
0.52,0,kuramoto,4.567825,1.5,0
0.53,0,kuramoto,4.684879,1.5,0
0.54,0,kuramoto,4.802165,1.5,0
0.55,0,kuramoto,4.919671,1.5,0
0.56,0,kuramoto,5.037386,1.5,0
0.57,0,kuramoto,5.1553,1.5,0
0.58,0,kuramoto,5.273403,1.5,0
0.59,0,kuramoto,5.391686,1.5,0
0.6,0,kuramoto,5.51014,1.5,0
0.61,0,kuramoto,5.628757,1.5,0
0.62,0,kuramoto,5.747529,1.5,0
