brightness,camera_processing_time_ms,signal_norm,state,t_s,virtual_event
129.0,331.981,0.0,0,0.086469,0
106.0,31.059,0.0,0,0.428342,0
150.0,35.062,0.0,0,0.459435,0
172.0,52.71,0.0,0,0.494532,0
172.0,35.37,0.0,0,0.547276,0
172.0,34.787,0.0,0,0.582683,0
163.0,49.181,0.0,0,0.617505,0
144.0,51.002,0.0,0,0.66672,0
133.0,49.974,0.0,0,0.717758,0
133.0,50.79,0.1391,0,0.767768,0
146.0,34.244,0.3953,0,0.888061,0
170.0,23.399,0.9531,1,0.922339,1
171.0,23.973,0.9763,1,0.945776,0
174.0,41.771,1.0,1,0.969784,0
174.0,42.452,1.0,1,1.01159,0
174.0,44.844,1.0,1,1.054077,0
167.0,48.727,0.8357,1,1.098987,0
145.0,37.883,0.3128,0,1.161027,0
138.0,49.807,0.1388,0,1.198968,0
135.0,49.782,0.058,0,1.24881,0
145.0,27.366,0.2927,0,1.298626,0
147.0,42.267,0.3431,0,1.395718,0
147.0,40.752,0.3448,0,1.43802,0
173.0,37.173,0.9828,1,1.478808,1
173.0,18.122,0.9852,1,1.516067,0
172.0,33.123,0.963,1,1.534227,0
151.0,39.732,0.4455,1,1.567385,0
149.0,38.342,0.397,1,1.607151,0
146.0,43.361,0.3234,0,1.64553,0
149.0,41.037,0.399,0,1.688927,0
148.0,37.563,0.375,0,1.730001,0
149.0,19.681,0.397,0,1.767602,0
151.0,18.967,0.4444,0,1.787318,0
173.0,32.052,1.0,1,1.806323,0
172.0,32.615,0.9745,1,1.838412,0
173.0,48.556,1.0,1,1.94204,0
151.0,48.351,0.433,1,1.990631,0
145.0,50.186,0.2746,0,2.039018,0
138.0,49.843,0.0885,0,2.08924,0
145.0,50.303,0.267,0,2.139118,0
143.0,37.099,0.2105,0,2.19994,0
144.0,22.23,0.2308,0,2.237074,0
144.0,21.354,0.2246,0,2.259339,0
147.0,37.679,0.2992,0,2.280727,0
151.0,37.458,0.4022,0,2.318441,0
172.0,35.353,0.9726,1,2.355934,1
173.0,33.524,1.0,1,2.391366,0
173.0,46.204,1.0,1,2.497937,0
148.0,48.201,0.2978,0,2.544176,0
145.0,49.764,0.2068,0,2.592412,0
139.0,50.103,0.0286,0,2.64221,0
146.0,27.131,0.2286,0,2.692347,0
144.0,24.26,0.1714,0,2.719513,0
144.0,22.761,0.1714,0,2.743808,0
154.0,28.951,0.4571,0,2.766604,0
173.0,39.392,1.0,1,2.795595,1
173.0,39.943,1.0,1,2.835092,0
174.0,52.194,1.0,1,2.955615,0
170.0,50.392,0.9143,1,3.007842,0
147.0,50.646,0.2571,0,3.05827,0
135.0,49.938,0.0,0,3.108949,0
133.0,50.504,0.0,0,3.158922,0
145.0,36.68,0.2513,0,3.249539,0
174.0,39.94,1.0,1,3.359454,1
173.0,41.074,1.0,1,3.399472,0
175.0,44.323,1.0,1,3.440583,0
162.0,48.242,0.6961,1,3.48494,0
146.0,50.388,0.2479,0,3.533216,0
139.0,50.261,0.0449,0,3.583638,0
139.0,50.023,0.0368,0,3.633934,0
148.0,26.786,0.2857,0,3.683991,0
145.0,24.305,0.2,0,3.710813,0
151.0,22.112,0.3714,0,3.735152,0
171.0,22.855,0.9429,1,3.757298,1
174.0,54.396,1.0,1,3.848835,0
175.0,47.183,1.0,1,3.903265,0
149.0,51.098,0.3107,0,3.950482,0
140.0,49.414,0.0567,0,4.001618,0
135.0,50.516,0.0,0,4.051066,0
144.0,27.324,0.178,0,4.101617,0
146.0,26.405,0.2286,0,4.128975,0
145.0,23.488,0.2,0,4.155414,0
165.0,23.5,0.7714,1,4.17896,1
174.0,32.441,1.0,1,4.211012,0
176.0,62.194,1.0,1,4.314874,0
150.0,51.019,0.3333,0,4.377103,0
139.0,49.747,0.0278,0,4.428159,0
136.0,49.913,0.0,0,4.47794,0
144.0,50.307,0.1758,0,4.527887,0
148.0,25.276,0.2818,0,4.57823,0
146.0,24.113,0.2222,0,4.603542,0
157.0,53.427,0.5292,0,4.696698,0
172.0,36.541,0.9497,1,4.75016,1
172.0,34.958,0.9524,1,4.786785,0
149.0,37.95,0.309,0,4.821779,0
149.0,41.642,0.3099,0,4.859764,0
148.0,46.357,0.2825,0,4.901442,0
149.0,42.706,0.3116,0,4.947834,0
149.0,20.927,0.3125,0,4.990575,0
146.0,20.542,0.2279,0,5.011536,0
145.0,38.062,0.2,0,5.032112,0
148.0,33.553,0.2837,0,5.070209,0
148.0,33.756,0.2816,0,5.103796,0
151.0,32.763,0.366,0,5.137587,0
151.0,54.74,0.3642,0,5.242596,0
149.0,28.864,0.3043,0,5.309556,0
148.0,45.204,0.2733,0,5.338454,0
150.0,42.953,0.3235,0,5.383693,0
149.0,21.053,0.2941,0,5.426682,0
146.0,20.47,0.2059,0,5.447777,0
158.0,37.309,0.5588,0,5.46828,0
172.0,33.383,0.9706,1,5.505624,1
172.0,34.148,0.9706,1,5.53909,0
174.0,38.382,1.0,1,5.573272,0
175.0,42.817,1.0,1,5.611687,0
175.0,24.444,1.0,1,5.726088,0
170.0,50.142,0.8857,1,5.750568,0
140.0,50.656,0.0087,0,5.800745,0
135.0,49.654,0.0,0,5.851436,0
133.0,50.3,0.0,0,5.901123,0
141.0,29.128,0.0571,0,5.951458,0
144.0,26.917,0.1429,0,5.980622,0
146.0,55.733,0.2059,0,6.085916,0
173.0,38.751,1.0,1,6.141684,1
174.0,19.147,1.0,1,6.180517,0
169.0,19.646,0.8746,1,6.199698,0
155.0,40.587,0.4665,1,6.219379,0
147.0,41.119,0.2173,0,6.26,0
145.0,34.718,0.1577,0,6.310808,0
146.0,43.857,0.1856,0,6.345567,0
146.0,21.061,0.1837,0,6.389459,0
145.0,20.47,0.1515,0,6.410556,0
145.0,19.304,0.1515,0,6.43106,0
146.0,19.269,0.1818,0,6.450399,0
148.0,34.223,0.2424,0,6.469702,0
148.0,34.3,0.2424,0,6.503959,0
170.0,23.975,0.9066,1,6.607716,1
171.0,29.644,0.9367,1,6.631774,0
154.0,35.408,0.4247,1,6.661452,0
145.0,40.473,0.1536,0,6.696895,0
144.0,43.739,0.1235,0,6.737403,0
146.0,40.565,0.1856,0,6.781175,0
146.0,20.24,0.1856,0,6.821776,0
145.0,19.451,0.1536,0,6.842064,0
147.0,35.917,0.2139,0,6.861549,0
171.0,32.687,0.9394,1,6.897499,0
171.0,33.848,0.9394,1,6.930219,0
172.0,29.944,0.9697,1,6.964102,0
171.0,36.758,0.9394,1,6.99408,0
171.0,41.59,0.9394,1,7.030885,0
172.0,18.394,0.9696,1,7.147621,0
169.0,50.206,0.8784,1,7.166052,0
137.0,50.25,0.0,0,7.216293,0
133.0,50.117,0.0,0,7.266579,0
132.0,39.915,0.0,0,7.326774,0
140.0,28.288,0.0293,0,7.366726,0
141.0,26.268,0.0588,0,7.395048,0
144.0,23.661,0.1471,0,7.421351,0
168.0,23.619,0.8529,1,7.445046,1
170.0,41.759,0.9118,1,7.468747,0
171.0,41.589,0.9412,1,7.510541,0
172.0,22.162,0.9706,1,7.623235,0
170.0,49.821,0.9115,1,7.645432,0
165.0,49.898,0.7647,1,7.695288,0
164.0,49.639,0.7331,1,7.745219,0
163.0,50.313,0.7038,1,7.794892,0
162.0,54.433,0.6745,1,7.845239,0
163.0,49.913,0.7059,1,7.899711,0
163.0,49.758,0.705,1,7.949661,0
163.0,32.979,0.7059,1,8.069108,0
163.0,50.401,0.7059,1,8.102129,0
163.0,47.397,0.697,1,8.152572,0
163.0,50.494,0.697,1,8.200007,0
163.0,49.152,0.697,1,8.250549,0
163.0,50.072,0.6991,1,8.29974,0
163.0,39.305,0.7012,1,8.360887,0
163.0,50.369,0.7188,1,8.400232,0
163.0,49.488,0.7188,1,8.450639,0
163.0,29.82,0.7188,1,8.572949,0
163.0,50.244,0.7188,1,8.602812,0
163.0,47.398,0.7097,1,8.653099,0
163.0,50.254,0.7106,1,8.700535,0
163.0,49.95,0.7115,1,8.750828,0
163.0,49.746,0.7106,1,8.800817,0
163.0,50.581,0.7097,1,8.850601,0
163.0,49.508,0.7097,1,8.901221,0
163.0,50.311,0.7097,1,8.950767,0
163.0,49.881,0.7097,1,9.001116,0
163.0,31.124,0.6853,1,9.120155,0
163.0,52.373,0.6886,1,9.151317,0
163.0,49.893,0.6918,1,9.203732,0
162.0,47.384,0.654,1,9.253667,0
162.0,50.732,0.6503,1,9.301089,0
162.0,40.615,0.6503,1,9.361008,0
162.0,50.108,0.6503,1,9.401663,0
162.0,50.301,0.6429,1,9.451809,0
162.0,49.619,0.6429,1,9.502149,0
162.0,49.922,0.6429,1,9.551807,0
162.0,49.91,0.6429,1,9.601766,0
162.0,34.323,0.6429,1,9.71766,0
162.0,52.17,0.6593,1,9.752022,0
162.0,50.242,0.6667,1,9.804238,0
162.0,47.236,0.6667,1,9.854522,0
162.0,50.257,0.6667,1,9.901795,0
162.0,50.236,0.6667,1,9.952091,0
162.0,50.128,0.6667,1,10.002366,0
162.0,49.836,0.6667,1,10.052533,0
162.0,50.069,0.6667,1,10.102409,0
162.0,49.865,0.6667,1,10.152517,0
162.0,30.071,0.6667,1,10.274801,0
162.0,49.965,0.6667,1,10.304915,0
162.0,72.201,0.6667,1,10.380894,0
162.0,53.257,0.6667,1,10.453135,0
162.0,49.346,0.6667,1,10.506434,0
162.0,47.468,0.6667,1,10.555822,0
162.0,50.399,0.6667,1,10.603329,0
162.0,49.553,0.6667,1,10.653767,0
162.0,49.729,0.6667,1,10.703358,0
162.0,30.19,0.6691,1,10.823124,0
162.0,52.488,0.6679,1,10.853353,0
162.0,49.882,0.6564,1,10.905882,0
162.0,47.682,0.6538,1,10.955805,0
162.0,50.079,0.6538,1,11.003527,0
162.0,50.059,0.6564,1,11.053646,0
162.0,50.26,0.6564,1,11.103745,0
162.0,49.832,0.68,1,11.154045,0
162.0,50.69,0.68,1,11.203917,0
162.0,49.515,0.68,1,11.254645,0
162.0,49.723,0.68,1,11.3042,0
162.0,30.537,0.6667,1,11.423604,0
162.0,45.146,0.6667,1,11.461764,0
162.0,49.661,0.6667,1,11.506975,0
162.0,47.681,0.6667,1,11.556677,0
162.0,50.189,0.6667,1,11.604413,0
162.0,49.776,0.6809,1,11.654642,0
162.0,50.099,0.6739,1,11.704455,0
162.0,50.021,0.5,1,11.754593,0
162.0,49.883,0.0,0,11.804653,0
162.0,49.63,0.0,0,11.854577,0
162.0,31.189,0.0,0,11.975218,0
162.0,50.063,0.0,0,12.006451,0
162.0,48.2,0.0,0,12.056557,0
162.0,50.062,0.0,0,12.104796,0
162.0,49.983,0.0,0,12.154897,0
162.0,49.944,0.0,0,12.20492,0
162.0,50.201,0.0,0,12.254905,0
162.0,49.231,0.0,0,12.305146,0
162.0,50.438,0.0,0,12.354417,0
162.0,50.248,0.0,0,12.404896,0
162.0,23.161,0.0,0,12.532192,0
162.0,45.814,0.0,0,12.562172,0
162.0,49.795,0.0,0,12.608029,0
162.0,47.907,0.0,0,12.65787,0
162.0,49.791,0.0,0,12.705816,0
162.0,50.533,0.0,0,12.755647,0
162.0,49.507,0.0,0,12.80622,0
162.0,50.252,0.0,0,12.855768,0
162.0,49.749,0.0,0,12.906059,0
162.0,49.83,0.0,0,12.955847,0
162.0,49.941,0.0,0,13.005716,0
162.0,31.156,0.0,0,13.125082,0
162.0,52.525,0.0,0,13.156277,0
162.0,49.479,0.0,0,13.208845,0
162.0,48.413,0.0,0,13.258364,0
162.0,49.651,0.0,0,13.306817,0
162.0,50.054,0.0,0,13.356507,0
162.0,49.967,0.0,0,13.4066,0
162.0,50.765,0.0,0,13.456606,0
162.0,49.001,0.0,0,13.50741,0
162.0,50.459,0.0,0,13.556465,0
162.0,26.459,0.0,0,13.682488,0
162.0,50.479,0.0,0,13.708991,0
162.0,48.338,0.0,0,13.759513,0
162.0,49.234,0.0,0,13.80789,0
162.0,50.3,0.0,0,13.857164,0
162.0,49.708,0.0,0,13.907504,0
162.0,50.262,0.0,0,13.957253,0
162.0,49.914,0.0,0,14.007555,0
162.0,50.008,0.0,0,14.057509,0
162.0,49.529,0.0,0,14.107558,0
162.0,30.473,0.0,0,14.228016,0
162.0,51.767,0.0,0,14.25853,0
162.0,49.918,0.0,0,14.310339,0
162.0,47.834,0.0,0,14.3603,0
162.0,49.869,0.0,0,14.408173,0
162.0,49.946,0.0,0,14.458082,0
162.0,50.272,0.0,0,14.508067,0
162.0,49.767,0.0,0,14.55838,0
162.0,24.143,0.0,0,14.633689,0
162.0,50.081,0.0,0,14.657871,0
162.0,49.815,0.0,0,14.707991,0
162.0,29.797,0.0,0,14.828348,0
162.0,52.498,0.0,0,14.858185,0
162.0,49.867,0.0,0,14.910725,0
162.0,47.801,0.0,0,14.960636,0
162.0,49.959,0.0,0,15.008477,0
162.0,49.879,0.0,0,15.058476,0
162.0,49.762,0.0,0,15.108395,0
162.0,50.049,0.0,0,15.158196,0
162.0,50.751,0.0,0,15.208284,0
162.0,49.552,0.0,0,15.259076,0
162.0,32.099,0.0,0,15.379094,0
162.0,50.68,0.0,0,15.411236,0
162.0,46.859,0.0,0,15.461959,0
162.0,50.368,0.0,0,15.508858,0
162.0,49.744,0.0,0,15.559266,0
162.0,41.95,0.0,0,15.61737,0
162.0,49.65,0.0,0,15.65936,0
162.0,49.92,0.0,0,15.709049,0
162.0,49.919,0.0,0,15.759019,0
162.0,49.98,0.0,0,15.808978,0
162.0,31.699,0.0,0,15.927395,0
162.0,52.65,0.0,0,15.959134,0
162.0,50.015,0.0,0,16.011829,0
162.0,47.733,0.0,0,16.061888,0
162.0,49.476,0.0,0,16.109661,0
162.0,50.308,0.0,0,16.159177,0
162.0,50.149,0.0,0,16.209526,0
162.0,49.806,0.0,0,16.259714,0
162.0,49.924,0.0,0,16.309562,0
162.0,50.03,0.0,0,16.359526,0
162.0,50.125,0.0,0,16.409598,0
162.0,29.252,0.0,0,16.530502,0
162.0,51.909,0.0,0,16.559794,0
162.0,33.549,0.0,0,16.628756,0
162.0,47.9,0.0,0,16.662349,0
162.0,49.567,0.0,0,16.710289,0
162.0,50.165,0.0,0,16.759896,0
162.0,50.643,0.0,0,16.810099,0
162.0,49.65,0.0,0,16.860781,0
162.0,50.719,0.0,0,16.91047,0
162.0,49.106,0.0,0,16.96123,0
162.0,25.815,0.0,0,17.086987,0
162.0,50.822,0.0,0,17.112846,0
162.0,47.326,0.0,0,17.163711,0
162.0,50.126,0.0,0,17.211077,0
162.0,49.616,0.0,0,17.261241,0
162.0,49.952,0.0,0,17.310897,0
162.0,50.17,0.0,0,17.360888,0
162.0,50.13,0.0,0,17.411096,0
162.0,49.928,0.0,0,17.461267,0
162.0,49.741,0.0,0,17.511233,0
162.0,29.757,0.0,0,17.631244,0
162.0,45.486,0.0,0,17.668126,0
162.0,50.802,0.0,0,17.713655,0
162.0,47.761,0.0,0,17.7645,0
162.0,48.982,0.0,0,17.8123,0
162.0,50.435,0.0,0,17.86132,0
162.0,50.003,0.0,0,17.911795,0
162.0,49.895,0.0,0,17.961836,0
162.0,49.819,0.0,0,18.011771,0
162.0,50.529,0.0,0,18.061629,0
162.0,50.076,0.0,0,18.112196,0
162.0,26.055,0.0,0,18.236057,0
162.0,52.597,0.0,0,18.262153,0
162.0,50.015,0.0,0,18.314794,0
162.0,47.641,0.0,0,18.36485,0
162.0,49.792,0.0,0,18.412532,0
162.0,50.252,0.0,0,18.462363,0
162.0,49.951,0.0,0,18.512654,0
162.0,50.036,0.0,0,18.562645,0
162.0,50.018,0.0,0,18.61272,0
162.0,50.408,0.0,0,18.662778,0
162.0,66.165,0.0,0,18.799139,0
162.0,50.07,0.0,0,18.865347,0
162.0,50.52,0.0,0,18.915461,0
162.0,47.813,0.0,0,18.966024,0
162.0,49.344,0.0,0,19.013878,0
162.0,50.297,0.0,0,19.06326,0
162.0,49.749,0.0,0,19.113599,0
162.0,50.24,0.0,0,19.163387,0
162.0,49.851,0.0,0,19.213667,0
162.0,25.027,0.0,0,19.338393,0
162.0,52.366,0.0,0,19.363461,0
162.0,50.575,0.0,0,19.415868,0
162.0,47.741,0.0,0,19.466486,0
162.0,49.718,0.0,0,19.514266,0
162.0,50.139,0.0,0,19.564023,0
162.0,49.712,0.0,0,19.614202,0
162.0,49.985,0.0,0,19.663953,0
162.0,34.814,0.0,0,19.729298,0
162.0,50.29,0.0,0,19.764153,0
162.0,49.994,0.0,0,19.814483,0
162.0,24.655,0.0,0,19.93981,0
162.0,52.827,0.0,0,19.964503,0
162.0,49.761,0.0,0,20.017373,0
162.0,47.515,0.0,0,20.067177,0
162.0,50.198,0.0,0,20.114731,0
162.0,49.742,0.0,0,20.164968,0
162.0,50.6,0.0,0,20.214749,0
