event,model,source,t_s
pi_flash,eapf_consensus,pi_oscillator,1.232302
pi_flash,eapf_consensus,pi_oscillator,1.394379
virtual_flash,eapf_consensus,camera,1.704836
virtual_flash,eapf_consensus,camera,2.249325
pi_flash,eapf_consensus,pi_oscillator,2.290265
virtual_flash,eapf_consensus,camera,2.801884
virtual_flash,eapf_consensus,camera,3.222763
pi_flash,eapf_consensus,pi_oscillator,3.6853
virtual_flash,eapf_consensus,camera,3.78659
virtual_flash,eapf_consensus,camera,4.339216
pi_flash,eapf_consensus,pi_oscillator,4.339216
virtual_flash,eapf_consensus,camera,4.7535
pi_flash,eapf_consensus,pi_oscillator,4.934819
virtual_flash,eapf_consensus,camera,5.309481
pi_flash,eapf_consensus,pi_oscillator,5.480182
virtual_flash,eapf_consensus,camera,5.730957
pi_flash,eapf_consensus,pi_oscillator,6.041737
virtual_flash,eapf_consensus,camera,6.283978
pi_flash,eapf_consensus,pi_oscillator,6.63081
virtual_flash,eapf_consensus,camera,6.726101
pi_flash,eapf_consensus,pi_oscillator,7.189865
virtual_flash,eapf_consensus,camera,7.283966
pi_flash,eapf_consensus,pi_oscillator,7.723171
virtual_flash,eapf_consensus,camera,8.232973
pi_flash,eapf_consensus,pi_oscillator,8.269108
virtual_flash,eapf_consensus,camera,8.767987
pi_flash,eapf_consensus,pi_oscillator,8.767987
virtual_flash,eapf_consensus,camera,9.306843
pi_flash,eapf_consensus,pi_oscillator,9.306843
virtual_flash,eapf_consensus,camera,9.745722
pi_flash,eapf_consensus,pi_oscillator,9.85133
virtual_flash,eapf_consensus,camera,10.28112
pi_flash,eapf_consensus,pi_oscillator,10.338876
virtual_flash,eapf_consensus,camera,10.844205
pi_flash,eapf_consensus,pi_oscillator,10.876526
virtual_flash,eapf_consensus,camera,11.246083
pi_flash,eapf_consensus,pi_oscillator,11.391375
virtual_flash,eapf_consensus,camera,11.813074
pi_flash,eapf_consensus,pi_oscillator,11.887112
virtual_flash,eapf_consensus,camera,12.354727
pi_flash,eapf_consensus,pi_oscillator,12.429623
virtual_flash,eapf_consensus,camera,12.897508
pi_flash,eapf_consensus,pi_oscillator,12.929712
virtual_flash,eapf_consensus,camera,13.427947
pi_flash,eapf_consensus,pi_oscillator,13.459448
virtual_flash,eapf_consensus,camera,13.860631
virtual_flash,eapf_consensus,camera,14.39891
pi_flash,eapf_consensus,pi_oscillator,14.490934
virtual_flash,eapf_consensus,camera,14.955643
pi_flash,eapf_consensus,pi_oscillator,15.014119
virtual_flash,eapf_consensus,camera,15.494571
pi_flash,eapf_consensus,pi_oscillator,15.526765
virtual_flash,eapf_consensus,camera,15.914361
pi_flash,eapf_consensus,pi_oscillator,16.042533
virtual_flash,eapf_consensus,camera,16.465896
pi_flash,eapf_consensus,pi_oscillator,16.577874
virtual_flash,eapf_consensus,camera,17.005691
pi_flash,eapf_consensus,pi_oscillator,17.070571
virtual_flash,eapf_consensus,camera,17.538079
pi_flash,eapf_consensus,pi_oscillator,17.599277
virtual_flash,eapf_consensus,camera,17.986916
pi_flash,eapf_consensus,pi_oscillator,18.113604
virtual_flash,eapf_consensus,camera,18.514654
pi_flash,eapf_consensus,pi_oscillator,18.611067
virtual_flash,eapf_consensus,camera,19.057452
virtual_flash,eapf_consensus,camera,19.598647
pi_flash,eapf_consensus,pi_oscillator,19.656252
virtual_flash,eapf_consensus,camera,20.165124
pi_flash,eapf_consensus,pi_oscillator,20.165124
virtual_flash,eapf_consensus,camera,20.58437
pi_flash,eapf_consensus,pi_oscillator,20.710044
virtual_flash,eapf_consensus,camera,21.129467
pi_flash,eapf_consensus,pi_oscillator,21.203515
virtual_flash,eapf_consensus,camera,21.669031
pi_flash,eapf_consensus,pi_oscillator,21.743961
virtual_flash,eapf_consensus,camera,22.21117
pi_flash,eapf_consensus,pi_oscillator,22.247442
virtual_flash,eapf_consensus,camera,22.753848
pi_flash,eapf_consensus,pi_oscillator,22.789683
virtual_flash,eapf_consensus,camera,23.174366
pi_flash,eapf_consensus,pi_oscillator,23.308069
virtual_flash,eapf_consensus,camera,23.714337
pi_flash,eapf_consensus,pi_oscillator,23.808586
virtual_flash,eapf_consensus,camera,24.253614
pi_flash,eapf_consensus,pi_oscillator,24.348314
virtual_flash,eapf_consensus,camera,24.793386
pi_flash,eapf_consensus,pi_oscillator,24.851549
virtual_flash,eapf_consensus,camera,25.355009
pi_flash,eapf_consensus,pi_oscillator,25.391554
virtual_flash,eapf_consensus,camera,25.896439
pi_flash,eapf_consensus,pi_oscillator,25.927896
virtual_flash,eapf_consensus,camera,26.296804
pi_flash,eapf_consensus,pi_oscillator,26.44225
virtual_flash,eapf_consensus,camera,26.864287
pi_flash,eapf_consensus,pi_oscillator,26.939776
virtual_flash,eapf_consensus,camera,27.393729
pi_flash,eapf_consensus,pi_oscillator,27.469342
virtual_flash,eapf_consensus,camera,27.959709
pi_flash,eapf_consensus,pi_oscillator,27.996254
virtual_flash,eapf_consensus,camera,28.496414
pi_flash,eapf_consensus,pi_oscillator,28.5333
virtual_flash,eapf_consensus,camera,28.911158
pi_flash,eapf_consensus,pi_oscillator,29.041794
virtual_flash,eapf_consensus,camera,29.468239
pi_flash,eapf_consensus,pi_oscillator,29.581026
virtual_flash,eapf_consensus,camera,29.986499
