t,frame_id,roi_intensity,normalized_signal,detected_flash_state,leader_flash_event,detected_flash_time,detection_confidence,roi_x,roi_y,roi_w,roi_h,camera_processing_time_ms
2e-06,1,168.67,0.0,0,0,,0.0,,,,,72.7
0.072981,2,135.0,0.0,0,0,,0.0,,,,,66.64
0.139877,3,135.33,0.0,0,0,,0.0,,,,,68.48
0.208623,4,136.67,0.0,0,0,,0.0,,,,,61.79
0.270671,5,138.33,0.0,0,0,,0.0,,,,,59.47
0.330402,6,171.67,0.0,0,0,,0.0,,,,,59.77
0.390429,7,171.0,0.0,0,0,,0.0,,,,,59.66
0.450347,8,169.0,0.0,0,0,,0.0,,,,,59.89
0.510494,9,170.67,0.0,0,0,,0.0,,,,,66.57
0.577324,10,136.67,0.0384,0,0,,0.0,,,,,70.5
0.648081,11,138.67,0.0936,0,0,,0.0,,,,,68.58
0.71696,12,139.0,0.0996,0,0,,0.0,,,,,61.13
0.778342,13,140.67,0.1435,0,0,,0.0,,,,,59.88
0.83847,14,172.33,1.0,1,1,0.83847,0.0,,,,,59.75
0.898482,15,171.33,0.9943,1,0,,0.0,,,,,59.35
0.958087,16,170.67,0.9766,1,0,,0.0,,,,,59.42
1.017758,17,172.0,1.0,1,0,,0.0,,,,,63.77
1.081788,18,136.67,0.0113,0,0,,0.0,,,,,69.66
1.151708,19,137.67,0.0359,0,0,,0.0,,,,,69.54
1.221506,20,137.67,0.0322,0,0,,0.5828,,,,,62.09
1.28384,21,139.0,0.0666,0,0,,0.5883,,,,,59.76
1.343906,22,172.33,1.0,1,1,1.343906,0.6192,,,,,59.56
1.403749,23,172.0,1.0,1,0,,0.6397,,,,,60.31
1.4643,24,170.33,0.9527,1,0,,0.6549,,,,,60.04
1.524592,25,172.0,1.0,1,0,,0.6685,,,,,66.6
1.591434,26,136.67,0.0,0,0,,0.6841,,,,,70.71
1.662396,27,138.0,0.0376,0,0,,0.6955,,,,,68.72
1.731357,28,138.0,0.0376,0,0,,0.7047,,,,,61.1
1.792706,29,140.0,0.0943,0,0,,0.7115,,,,,60.26
1.853207,30,172.67,1.0,1,1,1.853207,0.7253,,,,,59.27
1.912829,31,170.67,0.9624,1,0,,0.7375,,,,,60.83
1.973875,32,168.67,0.9057,1,0,,0.7462,,,,,59.36
2.033484,33,169.33,0.9244,1,0,,0.7559,,,,,67.2
2.100953,34,135.67,0.0,0,0,,0.7639,,,,,70.16
2.171362,35,136.67,0.0,0,0,,0.7691,,,,,68.01
2.239613,36,137.33,0.0187,0,0,,0.7741,,,,,60.25
2.300108,37,144.67,0.2264,0,0,,0.7794,,,,,59.97
2.360325,38,173.0,1.0,1,1,2.360325,0.7874,,,,,59.7
2.420382,39,171.0,0.9699,1,0,,0.7927,,,,,60.63
2.481249,40,171.33,0.9801,1,0,,0.7938,,,,,61.11
2.542607,41,150.67,0.3963,1,0,,0.7879,,,,,68.86
2.611715,42,136.0,0.0,0,0,,0.7953,,,,,71.12
2.683087,43,137.0,0.0093,0,0,,0.8012,,,,,64.55
2.747881,44,137.67,0.0283,0,0,,0.8059,,,,,59.69
2.807809,45,151.33,0.4149,0,0,,0.807,,,,,59.98
2.868031,46,173.33,1.0,1,1,2.868031,0.8127,,,,,59.6
2.928007,47,169.33,0.921,1,0,,0.8182,,,,,59.68
2.987895,48,170.67,0.9597,1,0,,0.8225,,,,,62.69
3.050827,49,144.0,0.2071,0,0,,0.819,,,,,69.72
3.120792,50,135.67,0.0,0,0,,0.8235,,,,,70.73
3.191769,51,137.0,0.0093,0,0,,0.8274,,,,,65.71
3.257718,52,138.67,0.0566,0,0,,0.8312,,,,,59.63
3.317587,53,162.67,0.7359,1,1,3.317587,0.8246,,,,,59.5
3.377371,54,173.33,1.0,1,0,,0.8295,,,,,59.82
3.43755,55,171.33,0.9756,1,0,,0.8306,,,,,59.49
3.497287,56,172.33,1.0,1,0,,0.8322,,,,,62.82
3.560354,57,139.67,0.0841,0,0,,0.8305,,,,,70.35
3.630942,58,136.0,0.0,0,0,,0.8345,,,,,70.27
3.701453,59,137.33,0.0222,0,0,,0.8376,,,,,64.67
3.766369,60,137.67,0.0299,0,0,,0.8391,,,,,59.91
3.826522,61,172.33,1.0,1,1,3.826522,0.8316,,,,,59.62
3.886521,62,172.0,0.9907,1,0,,0.8365,,,,,60.14
3.946864,63,170.33,0.9439,1,0,,0.8401,,,,,59.65
4.006761,64,171.67,0.9815,1,0,,0.8436,,,,,63.19
4.070195,65,137.33,0.0185,0,0,,0.8439,,,,,69.11
4.139556,66,137.33,0.0185,0,0,,0.8476,,,,,70.43
4.210234,67,138.67,0.0561,0,0,,0.8506,,,,,63.16
4.27364,68,140.0,0.0934,0,0,,0.8537,,,,,60.02
4.333904,69,172.33,1.0,1,1,4.333904,0.8567,,,,,59.17
4.393466,70,172.0,0.9907,1,0,,0.8592,,,,,59.31
4.453003,71,170.67,0.9534,1,0,,0.861,,,,,60.02
4.513266,72,171.33,0.972,1,0,,0.8633,,,,,66.75
4.580262,73,136.67,0.0,0,0,,0.8649,,,,,71.11
4.651619,74,137.33,0.0185,0,0,,0.8668,,,,,69.89
4.721752,75,137.67,0.028,0,0,,0.8677,,,,,63.22
4.785216,76,138.67,0.0561,0,0,,0.8681,,,,,59.11
4.844575,77,172.0,0.9907,1,1,4.844575,0.8706,,,,,59.92
4.904931,78,171.67,0.9815,1,0,,0.8728,,,,,59.55
4.964724,79,170.33,0.9439,1,0,,0.8746,,,,,60.21
5.025176,80,171.67,0.9815,1,0,,0.8735,,,,,66.57
5.091995,81,136.33,0.0,0,0,,0.8744,,,,,71.13
5.163373,82,138.0,0.0373,0,0,,0.8773,,,,,67.8
5.231418,83,137.33,0.0185,0,0,,0.8789,,,,,62.5
5.294157,84,140.0,0.0934,0,0,,0.8812,,,,,59.48
5.353876,85,172.33,1.0,1,1,5.353876,0.8805,,,,,59.66
5.413934,86,170.33,0.9439,1,0,,0.8812,,,,,59.2
5.473375,87,169.0,0.9066,1,0,,0.8809,,,,,60.41
5.534029,88,169.0,0.9066,1,0,,0.8815,,,,,66.81
5.60111,89,135.33,0.0,0,0,,0.8808,,,,,70.57
5.671924,90,136.33,0.0,0,0,,0.8791,,,,,67.8
5.739965,91,137.0,0.0093,0,0,,0.8783,,,,,60.26
5.800469,92,144.33,0.2148,0,0,,0.8788,,,,,60.23
5.860965,93,172.67,1.0,1,1,5.860965,0.8785,,,,,59.6
5.921013,94,171.0,0.9627,1,0,,0.8774,,,,,59.45
5.980713,95,171.33,0.972,1,0,,0.8759,,,,,62.5
6.043464,96,150.67,0.3926,1,0,,0.8711,,,,,68.65
6.112359,97,136.0,0.0,0,0,,0.8719,,,,,69.88
6.182488,98,136.33,0.0,0,0,,0.8724,,,,,65.58
6.248312,99,138.0,0.0464,0,0,,0.8733,,,,,59.5
6.30806,100,151.0,0.4075,0,0,,0.8737,,,,,59.38
6.367677,101,172.67,1.0,1,1,6.367677,0.8735,,,,,60.92
6.429044,102,169.33,0.9167,1,0,,0.8753,,,,,58.95
6.488241,103,170.33,0.9444,1,0,,0.8774,,,,,62.52
6.551013,104,143.67,0.2039,0,0,,0.875,,,,,69.08
6.620336,105,135.33,0.0,0,0,,0.8739,,,,,70.13
6.690711,106,136.67,0.0094,0,0,,0.8734,,,,,65.94
6.756917,107,138.33,0.0556,0,0,,0.8731,,,,,59.54
6.816702,108,160.0,0.6575,1,1,6.816702,0.8725,,,,,59.81
6.876797,109,172.33,1.0,1,0,,0.8725,,,,,60.23
6.937434,110,171.0,0.9631,1,0,,0.8709,,,,,60.07
6.997748,111,172.0,0.9908,1,0,,0.8682,,,,,61.78
7.059781,112,139.67,0.0928,0,0,,0.8793,,,,,69.2
7.129226,113,135.67,0.0,0,0,,0.8799,,,,,71.14
7.200611,114,137.0,0.0186,0,0,,0.8804,,,,,64.26
7.265128,115,137.67,0.0372,0,0,,0.8801,,,,,60.27
7.325645,116,171.67,0.9817,1,1,7.325645,0.8743,,,,,60.33
7.386402,117,172.67,1.0,1,0,,0.8736,,,,,58.91
7.445557,118,170.33,0.9444,1,0,,0.8753,,,,,60.22
7.506032,119,171.67,0.9817,1,0,,0.8762,,,,,62.22
7.568497,120,137.33,0.0278,0,0,,0.875,,,,,69.34
7.638083,121,137.0,0.0186,0,0,,0.8755,,,,,71.29
7.709618,122,138.33,0.0556,0,0,,0.8763,,,,,63.06
7.772934,123,139.67,0.0928,0,0,,0.878,,,,,59.73
7.832924,124,172.33,1.0,1,1,7.832924,0.8808,,,,,59.57
7.892952,125,171.67,0.9817,1,0,,0.8812,,,,,59.34
7.952538,126,170.67,0.9539,1,0,,0.8798,,,,,60.89
8.013676,127,171.67,0.9817,1,0,,0.8787,,,,,66.03
8.079951,128,136.33,0.0,0,0,,0.877,,,,,70.13
8.150327,129,137.33,0.0278,0,0,,0.8772,,,,,70.26
8.220853,130,137.33,0.0278,0,0,,0.8767,,,,,62.43
8.283525,131,138.67,0.065,0,0,,0.8752,,,,,59.36
8.343128,132,172.0,0.9908,1,1,8.343128,0.8731,,,,,60.06
8.403635,133,171.67,0.9817,1,0,,0.8739,,,,,60.37
8.464248,134,170.33,0.9444,1,0,,0.8748,,,,,59.19
8.523681,135,171.67,0.9889,1,0,,0.8752,,,,,66.94
8.590859,136,136.67,0.0095,0,0,,0.8745,,,,,70.11
8.66121,137,138.0,0.0394,0,0,,0.8757,,,,,69.15
8.730597,138,137.67,0.0301,0,0,,0.8769,,,,,60.69
8.79153,139,139.33,0.0769,0,0,,0.8789,,,,,60.16
8.851928,140,172.0,1.0,1,1,8.851928,0.8788,,,,,60.32
8.912705,141,170.0,0.9435,1,0,,0.8796,,,,,59.21
8.972157,142,168.33,0.8963,1,0,,0.8804,,,,,59.7
9.032105,143,169.33,0.9246,1,0,,0.8819,,,,,66.57
9.098926,144,135.0,0.0,0,0,,0.8803,,,,,70.05
9.169218,145,135.67,0.0,0,0,,0.8787,,,,,66.21
9.235666,146,137.0,0.0188,0,0,,0.8777,,,,,60.82
9.296726,147,142.33,0.1682,0,0,,0.8781,,,,,60.4
9.357372,148,172.67,1.0,1,1,9.357372,0.8779,,,,,59.88
9.417716,149,170.33,0.9532,1,0,,0.8776,,,,,59.34
9.477321,150,169.33,0.9251,1,0,,0.8769,,,,,59.9
9.53746,151,159.67,0.6543,1,0,,0.8777,,,,,66.63
9.60433,152,135.0,0.0,0,0,,0.8778,,,,,69.84
9.674423,153,136.33,0.0,0,0,,0.879,,,,,65.78
9.740455,154,136.67,0.0095,0,0,,0.8787,,,,,60.05
9.800748,155,144.0,0.215,0,0,,0.8797,,,,,59.6
9.860588,156,172.67,1.0,1,1,9.860588,0.8795,,,,,60.09
9.921221,157,169.67,0.933,1,0,,0.8808,,,,,59.53
9.981015,158,170.33,0.9514,1,0,,0.881,,,,,61.99
10.043244,159,150.67,0.4013,1,0,,0.8803,,,,,67.76
10.111247,160,135.67,0.0,0,0,,0.8802,,,,,69.72
10.181211,161,138.0,0.0485,0,0,,0.8802,,,,,64.45
10.245906,162,139.67,0.0951,0,0,,0.8815,,,,,60.29
10.306438,163,150.0,0.3837,0,0,,0.8845,,,,,58.7
10.365383,164,173.33,1.0,1,1,10.365383,0.8837,,,,,59.7
10.425554,165,171.33,0.9794,1,0,,0.882,,,,,59.86
10.48566,166,172.0,0.9982,1,0,,0.8794,,,,,62.68
10.548585,167,146.0,0.2719,0,0,,0.8903,,,,,69.11
10.617937,168,135.33,0.0,0,0,,0.8906,,,,,70.69
10.688913,169,136.33,0.0018,0,0,,0.8892,,,,,66.19
10.755343,170,137.33,0.0298,0,0,,0.8881,,,,,59.97
10.815553,171,156.0,0.5513,0,0,,0.8899,,,,,59.8
10.875597,172,172.67,1.0,1,1,10.875597,0.8905,,,,,59.97
10.936058,173,170.33,0.9515,1,0,,0.8927,,,,,59.84
10.996158,174,171.33,0.9794,1,0,,0.8941,,,,,61.49
11.057894,175,141.33,0.1415,0,0,,0.8911,,,,,68.8
11.126946,176,136.33,0.0,0,0,,0.8913,,,,,69.29
11.196492,177,137.67,0.0375,0,0,,0.8924,,,,,64.29
11.261043,178,139.0,0.0747,0,0,,0.8937,,,,,60.48
11.321762,179,172.0,0.9982,1,1,11.321762,0.8824,,,,,59.01
11.38108,180,173.33,1.0,1,0,,0.8822,,,,,60.46
11.441982,181,170.67,0.9609,1,0,,0.8809,,,,,60.01
11.502232,182,171.33,0.9794,1,0,,0.8798,,,,,62.3
