t,follower_phase_rad,follower_frequency_hz,estimated_leader_phase_rad,phase_error_rad,coupling_term,follower_led_state,sync_state,loop_dt_ms,model_update_time_ms,cpu_percent,process_cpu_time_s,memory_rss_mb,cpu_temperature_c
2e-06,0.0,1.8,0.0,0.0,0.0,0,0,0.002,0.01,0.0,0.0637,189.28,47.4
0.072981,1.9e-05,1.8,0.0,-1.9e-05,-1.9e-05,0,0,72.979,0.01,0.0,0.1277,189.28,48.0
0.139877,0.82539,1.8,0.0,-0.82539,-0.734812,0,0,66.896,0.01,0.0,0.1916,189.28,47.4
0.208623,1.409923,1.8,0.0,-1.409923,-0.987088,0,0,68.745,0.01,0.0,0.2553,189.28,46.9
0.270671,1.949913,1.8,0.0,-1.949913,-0.928992,0,0,62.048,0.01,0.0,0.3191,189.28,46.3
0.330402,2.449916,1.8,0.0,-2.449916,-0.63783,0,0,59.73,0.01,0.0,0.3821,189.28,48.5
0.390429,2.992107,1.8,0.0,-2.992107,-0.14893,0,0,60.027,0.01,0.0,0.4454,189.28,48.5
0.450347,3.639708,1.8,0.0,2.643477,0.477771,0,0,59.919,0.01,0.0,0.5081,189.28,46.3
0.510494,4.41757,1.8,0.0,1.865616,0.956855,0,0,60.146,0.01,0.0,0.5719,189.28,48.5
0.577324,5.299237,1.8,0.0,0.983949,0.83269,0,0,66.83,0.01,0.0,0.6368,189.28,48.5
0.648081,6.249838,1.8,0.0,0.033348,0.033342,1,0,70.757,0.011,0.0,0.7009,189.28,48.0
0.71696,0.77515,1.8,0.0,-0.77515,-0.699823,0,0,68.88,0.01,0.0,0.7648,189.28,47.4
0.778342,1.385447,1.8,0.0,-1.385447,-0.982872,0,0,61.382,0.01,0.0,0.8295,189.28,47.4
0.83847,1.868507,1.8,0.0,-1.868507,-0.956011,0,0,60.127,0.01,0.0,0.8934,189.28,46.9
0.898482,2.347342,1.8,0.754132,-1.59321,-0.999749,0,0,60.012,0.009,0.0,0.9574,189.28,46.9
0.958087,2.816072,1.8,1.503151,-1.312921,-0.966934,0,0,59.605,0.01,0.0,1.02,189.28,48.5
1.017758,3.288469,1.8,2.253001,-1.035468,-0.860101,0,0,59.671,0.009,0.0,1.0839,189.28,48.5
1.081788,3.783703,1.8,3.057628,-0.726076,-0.66394,0,0,64.03,0.009,0.0,1.1474,189.28,48.5
1.151708,4.359074,1.8,3.936264,-0.422811,-0.410325,0,0,69.92,0.01,0.0,1.2119,189.28,47.4
1.221506,5.049432,1.8,4.813374,-0.236058,-0.233872,0,0,69.798,0.01,0.0,1.2761,189.28,47.4
1.28384,5.781699,1.8,5.596692,-0.185006,-0.183953,1,0,62.334,0.01,0.0,1.3394,189.28,46.3
1.343906,0.163366,1.8,0.0,-0.163366,-0.162641,0,0,60.066,0.01,0.0,1.4025,189.28,48.5
1.403749,0.808501,1.8,0.743916,-0.064585,-0.06454,0,0,59.843,0.009,0.0,1.4659,189.28,47.4
1.4643,1.471787,1.8,1.49664,0.024853,0.02485,0,0,60.551,0.01,0.0,1.5295,189.28,47.4
1.524592,2.161871,1.8,2.246143,0.084273,0.084173,0,0,60.292,0.01,0.0,1.5948,189.28,47.4
1.591434,2.86152,1.8,3.077071,0.215551,0.213886,0,0,66.842,0.01,0.0,1.6591,189.28,48.5
1.662396,3.667524,1.8,3.95922,0.291696,0.287577,0,0,70.962,0.01,0.0,1.7231,189.28,48.5
1.731357,4.541516,1.8,4.81649,0.274974,0.271522,0,0,68.961,0.01,0.0,1.7863,189.28,48.5
1.792706,5.386983,1.8,5.579129,0.192146,0.190966,0,0,61.349,0.009,0.0,1.8499,189.28,47.4
1.853207,6.121825,1.8,0.0,0.16136,0.160661,1,0,60.5,0.011,0.0,1.9137,189.28,48.5
1.912829,0.556904,1.8,0.738358,0.181454,0.180459,0,0,59.623,0.01,0.0,1.9782,189.28,48.0
1.973875,1.268877,1.8,1.494341,0.225464,0.223559,0,0,61.046,0.01,0.0,2.0415,189.28,49.0
2.033484,2.007055,1.8,2.232538,0.225483,0.223577,0,0,59.61,0.01,0.0,2.1042,189.28,48.5
2.100953,2.727868,1.8,3.068058,0.34019,0.333666,0,0,67.468,0.01,0.0,2.1682,189.28,46.9
2.171362,3.56971,1.8,3.939994,0.370284,0.36188,0,0,70.409,0.01,0.0,2.233,189.28,47.4
2.239613,4.455195,1.8,4.785204,0.330009,0.324052,0,0,68.251,0.01,0.0,2.2963,189.28,48.5
2.300108,5.304504,1.8,5.534365,0.229862,0.227843,0,0,60.495,0.01,0.0,2.3602,189.28,49.0
2.360325,6.036927,1.8,0.0,0.246259,0.243777,1,0,60.217,0.01,0.0,2.4234,189.28,48.0
2.420382,0.486162,1.8,0.7441,0.257938,0.255087,0,0,60.057,0.01,0.0,2.4874,189.28,47.4
2.481249,1.219005,1.8,1.498244,0.27924,0.275625,0,0,60.867,0.01,0.0,2.5516,189.28,48.5
2.542607,1.966115,1.8,2.258466,0.292351,0.288204,0,0,61.358,0.01,0.0,2.614,189.28,47.4
2.611715,2.721949,1.8,3.114712,0.392763,0.382743,0,0,69.108,0.01,0.0,2.6785,189.28,47.4
2.683087,3.596118,1.8,3.999009,0.402891,0.39208,0,0,71.372,0.01,0.0,2.743,189.28,49.0
2.747881,4.501258,1.8,4.801806,0.300548,0.296044,0,0,64.794,0.01,0.0,2.8052,189.28,49.0
2.807809,5.301198,1.8,5.544313,0.243115,0.240727,0,0,59.928,0.01,0.0,2.8694,189.28,49.6
2.868031,6.02946,1.8,0.0,0.253725,0.251012,1,0,60.222,0.011,0.0,2.9326,189.28,48.5
2.928007,0.480277,1.8,0.74267,0.262393,0.259393,0,0,59.976,0.01,0.0,2.9956,189.28,47.4
2.987895,1.213039,1.8,1.484256,0.271216,0.267904,0,0,59.888,0.01,0.0,3.0594,189.28,47.4
3.050827,1.946515,1.8,2.263537,0.317022,0.311738,0,0,62.933,0.01,0.0,3.123,189.28,47.4
3.120792,2.72693,1.8,3.129893,0.402963,0.392146,0,0,69.964,0.01,0.0,3.1885,189.28,48.5
3.191769,3.614236,1.8,4.008792,0.394555,0.384398,0,0,70.977,0.01,0.0,3.2529,189.28,47.4
3.257718,4.512463,1.8,4.825421,0.312958,0.307874,0,0,65.949,0.01,0.0,3.3166,189.28,48.5
3.317587,5.329388,1.8,0.0,0.953797,0.815618,0,0,59.869,0.01,0.0,3.3801,189.28,47.4
3.377371,6.177402,1.8,0.740718,0.846501,0.748967,1,0,59.784,0.011,0.0,3.4434,189.28,47.4
3.43755,0.727069,1.8,1.48634,0.759271,0.688393,0,1,60.179,0.01,0.0,3.5079,189.28,47.4
3.497287,1.552678,1.8,2.226475,0.673797,0.623958,0,1,59.737,0.009,0.0,3.5717,189.28,47.4
3.560354,2.358739,1.8,3.00787,0.649131,0.604495,0,1,63.067,0.01,0.0,3.6361,189.28,48.5
3.630942,3.205438,1.8,3.882463,0.677024,0.626476,0,1,70.589,0.01,0.0,3.7001,189.28,49.0
3.701453,4.158556,1.8,4.756082,0.597526,0.562599,0,1,70.51,0.01,0.0,3.7636,189.28,47.4
3.766369,5.094848,1.8,5.560399,0.465551,0.448915,0,1,64.917,0.01,0.0,3.8278,189.28,47.4
3.826522,5.931037,1.8,0.0,0.352148,0.344915,1,1,60.153,0.011,0.0,3.8915,189.28,46.9
3.886521,0.400783,1.8,0.742953,0.34217,0.335532,0,1,59.999,0.01,0.0,3.9551,189.28,49.6
3.946864,1.149813,1.8,1.490167,0.340354,0.333821,0,1,60.343,0.009,0.0,4.0181,189.28,48.5
4.006761,1.902778,1.8,2.231867,0.329089,0.323181,0,1,59.898,0.01,0.0,4.0822,189.28,47.4
4.070195,2.647956,1.8,3.017356,0.3694,0.361056,0,1,63.434,0.01,0.0,4.1466,189.28,48.5
4.139556,3.445537,1.8,3.87624,0.430703,0.41751,0,1,69.361,0.01,0.0,4.2108,189.28,48.0
4.210234,4.331347,1.8,4.751423,0.420076,0.40783,0,1,70.677,0.01,0.0,4.2757,189.28,48.0
4.27364,5.231574,1.8,5.536567,0.304993,0.300287,0,1,63.406,0.01,0.0,4.3397,189.28,48.0
4.333904,6.015318,1.8,0.0,0.267867,0.264675,1,1,60.264,0.01,0.0,4.4031,189.28,47.4
4.393466,0.469533,1.8,0.737585,0.268051,0.264853,0,1,59.562,0.01,0.0,4.4668,189.28,48.0
4.453003,1.198373,1.8,1.474873,0.2765,0.272991,0,1,59.538,0.01,0.0,4.5298,189.28,48.0
4.513266,1.928615,1.8,2.221135,0.29252,0.288366,0,1,60.262,0.01,0.0,4.592,189.28,48.5
4.580262,2.670988,1.8,3.050792,0.379804,0.370738,0,1,66.997,0.009,0.0,4.6563,189.28,47.4
4.651619,3.515636,1.8,3.934445,0.418809,0.406673,0,1,71.357,0.01,0.0,4.7201,189.28,47.4
4.721752,4.424232,1.8,4.802941,0.378709,0.369721,0,1,70.133,0.01,0.0,4.7853,189.28,48.5
4.785216,5.308172,1.8,5.588849,0.280676,0.277006,0,1,63.464,0.01,0.0,4.8487,189.28,48.0
4.844575,6.08746,1.8,0.0,0.195725,0.194478,1,1,59.358,0.011,0.0,4.9123,189.28,48.0
4.904931,0.516007,1.8,0.747181,0.231174,0.22912,0,1,60.356,0.009,0.0,4.9758,189.28,48.0
4.964724,1.247016,1.8,1.487404,0.240388,0.238079,0,1,59.794,0.01,0.0,5.04,189.28,49.0
5.025176,1.973092,1.8,2.235771,0.262678,0.259668,0,1,60.452,0.01,0.0,5.1041,189.28,48.5
5.091995,2.711726,1.8,3.062958,0.351233,0.344055,0,1,66.819,0.01,0.0,5.1684,189.28,47.4
5.163373,3.547889,1.8,3.946598,0.398709,0.388229,0,1,71.379,0.01,0.0,5.232,189.28,48.5
5.231418,4.452152,1.8,4.788961,0.336808,0.330477,0,1,68.044,0.01,0.0,5.2962,189.28,48.5
5.294157,5.300422,1.8,5.565648,0.265226,0.262128,0,1,62.739,0.01,0.0,5.36,189.28,48.5
5.353876,6.067547,1.8,0.0,0.215638,0.213971,1,1,59.718,0.011,0.0,5.4248,189.28,49.0
5.413934,0.504484,1.8,0.743268,0.238784,0.236521,0,1,60.059,0.01,0.0,5.488,189.28,49.0
5.473375,1.233453,1.8,1.478883,0.245431,0.242974,0,1,59.441,0.01,0.0,5.5515,189.28,48.0
