t,frame_id,roi_intensity,normalized_signal,detected_flash_state,leader_flash_event,detected_flash_time,detection_confidence,roi_x,roi_y,roi_w,roi_h,camera_processing_time_ms
2e-06,1,135.67,0.0,0,0,,0.0,,,,,68.32
0.06858,2,136.67,0.0,0,0,,0.0,,,,,60.46
0.129298,3,152.33,0.0,0,0,,0.0,,,,,59.17
0.188728,4,172.0,0.0,0,0,,0.0,,,,,60.09
0.249077,5,169.0,0.0,0,0,,0.0,,,,,59.93
0.309269,6,169.67,0.0,0,0,,0.0,,,,,60.44
0.369971,7,144.0,0.0,0,0,,0.0,,,,,66.52
0.436755,8,136.33,0.0,0,0,,0.0,,,,,67.6
0.504624,9,138.0,0.0,0,0,,0.0,,,,,63.45
0.568334,10,139.0,0.0813,0,0,,0.0,,,,,60.68
0.629271,11,155.33,0.5699,0,0,,0.0,,,,,59.38
0.688946,12,172.67,1.0,1,1,0.688946,0.0,,,,,59.35
0.748517,13,170.67,0.9699,1,0,,0.0,,,,,60.45
0.809218,14,170.67,0.9735,1,0,,0.0,,,,,61.6
0.871073,15,144.33,0.2247,0,0,,0.0,,,,,65.87
0.937204,16,136.0,0.0,0,0,,0.0,,,,,68.76
1.006224,17,137.33,0.0323,0,0,,0.0,,,,,63.61
1.070093,18,138.33,0.0603,0,0,,0.0,,,,,60.25
1.1306,19,155.33,0.5499,0,0,,0.0,,,,,59.31
1.190164,20,172.33,1.0,1,1,1.190164,0.5876,,,,,59.6
1.250104,21,170.33,0.9532,1,0,,0.6152,,,,,60.02
1.310332,22,171.0,0.9747,1,0,,0.6346,,,,,61.23
1.371807,23,144.0,0.2147,0,0,,0.6423,,,,,66.35
1.438404,24,136.33,0.0,0,0,,0.6632,,,,,68.77
1.507428,25,137.67,0.038,0,0,,0.6771,,,,,63.69
1.571363,26,138.67,0.0665,0,0,,0.6867,,,,,59.52
1.631128,27,157.33,0.5988,0,0,,0.6869,,,,,59.86
1.691228,28,172.0,1.0,1,1,1.691228,0.7083,,,,,60.59
1.752177,29,169.0,0.9159,1,0,,0.7229,,,,,58.91
1.811323,30,169.67,0.9347,1,0,,0.7356,,,,,60.71
1.872286,31,141.67,0.1497,0,0,,0.738,,,,,67.58
1.940122,32,135.0,0.0,0,0,,0.7473,,,,,67.98
2.008362,33,136.33,0.0,0,0,,0.7535,,,,,62.7
2.071311,34,137.67,0.0379,0,0,,0.7582,,,,,59.85
2.1314,35,157.67,0.605,0,0,,0.759,,,,,60.77
2.192413,36,172.33,1.0,1,1,2.192413,0.77,,,,,59.01
2.251782,37,170.33,0.9532,1,0,,0.775,,,,,60.15
2.312145,38,171.0,0.972,1,0,,0.7796,,,,,60.94
2.37333,39,142.67,0.1777,0,0,,0.7841,,,,,66.21
2.439789,40,136.0,0.0,0,0,,0.7932,,,,,68.41
2.508446,41,137.0,0.0188,0,0,,0.7997,,,,,63.03
2.571724,42,138.0,0.0469,0,0,,0.8043,,,,,60.05
2.632013,43,157.67,0.6016,0,0,,0.805,,,,,60.42
2.69267,44,172.33,1.0,1,1,2.69267,0.8128,,,,,59.24
2.752305,45,169.67,0.9347,1,0,,0.8188,,,,,59.75
2.812266,46,171.0,0.972,1,0,,0.8237,,,,,60.87
2.873385,47,143.0,0.187,0,0,,0.826,,,,,66.64
2.940277,48,137.0,0.0188,0,0,,0.8318,,,,,68.18
3.008712,49,138.67,0.0656,0,0,,0.8369,,,,,64.29
3.073251,50,140.0,0.1029,0,0,,0.8412,,,,,58.95
3.13245,51,158.67,0.6263,0,0,,0.8413,,,,,59.9
3.192596,52,172.33,1.0,1,1,3.192596,0.8466,,,,,59.53
3.252507,53,171.67,0.9907,1,0,,0.8479,,,,,60.05
3.312765,54,172.0,1.0,1,0,,0.8505,,,,,61.14
3.374156,55,142.67,0.1777,0,0,,0.8517,,,,,66.84
3.44124,56,136.67,0.0095,0,0,,0.8545,,,,,68.95
3.510442,57,138.0,0.0468,0,0,,0.8561,,,,,63.92
3.574608,58,138.67,0.0656,0,0,,0.8568,,,,,60.15
3.635001,59,162.33,0.7289,1,1,3.635001,0.8552,,,,,58.77
3.69406,60,172.67,1.0,1,0,,0.8589,,,,,60.37
3.754767,61,170.33,0.9532,1,0,,0.8635,,,,,59.22
3.814228,62,172.0,1.0,1,0,,0.8666,,,,,61.62
3.876103,63,142.0,0.1574,0,0,,0.8674,,,,,67.04
3.94339,64,136.0,0.0,0,0,,0.8694,,,,,68.88
4.012531,65,137.67,0.0376,0,0,,0.8711,,,,,62.89
