t,event_type,source,detected_leader_flash_time,follower_flash_time,timing_error_s,wrapped_timing_error_s
27.18151,leader_flash,camera,27.18151,,,
27.18151,follower_flash,follower_oscillator,27.18151,27.18151,0.0,
27.679683,leader_flash,camera,27.679683,,,
27.679683,follower_flash,follower_oscillator,27.679683,27.679683,0.0,
28.177286,leader_flash,camera,28.177286,,,
28.177286,follower_flash,follower_oscillator,28.177286,28.177286,0.0,
28.675651,leader_flash,camera,28.675651,,,
28.675651,follower_flash,follower_oscillator,28.675651,28.675651,0.0,
29.174981,leader_flash,camera,29.174981,,,
29.174981,follower_flash,follower_oscillator,29.174981,29.174981,0.0,
29.673979,leader_flash,camera,29.673979,,,
29.673979,follower_flash,follower_oscillator,29.673979,29.673979,0.0,
