t,event_type,source,detected_leader_flash_time,follower_flash_time,timing_error_s,wrapped_timing_error_s
0.629271,follower_flash,follower_oscillator,,0.629271,,
0.688946,leader_flash,camera,0.688946,,,
1.190164,leader_flash,camera,1.190164,,,
1.190164,follower_flash,follower_oscillator,1.190164,1.190164,0.0,
1.691228,leader_flash,camera,1.691228,,,
1.691228,follower_flash,follower_oscillator,1.691228,1.691228,0.0,
2.192413,leader_flash,camera,2.192413,,,
2.192413,follower_flash,follower_oscillator,2.192413,2.192413,0.0,
2.69267,leader_flash,camera,2.69267,,,
2.69267,follower_flash,follower_oscillator,2.69267,2.69267,0.0,
2.69267,sync_achieved,metrics,,,,
3.192596,leader_flash,camera,3.192596,,,
3.192596,follower_flash,follower_oscillator,3.192596,3.192596,0.0,
3.635001,leader_flash,camera,3.635001,,,
3.69406,follower_flash,follower_oscillator,3.635001,3.69406,-0.059058,
4.135157,leader_flash,camera,4.135157,,,
4.135157,follower_flash,follower_oscillator,4.135157,4.135157,0.0,
4.63631,leader_flash,camera,4.63631,,,
4.63631,follower_flash,follower_oscillator,4.63631,4.63631,0.0,
5.136378,leader_flash,camera,5.136378,,,
5.136378,follower_flash,follower_oscillator,5.136378,5.136378,0.0,
5.636413,leader_flash,camera,5.636413,,,
5.636413,follower_flash,follower_oscillator,5.636413,5.636413,0.0,
6.138077,leader_flash,camera,6.138077,,,
6.138077,follower_flash,follower_oscillator,6.138077,6.138077,0.0,
6.639542,leader_flash,camera,6.639542,,,
6.639542,follower_flash,follower_oscillator,6.639542,6.639542,0.0,
7.139619,leader_flash,camera,7.139619,,,
7.139619,follower_flash,follower_oscillator,7.139619,7.139619,0.0,
7.638771,leader_flash,camera,7.638771,,,
7.638771,follower_flash,follower_oscillator,7.638771,7.638771,0.0,
8.139695,leader_flash,camera,8.139695,,,
8.139695,follower_flash,follower_oscillator,8.139695,8.139695,0.0,
8.640549,leader_flash,camera,8.640549,,,
8.640549,follower_flash,follower_oscillator,8.640549,8.640549,0.0,
9.140893,leader_flash,camera,9.140893,,,
9.140893,follower_flash,follower_oscillator,9.140893,9.140893,0.0,
9.63973,leader_flash,camera,9.63973,,,
9.63973,follower_flash,follower_oscillator,9.63973,9.63973,0.0,
10.139057,leader_flash,camera,10.139057,,,
10.139057,follower_flash,follower_oscillator,10.139057,10.139057,0.0,
10.636889,leader_flash,camera,10.636889,,,
10.636889,follower_flash,follower_oscillator,10.636889,10.636889,0.0,
11.136289,leader_flash,camera,11.136289,,,
11.136289,follower_flash,follower_oscillator,11.136289,11.136289,0.0,
11.635153,leader_flash,camera,11.635153,,,
11.635153,follower_flash,follower_oscillator,11.635153,11.635153,0.0,
12.131704,follower_flash,follower_oscillator,11.635153,12.131704,-0.49655,
12.191873,leader_flash,camera,12.191873,,,
12.68899,leader_flash,camera,12.68899,,,
12.68899,follower_flash,follower_oscillator,12.68899,12.68899,0.0,
13.186641,leader_flash,camera,13.186641,,,
13.186641,follower_flash,follower_oscillator,13.186641,13.186641,0.0,
13.685659,leader_flash,camera,13.685659,,,
13.685659,follower_flash,follower_oscillator,13.685659,13.685659,0.0,
14.184834,leader_flash,camera,14.184834,,,
14.184834,follower_flash,follower_oscillator,14.184834,14.184834,0.0,
14.681468,leader_flash,camera,14.681468,,,
14.681468,follower_flash,follower_oscillator,14.681468,14.681468,0.0,
15.178215,leader_flash,camera,15.178215,,,
15.178215,follower_flash,follower_oscillator,15.178215,15.178215,0.0,
15.67639,leader_flash,camera,15.67639,,,
15.67639,follower_flash,follower_oscillator,15.67639,15.67639,0.0,
16.175112,leader_flash,camera,16.175112,,,
16.175112,follower_flash,follower_oscillator,16.175112,16.175112,0.0,
16.674838,leader_flash,camera,16.674838,,,
16.674838,follower_flash,follower_oscillator,16.674838,16.674838,0.0,
17.173535,leader_flash,camera,17.173535,,,
17.173535,follower_flash,follower_oscillator,17.173535,17.173535,0.0,
17.670925,leader_flash,camera,17.670925,,,
17.670925,follower_flash,follower_oscillator,17.670925,17.670925,0.0,
18.16753,leader_flash,camera,18.16753,,,
18.16753,follower_flash,follower_oscillator,18.16753,18.16753,0.0,
18.664111,leader_flash,camera,18.664111,,,
18.664111,follower_flash,follower_oscillator,18.664111,18.664111,0.0,
19.160571,leader_flash,camera,19.160571,,,
19.160571,follower_flash,follower_oscillator,19.160571,19.160571,0.0,
19.657223,leader_flash,camera,19.657223,,,
19.657223,follower_flash,follower_oscillator,19.657223,19.657223,0.0,
20.153712,leader_flash,camera,20.153712,,,
20.153712,follower_flash,follower_oscillator,20.153712,20.153712,0.0,
20.650866,leader_flash,camera,20.650866,,,
20.650866,follower_flash,follower_oscillator,20.650866,20.650866,0.0,
21.146795,leader_flash,camera,21.146795,,,
21.146795,follower_flash,follower_oscillator,21.146795,21.146795,0.0,
21.644263,leader_flash,camera,21.644263,,,
21.644263,follower_flash,follower_oscillator,21.644263,21.644263,0.0,
22.1438,leader_flash,camera,22.1438,,,
22.1438,follower_flash,follower_oscillator,22.1438,22.1438,0.0,
22.642669,leader_flash,camera,22.642669,,,
22.642669,follower_flash,follower_oscillator,22.642669,22.642669,0.0,
23.139312,leader_flash,camera,23.139312,,,
23.139312,follower_flash,follower_oscillator,23.139312,23.139312,0.0,
23.636875,leader_flash,camera,23.636875,,,
23.636875,follower_flash,follower_oscillator,23.636875,23.636875,0.0,
24.133789,leader_flash,camera,24.133789,,,
24.133789,follower_flash,follower_oscillator,24.133789,24.133789,0.0,
24.632016,follower_flash,follower_oscillator,24.133789,24.632016,-0.498227,
24.692177,leader_flash,camera,24.692177,,,
25.190272,leader_flash,camera,25.190272,,,
25.190272,follower_flash,follower_oscillator,25.190272,25.190272,0.0,
25.688908,leader_flash,camera,25.688908,,,
25.688908,follower_flash,follower_oscillator,25.688908,25.688908,0.0,
26.186766,leader_flash,camera,26.186766,,,
26.186766,follower_flash,follower_oscillator,26.186766,26.186766,0.0,
26.684283,leader_flash,camera,26.684283,,,
26.684283,follower_flash,follower_oscillator,26.684283,26.684283,0.0,
