t_s,event_type
1.066379,follower_flash
1.126979,follower_flash
1.657941,leader_flash
1.736264,follower_flash
1.974391,leader_flash
2.28679,follower_flash
2.541091,leader_flash
2.832573,follower_flash
2.996197,leader_flash
3.28681,follower_flash
3.497261,leader_flash
3.787029,follower_flash
3.997431,leader_flash
4.286872,follower_flash
4.374475,follower_flash
4.496511,leader_flash
4.874038,follower_flash
4.996163,leader_flash
5.370924,follower_flash
5.494512,leader_flash
5.869518,follower_flash
5.992719,leader_flash
6.366736,follower_flash
6.49162,leader_flash
6.863759,follower_flash
6.989956,leader_flash
7.364767,follower_flash
7.490463,leader_flash
7.861476,follower_flash
8.021274,leader_flash
8.401766,follower_flash
8.552814,leader_flash
8.941961,follower_flash
9.018051,leader_flash
9.400001,follower_flash
9.55114,leader_flash
9.938278,follower_flash
10.013263,leader_flash
10.391774,follower_flash
10.542714,leader_flash
10.917183,follower_flash
11.056988,leader_flash
11.433474,follower_flash
11.508474,leader_flash
11.942373,follower_flash
12.032486,leader_flash
12.465991,follower_flash
12.568978,leader_flash
12.950766,follower_flash
13.039979,leader_flash
13.484287,follower_flash
13.553006,leader_flash
13.998357,leader_flash
13.998357,follower_flash
14.484825,follower_flash
14.553143,leader_flash
15.001068,leader_flash
15.001068,follower_flash
15.484125,follower_flash
15.552899,leader_flash
16.000295,leader_flash
16.000295,follower_flash
16.482992,follower_flash
16.551374,leader_flash
17.004492,leader_flash
17.004492,follower_flash
17.518693,leader_flash
17.518693,follower_flash
18.030088,leader_flash
18.030088,follower_flash
18.547706,leader_flash
18.547706,follower_flash
18.995515,leader_flash
18.995515,follower_flash
19.514222,leader_flash
19.514222,follower_flash
20.032783,leader_flash
20.032783,follower_flash
20.549679,leader_flash
20.549679,follower_flash
20.999783,leader_flash
20.999783,follower_flash
21.483724,follower_flash
21.551618,leader_flash
22.003035,leader_flash
22.003035,follower_flash
22.553188,leader_flash
22.553188,follower_flash
22.999528,leader_flash
22.999528,follower_flash
23.514676,leader_flash
23.514676,follower_flash
24.033345,leader_flash
24.033345,follower_flash
24.552845,leader_flash
24.552845,follower_flash
25.003098,leader_flash
25.003098,follower_flash
25.552816,leader_flash
25.552816,follower_flash
25.995639,leader_flash
26.062473,follower_flash
26.512242,leader_flash
26.512242,follower_flash
27.030193,leader_flash
27.030193,follower_flash
27.547012,leader_flash
27.547012,follower_flash
27.995301,leader_flash
28.063353,follower_flash
28.512566,leader_flash
28.578861,follower_flash
29.030382,leader_flash
29.030382,follower_flash
29.545509,leader_flash
29.545509,follower_flash
29.99422,leader_flash
