t_s,detected_state,leader_flash_event,brightness_used,signal_norm,camera_ms
1.6e-05,0,0,97.0,0.0,1066.27
1.066379,0,0,106.33,0.0,60.51
1.126979,0,0,115.67,0.0,85.41
1.212465,0,0,99.33,0.0,92.47
1.305005,0,0,99.67,0.0,90.84
1.395912,0,0,99.67,0.0,64.67
1.460651,0,0,97.67,0.0,60.18
1.520899,0,0,114.0,0.0,70.04
1.591014,0,0,112.67,0.0,66.86
1.657941,1,1,116.33,1.0,78.19
1.736264,0,0,99.0,0.0739,87.04
1.823428,0,0,99.33,0.0863,88.5
1.912049,0,0,97.67,0.0,62.23
1.974391,1,1,114.0,0.9332,90.14
2.064712,1,0,112.0,0.8268,65.44
2.130265,1,0,115.0,0.981,71.2
2.201586,1,0,104.33,0.3785,85.09
2.28679,0,0,98.33,0.0376,87.54
2.374454,0,0,99.67,0.1145,71.75
2.446335,0,0,97.0,0.0,94.66
2.541091,1,1,111.33,0.7882,57.98
2.599222,1,0,113.67,0.9286,67.3
2.666629,1,0,116.33,1.0,77.9
2.744632,0,0,98.67,0.0562,87.84
2.832573,0,0,101.0,0.1878,85.94
2.918707,0,0,99.33,0.094,77.32
2.996197,1,1,112.67,0.8524,69.55
3.065959,1,0,111.0,0.7604,65.91
3.132033,1,0,114.67,0.9734,70.18
3.202375,0,0,103.67,0.3449,84.27
3.28681,0,0,97.67,0.0,88.24
3.375221,0,0,99.0,0.0769,62.91
3.438299,0,0,97.33,0.0,58.79
3.497261,1,1,113.0,0.8897,68.6
3.566066,1,0,111.33,0.7943,64.73
3.63096,1,0,114.67,0.9904,71.8
3.702928,0,0,103.33,0.3304,83.93
3.787029,0,0,97.67,0.0,88.15
3.875363,0,0,99.0,0.0779,62.77
3.938316,0,0,97.0,0.0,58.93
3.997431,1,1,113.0,0.9018,68.43
4.066103,1,0,111.33,0.8035,65.43
4.131709,1,0,114.67,1.0,70.58
4.20246,1,0,103.67,0.3529,84.24
4.286872,0,0,97.67,0.0,87.42
4.374475,0,0,99.0,0.0782,63.44
4.438099,0,0,96.67,0.0,58.22
4.496511,1,1,112.67,0.8831,69.06
4.565801,1,0,111.0,0.785,65.39
4.631383,1,0,114.0,0.9607,70.52
4.702098,1,0,103.67,0.3529,83.91
4.786202,0,0,96.67,0.0,87.64
4.874038,0,0,98.0,0.0349,62.76
4.936996,0,0,96.33,0.0,58.97
4.996163,1,1,112.67,0.886,68.55
5.064954,1,0,110.67,0.7675,64.56
5.129712,1,0,114.0,0.961,70.49
5.200401,1,0,104.67,0.4164,83.38
5.28401,0,0,97.0,0.0,86.71
5.370924,0,0,98.33,0.0612,64.06
5.435189,0,0,96.33,0.0,59.12
5.494512,1,1,112.33,0.8676,68.75
5.563511,1,0,110.33,0.7568,64.07
5.627784,1,0,114.0,0.9693,70.39
5.698382,1,0,106.67,0.551,82.97
5.781562,0,0,97.0,0.0,87.75
5.869518,0,0,98.0,0.0577,64.04
5.933773,0,0,96.33,0.0,58.74
5.992719,1,1,112.33,0.8912,69.43
6.062401,1,0,110.0,0.7587,64.06
6.12667,1,0,113.33,0.9531,70.17
6.197044,1,0,107.0,0.5882,82.75
6.280036,0,0,96.67,0.0,86.49
6.366736,0,0,97.67,0.0394,64.27
6.431223,0,0,96.33,0.0,60.18
6.49162,1,1,111.33,0.8435,69.46
6.561335,1,0,109.33,0.7264,63.26
6.624822,1,0,112.67,0.9221,69.96
6.695004,1,0,109.0,0.707,81.5
6.776721,0,0,97.0,0.0039,86.82
6.863759,0,0,97.33,0.0232,64.87
6.928853,0,0,95.67,0.0,60.88
6.989956,1,1,108.67,0.6924,69.27
7.059489,1,0,109.33,0.7305,65.78
7.125498,1,0,112.67,0.9233,69.75
7.195471,1,0,108.0,0.6652,81.81
7.277499,0,0,97.33,0.0387,87.04
7.364767,0,0,98.0,0.0781,64.71
7.429707,0,0,96.0,0.0,60.52
7.490463,1,1,109.33,0.7433,68.69
7.559428,1,0,108.67,0.7045,63.84
7.623501,1,0,112.33,0.9362,70.09
7.693824,1,0,112.67,0.9778,80.25
7.774314,0,0,96.33,0.0,86.93
7.861476,0,0,98.33,0.1033,83.88
7.945597,0,0,97.0,0.0222,75.43
8.021274,1,1,110.33,0.8352,68.25
8.089812,1,0,109.0,0.754,65.1
8.155159,1,0,113.33,1.0,74.76
8.230163,0,0,94.67,0.0,85.09
8.315498,0,0,97.0,0.0401,86.03
8.401766,0,0,97.67,0.0802,60.8
8.462811,0,0,100.0,0.2197,89.75
8.552814,1,1,108.67,0.7388,64.91
8.618014,1,0,112.0,0.9382,71.38
8.689646,1,0,112.0,0.9571,81.48
8.771381,0,0,96.0,0.0,86.19
8.857821,0,0,98.33,0.1222,83.89
8.941961,0,0,96.67,0.0207,75.82
9.018051,1,1,110.0,0.8366,68.39
9.086742,1,0,110.67,0.8776,65.91
9.152904,1,0,112.67,1.0,75.45
9.228612,0,0,94.33,0.0,85.13
9.314,0,0,96.67,0.0208,85.72
9.400001,0,0,97.0,0.041,62.15
9.462413,0,0,98.67,0.1432,88.46
9.55114,1,1,108.0,0.7142,64.93
9.61637,1,0,111.0,0.8978,70.36
9.686994,1,0,111.0,0.8978,81.03
9.768285,0,0,95.0,0.0,85.38
9.853931,0,0,97.0,0.041,84.09
9.938278,0,0,96.0,0.0,74.71
10.013263,1,1,109.33,0.7968,68.17
10.081742,1,0,108.67,0.7567,64.98
10.146989,1,0,112.67,1.0,74.73
10.22199,0,0,95.0,0.0,83.72
10.305987,0,0,96.33,0.0198,85.52
10.391774,0,0,97.33,0.0798,60.45
10.452495,0,0,95.67,0.0,89.93
10.542714,1,1,108.0,0.7199,64.3
10.607339,1,0,110.67,0.88,66.87
10.674488,1,0,113.0,1.0,75.51
10.750278,0,0,96.33,0.0198,84.51
10.835071,0,0,98.0,0.12,81.84
10.917183,0,0,96.33,0.0198,74.55
10.992048,0,0,105.0,0.5399,64.66
11.056988,1,1,107.0,0.6599,60.78
11.118097,1,0,110.67,0.88,67.57
11.185955,1,0,111.33,0.9329,78.84
11.265083,0,0,95.67,0.0,84.69
11.350062,0,0,97.33,0.0864,83.13
11.433474,0,0,96.33,0.0278,74.71
11.508474,1,1,109.33,0.8111,67.64
11.576454,1,0,107.67,0.711,63.87
11.640623,1,0,112.67,1.0,72.48
11.713395,0,0,97.33,0.0881,82.52
11.796205,0,0,96.67,0.0483,84.05
11.880545,0,0,97.33,0.0881,61.54
11.942373,0,0,93.33,0.0,89.8
12.032486,1,1,107.67,0.711,64.61
12.097439,1,0,109.33,0.8111,64.32
12.162056,1,0,113.0,1.0,75.0
12.237352,0,0,97.67,0.1086,82.91
12.320561,0,0,97.0,0.0682,84.95
12.40581,0,0,95.0,0.0,59.89
12.465991,0,0,100.33,0.2774,102.59
12.568978,1,1,107.0,0.6732,85.51
12.654835,1,0,112.0,0.9799,67.42
12.722556,0,0,95.0,0.0,82.39
12.805252,0,0,96.67,0.0801,85.04
12.890596,0,0,97.0,0.0999,59.86
12.950766,0,0,94.33,0.0,88.87
13.039979,1,1,107.0,0.7059,61.64
13.101976,1,0,109.33,0.8429,64.83
13.167117,1,0,112.0,1.0,74.4
13.24183,0,0,97.0,0.0999,82.91
13.325059,0,0,97.67,0.1401,82.91
13.408286,0,0,96.0,0.0399,75.68
13.484287,0,0,99.33,0.2397,68.4
13.553006,1,1,107.0,0.7,61.02
13.614395,1,0,110.33,0.8994,66.65
13.681368,1,0,112.67,1.0,74.79
13.75648,0,0,95.67,0.0161,83.63
13.840436,0,0,97.33,0.1162,82.24
13.923002,0,0,95.67,0.0161,75.03
13.998357,1,1,108.67,0.7994,66.91
14.065639,1,0,107.33,0.7186,63.04
14.129013,1,0,110.0,0.8795,68.86
14.198209,1,0,105.33,0.613,79.8
14.278346,0,0,95.67,0.0,83.96
14.362632,0,0,96.0,0.0207,63.33
14.426309,0,0,94.33,0.0,58.17
14.484825,0,0,99.0,0.2222,67.97
14.553143,1,1,106.67,0.6957,62.01
14.615536,1,0,109.67,0.8841,66.03
14.68191,1,0,110.67,0.9464,78.38
14.760631,0,0,95.33,0.0061,84.49
14.84546,0,0,97.67,0.1317,81.59
14.927387,0,0,95.67,0.0064,73.34
15.001068,1,1,107.33,0.7368,65.91
15.067404,1,0,107.0,0.7162,61.98
15.129731,1,0,110.67,0.9461,68.31
15.198392,1,0,106.33,0.7034,78.97
15.277709,0,0,96.0,0.0217,84.86
15.362915,0,0,97.0,0.0875,62.2
15.425456,0,0,94.33,0.0,58.3
15.484125,0,0,99.33,0.2459,68.42
15.552899,1,1,107.0,0.7472,61.36
15.614663,1,0,110.33,0.9648,66.19
15.681205,1,0,110.67,1.0,78.21
15.759769,0,0,95.0,0.0,83.9
15.844063,0,0,97.0,0.1146,82.26
15.926668,0,0,95.33,0.0064,73.27
16.000295,1,1,107.0,0.7623,66.47
16.067173,1,0,106.33,0.7189,61.65
16.129186,1,0,110.33,0.978,67.6
16.197149,1,0,108.33,0.8484,79.05
16.276562,0,0,96.0,0.0498,84.16
16.36108,0,0,96.67,0.0932,62.42
16.423882,0,0,94.67,0.0,58.75
16.482992,0,0,98.0,0.1914,68.02
16.551374,1,1,107.0,0.7658,61.65
16.61344,1,0,110.33,0.9783,68.9
16.682709,1,0,111.0,1.0,78.88
16.761955,0,0,95.67,0.0428,84.27
16.846596,0,0,97.33,0.1487,81.71
16.92868,0,0,95.67,0.0428,75.44
17.004492,1,1,108.67,0.8702,65.97
17.070882,1,0,107.33,0.7832,62.66
17.13392,1,0,110.0,0.9565,68.83
17.203132,1,0,102.67,0.4894,78.93
17.282435,0,0,95.33,0.0044,83.91
17.36672,0,0,96.67,0.0929,61.46
17.428551,0,0,96.33,0.0664,89.76
