t_s,phase_rad,frequency_hz,phase_error_rad,follower_flash,loop_dt_ms
1.6e-05,0.000183,1.8,0.0,0,0.016
1.066379,5.777274,1.8,0.0,1,1066.363
1.126979,0.179461,1.8,0.0,1,60.6
1.212465,1.14628,1.8,0.0,0,85.486
1.305005,2.192883,1.8,0.0,0,92.54
1.395912,3.221018,1.8,0.0,0,90.907
1.460651,3.9532,1.8,0.0,0,64.739
1.520899,4.634592,1.8,0.0,0,60.248
1.591014,5.427571,1.8,0.0,0,70.115
1.657941,6.187922,1.8,0.855614,0,66.927
1.736264,0.796693,1.8,0.852192,1,78.323
1.823428,1.790794,1.8,0.846045,0,87.164
1.912049,2.803067,1.8,0.837743,0,88.621
1.974391,3.507057,1.80544,-2.270319,0,62.343
2.064712,4.524774,1.815211,-1.500487,0,90.321
2.130265,5.263172,1.828407,-0.939697,0,65.553
2.201586,6.073781,1.84429,-0.333701,0,71.321
2.28679,0.772475,1.86226,0.379443,1,85.205
2.374454,1.798236,1.881827,1.099749,0,87.663
2.446335,2.654869,1.902593,1.677029,0,71.881
2.541091,3.783247,1.920654,-2.439328,0,94.757
2.599222,4.472023,1.936479,-2.309317,0,58.131
2.666629,5.273357,1.950452,-2.1576,0,67.407
2.744632,6.206287,1.962886,-1.984802,0,78.003
2.832573,0.982117,1.974041,-1.795082,1,87.941
2.918707,2.023553,1.984127,-1.612243,0,86.134
2.996197,2.960376,1.993049,-1.919767,0,77.489
3.065959,3.803414,2.001003,-1.801032,0,69.762
3.132033,4.602929,2.008151,-1.688971,0,66.074
3.202375,5.459212,2.014627,-1.574162,0,70.342
3.28681,0.214029,2.020538,-1.445988,1,84.435
3.375221,1.306542,2.025973,-1.317001,0,88.411
3.438299,2.080695,2.031007,-1.219197,0,63.078
3.497261,2.801846,2.035277,-2.058218,0,58.962
3.566066,3.648694,2.038919,-2.00256,0,68.805
3.63096,4.445825,2.042043,-1.948019,0,64.894
3.702928,5.334278,2.044741,-1.891358,0,71.968
3.787029,0.096307,2.047087,-1.831617,1,84.101
3.875363,1.197173,2.049142,-1.771591,0,88.334
3.938316,1.972577,2.050956,-1.719458,0,62.953
3.997431,2.698298,2.052201,-1.991757,0,59.115
4.066103,3.547005,2.052986,-1.978507,0,68.671
4.131709,4.356007,2.053399,-1.963862,0,65.606
4.20246,5.23121,2.053512,-1.950634,0,70.751
4.286872,6.282491,2.053387,-1.941759,1,84.413
4.374475,1.091518,2.05307,-1.933658,1,87.603
4.438099,1.87417,2.052602,-1.917121,0,63.624
4.496511,2.58946,2.052023,-1.892925,0,58.412
4.565801,3.444886,2.051357,-1.876879,0,69.29
4.631383,4.252391,2.050626,-1.859482,0,65.582
4.702098,5.125904,2.049844,-1.843518,0,70.715
4.786202,6.171717,2.049025,-1.831458,0,84.104
4.874038,0.982163,2.04818,-1.820275,1,87.836
4.936996,1.755388,2.047317,-1.80153,0,62.957
4.996163,2.479829,2.046439,-1.772846,0,59.168
5.064954,3.327997,2.045552,-1.756094,0,68.791
5.129712,4.124257,2.044661,-1.738122,0,64.758
5.200401,4.996678,2.043772,-1.721759,0,70.689
5.28401,6.034928,2.042887,-1.708847,0,83.609
5.370924,0.832239,2.042009,-1.696661,1,86.914
5.435189,1.621966,2.041139,-1.678364,0,64.264
5.494512,2.348386,2.040289,-1.636354,0,59.323
5.563511,3.198935,2.039459,-1.618329,0,68.999
5.627784,3.988963,2.038646,-1.599253,0,64.273
5.698382,4.86007,2.037852,-1.581684,0,70.598
5.781562,5.892311,2.037075,-1.566944,0,83.181
5.869518,0.702429,2.036316,-1.553206,1,87.956
5.933773,1.492427,2.035573,-1.534371,0,64.255
5.992719,2.214631,2.034847,-1.504662,0,58.946
6.062401,3.07421,2.034137,-1.487096,0,69.681
6.12667,3.864704,2.033442,-1.468538,0,64.27
6.197044,4.733292,2.032763,-1.451274,0,70.374
6.280036,5.763096,2.032098,-1.436487,0,82.992
6.366736,0.557069,2.031449,-1.422405,1,86.7
6.431223,1.350691,2.030813,-1.404282,0,64.487
6.49162,2.09232,2.030198,-1.360848,0,60.397
6.561335,2.953014,2.029601,-1.343271,0,69.715
6.624822,3.734447,2.029021,-1.324865,0,63.487
6.695004,4.601404,2.028458,-1.307699,0,70.182
6.776721,5.615507,2.027909,-1.292459,0,81.717
6.863759,0.414318,2.027375,-1.27812,1,87.038
6.928853,1.216845,2.026854,-1.260637,0,65.094
6.989956,1.968769,2.026352,-1.225037,0,61.103
7.059489,2.828241,2.025867,-1.20791,0,69.533
7.125498,3.643044,2.025398,-1.190535,0,66.009
7.195471,4.508491,2.024943,-1.173862,0,69.973
7.277499,5.52749,2.024501,-1.158847,0,82.028
7.364767,0.33007,2.024072,-1.1446,1,87.267
7.429707,1.132006,2.023654,-1.127867,0,64.941
7.490463,1.88079,2.023247,-1.13893,0,60.755
7.559428,2.734048,2.022851,-1.122894,0,68.966
7.623501,3.525211,2.022465,-1.106405,0,64.073
7.693824,4.395913,2.022088,-1.090694,0,70.323
7.774314,5.395912,2.02172,-1.076153,0,80.49
7.861476,0.197564,2.021361,-1.062384,1,87.162
7.945597,1.243867,2.02101,-1.048395,0,84.121
8.021274,2.182169,2.020668,-1.251235,0,75.677
8.089812,3.029274,2.020333,-1.235087,0,68.539
8.155159,3.835456,2.020006,-1.218092,0,65.347
8.230163,4.763936,2.019687,-1.201586,0,75.004
8.315498,5.823328,2.019375,-1.185709,0,85.336
8.401766,0.611219,2.019069,-1.169699,1,86.268
8.462811,1.36225,2.018771,-1.1514,0,61.045
8.552814,2.479654,2.018462,-1.372194,0,90.002
8.618014,3.281767,2.018146,-1.35506,0,65.201
8.689646,4.164898,2.017825,-1.337904,0,71.631
8.771381,5.175737,2.017501,-1.321265,0,81.735
8.857821,6.245909,2.017177,-1.304695,0,86.439
8.941961,1.003547,2.016854,-1.287585,1,84.141
9.018051,1.943249,2.016533,-1.011038,0,76.09
9.086742,2.789995,2.016215,-0.993136,0,68.692
9.152904,3.605363,2.0159,-0.975791,0,66.161
9.228612,4.54225,2.01559,-0.960012,0,75.709
9.314,5.602191,2.015283,-0.945678,0,85.387
9.400001,0.387108,2.014982,-0.931863,1,86.001
9.462413,1.156914,2.014686,-0.916399,0,62.412
9.55114,2.258998,2.014147,-1.19896,0,88.728
9.61637,3.062792,2.013417,-1.208562,0,65.23
9.686994,3.933991,2.012536,-1.219762,0,70.624
9.768285,4.939189,2.011538,-1.234942,0,81.291
9.853931,5.998473,2.010451,-1.2511,0,85.646
9.938278,0.757148,2.009296,-1.265634,1,84.347
10.013263,1.681765,2.008092,-0.790142,0,74.985
10.081742,2.524944,2.006854,-0.797702,0,68.479
10.146989,3.327785,2.005593,-0.804576,0,65.247
10.22199,4.253733,2.004319,-0.815947,0,75.0
10.305987,5.292891,2.003039,-0.831108,0,83.997
10.391774,0.071065,2.001761,-0.84682,1,85.788
10.452495,0.816709,2.000488,-0.852346,0,60.72
10.542714,1.932734,1.999013,-0.881422,0,90.219
10.607339,2.726423,1.997382,-0.909203,0,64.625
10.674488,3.550964,1.995633,-0.93804,0,67.148
10.750278,4.482877,1.993797,-0.971926,0,75.791
10.835071,5.526327,1.991898,-1.010761,0,84.792
10.917183,0.251606,1.989957,-1.046449,1,82.112
10.992048,1.167995,1.987989,-1.075986,0,74.865
11.056988,1.958626,1.986128,-1.197281,0,64.94
11.118097,2.699985,1.984359,-1.203599,0,61.109
11.185955,3.524209,1.982672,-1.211418,0,67.858
11.265083,4.487588,1.981056,-1.222625,0,79.128
11.350062,5.522527,1.979504,-1.234889,0,84.979
11.433474,0.253542,1.978009,-1.245233,1,83.412
11.508474,1.16617,1.977069,-0.223465,0,75.0
11.576454,1.994336,1.976575,-0.176315,0,67.979
11.640623,2.7777,1.976442,-0.133709,0,64.17
11.713395,3.670185,1.976596,-0.090239,0,72.772
11.796205,4.689474,1.976981,-0.045077,0,82.81
11.880545,5.729794,1.977548,-0.001556,0,84.34
11.942373,0.2091,1.978259,0.030747,1,61.828
12.032486,1.323635,1.978619,-0.238547,0,90.113
12.097439,2.125677,1.978699,-0.254372,0,64.953
12.162056,2.92359,1.978552,-0.27021,0,64.617
12.237352,3.854119,1.978226,-0.289509,0,75.295
12.320561,4.882721,1.977757,-0.311168,0,83.21
12.40581,5.93622,1.977175,-0.3331,0,85.249
12.465991,0.394583,1.976507,-0.346499,1,60.18
12.568978,1.666987,1.975771,-0.427102,0,102.987
12.654835,2.725789,1.974984,-0.44725,0,85.857
12.722556,3.558678,1.974159,-0.460944,0,67.721
12.805252,4.576547,1.973308,-0.478359,0,82.696
12.890596,5.626393,1.972439,-0.495698,0,85.343
12.950766,0.080247,1.971559,-0.50486,1,60.17
13.039979,1.178038,1.970674,-0.105644,0,89.213
13.101976,1.939352,1.969788,-0.115599,0,61.997
13.167117,2.739999,1.968905,-0.127076,0,65.142
13.24183,3.659232,1.968028,-0.141517,0,74.712
13.325059,4.68375,1.967159,-0.158332,0,83.23
13.408286,5.708008,1.966301,-0.175066,0,83.227
13.484287,0.359489,1.965454,-0.189763,1,76.001
13.553006,1.203209,1.964702,-0.367523,0,68.719
13.614395,1.955624,1.964029,-0.369499,0,61.389
13.681368,2.776285,1.963421,-0.371323,0,66.973
13.75648,3.696766,1.962869,-0.373335,0,75.112
13.840436,4.725779,1.962364,-0.375645,0,83.955
13.923002,5.737162,1.961897,-0.377279,0,82.566
13.998357,0.379882,1.961806,0.579433,1,75.355
14.065639,1.209283,1.962016,0.612298,0,67.282
14.129013,1.993139,1.962465,0.640296,0,63.374
14.198209,2.851115,1.963105,0.668124,0,69.196
14.278346,3.846166,1.963894,0.698291,0,80.137
14.362632,4.894414,1.9648,0.728006,0,84.287
14.426309,5.690058,1.965795,0.746887,0,63.677
14.484825,0.140299,1.966858,0.761858,1,58.515
14.553143,0.992503,1.967555,-0.156736,0,68.318
14.615536,1.769452,1.967956,-0.179936,0,62.393
14.68191,2.593856,1.96812,-0.201976,0,66.374
14.760631,3.569362,1.968093,-0.225223,0,78.72
14.84546,4.618992,1.967913,-0.248335,0,84.829
14.927387,5.631445,1.967612,-0.269232,0,81.928
15.001068,0.261443,1.96763,0.681762,1,73.681
15.067404,1.086199,1.967904,0.706507,0,66.336
15.129731,1.863478,1.968382,0.72714,0,62.327
15.198392,2.72095,1.96902,0.748158,0,68.661
15.277709,3.711961,1.969784,0.771481,0,79.317
15.362915,4.777472,1.970647,0.795314,0,85.206
15.425456,5.563858,1.971584,0.808647,0,62.542
15.484125,0.020325,1.972577,0.819087,1,58.668
15.552899,0.883039,1.973611,0.005552,0,68.774
15.614663,1.657273,1.974673,0.018066,0,61.764
15.681205,2.489681,1.975755,0.033895,0,66.542
15.759769,3.470641,1.976846,0.055087,0,78.564
15.844063,4.522495,1.977942,0.078881,0,84.294
15.926668,5.553376,1.979037,0.102333,0,82.605
16.000295,0.192248,1.980322,0.777102,1,73.627
16.067173,1.032877,1.981754,0.812984,0,66.878
16.129186,1.815196,1.983297,0.843277,0,62.012
16.197149,2.673747,1.984923,0.874955,0,67.964
16.276562,3.6771,1.98661,0.911401,0,79.413
16.36108,4.746228,1.988338,0.948722,0,84.518
16.423882,5.54603,1.990092,0.971239,0,62.802
16.482992,0.018083,1.99186,0.989895,1,59.11
16.551374,0.886747,1.993315,-0.01373,0,68.382
16.61344,1.674264,1.994513,-0.023191,0,62.066
16.682709,2.550361,1.995502,-0.030119,0,69.269
16.761955,3.550245,1.996319,-0.034913,0,79.247
16.846596,4.616789,1.996996,-0.038177,0,84.641
16.92868,5.650465,1.997557,-0.040472,0,82.083
17.004492,0.324311,1.997982,0.629902,1,75.812
17.070882,1.164638,1.998296,0.621748,0,66.39
17.13392,1.964088,1.998522,0.612218,0,63.038
17.203132,2.841964,1.998674,0.601262,0,69.212
17.282435,3.84723,1.998768,0.588981,0,79.303
17.36672,4.915537,1.998815,0.57583,0,84.285
17.428551,5.702172,1.998824,0.563238,0,61.832
17.518693,0.561636,1.999105,0.61995,1,90.142
17.583196,1.38283,1.999605,0.63714,0,64.502
17.645453,2.176424,2.000276,0.652732,0,62.257
17.715357,3.066801,2.001082,0.670883,0,69.905
17.795618,4.088154,2.001993,0.692604,0,80.261
17.879563,5.156725,2.002984,0.714975,0,83.945
17.940444,5.935932,2.004036,0.727047,0,60.881
18.030088,0.793196,2.004661,0.316866,1,89.644
18.093762,1.605687,2.004943,0.283353,0,63.674
18.158526,2.430941,2.004949,0.250553,0,64.765
18.231982,3.364667,2.004734,0.215848,0,73.456
18.315092,4.418936,2.004344,0.178941,0,83.109
18.399495,5.48838,2.003815,0.142755,0,84.403
18.458468,6.236535,2.003176,0.116346,0,58.973
18.547706,1.08113,2.002453,0.016883,1,89.238
18.608737,1.852656,2.001665,-0.007798,0,61.031
18.675702,2.697651,2.000829,-0.03315,0,66.965
18.754609,3.691626,1.999956,-0.061094,0,78.907
18.839328,4.757441,1.999059,-0.089625,0,84.719
18.921441,5.789337,1.998145,-0.116121,0,82.113
18.995515,0.438431,1.997222,0.47148,1,74.074
19.063217,1.291654,1.996295,0.449128,0,67.702
19.125637,2.079212,1.995369,0.427368,0,62.42
19.194439,2.94711,1.994446,0.403173,0,68.802
19.273782,3.947145,1.993531,0.37575,0,79.343
19.357629,5.003378,1.992625,0.347113,0,83.847
19.43948,6.03423,1.99173,0.319248,0,81.852
19.514222,0.692163,1.990847,0.229399,1,74.742
19.578647,1.503498,1.989978,0.207127,0,64.425
19.642996,2.313171,1.989123,0.185553,0,64.348
19.716123,3.231849,1.988283,0.162518,0,73.127
19.798565,4.266111,1.987459,0.138002,0,82.442
19.882506,5.318257,1.986649,0.113956,0,83.941
19.942981,6.076659,1.985856,0.096139,0,60.475
20.032783,0.917508,1.98503,0.179708,1,89.801
20.095846,1.70752,1.984184,0.157663,0,63.064
20.161483,2.529122,1.983323,0.135289,0,65.637
20.235115,3.449788,1.982454,0.111161,0,73.632
20.317865,4.483345,1.981582,0.085124,0,82.75
20.401963,5.53291,1.980712,0.059452,0,84.098
20.461626,6.277585,1.979846,0.041073,0,59.663
20.549679,1.091401,1.978967,-0.020166,1,88.053
20.611421,1.860266,1.978082,-0.039536,0,61.742
20.679546,2.707657,1.977194,-0.059873,0,68.125
20.75874,3.691707,1.976308,-0.082413,0,79.194
20.842632,4.733195,1.975427,-0.105316,0,83.892
20.925683,5.763317,1.974553,-0.127067,0,83.051
20.999783,0.40088,1.973689,0.500649,1,74.099
21.066993,1.237441,1.972837,0.482143,0,67.21
21.130351,2.027126,1.971996,0.463314,0,63.358
21.198617,2.87819,1.971169,0.442388,0,68.266
21.278204,3.869748,1.970356,0.418215,0,79.587
21.362253,4.916532,1.969557,0.392781,0,84.049
21.42566,5.707689,1.968772,0.372073,0,63.407
21.483724,0.149374,1.968003,0.352632,1,58.065
21.551618,0.993516,1.967241,-0.164939,0,67.893
21.613849,1.76569,1.966489,-0.183532,0,62.231
21.682963,2.621218,1.965747,-0.201684,0,69.114
21.762239,3.60074,1.965017,-0.2203,0,79.276
21.84692,4.645604,1.964299,-0.238497,0,84.681
21.929358,5.661511,1.963593,-0.254821,0,82.438
22.003035,0.288519,1.9629,0.606823,1,73.677
22.069055,1.106077,1.962221,0.592613,0,66.019
22.131063,1.875538,1.961554,0.577326,0,62.008
22.199176,2.721235,1.9609,0.559501,0,68.113
22.278419,3.704689,1.96026,0.538657,0,79.243
22.363075,4.755133,1.959633,0.516242,0,84.656
22.426549,5.544878,1.959018,0.497263,0,63.474
22.484633,6.268297,1.958417,0.479024,0,58.083
22.553188,0.835483,1.957828,0.0033,1,68.555
22.614928,1.600351,1.957252,-0.013703,0,61.74
22.694641,2.584827,1.956688,-0.031975,0,79.714
22.772609,3.546522,1.956136,-0.048484,0,77.967
22.849997,4.499942,1.955596,-0.063604,0,77.388
22.925614,5.430586,1.955068,-0.07731,0,75.618
22.999528,0.060176,1.955086,0.903859,1,73.914
23.065616,0.879648,1.955543,0.944868,0,66.088
23.127617,1.651481,1.956348,0.980049,0,62.001
23.195927,2.503243,1.957428,1.016847,0,68.31
23.274704,3.486019,1.958724,1.058223,0,78.777
23.359338,4.543143,1.960188,1.101071,0,84.634
23.440969,5.565503,1.96178,1.139529,0,81.631
23.514676,0.207501,1.963484,0.767421,1,73.707
23.580443,1.03537,1.965269,0.794444,0,65.767
23.643843,1.834712,1.967113,0.819337,0,63.399
23.717414,2.760618,1.968996,0.850041,0,73.571
23.799919,3.798141,1.970904,0.885393,0,82.505
23.884306,4.86028,1.972823,0.920694,0,84.387
23.944294,5.62133,1.974744,0.939884,0,59.988
24.033345,0.459586,1.97612,0.639382,1,89.051
24.097653,1.273703,1.977054,0.606069,0,64.308
24.163762,2.109731,1.977632,0.572779,0,66.109
24.237317,3.037709,1.977922,0.538073,0,73.555
24.319585,4.073317,1.977981,0.50167,0,82.268
24.404392,5.139724,1.977854,0.465337,0,84.807
24.464395,5.897082,1.977579,0.436596,0,60.003
24.552845,0.723726,1.977188,0.362206,1,88.45
24.614316,1.497367,1.976704,0.33495,0,61.471
24.682947,2.358978,1.976149,0.306806,0,68.631
24.762104,3.350304,1.975538,0.27692,0,79.157
24.84693,4.410981,1.974886,0.246614,0,84.825
24.928864,5.434761,1.974203,0.218096,0,81.935
25.003098,0.081383,1.973498,0.829943,1,74.234
25.069699,0.917637,1.972778,0.804668,0,66.601
25.131852,1.699488,1.972049,0.779341,0,62.153
25.200981,2.568203,1.971317,0.75162,0,69.128
25.281041,3.572458,1.970584,0.720977,0,80.06
25.365123,4.626368,1.969853,0.689342,0,84.082
25.427375,5.409782,1.969128,0.662696,0,62.252
25.485416,6.140784,1.968409,0.637167,0,58.041
25.552816,0.702027,1.967699,0.128074,1,67.401
25.614722,1.476476,1.966998,0.104366,0,61.906
25.680684,2.299284,1.966308,0.081851,0,65.961
25.754911,3.222651,1.965629,0.059463,0,74.228
25.838432,4.259359,1.964961,0.036858,0,83.52
25.920707,5.279363,1.964306,0.015957,0,82.275
25.995639,6.211517,1.963663,0.989827,0,74.932
26.062473,0.76268,1.963032,0.970278,1,66.834
26.125425,1.550737,1.962413,0.949274,0,62.952
26.193383,2.401649,1.961807,0.925792,0,67.958
26.273233,3.399896,1.961213,0.899151,0,79.85
26.356594,4.441791,1.960631,0.87122,0,83.361
26.439198,5.474498,1.960062,0.843028,0,82.604
26.512242,0.106153,1.959493,0.795744,1,73.044
26.577944,0.930363,1.958928,0.769067,0,65.702
26.641398,1.726577,1.958367,0.742984,0,63.454
26.713767,2.632083,1.957813,0.715725,0,72.368
