agent_id,event_type,normalized_signal,raw_brightness,roi_id,t_s
V1,pi_detected_virtual_flash,1.0,49.0,1,0.667249
V1,pi_detected_virtual_flash,0.85,42.0,1,0.967074
V0,pi_detected_virtual_flash,0.8788,52.0,0,1.100337
V1,pi_detected_virtual_flash,0.8108,41.0,1,1.466827
V1,pi_detected_virtual_flash,0.7805,40.0,1,1.966576
V0,pi_detected_virtual_flash,0.8684,51.0,0,2.099843
V1,pi_detected_virtual_flash,0.8049,41.0,1,2.466331
V1,pi_detected_virtual_flash,0.7561,39.0,1,2.966077
V0,pi_detected_virtual_flash,0.8684,51.0,0,3.09933
V1,pi_detected_virtual_flash,0.7561,39.0,1,3.465829
V1,pi_detected_virtual_flash,0.7317,38.0,1,3.965566
V0,pi_detected_virtual_flash,0.8421,50.0,0,4.098831
V1,pi_detected_virtual_flash,0.7317,38.0,1,4.465317
V1,pi_detected_virtual_flash,0.7073,37.0,1,4.965028
V0,pi_detected_virtual_flash,0.8158,49.0,0,5.098315
V1,pi_detected_virtual_flash,0.7073,37.0,1,5.464795
V1,pi_detected_virtual_flash,0.6585,35.0,1,5.964544
V0,pi_detected_virtual_flash,0.7895,48.0,0,6.097809
V1,pi_detected_virtual_flash,0.6829,36.0,1,6.464296
V1,pi_detected_virtual_flash,0.9756,48.0,1,6.997608
V0,pi_detected_virtual_flash,0.7895,48.0,0,7.097291
V1,pi_detected_virtual_flash,0.9756,48.0,1,7.497101
V1,pi_detected_virtual_flash,0.9756,48.0,1,7.996875
V0,pi_detected_virtual_flash,0.7297,46.0,0,8.096797
V1,pi_detected_virtual_flash,0.9756,48.0,1,8.496585
V1,pi_detected_virtual_flash,1.0,49.0,1,8.996354
V0,pi_detected_virtual_flash,0.7297,46.0,0,9.096299
V1,pi_detected_virtual_flash,0.9756,48.0,1,9.496089
V1,pi_detected_virtual_flash,1.0,49.0,1,9.99585
V0,pi_detected_virtual_flash,0.7027,45.0,0,10.095777
V1,pi_detected_virtual_flash,1.0,49.0,1,10.495553
V1,pi_detected_virtual_flash,1.0,49.0,1,10.995309
V0,pi_detected_virtual_flash,0.6757,44.0,0,11.095254
V1,pi_detected_virtual_flash,1.0,49.0,1,11.495049
V1,pi_detected_virtual_flash,1.0,49.0,1,11.994802
V0,pi_detected_virtual_flash,1.0,56.0,0,12.128231
V1,pi_detected_virtual_flash,0.9756,48.0,1,12.494536
V1,pi_detected_virtual_flash,1.0,49.0,1,12.994314
V0,pi_detected_virtual_flash,1.0,56.0,0,13.127603
V1,pi_detected_virtual_flash,1.0,49.0,1,13.494041
V1,pi_detected_virtual_flash,0.9767,49.0,1,13.993787
V0,pi_detected_virtual_flash,1.0,56.0,0,14.127046
V1,pi_detected_virtual_flash,0.9762,49.0,1,14.493523
V1,pi_detected_virtual_flash,0.9762,49.0,1,14.993275
V0,pi_detected_virtual_flash,1.0,57.0,0,15.193124
V1,pi_detected_virtual_flash,0.9762,49.0,1,15.493045
V1,pi_detected_virtual_flash,0.9762,49.0,1,15.992799
V0,pi_detected_virtual_flash,1.0,56.0,0,16.126053
V1,pi_detected_virtual_flash,1.0,50.0,1,16.492536
V1,pi_detected_virtual_flash,0.9762,49.0,1,16.992294
V0,pi_detected_virtual_flash,1.0,56.0,0,17.125591
V1,pi_detected_virtual_flash,0.9762,49.0,1,17.492022
V1,pi_detected_virtual_flash,0.9762,49.0,1,17.991788
V0,pi_detected_virtual_flash,1.0,57.0,0,18.125026
V1,pi_detected_virtual_flash,1.0,50.0,1,18.49152
V1,pi_detected_virtual_flash,0.9643,48.5,1,18.991269
V0,pi_detected_virtual_flash,1.0,56.0,0,19.124575
V1,pi_detected_virtual_flash,1.0,50.0,1,19.49102
V1,pi_detected_virtual_flash,0.9762,49.0,1,19.990768
V0,pi_detected_virtual_flash,1.0,56.0,0,20.124011
V1,pi_detected_virtual_flash,1.0,50.0,1,20.490507
V1,pi_detected_virtual_flash,0.9762,49.0,1,20.990259
V0,pi_detected_virtual_flash,0.9737,56.0,0,21.12356
V1,pi_detected_virtual_flash,1.0,50.0,1,21.489999
V1,pi_detected_virtual_flash,0.9762,49.0,1,21.989748
V0,pi_detected_virtual_flash,0.9737,56.0,0,22.123007
V1,pi_detected_virtual_flash,0.9762,49.0,1,22.489661
V1,pi_detected_virtual_flash,0.9762,49.0,1,22.989249
V0,pi_detected_virtual_flash,0.9737,56.0,0,23.122545
V1,pi_detected_virtual_flash,1.0,50.0,1,23.488979
V1,pi_detected_virtual_flash,0.9762,49.0,1,23.98874
V0,pi_detected_virtual_flash,0.9737,56.0,0,24.121998
V1,pi_detected_virtual_flash,0.9762,49.0,1,24.488474
V1,pi_detected_virtual_flash,0.9524,48.0,1,24.988232
V0,pi_detected_virtual_flash,0.9737,56.0,0,25.121535
V1,pi_detected_virtual_flash,1.0,50.0,1,25.487969
V1,pi_detected_virtual_flash,0.9762,49.0,1,25.987732
V0,pi_detected_virtual_flash,0.9737,56.0,0,26.120974
V1,pi_detected_virtual_flash,1.0,50.0,1,26.487465
V1,pi_detected_virtual_flash,0.9762,49.0,1,26.98721
V0,pi_detected_virtual_flash,0.9737,56.0,0,27.120529
V1,pi_detected_virtual_flash,0.9762,49.0,1,27.486955
V1,pi_detected_virtual_flash,0.9762,49.0,1,27.986896
V0,pi_detected_virtual_flash,0.9737,56.0,0,28.119955
V1,pi_detected_virtual_flash,1.0,50.0,1,28.486447
V1,pi_detected_virtual_flash,0.9762,49.0,1,28.986195
V0,pi_detected_virtual_flash,0.9737,56.0,0,29.119495
V1,pi_detected_virtual_flash,1.0,50.0,1,29.485944
V1,pi_detected_virtual_flash,0.9535,49.0,1,29.985698
