brightness,camera_processing_time_ms,signal_norm,state,t_s,virtual_event
137.0,1014.126,0.0,0,0.199289,0
137.0,40.079,0.0,0,1.220414,0
167.0,33.836,0.0,0,1.340265,0
167.0,50.148,0.0,0,1.374134,0
150.0,49.847,0.0,0,1.424316,0
138.0,50.714,0.0,0,1.474198,0
138.0,50.109,0.0,0,1.524945,0
140.0,31.998,0.0,0,1.643409,0
141.0,23.784,0.0,0,1.67544,0
141.0,21.391,0.1333,0,1.699257,0
144.0,39.499,0.2333,0,1.72068,0
146.0,38.807,0.3156,0,1.760212,0
168.0,36.118,1.0,1,1.799053,1
168.0,19.18,1.0,1,1.835289,0
168.0,33.042,1.0,1,1.854553,0
169.0,36.774,1.0,1,1.887672,0
169.0,37.732,1.0,1,1.924524,0
143.0,63.175,0.1732,0,2.032639,0
143.0,49.961,0.1711,0,2.095892,0
144.0,24.641,0.202,0,2.14593,0
141.0,23.821,0.1,0,2.170638,0
142.0,20.235,0.1333,0,2.194526,0
142.0,21.719,0.1333,0,2.214829,0
145.0,37.347,0.2333,0,2.236614,0
145.0,22.663,0.2333,0,2.28832,0
169.0,31.339,1.0,1,2.379724,1
168.0,34.641,0.9868,1,2.411184,0
170.0,38.614,1.0,1,2.445893,0
170.0,42.31,1.0,1,2.484572,0
147.0,45.831,0.2903,0,2.526948,0
144.0,47.659,0.1935,0,2.572844,0
143.0,49.927,0.1558,0,2.620569,0
145.0,47.46,0.2157,0,2.670562,0
145.0,23.221,0.2105,0,2.718088,0
169.0,26.229,1.0,1,2.813161,1
168.0,35.919,0.9667,1,2.839504,0
170.0,40.41,1.0,1,2.875489,0
170.0,42.925,1.0,1,2.915965,0
170.0,46.493,1.0,1,2.958955,0
171.0,49.753,1.0,1,3.005512,0
145.0,50.773,0.1667,0,3.055362,0
139.0,49.678,0.0,0,3.106201,0
137.0,50.381,0.0,0,3.155945,0
148.0,29.463,0.306,0,3.27489,0
166.0,30.444,0.8734,1,3.316568,1
169.0,40.742,0.9683,1,3.34712,0
169.0,41.538,0.9682,1,3.387928,0
168.0,43.785,0.9361,1,3.429532,0
149.0,47.22,0.3269,0,3.473381,0
141.0,50.251,0.0675,0,3.520668,0
139.0,49.832,0.0,0,3.570985,0
139.0,27.867,0.0,0,3.690832,0
145.0,29.325,0.1948,0,3.807513,0
