event,model,source,t_s
pi_flash,eapf_consensus,pi_oscillator,1.220414
pi_flash,eapf_consensus,pi_oscillator,1.524945
virtual_flash,eapf_consensus,camera,1.799053
pi_flash,eapf_consensus,pi_oscillator,1.924524
pi_flash,eapf_consensus,pi_oscillator,2.28832
virtual_flash,eapf_consensus,camera,2.379724
pi_flash,eapf_consensus,pi_oscillator,2.718088
virtual_flash,eapf_consensus,camera,2.813161
pi_flash,eapf_consensus,pi_oscillator,3.155945
virtual_flash,eapf_consensus,camera,3.316568
pi_flash,eapf_consensus,pi_oscillator,3.570985
pi_flash,eapf_consensus,pi_oscillator,3.690832
virtual_flash,eapf_consensus,camera,3.836905
pi_flash,eapf_consensus,pi_oscillator,4.057731
virtual_flash,eapf_consensus,camera,4.267229
pi_flash,eapf_consensus,pi_oscillator,4.488656
virtual_flash,eapf_consensus,camera,4.837611
pi_flash,eapf_consensus,pi_oscillator,4.902791
virtual_flash,eapf_consensus,camera,5.240193
pi_flash,eapf_consensus,pi_oscillator,5.358363
virtual_flash,eapf_consensus,camera,5.78799
virtual_flash,eapf_consensus,camera,6.219036
pi_flash,eapf_consensus,pi_oscillator,6.274945
virtual_flash,eapf_consensus,camera,6.756074
pi_flash,eapf_consensus,pi_oscillator,6.756074
virtual_flash,eapf_consensus,camera,7.191764
pi_flash,eapf_consensus,pi_oscillator,7.212476
pi_flash,eapf_consensus,pi_oscillator,7.694854
virtual_flash,eapf_consensus,camera,7.801853
virtual_flash,eapf_consensus,camera,8.166676
pi_flash,eapf_consensus,pi_oscillator,8.166676
pi_flash,eapf_consensus,pi_oscillator,8.669056
virtual_flash,eapf_consensus,camera,8.79505
pi_flash,eapf_consensus,pi_oscillator,9.146339
virtual_flash,eapf_consensus,camera,9.568432
pi_flash,eapf_consensus,pi_oscillator,9.649601
virtual_flash,eapf_consensus,camera,10.107521
pi_flash,eapf_consensus,pi_oscillator,10.107521
virtual_flash,eapf_consensus,camera,10.531322
pi_flash,eapf_consensus,pi_oscillator,10.628328
virtual_flash,eapf_consensus,camera,11.077402
pi_flash,eapf_consensus,pi_oscillator,11.112721
virtual_flash,eapf_consensus,camera,11.513378
pi_flash,eapf_consensus,pi_oscillator,11.638325
virtual_flash,eapf_consensus,camera,12.074614
pi_flash,eapf_consensus,pi_oscillator,12.144608
virtual_flash,eapf_consensus,camera,12.50616
pi_flash,eapf_consensus,pi_oscillator,12.675442
virtual_flash,eapf_consensus,camera,12.930734
pi_flash,eapf_consensus,pi_oscillator,13.154234
virtual_flash,eapf_consensus,camera,13.468537
pi_flash,eapf_consensus,pi_oscillator,13.650333
virtual_flash,eapf_consensus,camera,13.90755
virtual_flash,eapf_consensus,camera,14.328765
pi_flash,eapf_consensus,pi_oscillator,14.580729
virtual_flash,eapf_consensus,camera,14.888433
pi_flash,eapf_consensus,pi_oscillator,15.074759
virtual_flash,eapf_consensus,camera,15.299209
pi_flash,eapf_consensus,pi_oscillator,15.522691
virtual_flash,eapf_consensus,camera,15.726987
pi_flash,eapf_consensus,pi_oscillator,16.021205
virtual_flash,eapf_consensus,camera,16.270608
pi_flash,eapf_consensus,pi_oscillator,16.479009
virtual_flash,eapf_consensus,camera,16.69962
pi_flash,eapf_consensus,pi_oscillator,16.886008
virtual_flash,eapf_consensus,camera,17.250059
