t_s,phase_rad,frequency_hz,phase_error_rad,follower_flash,loop_dt_ms
1.7e-05,0.000239,2.3,0.0,0,0.017
1.04079,2.474419,2.3,0.0,1,1040.773
1.105972,3.416398,2.3,0.0,0,65.183
1.187231,4.590688,2.3,0.0,0,81.258
1.278343,5.907382,2.3,0.0,0,91.112
1.351167,0.676596,2.3,0.0,1,72.824
1.413336,1.57503,2.3,0.0,0,62.17
1.472495,2.429954,2.3,0.0,0,59.159
1.534495,3.325937,2.3,0.0,0,62.0
1.604396,4.347927,2.3,2.957248,0,69.901
1.688224,5.580594,2.3,2.945419,0,83.828
1.776177,0.597141,2.3,2.924175,1,87.953
1.841189,1.571181,2.3,2.895482,0,65.012
1.900178,2.446596,2.304324,-1.170567,0,58.989
1.969835,3.470601,2.312089,-0.722337,0,69.658
2.033543,4.407236,2.322576,-0.309983,0,63.708
2.104131,5.446832,2.335199,0.148254,0,70.588
2.187673,0.399774,2.34948,0.687642,1,83.542
2.276654,1.726624,2.36503,1.253927,0,88.981
2.340787,2.696874,2.381534,1.649975,0,64.133
2.40136,3.606466,2.395249,-2.648162,0,60.573
2.470656,4.641505,2.406678,-2.601603,0,69.296
2.53728,5.632482,2.416232,-2.550702,0,66.624
2.61127,0.449435,2.424249,-2.49085,1,73.99
2.692812,1.663266,2.431004,-2.424011,0,81.542
2.780878,2.976451,2.436722,-2.352348,0,88.066
2.844504,3.915844,2.441587,-2.291262,0,63.626
2.903622,4.803772,2.443694,2.201562,0,59.118
2.97125,5.835063,2.443586,2.030018,0,67.628
3.035786,0.54449,2.441706,1.85531,1,64.536
3.106771,1.641547,2.438417,1.654438,0,70.985
3.189956,2.928109,2.434013,1.414798,0,83.185
3.27846,4.295943,2.428735,1.158742,0,88.505
3.342338,5.28605,2.422779,0.970474,0,63.878
3.401687,6.20512,2.416328,0.840044,0,59.349
3.470219,0.977489,2.409509,0.645803,1,68.533
3.53461,1.966254,2.402421,0.465656,0,64.391
3.605134,3.043025,2.395148,0.274083,0,70.523
3.688161,4.302532,2.387754,0.056493,0,83.027
3.776028,5.628116,2.380294,-0.166762,0,87.867
3.840917,0.319959,2.372811,-0.328542,1,64.889
3.901753,1.228758,2.365333,-0.462567,0,60.836
3.970246,2.245642,2.357887,-0.621702,0,68.493
